YAL013W	YBR095C
YGL120C	YJL050W
YGL120C	YJR007W
YGL120C	YKR092C
YGL120C	YLR022C
YGL120C	YLR106C
YGL120C	YLR206W
YGL120C	YLR424W
YGL120C	YMR086W
YGL120C	YMR229C
YGL120C	YOL136C
YGL120C	YOR211C
YGL120C	YPR161C
YGL124C	YIL036W
YGL124C	YML007W
YGL127C	YGR104C
YGL127C	YHR041C
YGL127C	YLR290C
YGL127C	YNL236W
YGL127C	YNR010W
YGL127C	YOR174W
YGL128C	YLR424W
YGL157W	YJL023C
YGL157W	YJR031C
YGL157W	YMR034C
YGL172W	YJL041W
YGL173C	YGL213C
YGL173C	YGR086C
YGL173C	YHL034C
YGL173C	YKL023W
YGL173C	YKL187C
YGL173C	YKL216W
YGL173C	YLR175W
YGL173C	YNL137C
YGL173C	YNL147W
YGL173C	YNL175C
YGL173C	YNL255C
YGL173C	YOL097C
YGL173C	YPL004C
YGL173C	YPR161C
YGL175C	YIL095W
YGL179C	YGR104C
YGL181W	YJL050W
YGL185C	YPL001W
YGL190C	YML109W
YGL190C	YMR140W
YGL190C	YMR237W
YGL190C	YMR273C
YGL190C	YMR304W
YGL190C	YOR162C
YGL201C	YJR014W
YGL201C	YLR355C
YGL201C	YOR157C
YGL205W	YOR243C
YGL206C	YLR196W
YGL206C	YML010W
YGL213C	YKL023W
YGL213C	YKR081C
YGL233W	YIL148W
YGL237C	YOR358W
YGL242C	YGR097W
YGL242C	YKL035W
YGL242C	YKL129C
YGL245W	YHR111W
YGL245W	YHR114W
YGL245W	YKR083C
YGL245W	YLR135W
YGL245W	YOR091W
YGL245W	YPL001W
YGL245W	YPL074W
YGL245W	YPL201C
YGR006W	YPR046W
YGR010W	YMR172W
YGR031W	YIL107C
YGR031W	YJR089W
YGR032W	YIL043C
YGR032W	YIL148W
YGR047C	YGR086C
YGR047C	YKR081C
YGR047C	YMR086W
YGR047C	YPL004C
YGR047C	YPL007C
YGR070W	YLR371W
YGR071C	YML069W
YGR074W	YJL203W
YGR074W	YJR009C
YGR074W	YLR147C
YGR074W	YLR275W
YGR074W	YPR178W
YGR075C	YMR004W
YGR078C	YJL041W
YGR078C	YJL050W
YGR078C	YJL179W
YGR080W	YPL022W
YGR086C	YGR237C
YGR086C	YHR027C
YGR086C	YIL043C
YGR086C	YKL142W
YGR086C	YKR092C
YGR086C	YLR079W
YGR086C	YLR175W
YGR086C	YMR031C
YGR086C	YMR086W
YGR086C	YNL041C
YGR086C	YNL244C
YGR086C	YOL045W
YGR086C	YOR035C
YGR086C	YOR091W
YGR086C	YOR195W
YGR086C	YPL004C
YGR086C	YPL074W
YGR086C	YPR115W
YGR086C	YPR161C
YGR087C	YIL148W
YGR087C	YPL207W
YGR092W	YHR166C
YGR092W	YIL106W
YGR097W	YMR304W
YGR104C	YHR041C
YGR104C	YJL050W
YGR104C	YLR347C
YGR104C	YLR396C
YGR104C	YMR104C
YGR104C	YMR112C
YGR104C	YNL127W
YGR104C	YNL236W
YGR104C	YNR010W
YGR104C	YOR141C
YGR108W	YMR259C
YGR126W	YIL043C
YGR126W	YKL028W
YGR126W	YLR435W
YGR126W	YOR386W
YGR126W	YPR161C
YGR129W	YLR117C
YGR130C	YMR031C
YGR133W	YLL004W
YGR134W	YJR011C
YGR180C	YJL026W
YGR180C	YLR347C
YGR180C	YMR161W
YGR180C	YMR229C
YGR180C	YMR284W
YGR180C	YPL191C
YGR195W	YOR076C
YGR196C	YOL126C
YGR202C	YLR347C
YGR202C	YOR098C
YGR209C	YIL107C
YGR209C	YJL033W
YGR209C	YJL047C
YGR209C	YKL191W
YGR209C	YLR039C
YGR216C	YML056C
YGR224W	YML056C
YGR231C	YIL043C
YGR232W	YHR027C
YGR232W	YKL145W
YGR232W	YOR261C
YGR237C	YKR081C
YGR237C	YLR175W
YGR237C	YML056C
YGR247W	YOL126C
YGR248W	YOR018W
YGR250C	YGR281W
YGR250C	YJL052W
YGR250C	YML002W
YGR250C	YPL210C
YGR252W	YOL148C
YGR252W	YPL254W
YGR255C	YNL330C
YGR275W	YOR290C
YGR275W	YPL016W
YHL007C	YJL067W
YHL007C	YLR138W
YHL007C	YLR380W
YHL007C	YMR049C
YHL023C	YLR015W
YHL025W	YOR290C
YHL025W	YPL016W
YHL034C	YIL148W
YHL034C	YJL033W
YHL034C	YLR175W
YHL034C	YLR196W
YHL034C	YMR014W
YHL034C	YMR070W
YHL034C	YMR140W
YHL034C	YMR229C
YHL034C	YMR290C
YHL034C	YNL255C
YHL034C	YNR051C
YHL034C	YNR053C
YHL034C	YOR243C
YHL034C	YPL022W
YHL034C	YPR161C
YHR008C	YML127W
YHR024C	YNL242W
YHR027C	YHR184W
YHR027C	YHR200W
YHR027C	YIL071C
YHR027C	YKL145W
YHR027C	YKR095W
YHR027C	YLR421C
YHR027C	YMR183C
YHR027C	YNL246W
YHR027C	YOR261C
YHR027C	YPL004C
YHR027C	YPL240C
YHR027C	YPR108W
YHR041C	YMR112C
YHR041C	YNR010W
YHR041C	YOR174W
YHR082C	YKL210W
YHR082C	YLR022C
YHR097C	YPR161C
YHR102W	YPL001W
YHR111W	YIL008W
YHR114W	YOR181W
YHR127W	YKL067W
YHR137W	YLR278C
YHR138C	YMR049C
YHR146W	YMR297W
YHR146W	YPL154C
YHR158C	YMR124W
YHR161C	YLR106C
YHR166C	YKL022C
YHR182W	YNL233W
YHR200W	YKL145W
YHR200W	YLR421C
YHR200W	YOR261C
YHR200W	YOR328W
YHR200W	YPL004C
YHR200W	YPR108W
YHR200W	YPR160W
YHR216W	YML056C
YHR216W	YOR128C
YIL008W	YMR108W
YIL008W	YPL055C
YIL014W	YPL195W
YIL034C	YLR171W
YIL036W	YIL150C
YIL036W	YMR070W
YIL036W	YMR255W
YIL036W	YMR284W
YIL036W	YMR288W
YIL036W	YPL001W
YIL041W	YLR435W
YIL043C	YKL007W
YIL043C	YKL129C
YIL043C	YLR075W
YIL043C	YML072C
YIL043C	YMR031C
YIL043C	YOL006C
YIL043C	YOR086C
YIL043C	YPL240C
YIL061C	YLR147C
YIL061C	YLR275W
YIL062C	YJL033W
YIL062C	YJR065C
YIL062C	YOL097C
YIL071C	YMR025W
YIL071C	YNL265C
YIL071C	YOL088C
YIL071C	YPR080W
YIL079C	YJL050W
YIL084C	YJL123C
YIL084C	YNL097C
YIL084C	YNL330C
YIL095W	YJL033W
YIL095W	YJL109C
YIL095W	YLR015W
YIL095W	YLR022C
YIL095W	YPR161C
YIL107C	YOR116C
YIL148W	YJL020C
YIL148W	YJL052W
YIL148W	YJL084C
YIL148W	YJL138C
YIL148W	YJR083C
YIL148W	YKL010C
YIL148W	YKL080W
YIL148W	YKL104C
YIL148W	YKL210W
YIL148W	YKL213C
YIL148W	YLR175W
YIL148W	YLR347C
YIL148W	YLR380W
YIL148W	YMR116C
YIL148W	YMR276W
YIL148W	YNL014W
YIL148W	YNL248C
YIL148W	YNR016C
YIL148W	YNR051C
YIL148W	YOR042W
YIL148W	YOR046C
YIL148W	YOR230W
YIL148W	YPL004C
YIL148W	YPL218W
YIL148W	YPR107C
YIL152W	YJR092W
YIL162W	YNL031C
YIR003W	YKL007W
YIR007W	YJL130C
YIR007W	YLR027C
YIR007W	YMR205C
YIR007W	YPR080W
YIR015W	YJR031C
YIR025W	YKL022C
YIR028W	YOR157C
YIR037W	YPL001W
YJL001W	YJR014W
YJL001W	YOL038W
YJL001W	YOR157C
YJL001W	YOR362C
YJL020C	YJR008W
YJL020C	YNL183C
YJL020C	YOR181W
YJL023C	YKL192C
YJL024C	YPL195W
YJL033W	YJL138C
YJL033W	YKR025W
YJL033W	YKR081C
YJL033W	YLR043C
YJL033W	YLR274W
YJL033W	YLR442C
YJL033W	YML028W
YJL033W	YMR014W
YJL033W	YMR031C
YJL033W	YMR229C
YJL033W	YMR290C
YJL033W	YNL132W
YJL033W	YOL006C
YJL033W	YOR193W
YJL033W	YOR328W
YJL033W	YPL004C
YJL033W	YPL211W
YJL033W	YPR161C
YJL034W	YKL117W
YJL034W	YLR355C
YJL041W	YJL050W
YJL041W	YKR082W
YJL044C	YKR068C
YJL044C	YNL123W
YJL047C	YJR009C
YJL047C	YKL117W
YJL047C	YMR072W
YJL050W	YKR081C
YJL050W	YKR092C
YJL050W	YLR175W
YJL050W	YML111W
YJL050W	YMR290C
YJL050W	YNL299W
YJL050W	YOR231W
YJL050W	YPL146C
YJL050W	YPL220W
YJL052W	YJR009C
YJL052W	YKL104C
YJL052W	YKL124W
YJL052W	YKL191W
YJL052W	YLR027C
YJL052W	YLR135W
YJL052W	YML056C
YJL052W	YNL041C
YJL052W	YPR161C
YJL053W	YOR132W
YJL068C	YOL017W
YJL070C	YML035C
YJL070C	YMR131C
YJL070C	YNR016C
YJL072C	YPR135W
YJL081C	YNL097C
YJL081C	YOR141C
YJL081C	YOR244W
YJL081C	YOR281C
YJL081C	YPR023C
YJL081C	YPR161C
YJL084C	YJL197W
YJL084C	YOR191W
YJL084C	YPL090C
YJL099W	YNR016C
YJL101C	YJR122W
YJL109C	YKL210W
YJL109C	YLR015W
YJL109C	YLR175W
YJL109C	YPL001W
YJL109C	YPL012W
YJL109C	YPL146C
YJL123C	YNL330C
YJL123C	YOL109W
YJL128C	YJR009C
YJL131C	YPR161C
YJL137C	YOR157C
YJL138C	YLR023C
YJL138C	YLR027C
YJL138C	YLR371W
YJL138C	YLR380W
YJL138C	YML029W
YJL138C	YMR083W
YJL138C	YMR196W
YJL138C	YPR036W
YJL146W	YPL154C
YJL148W	YMR229C
YJL148W	YNL113W
YJL148W	YNL248C
YJL155C	YLR345W
YJL164C	YLR275W
YJL164C	YPL203W
YJL195C	YLR410W
YJL197W	YJR031C
YJL197W	YLR087C
YJL197W	YML111W
YJL197W	YOL092W
YJL197W	YOL159C
YJL197W	YPR112C
YJL203W	YLR011W
YJL203W	YLR147C
YJL203W	YLR225C
YJL203W	YML049C
YJL203W	YMR288W
YJL206C	YPL090C
YJR001W	YOR128C
YJR004C	YPL141C
YJR007W	YLR175W
YJR007W	YOR091W
YJR009C	YKL028W
YJR009C	YKL129C
YJR009C	YLR027C
YJR009C	YMR259C
YJR009C	YOR299W
YJR009C	YPL003W
YJR009C	YPL207W
YJR010C-A	YKL009W
YJR010C-A	YLR066W
YJR010C-A	YLR075W
YJR010C-A	YLR185W
YJR010C-A	YML055W
YJR010C-A	YML072C
YJR010C-A	YMR229C
YJR010C-A	YOR086C
YJR010C-A	YOR193W
YJR011C	YPL037C
YJR014W	YOR028C
YJR031C	YKL191W
YJR031C	YPL116W
YJR036C	YNL307C
YJR036C	YOR157C
YJR041C	YLR347C
YJR042W	YPL169C
YJR065C	YKL013C
YJR065C	YLR370C
YJR065C	YPL022W
YJR091C	YMR311C
YJR099W	YKL104C
YJR102C	YPL002C
YJR103W	YKL117W
YJR103W	YMR049C
YJR106W	YMR228W
YJR110W	YLR424W
YJR113C	YOR158W
YJR121W	YKL104C
YJR121W	YPL240C
YJR129C	YML100W
YJR132W	YLR438W
YJR132W	YMR110C
YJR136C	YKL210W
YKL007W	YKL028W
YKL007W	YLR225C
YKL007W	YML069W
YKL007W	YMR229C
YKL007W	YOL065C
YKL009W	YPR080W
YKL010C	YKL035W
YKL010C	YPL037C
YKL013C	YLR370C
YKL023W	YKR081C
YKL023W	YLR085C
YKL023W	YMR290C
YKL023W	YPR161C
YKL028W	YKL192C
YKL028W	YKR062W
YKL028W	YLR185W
YKL028W	YNL112W
YKL028W	YPL001W
YKL028W	YPR056W
YKL035W	YLR177W
YKL035W	YLR231C
YKL035W	YLR347C
YKL035W	YNL075W
YKL035W	YOL155C
YKL035W	YPL061W
YKL052C	YKR083C
YKL057C	YPL001W
YKL061W	YLR362W
YKL074C	YKL191W
YKL074C	YLR116W
YKL077W	YPR161C
YKL078W	YLR175W
YKL093W	YLR273C
YKL093W	YMR237W
YKL095W	YLR147C
YKL104C	YKR081C
YKL104C	YLR039C
YKL104C	YMR213W
YKL104C	YNL229C
YKL104C	YOL109W
YKL104C	YOR362C
YKL117W	YMR273C
YKL121W	YPR137W
YKL127W	YMR105C
YKL129C	YLR175W
YKL142W	YMR273C
YKL142W	YNL041C
YKL142W	YNR051C
YKL142W	YOL109W
YKL142W	YOR046C
YKL142W	YOR051C
YKL142W	YOR128C
YKL142W	YPL004C
YKL142W	YPR008W
YKL145W	YOR261C
YKL145W	YPL004C
YKL145W	YPR108W
YKL187C	YLR380W
YKL191W	YLR043C
YKL191W	YLR411W
YKL191W	YOL109W
YKL191W	YOR048C
YKL201C	YKR081C
YKL203C	YKR081C
YKL204W	YOL017W
YKL206C	YMR314W
YKL206C	YOL038W
YKL210W	YKR082W
YKL210W	YMR108W
YKL210W	YNL246W
YKL210W	YNL275W
YKL210W	YNR016C
YKL210W	YPR201W
YKL213C	YLR362W
YKL213C	YML117W
YKL216W	YLR113W
YKR010C	YML010W
YKR014C	YMR258C
YKR023W	YPR023C
YKR025W	YOR116C
YKR028W	YPR161C
YKR035W-A	YPL001W
YKR036C	YMR228W
YKR046C	YML065W
YKR046C	YNL317W
YKR056W	YNL225C
YKR058W	YPL170W
YKR081C	YLR022C
YKR081C	YLR347C
YKR081C	YML034W
YKR081C	YML065W
YKR081C	YMR123W
YKR081C	YMR140W
YKR081C	YMR229C
YKR081C	YNL175C
YKR081C	YNR053C
YKR081C	YOL144W
YKR081C	YPL009C
YKR081C	YPR045C
YKR081C	YPR161C
YKR083C	YMR083W
YKR092C	YLR435W
YKR092C	YML093W
YKR092C	YNL049C
YLL004W	YML065W
YLL004W	YMR237W
YLL004W	YPL001W
YLL010C	YLR019W
YLL040C	YOR261C
YLL048C	YPL016W
YLL050C	YLR039C
YLL050C	YLR231C
YLL056C	YML056C
YLR005W	YPR056W
YLR014C	YNL164C
YLR015W	YLR219W
YLR015W	YLR246W
YLR015W	YOR141C
YLR015W	YPL004C
YLR022C	YLR175W
YLR022C	YLR185W
YLR022C	YMR229C
YLR022C	YNL061W
YLR022C	YNL163C
YLR022C	YPL009C
YLR022C	YPL146C
YLR027C	YLR171W
YLR027C	YMR083W
YLR027C	YMR116C
YLR027C	YNL172W
YLR039C	YLR380W
YLR039C	YMR237W
YLR039C	YOR014W
YLR043C	YLR231C
YLR055C	YMR007W
YLR055C	YOL148C
YLR074C	YNR053C
YLR075W	YNR053C
YLR075W	YPL220W
YLR075W	YPR161C
YLR079W	YLR417W
YLR079W	YPR119W
YLR082C	YLR347C
YLR094C	YMR014W
YLR094C	YPR161C
YLR106C	YMR131C
YLR106C	YPL016W
YLR107W	YLR435W
YLR109W	YLR135W
YLR109W	YLR231C
YLR109W	YPL001W
YLR113W	YLR248W
YLR113W	YNL162W
YLR114C	YMR049C
YLR115W	YNL222W
YLR115W	YNL317W
YLR115W	YOR230W
YLR115W	YPL240C
YLR115W	YPR107C
YLR117C	YMR213W
YLR117C	YPL151C
YLR117C	YPR101W
YLR131C	YNL135C
YLR131C	YNL254C
YLR135W	YOL126C
YLR147C	YLR275W
YLR147C	YML049C
YLR147C	YMR213W
YLR147C	YMR288W
YLR147C	YNL147W
YLR147C	YPR101W
YLR148W	YPL212C
YLR175W	YLR371W
YLR175W	YLR410W
YLR175W	YMR014W
YLR175W	YMR031C
YLR175W	YMR049C
YLR175W	YMR070W
YLR175W	YMR229C
YLR175W	YMR290C
YLR175W	YMR304W
YLR175W	YNL061W
YLR175W	YNR051C
YLR175W	YOR191W
YLR175W	YPL009C
YLR175W	YPL090C
YLR175W	YPL240C
YLR175W	YPR161C
YLR178C	YMR297W
YLR178C	YNL009W
YLR185W	YPL001W
YLR189C	YML127W
YLR189C	YOR124C
YLR196W	YLR410W
YLR196W	YMR229C
YLR196W	YNL255C
YLR196W	YPR161C
YLR215C	YPR080W
YLR219W	YPR161C
YLR223C	YPR135W
YLR226W	YPR161C
YLR231C	YML028W
YLR231C	YMR083W
YLR231C	YPL231W
YLR231C	YPR036W
YLR233C	YMR049C
YLR256W	YOR362C
YLR257W	YOR157C
YLR275W	YNL147W
YLR275W	YOR244W
YLR275W	YPR101W
YLR275W	YPR178W
YLR278C	YLR442C
YLR333C	YML056C
YLR345W	YML098W
YLR345W	YOR219C
YLR347C	YLR392C
YLR347C	YML010W
YLR347C	YML014W
YLR347C	YMR049C
YLR347C	YMR290C
YLR347C	YMR304W
YLR347C	YNL330C
YLR347C	YOL126C
YLR347C	YOR098C
YLR347C	YOR124C
YLR347C	YOR191W
YLR347C	YPL090C
YLR347C	YPR023C
YLR350W	YNL031C
YLR358C	YNL222W
YLR360W	YNL223W
YLR380W	YML093W
YLR380W	YPL207W
YLR392C	YOR038C
YLR410W	YML069W
YLR410W	YMR049C
YLR417W	YPL002C
YLR419W	YPL207W
YLR421C	YOR261C
YLR434C	YOR261C
YLR435W	YNL014W
YLR435W	YOL030W
YLR435W	YOR128C
YLR435W	YPL146C
YLR435W	YPL231W
YLR436C	YMR304W
YML004C	YPL001W
YML007W	YNR010W
YML008C	YMR228W
YML012W	YML055W
YML014W	YNR046W
YML014W	YOR319W
YML024W	YOL148C
YML029W	YNL294C
YML042W	YNL216W
YML049C	YMR049C
YML049C	YMR288W
YML049C	YOR319W
YML056C	YNL053W
YML056C	YOL045W
YML056C	YOR128C
YML056C	YOR360C
YML056C	YPL009C
YML056C	YPR154W
YML057W	YPR184W
YML065W	YMR072W
YML065W	YPL001W
YML069W	YNL031C
YML069W	YOL006C
YML069W	YOL145C
YML070W	YNL248C
YML070W	YOL058W
YML093W	YOR116C
YML093W	YPR028W
YML098W	YMR227C
YML098W	YPL137C
YML100W	YMR261C
YML100W	YNL317W
YML101C	YPL240C
YML117W	YNL049C
YMR014W	YMR031C
YMR014W	YMR290C
YMR014W	YNL248C
YMR014W	YOR091W
YMR014W	YPL146C
YMR020W	YNL246W
YMR031C	YMR086W
YMR031C	YPL004C
YMR034C	YPL211W
YMR049C	YPL037C
YMR049C	YPR008W
YMR072W	YPL001W
YMR072W	YPR161C
YMR086W	YOL126C
YMR086W	YPL004C
YMR101C	YOR191W
YMR105C	YOR090C
YMR111C	YPR131C
YMR114C	YNL041C
YMR131C	YPL207W
YMR140W	YNL112W
YMR140W	YPL037C
YMR167W	YNL082W
YMR172W	YMR276W
YMR196W	YMR275C
YMR213W	YPL151C
YMR213W	YPR101W
YMR227C	YPL011C
YMR229C	YMR290C
YMR229C	YNL061W
YMR229C	YNL175C
YMR229C	YNL299W
YMR229C	YNR051C
YMR229C	YPR161C
YMR232W	YMR304W
YMR237W	YOR038C
YMR246W	YMR304W
YMR255W	YOR046C
YMR259C	YNL218W
YMR259C	YOR042W
YMR275C	YPL146C
YMR276W	YOR042W
YMR287C	YOR174W
YMR290C	YPL009C
YMR290C	YPL037C
YMR290C	YPL220W
YMR291W	YNL118C
YMR302C	YPL207W
YMR304W	YNR047W
YMR304W	YOR124C
YMR314W	YOL038W
YMR314W	YOR157C
YMR314W	YOR362C
YNL009W	YOR089C
YNL031C	YNL049C
YNL031C	YPL001W
YNL049C	YPL260W
YNL049C	YPR181C
YNL061W	YNR051C
YNL061W	YOL144W
YNL061W	YPL211W
YNL061W	YPR161C
YNL071W	YNL330C
YNL071W	YPR023C
YNL077W	YPR161C
YNL097C	YNL330C
YNL097C	YOR244W
YNL098C	YOR101W
YNL106C	YPR161C
YNL112W	YPL037C
YNL113W	YNL248C
YNL113W	YNR003C
YNL113W	YOR116C
YNL113W	YPR049C
YNL113W	YPR161C
YNL117W	YOR290C
YNL118C	YOR191W
YNL135C	YPR166C
YNL137C	YOR158W
YNL147W	YPL001W
YNL147W	YPR178W
YNL162W	YOL097C
YNL165W	YOR243C
YNL222W	YNL317W
YNL222W	YPR107C
YNL233W	YPL240C
YNL236W	YNR010W
YNL236W	YOR174W
YNL248C	YNR003C
YNL248C	YPL009C
YNL248C	YPR161C
YNL248C	YPR178W
YNL299W	YPR108W
YNL304W	YNR016C
YNL307C	YOR290C
YNL317W	YOR289W
YNL317W	YOR296W
YNL317W	YPL127C
YNL317W	YPR107C
YNL330C	YOR046C
YNL330C	YPL059W
YNL330C	YPR023C
YNR003C	YOR116C
YNR010W	YOR174W
YNR010W	YPL042C
YNR016C	YOL113W
YNR016C	YOR100C
YNR016C	YOR243C
YNR037C	YOR158W
YNR046W	YOL124C
YNR051C	YPR161C
YNR053C	YPL146C
YOL001W	YPL001W
YOL006C	YOR009W
YOL006C	YPR161C
YOL017W	YOR046C
YOL017W	YOR261C
YOL017W	YPR080W
YOL038W	YOR157C
YOL038W	YOR362C
YOL111C	YPL174C
YOL144W	YPR161C
YOL145C	YOR243C
YOL148C	YPL254W
YOR035C	YPL004C
YOR046C	YOR244W
YOR046C	YPL004C
YOR051C	YPL004C
YOR070C	YPL001W
YOR076C	YPL037C
YOR091W	YPR045C
YOR091W	YPR161C
YOR119C	YOR157C
YOR157C	YOR169C
YOR157C	YOR362C
YOR174W	YOR349W
YOR223W	YOR290C
YOR244W	YPL169C
YOR244W	YPR023C
YOR261C	YPL004C
YOR261C	YPR108W
YOR290C	YPL016W
YPL001W	YPL037C
YPL004C	YPL022W
YPL004C	YPR161C
YPL018W	YPR046W
YPL022W	YPL146C
YPL116W	YPL220W
YPL127C	YPR161C
YPL137C	YPL207W
YPL146C	YPR161C
YPL151C	YPR101W
YPL151C	YPR134W
YPL161C	YPR198W
YPL195W	YPL212C
YPL201C	YPR036W
YPL210C	YPL243W
YPL220W	YPR080W
YPL240C	YPR135W
YPR080W	YPR107C
YPR137W	YPR178W
