YFL056C	YOL018C
YDR430C	YFL018C
YDR430C	YER178W
YJL005W	YGR092W
YJL005W	YBR140C
YJL005W	YBR142W
YJL005W	YBL038W
YJL005W	YGR233C
YAL012W	YJR091C
YAL012W	YMR101C
YGR155W	YJL173C
YGR155W	YIL066C
YGR155W	YLR442C
YGR155W	YHR135C
YGR155W	YGL081W
YOR065W	YOL073C
YKL087C	YLR285W
YDR016C	YGR113W
YDR016C	YKL002W
YDR016C	YGL044C
YDR016C	YDR201W
YFL053W	YDR316W
YIR032C	YBR126C
YKR034W	YJL110C
YKR034W	YNL021W
YKR034W	YJR066W
YKR034W	YDR520C
YGR113W	YDR034C
YGR113W	YLR329W
YGR113W	YGL079W
YGR113W	YJL064W
YGR113W	YPR045C
YPR111W	YHR193C
YPR111W	YIL106W
YPR111W	YOR210W
YGR092W	YIL106W
YGR092W	YJR072C
YGR092W	YDL147W
YGR092W	YDR394W
YGR092W	YOR117W
YGR092W	YDL185W
YGR092W	YBR126C
YGR092W	YKL061W
YDR052C	YOR178C
YDR052C	YPL153C
YPL119C	YBL026W
YNL112W	YMR080C
YOR046C	YMR255W
YOR046C	YDL011C
YHR169W	YNL014W
YHR169W	YIL125W
YHR169W	YGR240C
YHR169W	YMR105C
YHR169W	YDR238C
YHR169W	YPR121W
YHR169W	YJL138C
YHR169W	YKL075C
YLR276C	YPL043W
YLR276C	YHR066W
YLR276C	YBR269C
YKL149C	YGR072W
YOL149W	YNL118C
YOL149W	YDL160C
YOL149W	YDR206W
YOL149W	YEL015W
YOL149W	YJL124C
YOL149W	YBL026W
YOL149W	YER146W
YOL149W	YGL178W
YOL149W	YLR264W
YNL118C	YLL001W
YNL118C	YKR054C
YNL118C	YEL015W
YNL118C	YIR024C
YNL118C	YJL124C
YNL118C	YBL026W
YNL118C	YMR080C
YNL118C	YDL116W
YNL118C	YCR077C
YNL118C	YGL014W
YNL118C	YML091C
YNL118C	YOR124C
YNL118C	YIR014W
YNL118C	YKL133C
YLR270W	YLR081W
YLR270W	YJL141C
YOR173W	YHR152W
YOR173W	YJL141C
YPL194W	YLR288C
YPL194W	YOR368W
YPL194W	YOL094C
YPL194W	YPL029W
YOR204W	YDR192C
YAL013W	YNL330C
YMR238W	YHR061C
YMR238W	YFL036W
YDL160C	YEL015W
YDL160C	YJL124C
YDL160C	YBL026W
YDL160C	YGL178W
YDL160C	YCR077C
YDL160C	YER125W
YDL160C	YDR170C
YDL160C	YER081W
YDL160C	YLR373C
YDL160C	YMR106C
YKL078W	YDL014W
YOR080W	YBR247C
YOR080W	YBL076C
YOR080W	YNL132W
YOR080W	YNL308C
YOR080W	YEL032W
YOR080W	YOL041C
YOR080W	YPL012W
YOR080W	YGL100W
YOR080W	YHR030C
YOR080W	YCL054W
YOR080W	YHR066W
YOR080W	YHR064C
YOR080W	YKL014C
YOR080W	YJL141C
YPR082C	YKR086W
YPR082C	YGR091W
YPR082C	YFL017W-A
YPR082C	YPR182W
YKL002W	YER044C
YKL002W	YER039C
YKL002W	YER092W
YKL002W	YJR091C
YKL002W	YBR091C
YKL002W	YEL049W
YKL002W	YDL127W
YKL002W	YER104W
YKL002W	YMR117C
YKL002W	YER011W
YKL002W	YGL258W
YKL002W	YBR197C
YKL002W	YDL162C
YKL002W	YDR290W
YKL002W	YEL068C
YKL002W	YER079W
YKL002W	YER084W
YKL002W	YGR035C
YKL002W	YER031C
YPL049C	YDR480W
YPL049C	YBL017C
YPL049C	YHR084W
YDR480W	YHR084W
YPL266W	YNL207W
YLR129W	YLR222C
YPL265W	YGR165W
YPL265W	YLR222C
YIR004W	YHR165C
YEL071W	YKL103C
YEL071W	YPR165W
YMR211W	YGR133W
YMR211W	YDR510W
YHR164C	YDR499W
YHR164C	YAR007C
YHR164C	YHR122W
YLL001W	YJL112W
YLL001W	YOR098C
YLL001W	YJL141C
YKL213C	YHL002W
YKL213C	YOR116C
YDR069C	YDL147W
YDR069C	YER022W
YHR044C	YLR096W
YDR440W	YBR010W
YDR440W	YBL026W
YLR172C	YJR091C
YLR172C	YOR159C
YPR183W	YDR311W
YDR284C	YPL147W
YKR071C	YMR304W
YLL008W	YNL061W
YLL008W	YPL043W
YLL008W	YHR066W
YPR017C	YMR246W
YPR017C	YPL093W
YPR017C	YGR103W
YPR017C	YFL038C
YPR017C	YER031C
YBR180W	YDR034C
YBR180W	YHR042W
YDL101C	YJL092W
YDL101C	YBR205W
YDL101C	YDL200C
YDL101C	YBR035C
YDL101C	YMR105C
YDL101C	YPL022W
YDL101C	YPL153C
YDL101C	YDR217C
YDL101C	YER125W
YDL101C	YML058W
YDL101C	YLR234W
YDL101C	YOR332W
YDL101C	YHR135C
YDL101C	YFL030W
YDL101C	YMR226C
YBR208C	YOL133W
YBR208C	YJL098W
YKR054C	YMR117C
YHR068W	YOR098C
YPR023C	YNL330C
YPR023C	YOL004W
YPR023C	YHR099W
YJR082C	YFL021W
YJR082C	YOL105C
YJR082C	YDR066C
YJR082C	YJR001W
YJR082C	YPR096C
YDR206W	YER027C
YDR206W	YJL030W
YDR206W	YBR057C
YDR446W	YDR510W
YBL001C	YDR510W
YBL001C	YER067W
YBL001C	YPL068C
YMR128W	YBR247C
YMR128W	YCL059C
YMR128W	YDR280W
YMR128W	YGR195W
YLR228C	YDR167W
YBR065C	YPL151C
YBR065C	YER081W
YBR065C	YPR182W
YBR078W	YOL133W
YHL043W	YMR232W
YLR299W	YOL137W
YOR092W	YJR040W
YOR092W	YHR026W
YGL222C	YJR091C
YEL015W	YER032W
YEL015W	YJR140C
YEL015W	YBL026W
YEL015W	YIL046W
YEL015W	YLR264W
YEL015W	YLR082C
YBL047C	YDR192C
YBL047C	YPL153C
YBL047C	YNL243W
YBL047C	YCR030C
YBL047C	YDR348C
YBL047C	YOL087C
YBR033W	YNL228W
YAL003W	YKL081W
YHR193C	YJR091C
YHR193C	YHR030C
YJL196C	YCR034W
YJL196C	YMR215W
YJL196C	YPL076W
YJL196C	YDR331W
YJL196C	YIL048W
YJL196C	YJR010C-A
YJL196C	YKL154W
YJL196C	YJR117W
YJL196C	YGR260W
YJL196C	YBR159W
YJL196C	YDR307W
YJL196C	YKL065C
YJL196C	YHR140W
YGR200C	YHR187W
YGR200C	YLR384C
YGR200C	YKL110C
YGR200C	YNL078W
YLR186W	YBR247C
YLR186W	YCL059C
YLR186W	YPL004C
YLR186W	YGR233C
YLR186W	YER030W
YDR512C	YER081W
YLR080W	YFL048C
YLR080W	YBR159W
YFL048C	YCR034W
YFL048C	YKL154W
YFL048C	YGL212W
YFL048C	YBR159W
YFL048C	YKL065C
YFL048C	YBR183W
YFL048C	YPR003C
YHR174W	YNL127W
YHR174W	YLR196W
YHR174W	YGL044C
YHR174W	YEL031W
YHR174W	YIL091C
YBR247C	YHR148W
YBR247C	YNL132W
YBR247C	YCL059C
YBR247C	YJR002W
YBR247C	YOR056C
YBR247C	YPR144C
YBR247C	YDL014W
YBR247C	YNL207W
YBR247C	YPL012W
YBR247C	YGR081C
YBR247C	YLL011W
YBR247C	YBL004W
YGR145W	YNL132W
YGR145W	YCL059C
YGR145W	YMR304W
YGR145W	YIL121W
YDL161W	YOR181W
YDL161W	YLR116W
YDL161W	YIR006C
YLR206W	YBL106C
YIL005W	YPR086W
YIL005W	YBR159W
YIL005W	YIL166C
YHR123W	YCR034W
YHR123W	YIR038C
YHR123W	YBR295W
YHR123W	YBR159W
YHR123W	YKL065C
YDR414C	YBL040C
YDR414C	YGR284C
YDR414C	YCR034W
YDR414C	YFL041W
YDR414C	YDL198C
YDR414C	YDR503C
YDR414C	YDR245W
YDR414C	YEL017C-A
YDR414C	YNR026C
YDR414C	YOR254C
YDR414C	YJL004C
YDR414C	YBR159W
YDR414C	YCR100C
YDR414C	YFL040W
YDR414C	YLL056C
YDR414C	YML038C
YDR414C	YMR155W
YDR414C	YER005W
YDR414C	YNL326C
YDR414C	YPL264C
YBL040C	YMR215W
YBL040C	YDR331W
YBL040C	YJR010C-A
YLR246W	YKL146W
YHR007C	YCR034W
YHR007C	YPL076W
YHR007C	YDR331W
YHR007C	YKL008C
YHR007C	YLL006W
YHR007C	YPL274W
YHR007C	YJR117W
YHR007C	YNL070W
YHR007C	YKR050W
YML126C	YJR091C
YML126C	YNL119W
YML126C	YDL188C
YML126C	YKL125W
YGR175C	YGR289C
YGR175C	YDR086C
YGR175C	YNL311C
YER044C	YDR034C
YMR202W	YJR091C
YMR202W	YGL127C
YLR056W	YLR264W
YLR056W	YLR292C
YLR056W	YIL074C
YLR056W	YBR159W
YHR072W	YBR054W
YAR002C-A	YAL007C
YAR002C-A	YML012W
YAR002C-A	YJR091C
YAL007C	YML012W
YAL007C	YLR342W
YAL007C	YPL076W
YAL007C	YMR290C
YAL007C	YDL054C
YAL007C	YJL117W
YAL007C	YHR026W
YAL007C	YHR140W
YAL007C	YBR183W
YAL007C	YPL264C
YML012W	YPR181C
YML012W	YIL109C
YML012W	YMR054W
YGR284C	YMR215W
YGR284C	YOL132W
YGR284C	YPL076W
YGR284C	YDR331W
YGR284C	YGR289C
YGR284C	YEL017C-A
YGR284C	YLR018C
YGR284C	YHR026W
YGR284C	YPL274W
YGR284C	YJR010C-A
YGR284C	YBR283C
YGR284C	YGR260W
YGR284C	YAR027W
YGR284C	YHR140W
YGR284C	YER005W
YGR284C	YBR183W
YGR284C	YPL264C
YNL125C	YPL076W
YNL125C	YLR196W
YNL125C	YMR149W
YNL125C	YAR027W
YJR017C	YNL014W
YJR017C	YLL026W
YJR017C	YDR343C
YJR017C	YLR106C
YJR017C	YGR253C
YJR017C	YIL021W
YJR017C	YDL140C
YJR017C	YML010W
YJR017C	YPR086W
YJR017C	YGR186W
YJR017C	YDR457W
YLR318W	YIL009C-A
YLR300W	YOL126C
YMR246W	YLR291C
YMR246W	YOL133W
YMR246W	YOL126C
YMR246W	YDL047W
YDL045C	YGL127C
YDR021W	YJR007W
YNL023C	YNL135C
YNL023C	YDL043C
YNL023C	YKL081W
YDL166C	YCL059C
YDL166C	YLR222C
YNL127W	YMR052W
YNL127W	YMR186W
YNL127W	YLR044C
YNL127W	YKR055W
YNL127W	YLR371W
YNL127W	YGL131C
YNL127W	YBR169C
YNL127W	YAL016W
YNL127W	YDR050C
YNL127W	YDR200C
YJL157C	YBL026W
YJL157C	YPL022W
YJL157C	YDR394W
YJL157C	YNR031C
YJL157C	YOR212W
YJL157C	YMR304W
YMR052W	YLR291C
YMR052W	YJL184W
YMR052W	YJR091C
YMR052W	YDR200C
YMR052W	YDL133W
YMR029C	YER020W
YMR029C	YDR200C
YKL182W	YPL231W
YER056C	YOL132W
YER056C	YER120W
YCR034W	YMR215W
YCR034W	YOL132W
YCR034W	YPL076W
YCR034W	YDR331W
YCR034W	YGR191W
YCR034W	YHR094C
YCR034W	YGR289C
YCR034W	YDL054C
YCR034W	YLL006W
YCR034W	YGL055W
YCR034W	YJL117W
YCR034W	YEL017C-A
YCR034W	YDR276C
YCR034W	YLR018C
YCR034W	YPL274W
YCR034W	YIR022W
YCR034W	YJR010C-A
YCR034W	YBR283C
YCR034W	YMR149W
YCR034W	YGR260W
YCR034W	YJL222W
YCR034W	YDR307W
YCR034W	YHR140W
YCR034W	YBR183W
YCR034W	YPL264C
YFL041W	YPL076W
YFL041W	YML123C
YFL041W	YJL117W
YFL041W	YGR260W
YFL041W	YBR183W
YFL041W	YPL264C
YHR038W	YPR086W
YJR093C	YER133W
YJR093C	YJL033W
YJR093C	YKL059C
YJR093C	YKR002W
YJR093C	YAL043C
YJR093C	YGR156W
YJR093C	YLR221C
YJR093C	YCL046W
YJR093C	YML030W
YJR093C	YNL092W
YJR093C	YPR107C
YER032W	YCL027W
YER032W	YHR152W
YER032W	YLR456W
YER032W	YJR110W
YDR534C	YGL127C
YIL131C	YLR291C
YIL131C	YJL076W
YIL131C	YDL014W
YIL131C	YHL027W
YIL131C	YNL272C
YIL131C	YOL004W
YIL131C	YJR007W
YIL131C	YPL237W
YIL131C	YNL229C
YIL131C	YGR017W
YIL131C	YMR144W
YNL068C	YGL150C
YNL068C	YMR043W
YNL068C	YOL004W
YLR342W	YPR165W
YLR342W	YER120W
YLR342W	YPL094C
YLR342W	YDR170C
YER109C	YGL070C
YIL134W	YCR061W
YDR110W	YLR095C
YDR110W	YER146W
YDR110W	YBR119W
YDR110W	YDR235W
YDR110W	YPL153C
YDR110W	YGL127C
YNL135C	YER136W
YNL135C	YDR174W
YNL135C	YER052C
YNL135C	YIL149C
YNL135C	YLR005W
YNL135C	YHR064C
YNL135C	YDR311W
YNL135C	YGL026C
YNL135C	YKL216W
YNL135C	YMR087W
YLR214W	YMR054W
YLR214W	YAR027W
YLR214W	YFL040W
YLR214W	YER005W
YKL220C	YDR508C
YLL051C	YDL044C
YOL152W	YPR086W
YCL026C-A	YGL213C
YCL026C-A	YPR086W
YCL026C-A	YLR177W
YDR373W	YGL153W
YER145C	YER081W
YER145C	YDR307W
YER145C	YIL056W
YBL042C	YER021W
YPL262W	YML095C
YPL262W	YPR165W
YBR021W	YHR042W
YCL027W	YPL242C
YCL027W	YGR289C
YCL027W	YER149C
YCL027W	YAL017W
YCL027W	YML058W
YCL027W	YBL071C
YCL027W	YIR014W
YCL027W	YKL105C
YCL027W	YKR023W
YCL027W	YNL058C
YPR136C	YDR034C
YPR136C	YER081W
YIL054W	YLR386W
YLR068W	YFL021W
YLR068W	YJR091C
YDR140W	YIL151C
YGL254W	YGL154C
YGL254W	YGR047C
YBR179C	YDR142C
YBR179C	YHR041C
YOR178C	YER133W
YOR178C	YLR258W
YOR178C	YGL073W
YOR178C	YIL045W
YOR178C	YDR006C
YBR020W	YML051W
YBR020W	YER081W
YLR081W	YOR181W
YDR009W	YML051W
YDR009W	YOL133W
YER027C	YGL208W
YER027C	YDR477W
YER027C	YGL115W
YMR215W	YPL076W
YMR215W	YDR331W
YMR215W	YML048W
YMR215W	YKL008C
YMR215W	YJL117W
YMR215W	YIL114C
YMR215W	YEL031W
YMR215W	YKL154W
YMR215W	YBR283C
YMR215W	YJR117W
YMR215W	YPL234C
YMR215W	YBR159W
YMR215W	YKL065C
YMR215W	YGL198W
YMR215W	YHR140W
YMR215W	YLR343W
YOL132W	YML048W
YOL132W	YDL232W
YOL132W	YNL055C
YOL132W	YPL274W
YOL132W	YIR022W
YOL132W	YIL047C
YOL132W	YOL018C
YOL132W	YBR159W
YOL132W	YHR140W
YOL132W	YBR183W
YFL021W	YGL011C
YFL021W	YJR066W
YNL062C	YPR086W
YER025W	YLR291C
YER025W	YBL026W
YER025W	YER146W
YER025W	YOL142W
YER025W	YMR117C
YER025W	YOR212W
YER025W	YJR007W
YLR291C	YJR132W
YLR291C	YER023W
YLR291C	YGR279C
YLR291C	YPL124W
YLR291C	YPL237W
YLR291C	YDR416W
YLR291C	YLR386W
YLR291C	YDR444W
YLR291C	YGR024C
YLR291C	YHL018W
YGL195W	YOL133W
YGL195W	YNL132W
YGL195W	YBR142W
YGL195W	YOR326W
YGL195W	YAL029C
YGL195W	YDL052C
YGL195W	YJL074C
YGL195W	YDL193W
YDR283C	YMR186W
YDR283C	YPL240C
YDR283C	YGR091W
YDR283C	YPR178W
YDR283C	YOR308C
YDR283C	YLR409C
YEL042W	YPR193C
YEL042W	YJL152W
YOR375C	YJL124C
YDL215C	YLR432W
YDL215C	YPR048W
YER136W	YLR362W
YER136W	YBR264C
YER136W	YFL038C
YER136W	YER031C
YER136W	YLR262C
YJR031C	YFR037C
YJR040W	YAR027W
YJR040W	YGL212W
YMR255W	YGL122C
YMR255W	YDR192C
YDL198C	YML123C
YDL198C	YAR027W
YHR061C	YMR032W
YHR061C	YMR273C
YMR135C	YPL153C
YIL130W	YLR116W
YIL130W	YLR337C
YDR507C	YKR048C
YDR507C	YBR125C
YDR507C	YMR139W
YDR507C	YDL225W
YDR507C	YDR201W
YDR152W	YJR091C
YDR152W	YGR173W
YML006C	YLR096W
YML006C	YDR477W
YER133W	YLR258W
YER133W	YJL033W
YER133W	YKL085W
YER133W	YOR351C
YER133W	YKL059C
YER133W	YGR103W
YER133W	YGL111W
YER133W	YIR006C
YER133W	YKR002W
YER133W	YLR134W
YER133W	YAL043C
YER133W	YKL193C
YER133W	YCL054W
YER133W	YOL091W
YER133W	YJR007W
YER133W	YPL237W
YER133W	YOR179C
YER133W	YDR412W
YER133W	YFR003C
YER133W	YPR107C
YER133W	YOR272W
YOR040W	YNL092W
YOR040W	YBR054W
YDL171C	YDL047W
YDL171C	YMR117C
YDL171C	YPR086W
YFL017C	YGL070C
YFL017C	YDR429C
YDR508C	YIL114C
YDR508C	YLR373C
YDR508C	YBR159W
YDR508C	YMR279C
YJL184W	YOR117W
YER020W	YOR371C
YER020W	YAL056W
YER020W	YDL035C
YER020W	YNL037C
YER020W	YPL036W
YDL022W	YPL022W
YLL031C	YHL015W
YHR188C	YPL076W
YHR188C	YDR331W
YHR188C	YNL092W
YGR216C	YCR101C
YGR216C	YDR459C
YPL076W	YDR331W
YPL076W	YML048W
YPL076W	YNL238W
YPL076W	YKL008C
YPL076W	YJL062W
YPL076W	YJL117W
YPL076W	YOR254C
YPL076W	YJR010C-A
YPL076W	YKL154W
YPL076W	YBR283C
YPL076W	YJR117W
YPL076W	YGR260W
YPL076W	YAR033W
YPL076W	YBR159W
YPL076W	YKL065C
YPL076W	YGL051W
YPL076W	YHR140W
YPL076W	YLR343W
YPL076W	YNL300W
YPL076W	YBR183W
YPL076W	YPL264C
YDR331W	YML048W
YDR331W	YDR343C
YDR331W	YKL008C
YDR331W	YGR289C
YDR331W	YCR044C
YDR331W	YJL117W
YDR331W	YDR276C
YDR331W	YLR018C
YDR331W	YHR026W
YDR331W	YPL274W
YDR331W	YER081W
YDR331W	YKL154W
YDR331W	YJR117W
YDR331W	YBR159W
YDR331W	YKL065C
YDR331W	YGL051W
YDR331W	YHR140W
YDR331W	YBR183W
YOL056W	YLR387C
YDL035C	YCR061W
YJR090C	YMR032W
YJR090C	YOL133W
YJR090C	YLR134W
YJR090C	YGR240C
YJR090C	YNL055C
YJR090C	YER043C
YJR090C	YIL148W
YJR090C	YBR284W
YDR098C	YGL044C
YDR098C	YGL220W
YGR032W	YPR165W
YML048W	YIR038C
YML048W	YHR094C
YML048W	YHR096C
YML048W	YML123C
YML048W	YEL017C-A
YML048W	YLR018C
YML048W	YPL274W
YML048W	YDL047W
YML048W	YJR010C-A
YML048W	YBR283C
YML048W	YMR149W
YML048W	YGR260W
YML048W	YDL210W
YML048W	YJL222W
YML048W	YBR159W
YML048W	YDR307W
YML048W	YHR140W
YML048W	YNL300W
YML048W	YBR183W
YML048W	YPL264C
YDR108W	YGR234W
YLR293C	YER052C
YLR293C	YJR091C
YLR293C	YJR074W
YLR293C	YDR335W
YLR293C	YER009W
YLR293C	YFR034C
YLR293C	YMR235C
YLR293C	YGL097W
YLR293C	YDL193W
YLR293C	YDR002W
YLR258W	YIL045W
YIR038C	YGR191W
YIR038C	YOL065C
YIR038C	YER022W
YIR038C	YDR120C
YIR038C	YGR149W
YLR289W	YOL133W
YLR289W	YLR097C
YLR289W	YPL022W
YFL027C	YHR115C
YJL110C	YNL021W
YJL110C	YJR091C
YJL110C	YJR066W
YJL110C	YDL203C
YJL165C	YOL103W
YJR069C	YDR192C
YJR069C	YGL127C
YMR290C	YJL033W
YMR290C	YKL103C
YMR290C	YBR142W
YMR290C	YDL208W
YMR290C	YNL061W
YMR290C	YPL043W
YMR290C	YGR103W
YMR290C	YER126C
YMR290C	YHR066W
YJL033W	YOL041C
YJL033W	YDL014W
YJL033W	YKR002W
YJL033W	YAL043C
YJL033W	YGR156W
YJL033W	YNL016W
YJL033W	YLR197W
YLR192C	YBR079C
YLR192C	YDR429C
YNL021W	YDR295C
YNL021W	YPR179C
YNL021W	YHL006C
YNL021W	YCR084C
YDR295C	YGL086W
YDR295C	YMR117C
YNL014W	YDL200C
YNL014W	YJL173C
YNL014W	YJR068W
YOR176W	YDR499W
YOR176W	YDL134C
YOR176W	YLR196W
YOR176W	YHR062C
YOR176W	YER071C
YDL013W	YJR091C
YDL013W	YJL124C
YDL013W	YDL030W
YDL013W	YOR208W
YDL013W	YDR510W
YDL013W	YNR031C
YMR207C	YBL026W
YPL127C	YPL153C
YBR010W	YDR225W
YBR010W	YKL103C
YBR010W	YDL200C
YBR010W	YJL168C
YBR010W	YLR442C
YBR010W	YDR477W
YBR010W	YCR084C
YGR191W	YJR117W
YGR191W	YBR159W
YGR191W	YLR283W
YBL008W	YBR289W
YBL008W	YJL176C
YJR140C	YML058W
YML075C	YLR207W
YML075C	YHR079C
YML075C	YKL154W
YML075C	YGR260W
YML075C	YBR159W
YML075C	YPL264C
YLR450W	YLR207W
YLR450W	YMR022W
YLR450W	YOL113W
YDR174W	YHL002W
YDR174W	YDR335W
YDR174W	YML098W
YOR032C	YIL108W
YBR034C	YGR165W
YBR034C	YNL078W
YBR034C	YDR249C
YLR205C	YJR091C
YDL125C	YJR091C
YDL125C	YER075C
YOR258W	YER081W
YMR032W	YOR181W
YMR032W	YOR098C
YMR032W	YHL027W
YMR032W	YLR337C
YMR032W	YGR250C
YMR032W	YOR324C
YNR055C	YMR149W
YER052C	YER037W
YER052C	YMR139W
YER052C	YMR263W
YER052C	YIR014W
YIL112W	YOL068C
YIL112W	YBR103W
YIL112W	YCR033W
YIL112W	YMR273C
YEL066W	YPL112C
YEL066W	YHR041C
YJL092W	YGL122C
YJL092W	YPR181C
YJL092W	YFL045C
YJL092W	YDR510W
YLR207W	YPL022W
YLR207W	YEL031W
YLR207W	YGL042C
YOL133W	YNL037C
YOL133W	YLR106C
YOL133W	YIL046W
YOL133W	YNL085W
YOL133W	YPR164W
YOL133W	YOR326W
YOL133W	YGR240C
YOL133W	YPL036W
YOL133W	YJL047C
YOL133W	YBR126C
YOL133W	YIL148W
YOL133W	YJL141C
YOL133W	YGL060W
YLR097C	YNL037C
YLR097C	YIL148W
YMR186W	YPL240C
YMR186W	YAL029C
YMR186W	YNR032W
YMR186W	YER095W
YMR186W	YKL117W
YMR186W	YLR362W
YOR311C	YLR268W
YHL002W	YMR109W
YHL002W	YBR279W
YHL002W	YNL015W
YHL002W	YCL008C
YHL002W	YIL148W
YHL002W	YGR268C
YHL002W	YNR005C
YHL002W	YPR115W
YGL073W	YHR206W
YLL026W	YLR096W
YLL026W	YGR119C
YLL026W	YOL094C
YLL026W	YKL215C
YJL159W	YBL044W
YJL159W	YNL321W
YBR072W	YPL169C
YDR171W	YNL216W
YPL240C	YKL117W
YPL240C	YLR362W
YPL240C	YIR042C
YOL068C	YOR279C
YOL068C	YBR103W
YOL068C	YCR033W
YOR025W	YLR403W
YDR225W	YNL308C
YDR225W	YKR048C
YDR225W	YPL043W
YDR225W	YGR103W
YDR225W	YDR243C
YDR225W	YOR207C
YDR225W	YOR116C
YDR225W	YLR442C
YDR225W	YGL127C
YDR225W	YER022W
YDR225W	YMR125W
YDR225W	YLR222C
YPR033C	YOR190W
YOL012C	YLR288C
YOL012C	YKR048C
YER039C	YGL070C
YER039C	YPL264C
YFR053C	YER081W
YHR094C	YLL006W
YHR094C	YKL065C
YHR094C	YHR122W
YHR092C	YPR194C
YHR092C	YLR292C
YHR096C	YDL095W
YHR096C	YDL047W
YDR343C	YOR181W
YDR343C	YOL100W
YDR343C	YER125W
YDR343C	YKL193C
YDR343C	YER081W
YDR343C	YNL032W
YDR342C	YOR181W
YDR342C	YDR034C
YDR342C	YOL100W
YDR342C	YJL173C
YDR342C	YGL042C
YKL189W	YFL016C
YKL189W	YDL065C
YBR157C	YGL070C
YNL037C	YHR030C
YNL037C	YDR523C
YNL037C	YMR106C
YLR052W	YER092W
YLR052W	YGL220W
YHR187W	YLR384C
YHR187W	YKL110C
YLR384C	YDR461W
YLR384C	YOR151C
YLR384C	YIL021W
YLR384C	YJL140W
YLR384C	YDL140C
YJL057C	YLR452C
YLR355C	YDR499W
YLR355C	YLR442C
YLR355C	YHR030C
YLR355C	YHR135C
YCL009C	YLR288C
YAR073W	YOL115W
YLR432W	YDR469W
YLR432W	YDR167W
YLR432W	YOL115W
YML056C	YOL115W
YJR094C	YJL106W
YJR094C	YMR139W
YJR094C	YER022W
YJR094C	YDR207C
YJL106W	YJR091C
YJL106W	YDR212W
YGL192W	YBR057C
YCR071C	YNL284C
YLR309C	YHR041C
YJR138W	YER146W
YJR138W	YBL038W
YJR138W	YNL016W
YJR138W	YBR126C
YJR138W	YMR304W
YJL082W	YLR014C
YBR107C	YDR318W
YBR107C	YDR383C
YBR107C	YGL070C
YBR107C	YER081W
YMR150C	YGR260W
YHR148W	YCL059C
YHR148W	YJR002W
YHR148W	YCR099C
YJL153C	YJL190C
YDR123C	YOL108C
YDR123C	YHL020C
YOL108C	YFR034C
YOL108C	YNL279W
YOL108C	YBL103C
YOL108C	YNR064C
YNL106C	YNL055C
YNL106C	YDL230W
YNL106C	YCL028W
YNL106C	YER104W
YNL106C	YKR028W
YNL106C	YJL138C
YNL106C	YGR234W
YOR109W	YJL124C
YOL065C	YJL117W
YOL065C	YJR010C-A
YLR095C	YFR013W
YFR013W	YOL004W
YHR085W	YLR356W
YBR011C	YMR267W
YBR011C	YGL120C
YBR011C	YPL153C
YBR011C	YLR371W
YBR011C	YKL108W
YBR011C	YHR030C
YBR011C	YLR425W
YBR011C	YDL203C
YDR072C	YDR107C
YPL242C	YKR086W
YBR140C	YMR139W
YHR079C	YPR086W
YKR019C	YAR060C
YER180C	YGL070C
YER180C	YGL026C
YER019W	YPR065W
YER019W	YER104W
YER019W	YER022W
YPL040C	YJL100W
YPL135W	YCL017C
YDR497C	YOR254C
YPR133C	YPR094W
YKL217W	YIL166C
YLR331C	YER022W
YNL227C	YBR119W
YNL227C	YNL093W
YMR294W	YPR083W
YMR294W	YGR119C
YMR294W	YDR311W
YMR294W	YGR294W
YJR091C	YGR166W
YJR091C	YER036C
YJR091C	YHR156C
YJR091C	YPL004C
YJR091C	YOR197W
YJR091C	YIR025W
YJR091C	YPR047W
YJR091C	YDR268W
YJR091C	YDL208W
YJR091C	YBR066C
YJR091C	YPL219W
YJR091C	YER178W
YJR091C	YLR191W
YJR091C	YNL214W
YJR091C	YML123C
YJR091C	YDR313C
YJR091C	YHR026W
YJR091C	YAR031W
YJR091C	YPR178W
YJR091C	YDL230W
YJR091C	YOR265W
YJR091C	YLR059C
YJR091C	YDR156W
YJR091C	YJL140W
YJR091C	YKL144C
YJR091C	YDL075W
YJR091C	YDR500C
YJR091C	YDL147W
YJR091C	YOR116C
YJR091C	YLR264W
YJR091C	YER125W
YJR091C	YJL047C
YJR091C	YDR389W
YJR091C	YMR263W
YJR091C	YGL229C
YJR091C	YKL117W
YJR091C	YIL076W
YJR091C	YLR292C
YJR091C	YML013W
YJR091C	YAR008W
YJR091C	YNL032W
YJR091C	YDL052C
YJR091C	YER029C
YJR091C	YDR510W
YJR091C	YJR010C-A
YJR091C	YBR152W
YJR091C	YDR167W
YJR091C	YGR144W
YJR091C	YER063W
YJR091C	YBR067C
YJR091C	YLR420W
YJR091C	YLR386W
YJR091C	YML041C
YJR091C	YMR197C
YJR091C	YJR133W
YJR091C	YAL066W
YJR091C	YBL053W
YJR091C	YBL059W
YJR091C	YBL094C
YJR091C	YBR174C
YJR091C	YBR271W
YJR091C	YCL063W
YJR091C	YCR087C-A
YJR091C	YDL046W
YJR091C	YDR010C
YJR091C	YDR031W
YJR091C	YDR269C
YJR091C	YDR271C
YJR091C	YDR438W
YJR091C	YDR474C
YJR091C	YDR527W
YJR091C	YEL068C
YJR091C	YGL198W
YJR091C	YGR263C
YJR091C	YGR269W
YJR091C	YGR294W
YJR091C	YHL026C
YJR091C	YHR130C
YJR091C	YIL060W
YJR091C	YIL137C
YJR091C	YIR003W
