T1	T2	T3	T4	T5	T6	T7	T8	T9	T10	T11	T12
YDL188C	0	1	1	1	1	1	1	0	1	0	0	0
YLR452C	0	1	1	1	1	1	0	0	1	0	1	0
YER079W	1	1	1	1	1	1	1	1	0	0	0	0
YPL016W	1	1	1	1	1	1	0	0	1	0	1	1
YDL028C	1	1	1	1	1	0	1	0	0	1	0	1
YNL158W	0	0	1	1	1	1	1	1	1	0	1	0
YPR149W	1	1	1	1	1	1	1	1	0	0	0	0
YNL050C	0	1	1	0	1	1	1	1	1	1	1	1
YEL041W	1	1	1	1	1	1	1	1	0	0	0	0
YLR372W	1	0	0	0	0	0	0	1	1	1	1	1
YBL089W	1	1	1	0	0	1	1	0	1	1	0	1
YGL157W	1	1	1	0	1	1	1	1	0	0	1	1
YDR075W	1	0	1	1	1	1	1	1	1	1	1	1
YDR007W	1	1	1	1	1	1	1	1	0	0	0	0
YGL110C	0	1	0	1	1	0	1	1	1	1	1	1
YOR220W	1	1	1	1	1	1	1	0	1	1	0	0
YJR105W	1	0	0	1	0	0	0	1	1	1	1	1
YPL082C	0	1	1	1	1	1	1	1	1	0	0	0
YGL215W	0	1	1	1	0	1	1	1	1	0	0	0
YBR012C	0	1	1	0	1	1	1	0	1	1	1	1
YLR150W	1	0	0	0	1	0	1	1	1	1	1	1
YJL002C	1	0	0	0	1	0	1	1	1	1	1	1
YMR052W	1	1	1	1	1	1	1	1	1	0	1	0
YDR102C	1	1	1	1	1	1	1	0	0	0	0	0
YML011C	1	0	0	0	0	1	1	1	1	1	1	1
YGR253C	0	1	1	1	1	1	1	0	0	1	1	1
YER147C	1	1	1	1	1	1	1	1	1	0	0	0
YPL154C	1	1	1	1	1	1	1	1	0	0	0	0
YDR441C	1	0	0	0	0	1	0	1	1	1	1	1
YDR023W	1	0	0	0	0	0	0	1	1	1	1	1
YOR173W	1	1	1	1	1	1	1	1	0	0	0	0
YNL334C	1	0	0	0	0	0	0	1	1	1	1	1
YHR142W	0	0	0	0	1	0	1	1	1	1	1	1
YJL090C	1	1	1	0	1	0	0	1	1	1	1	1
YLR261C	1	1	0	0	0	0	0	1	1	1	1	1
YCR027C	1	0	1	1	0	0	1	1	1	1	1	1
YGL239C	1	0	1	1	1	1	1	1	1	1	0	0
YGL202W	1	0	0	0	0	0	1	1	1	1	1	1
YKL211C	1	1	1	0	1	1	1	1	1	0	0	1
YGR121C	1	0	0	1	0	1	1	1	1	1	1	1
YLR340W	1	0	1	1	0	0	1	1	1	1	1	1
YCR024C-A	0	1	1	1	1	1	1	1	1	0	0	0
YJL039C	1	0	0	1	1	1	0	1	1	1	1	1
YOR336W	1	1	0	0	0	0	1	1	1	1	1	1
YDL181W	1	1	1	1	1	1	0	0	0	1	1	1
YOR300W	1	1	1	1	1	0	0	1	1	0	1	0
YIR013C	1	1	1	0	1	1	1	1	0	0	1	1
YLR178C	1	1	1	1	1	1	1	1	0	0	0	0
YBR154C	0	0	1	1	1	1	1	1	1	1	1	1
YOR171C	1	1	1	0	0	1	0	1	1	1	0	1
YJR162C	1	1	1	1	1	1	1	0	1	0	0	0
YML023C	0	1	0	1	1	1	1	1	1	0	1	0
YGR058W	1	0	0	0	1	1	0	1	1	1	1	1
YPR077C	0	0	1	1	1	1	1	1	0	1	1	1
YGR115C	1	1	1	1	1	0	1	0	1	0	1	0
YOR236W	1	1	1	1	1	1	1	1	0	0	0	1
YDR183W	1	1	0	0	0	0	1	1	1	1	1	1
YLR065C	1	0	1	0	0	1	0	1	1	1	1	1
YKL026C	1	1	1	1	1	1	1	1	0	0	0	0
YKL111C	1	1	1	1	1	0	1	0	1	0	0	0
YDR452W	1	1	1	1	1	1	1	0	0	0	0	0
YOR332W	1	1	1	1	0	0	0	1	1	1	1	1
YLL059C	1	0	1	1	1	1	1	1	0	0	1	0
YKL216W	1	0	0	0	1	1	1	1	1	1	1	1
YHR196W	0	0	0	0	1	1	1	1	1	1	1	1
YLR192C	1	0	1	1	1	0	1	1	1	1	1	0
YOL061W	0	0	1	1	1	1	1	1	1	1	1	1
YCR084C	1	1	1	1	0	0	0	1	1	1	1	1
YBR107C	1	1	1	0	1	1	1	1	1	1	0	0
YJL189W	1	0	1	0	1	1	1	1	1	1	1	1
YOR274W	1	0	0	0	0	1	1	1	1	1	1	1
YOR258W	0	0	1	1	1	1	1	0	1	1	0	1
YDR459C	1	1	0	0	0	1	1	1	1	1	1	1
YIL037C	1	0	1	1	1	1	1	0	0	1	1	1
YPL187W	1	0	0	0	0	0	0	1	1	1	1	1
YDR120C	1	0	1	0	1	1	1	1	1	1	1	1
YER128W	1	1	1	1	1	1	1	1	1	0	1	0
YER043C	1	1	0	0	0	0	0	1	1	1	1	1
YDR231C	1	1	1	1	1	1	1	0	1	0	0	0
YDL013W	1	0	1	0	1	1	1	1	1	1	1	0
YML053C	0	1	1	1	1	1	0	0	1	0	1	0
YDR233C	1	0	1	1	1	1	1	1	1	1	0	0
YJL069C	0	0	1	1	1	1	1	1	1	1	1	1
YDL061C	0	0	1	1	1	1	1	1	1	1	1	1
YBR225W	1	1	1	1	1	1	1	0	0	0	0	0
YGL187C	1	1	1	0	1	0	1	0	0	1	1	1
YDR403W	1	1	1	1	1	1	1	0	0	0	1	0
YBR239C	0	1	1	1	1	1	1	1	1	0	0	1
YBL017C	1	1	1	0	1	1	0	0	0	1	1	1
YGL165C	1	1	1	1	1	1	1	0	1	0	1	0
YGL227W	1	1	1	1	1	1	1	0	0	1	0	0
YAR007C	1	1	1	0	1	0	1	0	1	1	1	1
YBL059W	1	1	1	0	0	0	0	0	1	1	1	1
YDL063C	0	0	0	1	1	1	1	1	1	1	1	1
YNL045W	1	1	1	1	1	1	1	0	0	1	0	0
YBR199W	1	1	1	1	1	1	1	0	1	1	0	0
YIL140W	1	1	1	0	0	0	0	0	1	1	1	1
YIL143C	1	1	1	1	1	1	1	0	1	1	1	0
YGL168W	1	1	1	1	1	1	0	0	1	1	0	0
YBL025W	1	1	1	1	0	1	1	1	1	0	0	0
YML071C	1	0	0	0	0	0	1	1	1	1	1	1
YJL024C	0	0	1	0	1	1	1	1	1	1	1	1
YJL017W	0	1	1	1	1	1	1	0	1	1	0	0
YJR089W	1	0	1	1	1	1	1	1	1	0	0	1
YOL022C	0	0	0	1	1	1	1	1	1	1	1	1
YDR139C	1	0	1	1	0	1	0	1	1	1	0	1
YOR212W	0	1	1	1	1	1	1	1	1	0	0	0
YNL210W	1	0	1	0	1	0	1	1	1	1	1	1
YML038C	0	1	1	1	0	0	0	1	1	1	1	1
YDR369C	1	1	1	1	1	1	1	0	0	0	1	0
YPR164W	0	0	1	1	1	1	1	1	0	1	0	1
YPL166W	0	1	1	1	1	1	1	0	0	0	0	0
YLR300W	0	1	1	1	1	0	0	1	1	1	1	1
YDR390C	1	1	1	1	1	1	0	0	0	1	1	1
YBL014C	0	0	1	1	1	1	1	1	1	0	1	1
YKR087C	1	1	1	1	1	1	1	0	1	0	0	0
YHR024C	1	1	0	0	0	0	0	0	1	1	1	1
YCL076W	1	1	1	1	1	0	1	0	1	1	0	1
YDL241W	1	0	1	1	0	0	0	0	1	0	1	1
YPL106C	0	0	0	1	1	1	1	1	1	1	0	0
YMR043W	0	1	1	1	1	1	0	1	1	0	1	0
YGL096W	0	1	1	1	1	1	1	1	0	0	0	0
YKR072C	0	1	1	1	1	1	1	1	1	0	0	0
YLR213C	0	1	1	1	1	1	1	1	1	0	0	0
YDR236C	0	1	1	1	1	1	1	0	1	1	0	1
YDL143W	1	0	1	1	0	0	1	1	1	1	1	1
YKR090W	1	0	0	1	0	1	0	1	1	1	1	1
YOR158W	1	1	1	1	0	0	0	0	1	1	1	1
YFL003C	0	1	1	0	0	1	1	1	1	1	1	1
YPL259C	0	0	1	1	0	1	0	0	1	1	1	1
YCL022C	0	1	1	1	1	0	1	0	1	1	1	1
YOL072W	0	0	1	1	1	1	1	1	0	0	1	0
YNL051W	1	1	1	1	1	1	1	0	0	0	0	0
YNL318C	1	1	0	1	1	1	1	1	0	1	1	1
YBL090W	1	1	0	0	0	0	0	0	1	1	1	1
YBR065C	0	1	1	1	1	1	1	1	1	1	1	1
YER030W	1	1	1	1	1	1	0	1	0	0	0	0
YER022W	0	1	1	1	1	1	0	1	1	1	0	1
YML029W	1	0	1	1	1	1	1	1	1	1	0	0
YER184C	1	0	0	1	0	1	1	1	1	1	1	1
YBR176W	1	1	1	1	1	1	0	0	1	1	1	1
YOR363C	1	1	1	1	1	1	1	0	0	0	0	0
YDR129C	1	1	1	1	1	1	0	0	0	0	0	1
YFR008W	0	1	1	1	1	1	1	0	0	1	0	0
YOR378W	1	1	1	1	1	1	0	1	0	1	1	1
YGR108W	1	1	1	1	1	0	0	0	0	0	1	1
YGL161C	1	1	1	1	1	1	1	0	0	1	1	0
YPL124W	1	1	1	0	0	0	0	0	1	1	1	1
YDR289C	0	1	1	1	1	0	0	0	1	1	1	1
YHR190W	1	1	1	1	1	1	1	0	1	0	1	0
YCR024C	1	1	1	0	0	0	0	0	1	1	1	1
YBR090C	1	1	1	1	1	1	1	0	0	0	0	1
YMR278W	1	0	1	1	1	1	1	1	0	1	0	0
YGR254W	1	1	0	1	1	1	1	1	0	0	1	0
YLR306W	1	1	1	1	1	1	1	0	0	0	1	1
YER129W	1	1	1	1	1	1	1	0	1	0	0	0
YDL247W	1	1	0	0	1	1	1	0	1	1	1	1
YMR305C	1	1	0	0	0	0	0	0	1	1	1	1
YOR379C	1	0	1	1	1	1	1	0	1	0	0	0
YMR089C	1	1	0	0	0	0	0	0	1	1	1	1
YOR174W	1	1	0	0	0	0	0	0	1	1	1	1
YKL197C	1	1	1	1	1	1	1	1	0	0	0	0
YNL219C	1	1	0	1	0	0	1	1	1	1	0	1
YNL246W	1	1	1	1	1	1	1	1	0	0	1	1
YML042W	1	1	1	1	1	1	1	0	0	0	0	0
YJR157W	0	1	1	1	1	1	1	0	1	1	1	1
YDR162C	1	1	1	1	1	1	1	1	0	0	0	0
YMR182C	1	1	1	1	1	1	1	1	1	0	1	1
YGR291C	1	1	0	1	1	1	0	0	1	1	0	0
YLL018C	1	0	0	0	1	1	1	1	1	1	1	1
YJL008C	1	1	0	1	1	1	1	1	0	0	0	0
YHR197W	1	0	0	0	1	1	1	1	1	1	1	1
YJL184W	1	0	0	1	1	1	1	1	1	1	1	1
YGR063C	1	1	1	0	0	0	0	1	1	1	1	1
YDL230W	1	1	1	1	1	1	1	0	0	1	1	1
YGL245W	0	1	0	0	1	1	1	1	1	1	1	1
YHR015W	0	1	1	1	1	1	1	1	1	0	0	0
YBR122C	1	1	1	0	0	0	0	0	1	1	1	1
YJR124C	0	0	0	0	0	0	1	1	1	1	1	1
YLR442C	1	1	1	1	1	0	1	1	0	1	1	1
YNL288W	0	1	1	1	0	0	1	1	1	1	0	0
YOR039W	0	1	1	1	1	1	1	1	1	1	1	0
YDR256C	1	1	1	1	1	1	1	1	0	0	0	0
YPL073C	1	1	1	0	1	0	0	0	0	1	1	1
YOR289W	1	1	1	1	1	1	1	0	0	1	0	0
YNL215W	0	1	1	1	1	0	1	0	1	1	0	0
YGL037C	1	1	1	1	1	1	1	0	0	0	0	0
YPL201C	1	1	1	1	1	1	1	0	0	0	0	0
YJL091C	1	1	1	1	1	0	0	0	1	1	1	1
YIL071C	1	1	1	1	1	1	1	0	0	1	1	0
YBR248C	0	0	1	1	1	1	1	1	1	1	1	1
YIL108W	1	1	1	1	1	0	0	0	1	1	1	0
YDR074W	1	1	1	1	1	1	1	0	0	0	0	0
YOR102W	1	1	1	1	1	1	0	1	0	1	0	0
YDL024C	1	1	1	1	1	1	1	0	0	1	0	0
YGR141W	1	1	1	1	1	1	1	0	0	1	0	0
YEL039C	0	1	1	1	1	1	1	0	1	0	0	0
YHR183W	1	1	0	0	0	0	1	1	1	1	1	1
YLR144C	1	0	1	0	0	0	1	1	1	1	1	1
YFR038W	1	1	0	0	0	1	1	1	1	1	1	1
YLR151C	1	1	1	1	1	1	1	0	0	0	0	0
YOL005C	1	1	1	1	0	1	0	0	1	1	1	1
YLR281C	1	1	1	1	1	1	1	0	0	0	0	1
YDR293C	1	1	1	1	1	1	1	0	0	0	0	0
YKR104W	1	1	1	1	1	1	1	0	1	0	0	0
YDL017W	1	0	1	0	0	0	0	0	1	1	1	1
YMR151W	1	1	1	1	1	1	1	1	0	0	0	0
YPR104C	0	0	1	1	0	0	1	1	1	1	1	1
YGL112C	0	0	1	1	1	1	1	1	1	1	1	0
YDR465C	1	0	1	1	1	1	1	1	1	1	1	1
YDL043C	0	0	1	1	1	1	1	1	1	1	1	0
YDR489W	0	1	0	0	0	0	0	1	1	1	1	1
YLR312C	1	1	1	1	1	1	1	1	0	0	0	0
YPL043W	0	0	1	1	1	1	1	1	1	1	1	1
YJR113C	1	1	1	0	0	0	0	0	1	1	1	1
YGR222W	1	1	1	1	0	1	1	0	0	1	1	1
YPL136W	1	1	1	1	1	1	1	0	1	0	0	0
YJL178C	0	1	1	1	1	1	1	1	1	0	0	0
YLR053C	1	1	1	1	1	1	0	0	0	1	1	1
YJR104C	1	1	1	1	1	1	1	0	1	0	0	0
YKL065C	1	1	1	1	1	1	1	0	0	0	0	0
YBR241C	0	1	1	1	1	1	1	1	0	0	0	0
YLR109W	1	1	1	1	1	1	1	1	0	0	0	0
YLR096W	0	0	0	1	1	1	1	1	1	0	0	0
YDL067C	1	1	1	1	0	0	0	0	1	1	1	1
YNL194C	0	1	1	1	1	1	1	1	0	0	0	0
YIL023C	1	1	0	0	1	1	1	1	1	1	1	0
YMR257C	1	1	1	0	0	0	0	0	1	1	1	1
YKL008C	0	0	1	1	1	1	1	1	1	0	1	0
YDL190C	0	1	1	1	1	1	0	0	1	1	0	1
YDR265W	1	1	1	1	1	0	1	0	1	1	0	1
YBR084W	1	0	0	0	1	1	1	1	1	1	1	1
YPR192W	1	1	1	1	1	1	1	1	1	0	0	0
YOR226C	0	0	0	0	0	0	1	1	1	1	1	1
YBR173C	1	1	1	1	1	1	0	0	1	1	0	1
YCL008C	1	1	1	1	1	1	1	1	0	0	0	0
YLR228C	1	1	1	1	1	1	1	0	1	0	0	0
YER132C	1	0	0	0	1	1	1	1	1	1	1	1
YHL017W	1	1	0	1	1	1	1	1	0	1	1	0
YBR119W	0	1	1	1	1	1	1	1	1	0	0	0
YLR253W	1	1	0	0	0	0	0	1	1	1	1	1
YJR002W	0	0	0	1	1	1	1	1	1	0	1	1
YER103W	0	1	1	1	1	1	1	1	0	0	0	0
YOR355W	0	1	1	1	1	1	1	1	1	0	0	0
YIL095W	1	1	0	1	1	1	1	0	1	1	1	1
YGL171W	1	0	0	0	0	1	1	1	1	1	1	1
YHL029C	1	0	0	0	1	1	1	1	1	1	1	0
YIL160C	1	1	1	1	1	1	1	1	0	0	0	0
YDR343C	1	1	1	1	1	1	0	0	1	0	1	1
YKR025W	1	1	1	1	1	1	1	1	1	1	1	1
YKL176C	1	1	0	1	1	1	0	1	1	0	0	1
YLR337C	1	1	1	1	1	1	1	0	1	0	0	0
YDL158C	1	0	0	0	0	1	1	0	1	1	1	1
YHR072W	1	0	0	0	0	1	1	1	1	1	1	1
YPL120W	1	1	1	1	1	1	1	0	1	0	0	0
YKL086W	1	1	1	0	1	1	1	0	1	0	0	0
YBL093C	1	1	1	1	1	1	1	1	1	1	0	0
YJR094C	1	1	1	1	1	1	1	1	0	0	0	0
YLR347C	0	0	1	1	1	1	1	1	1	1	1	0
YCR003W	1	1	0	0	0	0	0	0	1	1	1	1
YGL093W	1	1	1	1	1	1	0	0	0	1	1	1
YLR357W	1	0	1	1	0	0	0	1	1	1	1	1
YIL065C	1	1	1	1	1	1	0	0	1	1	1	0
YML107C	0	0	0	0	1	1	1	1	0	1	1	1
YKR065C	1	1	1	1	0	0	0	0	1	1	1	1
YDR252W	1	1	1	1	1	1	1	1	0	0	1	1
YBL091C	1	1	1	0	1	0	1	1	1	1	1	0
YHL006C	1	1	1	1	1	1	1	0	0	0	1	1
YMR019W	1	0	1	0	0	1	1	1	1	1	1	1
YER008C	1	1	1	1	0	1	1	1	1	0	1	0
YDR066C	1	0	0	1	1	1	0	1	1	1	1	1
YKL180W	1	0	1	0	1	1	1	1	1	1	1	1
YMR030W	1	1	1	1	1	0	1	0	0	0	0	1
YDL130W	1	0	1	0	0	0	1	1	1	1	1	1
YLR430W	1	0	1	0	1	1	1	1	1	1	1	1
YBR290W	0	1	1	1	1	1	0	0	1	1	0	1
YDL199C	0	1	1	1	1	1	1	1	0	0	0	0
YBR214W	1	1	1	1	1	1	1	0	0	0	0	0
YNL164C	0	0	1	1	1	1	1	1	1	0	1	1
YPL046C	0	0	1	1	1	1	1	1	1	1	0	0
YMR268C	0	1	1	1	1	1	1	1	1	0	0	1
YGR252W	1	1	1	0	1	0	1	0	1	1	1	1
YLL061W	0	0	1	1	1	0	1	1	1	0	1	0
YHR114W	1	1	1	1	1	1	1	0	0	1	1	0
YNL244C	0	0	1	0	1	1	1	1	1	0	1	1
YNR075W	1	1	1	1	1	1	1	1	1	1	1	1
YER007C-A	1	0	0	0	0	1	1	1	1	1	1	1
YDR113C	1	1	1	0	0	0	0	0	1	1	1	1
YGL014W	0	1	1	1	0	0	1	1	1	1	1	0
YDL102W	1	1	0	0	0	0	0	0	1	1	1	1
YML121W	0	0	1	1	1	1	1	1	1	1	1	1
YJL058C	1	0	1	1	1	0	1	1	0	0	1	1
YNL058C	1	1	1	1	1	1	0	0	0	0	0	1
YIL097W	1	1	1	1	1	1	1	0	0	1	0	0
YER084W	0	1	1	1	1	1	1	1	1	0	0	0
YNL272C	1	1	1	1	1	1	0	0	0	1	1	1
YOL100W	0	1	1	1	1	1	1	0	0	0	0	0
YHL001W	0	0	0	0	1	1	1	1	1	1	1	1
YOR176W	1	1	1	1	1	0	1	0	0	1	1	0
YPL010W	1	0	0	0	1	1	0	0	1	1	1	1
YJL214W	1	1	1	1	1	1	1	1	1	0	0	0
YHR138C	1	1	1	1	1	1	1	1	0	0	0	0
YLR036C	1	1	1	1	1	1	0	0	1	0	1	1
YHR043C	1	1	0	0	0	0	0	0	1	1	1	1
YNR068C	0	1	1	1	1	1	1	1	0	0	0	0
YER107C	1	1	1	1	0	0	1	0	1	1	1	1
YOL081W	0	1	1	1	1	1	1	1	0	0	0	0
YGL201C	0	1	1	1	1	1	1	1	1	1	1	0
YGL098W	1	0	0	0	0	1	1	1	1	1	1	1
YLR427W	1	1	1	1	1	1	1	1	1	0	0	0
YGL141W	1	1	1	1	1	1	1	0	0	0	0	0
YPL059W	1	0	1	1	0	1	1	0	1	1	1	1
YJR024C	1	1	0	0	0	1	1	1	1	1	0	1
YLR094C	1	1	1	1	1	1	1	1	0	0	0	0
YBL018C	0	0	0	0	1	1	1	1	1	1	1	1
YKL194C	1	1	0	0	0	0	0	0	1	1	1	1
YHR199C	1	1	0	1	1	1	1	0	1	1	1	0
YBR044C	1	1	1	1	0	0	1	0	0	1	1	1
YKL002W	1	1	0	1	1	1	0	0	1	1	0	0
YNL147W	0	0	1	1	1	1	1	1	0	1	1	1
YHR059W	1	1	0	0	0	0	0	0	1	1	1	1
YOR004W	0	0	1	1	1	1	1	1	1	1	1	1
YOR142W	1	1	1	1	1	1	1	0	0	0	1	0
YCR092C	1	0	0	0	0	0	0	1	1	1	1	1
YLR262C	1	1	1	1	0	1	0	1	1	0	1	1
YNL034W	1	1	1	1	1	1	0	0	1	0	1	1
YPR017C	1	1	0	0	0	0	1	1	1	1	1	1
YHR147C	1	1	0	1	0	0	0	0	0	1	1	1
YDR531W	1	1	1	1	1	1	1	1	0	0	0	1
YOL145C	1	1	1	1	1	0	0	1	1	1	1	1
YBL049W	0	1	1	1	1	1	1	1	1	0	0	0
YGL102C	1	0	1	0	1	1	1	1	1	1	0	0
YDL095W	1	1	1	0	0	0	0	1	1	1	1	1
YFL018C	1	1	1	1	0	0	0	0	1	1	1	1
YDR260C	0	1	1	1	1	1	1	1	1	0	0	0
YNL306W	1	1	0	1	0	0	0	0	1	1	1	1
YNL148C	1	0	1	1	1	1	1	1	0	0	0	0
YDR249C	0	0	0	0	0	1	1	1	1	1	1	1
YOR131C	1	1	0	1	0	0	1	0	1	1	1	1
YJL023C	1	1	1	1	1	1	1	0	0	0	0	0
YMR265C	1	1	1	1	1	1	1	1	1	0	0	0
YBR211C	1	1	1	1	1	1	0	0	1	1	1	1
YJR116W	1	1	1	1	1	0	1	0	1	1	1	0
YMR129W	1	0	1	1	1	0	0	1	1	0	1	1
YJR083C	1	1	1	1	1	1	1	0	0	0	0	0
YKL029C	1	1	1	1	1	1	1	1	1	1	1	1
YGR005C	1	1	0	0	0	0	0	1	1	1	1	1
YDR051C	1	1	1	1	1	1	1	1	1	1	0	1
YFL026W	1	1	1	1	1	1	1	0	1	0	0	1
YOR084W	1	1	1	1	1	1	1	0	0	0	0	0
YDR485C	0	1	1	1	1	1	1	1	1	0	0	0
YNL138W	1	1	1	1	1	1	0	0	0	1	1	1
YKL114C	1	1	1	0	0	0	0	1	1	1	1	1
YER041W	1	1	1	1	0	1	1	1	1	1	1	1
YNR012W	0	0	0	1	1	1	1	1	1	1	1	1
YNL222W	1	1	1	1	1	0	0	0	1	1	1	1
YDR304C	1	1	1	1	0	0	0	0	1	1	1	1
YKL007W	1	0	1	1	1	1	1	1	0	1	1	1
YOL088C	1	1	1	1	1	1	1	0	0	0	0	0
YDR474C	1	1	1	1	0	1	1	0	1	1	1	1
YOR011W	0	0	1	1	1	1	1	1	0	0	0	0
YFL042C	1	1	1	1	1	1	1	0	0	1	0	0
YNL257C	1	1	1	1	1	1	1	0	0	1	1	1
YKL036C	1	1	1	1	0	1	0	0	1	0	1	1
YIL030C	1	1	1	1	1	1	1	0	1	1	1	0
YLR451W	0	0	0	1	1	1	1	1	1	1	1	1
YPL022W	0	0	1	1	0	1	1	1	1	1	0	0
YMR012W	1	1	1	0	0	0	0	1	1	1	1	1
YER162C	1	1	1	1	1	1	1	1	1	0	0	0
YLR421C	0	1	1	1	1	1	0	0	1	0	0	0
YGL116W	1	1	1	1	1	1	1	0	0	0	0	1
YJL187C	1	1	1	0	0	0	0	0	1	1	1	1
YLR395C	1	1	1	1	1	0	0	0	0	0	1	1
YNR045W	1	1	1	1	1	0	0	0	1	1	1	1
YGR119C	0	1	1	1	0	0	1	1	1	1	1	0
YNL204C	0	0	0	1	1	1	1	1	1	0	1	1
YDL226C	1	1	1	1	0	0	0	0	1	1	1	1
YFR046C	1	1	0	0	0	1	1	0	1	1	1	1
YJR133W	1	1	1	0	0	0	0	0	1	1	1	1
YJR063W	0	0	1	0	1	1	1	1	1	1	1	1
YKR053C	1	1	1	1	1	0	0	0	1	1	1	1
YDR395W	0	0	0	0	0	1	1	1	1	1	1	1
YOR059C	0	1	1	1	1	1	1	0	0	1	1	1
YER122C	1	1	0	0	0	0	0	1	1	1	1	1
YJL013C	1	1	1	1	1	1	1	0	0	1	1	1
YBL103C	0	0	1	1	1	1	1	1	1	1	1	1
YBR027C	1	1	1	1	1	1	1	1	1	0	1	0
YER091C	1	0	0	0	0	0	0	1	1	1	1	1
YIR026C	1	0	1	1	1	1	1	1	1	1	1	1
YPR154W	1	1	1	1	1	1	1	0	1	0	0	0
YCR009C	0	0	1	1	1	1	1	1	1	1	0	0
YLR318W	0	0	0	1	1	1	1	1	1	1	0	1
YCL035C	1	1	1	1	1	1	1	0	0	1	0	0
YPL146C	1	1	1	1	1	1	1	1	1	1	1	1
YLR418C	0	0	0	1	1	1	1	1	1	1	1	1
YGL024W	1	1	1	0	1	1	1	1	1	1	0	0
YAL030W	1	1	1	1	1	1	1	0	0	0	0	0
YBR112C	1	1	1	0	0	0	1	0	1	1	1	1
YDR373W	0	0	1	1	1	1	1	0	0	1	1	1
YJL192C	1	0	1	0	0	0	0	1	1	1	1	1
YLR208W	1	1	1	1	1	1	1	1	0	0	0	0
YHR002W	1	1	1	1	1	1	1	0	1	1	1	0
YBL086C	1	1	1	1	1	1	1	0	0	0	0	0
YLR060W	1	0	1	1	0	0	0	1	1	1	1	1
YGR205W	1	1	1	1	1	1	1	0	0	0	0	0
YOR056C	0	0	0	1	0	1	1	1	1	1	1	1
YPL260W	1	1	1	1	0	1	0	0	1	1	1	1
YML056C	1	1	1	1	1	1	1	1	1	1	1	1
YNL100W	1	1	1	1	0	0	0	0	0	1	1	1
YMR176W	0	1	1	1	1	1	1	0	0	0	0	0
YNL023C	0	0	0	1	1	1	1	1	1	0	1	1
YMR325W	0	1	1	1	1	1	1	0	0	0	0	0
YPL089C	0	1	1	1	1	1	1	1	1	0	1	0
YKL113C	1	0	1	0	0	0	0	1	1	1	1	1
YKR039W	1	1	1	1	1	1	1	1	1	0	0	0
YLR164W	0	1	1	1	1	1	1	1	0	0	0	0
YHR154W	1	1	1	0	0	0	0	0	1	1	1	1
YBR059C	0	1	1	1	1	1	1	0	0	1	0	0
YBR286W	0	1	1	1	1	1	1	1	0	0	0	0
YMR158W	1	1	0	0	0	0	0	0	1	1	1	1
YPL107W	1	1	1	1	0	1	1	1	1	0	0	0
YJL106W	1	1	1	1	1	1	1	0	0	0	0	0
YMR218C	1	1	0	1	1	0	0	1	1	1	0	1
YMR105C	1	1	1	1	1	1	1	0	0	0	0	0
YDR363W	0	0	1	1	1	1	1	1	1	0	0	1
YOR360C	1	1	1	1	1	1	1	1	1	1	1	1
YDR105C	1	1	1	1	1	1	1	0	1	0	0	1
YBL064C	1	1	1	1	1	1	1	0	0	0	0	0
YLR200W	0	0	1	1	0	1	0	1	1	1	1	1
YDR276C	0	1	1	1	1	1	1	1	0	0	0	0
YJL152W	1	1	1	1	1	0	1	1	1	0	1	0
YEL037C	0	0	1	1	1	1	1	1	1	1	1	0
YLL030C	1	0	1	1	0	1	1	0	1	0	0	1
YOR298C-A	0	1	1	1	1	1	1	0	0	1	0	0
YCR007C	1	1	1	1	1	1	1	0	0	1	1	0
YNR060W	1	1	1	1	1	1	1	1	1	0	0	0
YDR508C	1	1	1	1	1	1	1	1	1	0	1	1
YNL155W	0	1	1	1	1	0	1	1	1	0	1	0
YOL020W	1	0	0	0	0	0	1	1	1	1	1	1
YCR063W	1	0	1	1	1	1	1	1	1	1	0	1
YLR355C	1	0	1	1	1	1	1	1	1	1	1	1
YGL172W	1	1	1	0	0	0	1	1	1	1	1	0
YGR078C	1	0	1	0	0	0	1	1	1	1	1	1
YNL107W	0	0	1	1	1	1	1	1	1	1	0	0
YPL147W	1	1	1	1	1	1	1	1	0	0	0	0
YEL018W	1	1	0	0	1	0	0	1	1	1	1	1
YPL097W	1	1	1	0	0	0	0	0	1	1	1	1
YEL053C	1	0	0	0	0	1	0	1	1	1	1	1
YJL175W	1	0	1	0	1	1	1	1	1	1	1	0
YLR437C	1	1	1	1	0	0	1	1	1	0	1	1
YDL233W	1	1	1	1	1	1	1	0	0	0	0	0
YMR238W	0	1	1	1	1	0	1	1	0	1	1	1
YOL099C	1	1	1	1	1	1	1	0	0	0	0	0
YML099C	1	0	0	0	1	1	1	1	1	1	1	1
YBL031W	1	1	1	1	0	0	0	0	0	1	1	1
YGR064W	1	1	1	0	1	0	1	1	1	1	1	0
YBL084C	0	1	1	1	1	1	1	0	1	0	0	0
YPR193C	0	1	1	1	1	1	1	1	0	0	0	0
YML101C	1	1	1	1	1	1	1	0	0	0	0	0
YEL016C	1	0	0	0	0	1	1	1	1	1	1	1
YCR098C	1	1	1	0	1	0	0	0	1	1	1	1
YML129C	1	1	1	0	0	0	0	0	1	1	1	1
YJL179W	0	0	1	0	1	1	1	1	1	1	1	1
YDR150W	1	1	1	1	1	1	1	0	0	0	0	0
YDR078C	0	0	1	1	1	1	1	0	1	1	1	1
YLR392C	1	1	1	1	1	1	1	0	0	0	1	0
