YMR056C	YLL013C
YLR216C	YNL330C
YLR216C	YDR394W
YLR216C	YKL117W
YLR216C	YDR523C
YLR216C	YDR128W
YNR028W	YJR082C
YNR028W	YGL127C
YNR028W	YNL187W
YGR189C	YDR034C
YGR189C	YNL092W
YGR218W	YDR016C
YGR218W	YNL118C
YGR218W	YLR436C
YGR218W	YEL015W
YGR218W	YLR293C
YGR218W	YLL060C
YGR218W	YNL164C
YGR218W	YHR082C
YGR218W	YOR177C
YGR218W	YML120C
YGR218W	YKL068W
YGR218W	YMR047C
YGR218W	YGL092W
YGR218W	YDR192C
YGR218W	YGR178C
YGR218W	YLR151C
YGR218W	YDL065C
YGR218W	YJL210W
YGR218W	YOR329C
YGR218W	YJR134C
YGR218W	YBL031W
YGR218W	YNL196C
YGR218W	YAL047C
YGR218W	YGL170C
YGR218W	YER022W
YGR218W	YGL097W
YGR218W	YML007W
YGR218W	YDR229W
YGR218W	YEL043W
YGR218W	YER004W
YGR218W	YFL068W
YGR218W	YGL149W
YGR218W	YJR061W
YGR218W	YJR083C
YGR218W	YMR124W
YGR218W	YDR002W
YLR429W	YDL195W
YLR429W	YAL047C
YLR429W	YBR143C
YNL027W	YPL204W
YNL027W	YER120W
YNL027W	YHR207C
YNL027W	YNR018W
YBR036C	YEL027W
YBR036C	YJL196C
YBR036C	YAL007C
YBR036C	YHR110W
YBR036C	YMR215W
YBR036C	YPL076W
YBR036C	YML048W
YBR036C	YLR018C
YBR036C	YIL114C
YBR036C	YKL154W
YBR036C	YAL018C
YBR036C	YBR159W
YBR036C	YBR161W
YBR036C	YKL065C
YBR036C	YGL051W
YBR036C	YHR140W
YBR036C	YPL264C
YNL232W	YCR035C
YNL232W	YDR280W
YNL232W	YHR069C
YNL232W	YNL189W
YMR048W	YBR034C
YMR048W	YLR368W
YMR048W	YMR308C
YMR048W	YER063W
YMR048W	YER071C
YMR048W	YOL131W
YPL200W	YOR035C
YDR179C	YDL147W
YDR179C	YDL216C
YMR078C	YPR175W
YMR078C	YLL040C
YLR381W	YBR107C
YPR135W	YOR080W
YPL181W	YBR112C
YPL181W	YDR176W
YPL181W	YNL330C
YKL139W	YJL006C
YKL139W	YCL011C
YKL139W	YNL004W
YKL139W	YDR432W
YKL139W	YLR403W
YBR291C	YLL005C
YPR124W	YNL029C
YPR124W	YDL128W
YPR124W	YBR159W
YPR124W	YKL065C
YOL145C	YJR138W
YOL145C	YOR123C
YOL145C	YIL094C
YOL145C	YBR279W
YOL145C	YDL140C
YOL145C	YKL145W
YOL145C	YGL244W
YOL145C	YGL207W
YMR264W	YGR060W
YMR264W	YPL076W
YMR264W	YLR018C
YMR264W	YJR010C-A
YMR264W	YOR045W
YKL090W	YBL050W
YEL027W	YDR331W
YEL027W	YDL054C
YEL027W	YKL065C
YCR068W	YDR331W
YDR482C	YAL016W
YGR278W	YGR049W
YCL007C	YER071C
YGL027C	YER022W
YGL027C	YIL022W
YJR048W	YHR098C
YJR048W	YNL334C
YOR037W	YML026C
YOR037W	YLR268W
YOR037W	YPR086W
YOR037W	YDL199C
YBR112C	YCR096C
YBR112C	YGL035C
YBR112C	YNL167C
YBR112C	YGL162W
YBR112C	YCR084C
YDR016C	YKR083C
YKR083C	YBR137W
YML070W	YOR266W
YIR032C	YBR126C
YKR034W	YNL021W
YKR034W	YLR376C
YKR034W	YDR520C
YBR301W	YMR047C
YPR111W	YPR160W
YPR111W	YOR136W
YPR111W	YGL092W
YDL031W	YOR080W
YDL031W	YGR103W
YDL031W	YHR066W
YNL112W	YBL032W
YNL112W	YDL195W
YHR169W	YIL125W
YHR169W	YHR179W
YHR169W	YMR105C
YHR169W	YER070W
YHR169W	YJL026W
YHR169W	YDR238C
YHR169W	YPR121W
YLR276C	YMR308C
YLR276C	YHR066W
YLR276C	YBR269C
YKL149C	YGR072W
YHR144C	YJL090C
YHR144C	YPL070W
YOR180C	YFL018C
YOR180C	YDL116W
YOR180C	YGL153W
YOR180C	YGR263C
YNL118C	YEL015W
YNL118C	YPR160W
YNL118C	YPL204W
YNL118C	YHR186C
YNL118C	YLR451W
YNL118C	YER112W
YNL118C	YDL116W
YNL118C	YML091C
YNL118C	YGR116W
YNL118C	YBL034C
YNL118C	YGL049C
YNL118C	YJR023C
YNL118C	YOR093C
YPL194W	YOR368W
YPL194W	YPL029W
YMR173W	YBR101C
YHR019C	YOR080W
YHR019C	YGL106W
YHR019C	YHR204W
YHR019C	YBR055C
YAL013W	YNL330C
YOR080W	YBR247C
YOR080W	YML074C
YOR080W	YBL076C
YOR080W	YNL308C
YOR080W	YOL041C
YOR080W	YPL012W
YOR080W	YCL054W
YOR080W	YHR066W
YOR080W	YDR312W
YOR080W	YHR064C
YOR080W	YJL109C
YPR082C	YNL147W
YPR082C	YKR086W
YPR082C	YGR091W
YPR082C	YBR055C
YPR082C	YLR147C
YPR082C	YFL017W-A
YPR082C	YPR182W
YPL049C	YDR480W
YPL049C	YGR040W
YPL049C	YBL017C
YPL049C	YNL189W
YPL049C	YHR084W
YPL049C	YFR049W
YDR480W	YGR040W
YDR480W	YNL189W
YDR480W	YHR084W
YDR480W	YPL020C
YDR263C	YOR214C
YEL071W	YKL103C
YEL071W	YPR165W
YMR211W	YDR510W
YIL150C	YGL201C
YKL213C	YHL002W
YKL213C	YOR116C
YKL213C	YBL058W
YDR069C	YBL064C
YDR069C	YDL147W
YDR069C	YER022W
YDR069C	YAR003W
YHR044C	YLR096W
YDR273W	YFR052W
YDR068W	YER103W
YDR068W	YLR237W
YDR440W	YBR010W
YJL090C	YDL116W
YJL090C	YHR179W
YJL090C	YKL108W
YJL090C	YNL189W
YJL090C	YGR162W
YPR175W	YBR278W
YPR175W	YER083C
YPR175W	YNL334C
YBR278W	YMR290C
YLL018C	YBR017C
YLL018C	YBR055C
YLL018C	YOR282W
YKR071C	YMR304W
YLL008W	YDL213C
YLL008W	YHR066W
YER124C	YEL015W
YER124C	YER112W
YMR276W	YDR427W
YMR276W	YOR117W
YMR276W	YIL148W
YNL258C	YLR440C
YNL258C	YGL145W
YDL101C	YDR158W
YDL101C	YBR205W
YDL101C	YDL200C
YDL101C	YMR105C
YDL101C	YDR030C
YDL101C	YER125W
YDL101C	YML058W
YDL101C	YNL088W
YDL101C	YLR234W
YDL101C	YHR135C
YDL101C	YFL030W
YDL101C	YMR226C
YBR252W	YPL070W
YBR252W	YNL189W
YBR252W	YLL037W
YHR068W	YNL189W
YJR082C	YNL004W
YJR082C	YDL154W
YJR082C	YFL002C
YJR082C	YOL129W
YJR082C	YDR066C
YJR082C	YJR001W
YJR082C	YLR217W
YEL030W	YJR062C
YEL030W	YIL095W
YEL030W	YJR035W
YEL030W	YML058W
YEL030W	YCR084C
YBL001C	YDR510W
YBL001C	YNL189W
YBL001C	YER067W
YBL101C	YJL203W
YBR065C	YPL151C
YBR065C	YPR182W
YLR436C	YMR304W
YHL043W	YMR232W
YHL043W	YMR047C
YOR092W	YJR040W
YFR027W	YIL026C
YER035W	YDR318W
YEL015W	YER032W
YEL015W	YPL204W
YEL015W	YER105C
YEL015W	YGR116W
YEL015W	YLR082C
YEL015W	YNL189W
YBR033W	YNL228W
YDR036C	YDR347W
YDR036C	YBR251W
YDR036C	YBR146W
YDR036C	YNL137C
YDR036C	YDR041W
YDR036C	YKL155C
YDR036C	YJR113C
YPL046C	YJR052W
YJL196C	YHR110W
YJL196C	YMR215W
YJL196C	YPL076W
YJL196C	YDR331W
YJL196C	YIL048W
YJL196C	YGL053W
YJL196C	YJR010C-A
YJL196C	YKL154W
YJL196C	YGR260W
YJL196C	YBR159W
YJL196C	YKL065C
YJL196C	YHR140W
YJL196C	YPR028W
YDR516C	YCL040W
YDR516C	YNL032W
YGL200C	YHR123W
YGL200C	YGR060W
YGL200C	YAR002C-A
YGL200C	YAL007C
YGL200C	YHR110W
YGL200C	YMR215W
YGL200C	YML048W
YGL200C	YPR194C
YGL200C	YJL117W
YGL200C	YJL108C
YGL200C	YDL147W
YGL200C	YPR181C
YGL200C	YIL109C
YGL200C	YDL195W
YGL200C	YLR378C
YGL200C	YKL154W
YGL200C	YDL210W
YGL200C	YBR159W
YGL200C	YDR107C
YGL200C	YKL065C
YGL200C	YGL051W
YGL200C	YHR140W
YFL048C	YAL010C
YFL048C	YKL154W
YFL048C	YGL212W
YFL048C	YBR159W
YFL048C	YKL065C
YFL048C	YBR183W
YLR083C	YML048W
YLR083C	YMR177W
YLR083C	YJR131W
YLR083C	YIL013C
YLR083C	YOR036W
YLR083C	YJL210W
YLR083C	YBL102W
YLR083C	YJL004C
YLR083C	YBR159W
YLR083C	YOR071C
YLR083C	YPL264C
YHR174W	YNL006W
YHR174W	YLR265C
YHR174W	YLR196W
YBR247C	YPL204W
YBR247C	YHR148W
YBR247C	YNL075W
YBR247C	YBR017C
YBR247C	YJR002W
YBR247C	YBL056W
YBR247C	YOL010W
YBR247C	YPL012W
YBR247C	YLR180W
YBR247C	YGR081C
YBR247C	YDL060W
YBR247C	YER082C
YHR123W	YGR060W
YHR123W	YBR295W
YHR123W	YBR159W
YHR123W	YKL065C
YMR049C	YLR449W
YMR049C	YMR290C
YMR049C	YDR342C
YMR049C	YMR100W
YMR049C	YDR386W
YMR049C	YDL208W
YMR049C	YPL093W
YMR049C	YDL213C
YMR049C	YGR103W
YMR049C	YGL111W
YMR049C	YER126C
YMR049C	YER006W
YMR049C	YGL023C
YMR049C	YGL120C
YMR049C	YER120W
YMR049C	YFL002C
YMR049C	YHR066W
YMR049C	YLR369W
YMR049C	YPL258C
YMR049C	YOR272W
YBL040C	YGR060W
YBL040C	YMR215W
YBL040C	YDR331W
YBL040C	YJR010C-A
YBL040C	YOL020W
YBL040C	YPR156C
YLR246W	YOL110W
YLR246W	YKL146W
YML126C	YIL094C
YML126C	YNL119W
YML126C	YKL125W
YML126C	YLR180W
YGR175C	YGR060W
YGR175C	YGR289C
YGR175C	YDR086C
YNL280C	YDL153C
YGR060W	YGL001C
YGR060W	YLR100W
YGR060W	YAL007C
YGR060W	YMR215W
YGR060W	YPL076W
YGR060W	YML048W
YGR060W	YML075C
YGR060W	YDR343C
YGR060W	YJL117W
YGR060W	YJR010C-A
YGR060W	YLL005C
YGR060W	YKL154W
YGR060W	YBR159W
YGR060W	YKL065C
YGR060W	YGL051W
YGR060W	YHR140W
YGR060W	YJL202C
YGR060W	YKR088C
YGR060W	YPR028W
YGR060W	YBR183W
YGR060W	YPL264C
YER044C	YDR034C
YLR056W	YLR292C
YLR056W	YIL074C
YLR056W	YBR159W
YML008C	YPR113W
YML008C	YLR292C
YML008C	YJR010C-A
YML008C	YPL020C
YML008C	YOR097C
YML130C	YDR021W
YML130C	YLR342W
YAR002C-A	YAL007C
YAL007C	YHR110W
YAL007C	YLR342W
YAL007C	YPL076W
YAL007C	YMR290C
YAL007C	YDL054C
YAL007C	YJL117W
YAL007C	YHR140W
YAL007C	YBR183W
YAL007C	YPL264C
YHR110W	YCR098C
YHR110W	YML048W
YHR110W	YAR031W
YHR110W	YGR260W
YHR110W	YBR159W
YHR110W	YKL065C
YGL054C	YLL043W
YPR037C	YPR156C
YNL125C	YPL076W
YNL125C	YNR059W
YNL125C	YLR196W
YNL125C	YDL153C
YJR017C	YDR343C
YJR017C	YLR106C
YJR017C	YIL021W
YJR017C	YDL140C
YJR017C	YPR086W
YJR017C	YGR186W
YJR017C	YDR457W
YJR017C	YHR033W
YLR233C	YLR318W
YLR233C	YOR319W
YLR233C	YGL201C
YLR233C	YDR194C
YLR233C	YCL043C
YLR233C	YOR201C
YLR233C	YDR496C
YLR233C	YLR196W
YLR233C	YPL012W
YLR233C	YKL020C
YLR233C	YLR006C
YLR233C	YNL229C
YLR233C	YJL109C
YLR233C	YER077C
YJL085W	YLR247C
YMR246W	YOL126C
YMR246W	YLR019W
YMR246W	YDR129C
YMR246W	YNL088W
YDR021W	YJR007W
YNL023C	YNL135C
YNL023C	YKL081W
YMR052W	YJL184W
YMR052W	YLR453C
YMR052W	YDL133W
YBR041W	YDL153C
YLR377C	YML121W
YLR377C	YNL189W
YJL155C	YER112W
YER056C	YOL132W
YER056C	YER120W
YBR101C	YJL117W
YBR101C	YPR154W
YBR101C	YBR014C
YBR101C	YHL021C
YBR101C	YKL171W
YBR101C	YLR194C
YER032W	YCL027W
YER032W	YDR259C
YER032W	YLR456W
YER032W	YJR110W
YIL065C	YLR292C
YIL065C	YLR321C
YDR534C	YPR191W
YDR534C	YGL127C
YLR342W	YBR207W
YLR342W	YPR165W
YLR342W	YER120W
YLR342W	YBR254C
YMR020W	YPL244C
YMR020W	YOR075W
YDR110W	YLR095C
YDR110W	YER146W
YDR110W	YBR119W
YDR110W	YDR235W
YDR110W	YGL127C
YGR267C	YNL189W
YGR267C	YKL210W
YGR267C	YPL003W
YGR267C	YHR135C
YGR267C	YOL087C
YNL135C	YER136W
YNL135C	YER052C
YNL135C	YOR319W
YNL135C	YDR037W
YNL135C	YIL149C
YNL135C	YDR129C
YNL135C	YHR064C
YNL135C	YDR311W
YNL135C	YIL078W
YNL135C	YKL216W
YNL135C	YDR341C
YNL135C	YMR087W
YNL135C	YMR315W
YML074C	YPL204W
YML074C	YDR386W
YLR449W	YBR119W
YLR449W	YLR196W
YLR449W	YLR453C
YLR449W	YER041W
YLL043W	YBR159W
YOR381W	YBR139W
YLL051C	YDL044C
YCL026C-A	YNL189W
YCL026C-A	YPR086W
YCL026C-A	YLR177W
YFL022C	YMR284W
YBR207W	YOL132W
YBR207W	YER021W
YBL042C	YER021W
YBL042C	YNL121C
YPL262W	YPR165W
YPL262W	YMR291W
YAL034C	YBR198C
YAL031C	YCL027W
YAL022C	YDR497C
YAL022C	YBR159W
YAL022C	YHR140W
YBR021W	YHR042W
YCL027W	YNL075W
YCL027W	YPL242C
YCL027W	YGR289C
YCL027W	YMR047C
YCL027W	YER149C
YCL027W	YBL105C
YCL027W	YAL017W
YCL027W	YML058W
YCL027W	YBL071C
YCL027W	YDL199C
YPR136C	YDR034C
YNL133C	YLR453C
YDR140W	YAR003W
YDR140W	YNR046W
YOL051W	YPL248C
YOL051W	YOR174W
YOL051W	YBR193C
YOL051W	YGL025C
YOL051W	YLR071C
YOL051W	YDL140C
YOL051W	YHR041C
YOL051W	YER022W
YOL051W	YGR104C
YOL051W	YCR081W
YOL051W	YKL028W
YOL051W	YKR062W
YBR020W	YML051W
YPL248C	YML051W
YPL248C	YGL048C
YPL248C	YER148W
YPL248C	YHR041C
YPL248C	YER022W
YPL248C	YGR104C
YPL248C	YPR086W
YBR018C	YKL108W
YER027C	YGL208W
YER027C	YGL115W
YHR089C	YBR017C
YHR089C	YBR084W
YHR089C	YNL005C
YHR089C	YDL208W
YHR089C	YDL213C
YHR089C	YMR047C
YHR089C	YDR496C
YHR089C	YPL012W
YHR089C	YGL049C
YMR215W	YPL076W
YMR215W	YDR331W
YMR215W	YML048W
YMR215W	YJL117W
YMR215W	YIL114C
YMR215W	YKL154W
YMR215W	YPR156C
YMR215W	YBR159W
YMR215W	YKL065C
YMR215W	YGL198W
YMR215W	YHR140W
YMR215W	YLL023C
YMR215W	YPR028W
YOL132W	YML048W
YOL132W	YBR199W
YOL132W	YJL041W
YOL132W	YOL018C
YOL132W	YBR058C
YOL132W	YBR159W
YOL132W	YHR140W
YOL132W	YBR183W
YCL011C	YDL213C
YCL011C	YNL189W
YCL011C	YDL084W
YCL011C	YDR381W
YNL062C	YPR086W
YGR083C	YDR211W
YGR083C	YJR007W
YGR083C	YCR084C
YDR211W	YJR007W
YEL009C	YDR176W
YEL009C	YDL097C
YEL009C	YER148W
YEL009C	YHR041C
YEL009C	YER022W
YEL009C	YBR198C
YEL009C	YMR236W
YOR120W	YBR055C
YEL042W	YPR193C
YEL042W	YBR161W
YEL042W	YJL152W
YDL215C	YLR320W
YDL215C	YPR048W
YAL062W	YNL189W
YER136W	YIR009W
YER136W	YMR047C
YER136W	YJR035W
YER136W	YLR362W
YER136W	YFL038C
YER136W	YLR262C
YER136W	YML001W
YJR040W	YGL212W
YMR255W	YDR192C
YDR309C	YGR207C
YMR135C	YBL049W
YML094W	YLR212C
YIL130W	YLR116W
YER054C	YPR160W
YER054C	YLR258W
YDR152W	YGR173W
YCR098C	YJL184W
YCR098C	YLR447C
YEL011W	YPR086W
YJL137C	YFR015C
YJL137C	YLR258W
YCL040W	YNL189W
YPR035W	YBR126C
YER122C	YHR148W
YER122C	YJL030W
YER122C	YDR238C
YOR040W	YNL092W
YDL171C	YMR117C
YDL171C	YPR086W
YEL046C	YNL189W
YFL017C	YNL189W
YJL184W	YPL174C
YJL184W	YOR117W
YER020W	YGL121C
YER020W	YDL035C
YGL121C	YDL200C
YPR160W	YPL204W
YPR160W	YBR055C
YPR160W	YAL017W
YPR160W	YML058W
YPR160W	YGL115W
YLL031C	YHL015W
YHR188C	YPL076W
YHR188C	YDR331W
YHR188C	YHL017W
YHR188C	YNL092W
YPL076W	YDR331W
YPL076W	YML048W
YPL076W	YNL238W
YPL076W	YJL117W
YPL076W	YJL108C
YPL076W	YDL153C
YPL076W	YJR010C-A
YPL076W	YKL154W
YPL076W	YGR260W
YPL076W	YAR033W
YPL076W	YBR159W
YPL076W	YKL065C
YPL076W	YFL054C
YPL076W	YGL051W
YPL076W	YHR140W
YPL076W	YLR004C
YPL076W	YNL300W
YPL076W	YPR028W
YPL076W	YBR183W
YPL076W	YPL264C
YDR331W	YML048W
YDR331W	YJR158W
YDR331W	YDR343C
YDR331W	YGR289C
YDR331W	YJL117W
YDR331W	YLR018C
YDR331W	YGL053W
YDR331W	YKL154W
YDR331W	YAL018C
YDR331W	YBR159W
YDR331W	YKL065C
YDR331W	YGL051W
YDR331W	YHR140W
YDR331W	YPR028W
YDR331W	YBR183W
YGR032W	YPR165W
YML048W	YHR094C
YML048W	YLL061W
YML048W	YLR018C
YML048W	YJR010C-A
YML048W	YGR260W
YML048W	YPR156C
YML048W	YDL210W
YML048W	YJL222W
YML048W	YBR159W
YML048W	YHR140W
YML048W	YLL023C
YML048W	YNL300W
YML048W	YBR183W
YML048W	YPL264C
YDR108W	YBR254C
YLR293C	YOR185C
YLR293C	YER052C
YLR293C	YBR017C
YLR293C	YKL205W
YLR293C	YJL041W
YLR293C	YER009W
YLR293C	YFR034C
YLR293C	YMR308C
YLR293C	YMR235C
YLR293C	YGL097W
YLR293C	YNL189W
YLR293C	YDR002W
YOR185C	YBR017C
YOR185C	YOR171C
YOR185C	YER009W
YOR185C	YMR235C
YOR185C	YOL128C
YFR015C	YLR258W
YFR015C	YDR259C
YFR015C	YER077C
YLR258W	YIL045W
YML121W	YGR163W
YML121W	YOL144W
YML121W	YNL113W
YGR163W	YGL207W
YGR163W	YGR203W
YGL181W	YOR284W
YGL181W	YAR018C
YGL181W	YLL019C
YGL181W	YPL053C
YGL181W	YDR034C
YGL181W	YPL013C
YGL181W	YIR006C
YGL181W	YPL188W
YGL181W	YKR028W
YGL181W	YOR333C
YGL181W	YER063W
YGL181W	YAL004W
YGL181W	YDR259C
YGL181W	YCR072C
YGL181W	YNR068C
YGL181W	YOR331C
YPL189W	YDR086C
YPL189W	YBR159W
YMR192W	YGR239C
YMR192W	YPR154W
YFL027C	YER078C
YMR290C	YJL033W
YMR290C	YGR040W
YMR290C	YKL103C
YMR290C	YDL208W
YMR290C	YDL213C
YMR290C	YGR103W
YMR290C	YER126C
YMR290C	YNL189W
YMR290C	YHR066W
YEL056W	YLL022C
YEL056W	YDR233C
YJL033W	YOL041C
YJL033W	YNL317W
YJL033W	YAL043C
YJL033W	YMR061W
YJL033W	YCL037C
YLR192C	YBR079C
YLR192C	YPR041W
YNL021W	YHL006C
YNL021W	YCR084C
YBL032W	YBR084W
YBL032W	YNL005C
YBL032W	YML105C
YBL032W	YMR125W
YBL032W	YGR162W
YBL032W	YGL049C
YBL032W	YMR310C
YDL013W	YLR438C-A
YDL013W	YDL030W
YDL013W	YOR208W
YDL013W	YER116C
YDL013W	YDR510W
YDL013W	YLR006C
YPL127C	YDR386W
YBR010W	YDR225W
YBR010W	YPL209C
YBR010W	YKL103C
YBR010W	YDL200C
YBR010W	YDR227W
YBR010W	YCR084C
YOR038C	YDR225W
YBR248C	YOL102C
YML075C	YHR079C
YML075C	YLL005C
YML075C	YKL154W
YML075C	YGR260W
YML075C	YBR159W
YML075C	YNR009W
YML075C	YPL264C
YCL066W	YCR096C
YCL066W	YMR043W
YCL066W	YLR378C
YCL066W	YHR084W
YCR097W	YCR096C
YCR096C	YMR043W
YCR096C	YDL116W
YCR096C	YOL006C
YCR096C	YCR084C
YBR034C	YPR132W
YBR034C	YGR181W
YBR034C	YDR249C
YDR305C	YLR447C
YJR075W	YDR034C
YDR158W	YBR055C
YER052C	YER037W
YER052C	YMR139W
YGL194C	YOL068C
YGL194C	YKR029C
YPR193C	YPL070W
YPR193C	YNL189W
YOR267C	YGL115W
YPL204W	YDR342C
YPL204W	YPL004C
YPL204W	YGL197W
YPL204W	YNL284C
YPL204W	YGL111W
YPL204W	YER006W
YPL204W	YHR179W
YPL204W	YDL065C
YPL204W	YGR086C
YPL204W	YBL051C
YPL204W	YBL056W
YPL204W	YBR125C
YPL204W	YLL013C
YPL204W	YER095W
YPL204W	YNL113W
YPL204W	YML091C
YPL204W	YKR028W
YPL204W	YDL153C
YPL204W	YPR181C
YPL204W	YDR023W
YPL204W	YHR098C
YPL204W	YJR134C
YPL204W	YDL060W
YPL204W	YBR225W
YPL204W	YKL056C
YLR097C	YIL148W
YMR186W	YAL029C
YMR186W	YNR032W
YMR186W	YER095W
YMR186W	YKL117W
YMR186W	YLR362W
YHL002W	YBR279W
YHL002W	YCL008C
YHL002W	YIL148W
YHL002W	YIL156W
YHL002W	YNR006W
YHL002W	YDR259C
YHL002W	YGR268C
YHL002W	YNR005C
YHL002W	YPR115W
YOR319W	YPR188C
YOR319W	YGR056W
YOR319W	YGL244W
YOR319W	YGL096W
YOR319W	YHR209W
YOR020C	YNL173C
YOR020C	YMR047C
YOR020C	YMR308C
YOR020C	YBL056W
YOR020C	YNL189W
YOL068C	YKR029C
YOL068C	YDR310C
YOR025W	YLR403W
YDR225W	YGL241W
YDR225W	YNL308C
YDR225W	YGR103W
YDR225W	YDR243C
YDR225W	YMR061W
YDR225W	YHL001W
YDR225W	YOR116C
YDR225W	YGL127C
YDR225W	YGL207W
YDR225W	YER022W
YDR225W	YMR125W
YDR225W	YLR222C
YDR225W	YLR247C
YBL003C	YBR017C
YOR284W	YPL070W
YOR284W	YML031W
YOR284W	YMR309C
YOR284W	YNL243W
YOR284W	YNL189W
YFL011W	YMR004W
YFL011W	YJL222W
YHR094C	YLL006W
YHR094C	YKL065C
YDR345C	YLL006W
YDR343C	YGR040W
YDR343C	YOR181W
YDR343C	YLR019W
YDR343C	YER125W
YDR343C	YNL032W
YDR342C	YOR181W
YDR342C	YNL323W
YDR342C	YDR034C
YDR342C	YLR019W
YDR342C	YJL173C
YDR342C	YLR340W
YDR342C	YOR045W
YDR342C	YGL042C
YKL189W	YFL016C
YKL189W	YDL065C
YJR006W	YJR043C
YJR006W	YLR447C
YLR099C	YDR349C
YMR195W	YOR059C
YOR136W	YDR394W
YOR136W	YGL208W
YOR136W	YHR014W
YOR136W	YER022W
YOR136W	YNL189W
YOR136W	YJL015C
YDL066W	YMR047C
YLR174W	YNR065C
YER092W	YDL002C
YHR187W	YLR384C
YHR187W	YKL110C
YHR187W	YMR047C
YLR384C	YOR151C
YLR384C	YIL021W
YLR384C	YJL140W
YLR384C	YBR154C
YLR384C	YDL140C
YBL076C	YBR055C
YBL076C	YBR058C
YBL076C	YLR016C
YMR108W	YNL128W
YJR016C	YPR165W
YHR216W	YNL189W
YJR094C	YMR139W
YJR094C	YER022W
YJR094C	YDR207C
YCR071C	YNL284C
YCR071C	YGR220C
YLR309C	YHR041C
YJR138W	YLR438C-A
YJR138W	YER112W
YJR138W	YER146W
YJR138W	YBR126C
YJR138W	YMR304W
YBR107C	YDR318W
YBR107C	YJR135C
YMR035W	YLR368W
YMR035W	YDL138W
YHR148W	YJR002W
YNL075W	YJR002W
YOL108C	YFR034C
YOL108C	YNL279W
YOL108C	YMR308C
YOL108C	YOL067C
YOL108C	YOR344C
YOL108C	YLR422W
YOL108C	YNR064C
YGL150C	YDL002C
YNL106C	YPR188C
YNL106C	YDL230W
YNL106C	YCL028W
YNL106C	YER104W
YNL106C	YKR028W
YOL065C	YJL117W
YOL065C	YDL204W
YOL065C	YJR010C-A
YPL242C	YKR086W
YBR140C	YMR139W
YOL081W	YMR139W
YHR079C	YPR086W
YIL026C	YFL008W
YIL026C	YMR313C
YLL027W	YDL213C
YLL027W	YGL189C
YPL040C	YJL100W
YOR155C	YPL070W
YOR155C	YNL189W
YOR155C	YER090W
YBR086C	YPR086W
YBR086C	YNL194C
YBR245C	YLR163C
YBR245C	YDL002C
YBR245C	YLR357W
YBR245C	YKR008W
YBR245C	YLR033W
YBR245C	YCR052W
YBR245C	YFR037C
YPR133C	YGR116W
YKL217W	YIL166C
YNL227C	YBR119W
YNL227C	YNL093W
YMR294W	YPL174C
YMR294W	YMR047C
YMR294W	YDR311W
YMR294W	YGR294W
YBR017C	YBR205W
YBR017C	YKL068W
YBR017C	YMR047C
YBR017C	YDR192C
YBR017C	YKR046C
YBR017C	YMR105C
YBR017C	YNL169C
YBR017C	YDL204W
YBR017C	YDR071C
YBR017C	YDR002W
YGL241W	YER148W
YMR065W	YLR116W
YMR065W	YLR454W
YHR158C	YGR238C
YHR158C	YLR096W
YHR158C	YLR453C
YHR158C	YAL047C
YHR158C	YAL011W
YHR158C	YAL016W
YHR158C	YMR181C
YGR238C	YLR096W
YPL145C	YDL138W
YIL125W	YFL018C
YIL125W	YMR235C
YIL125W	YDL147W
YIL125W	YCR079W
YIL125W	YFR049W
YJL094C	YLR193C
YDL108W	YGL134W
YDL108W	YOR151C
YDL108W	YDL140C
YLR096W	YPR159W
YLR096W	YNR052C
YLR096W	YKL081W
YLR096W	YKL210W
YAR018C	YPL093W
YAR018C	YBL106C
YAR018C	YHR064C
YKL168C	YJR061W
YKL168C	YLR012C
YLL019C	YDL185W
YLL019C	YBR126C
YHR186C	YHR082C
YHR186C	YNL006W
YHR186C	YKL119C
YGR166W	YOR197W
YGR166W	YBR254C
YPL102C	YDR034C
YDL041W	YDR318W
YDL041W	YIR002C
YER036C	YPR036W
YER036C	YGR206W
YLR317W	YNL140C
YOR336W	YER022W
YPR159W	YOR181W
YPR159W	YDL147W
YNL308C	YDR386W
YNL308C	YDL213C
YNL308C	YMR236W
YNL308C	YIL105C
YDR037W	YBR055C
YHR082C	YAL016W
YGR040W	YGL178W
YGR040W	YOL033W
YGR040W	YGL008C
YGR040W	YDL097C
YGR040W	YLR362W
YGR040W	YHR084W
YGR040W	YDR103W
YGR040W	YDL159W
YGR040W	YBR083W
YGR040W	YER093C
YGR040W	YIL148W
YGR040W	YHR033W
YGR040W	YPR115W
YBR205W	YGL212W
YBR205W	YFL038C
YBR205W	YPR107C
YNL029C	YPR041W
YPL053C	YER022W
YPL053C	YKR088C
YKL103C	YAL034W-A
YKL103C	YNL189W
YKL103C	YDR311W
YOR181W	YHR156C
YOR181W	YGR136W
YOR181W	YCL034W
YOR181W	YJL100W
YOR181W	YAL029C
YOR181W	YBL017C
YOR181W	YPR154W
YOR181W	YBR260C
YOR181W	YFR052W
YOR181W	YER125W
YOR181W	YDR129C
YOR181W	YNL243W
YOR181W	YJL151C
YOR181W	YIR012W
YOR181W	YLR447C
YOR181W	YOR069W
YOR181W	YNR065C
YOR171C	YER071C
YNL323W	YDR212W
YNL323W	YLR447C
YOR123C	YBR279W
YOR123C	YKL145W
YOR123C	YGL244W
YOR123C	YBR058C
YOR123C	YOL131W
YNL104C	YKL183W
