YAL001C	YGR047C
YGR245C	YNL110C
YGR245C	YNL182C
YGR245C	YNR053C
YGR245C	YPL093W
YGR245C	YPR016C
YGR274C	YML098W
YGR274C	YMR005W
YGR274C	YMR227C
YGR278W	YHR165C
YGR278W	YLL036C
YGR278W	YML049C
YGR278W	YMR213W
YGR278W	YMR288W
YGR278W	YPL151C
YHL004W	YJR101W
YHL004W	YJR113C
YHL004W	YMR188C
YHL004W	YNL137C
YHL004W	YOR158W
YHL004W	YPL013C
YHL011C	YKL181W
YHL030W	YHR200W
YHL030W	YIL075C
YHL030W	YKL145W
YHL030W	YLR421C
YHL030W	YOR261C
YHL033C	YIL133C
YHL033C	YJL177W
YHL033C	YKL180W
YHL033C	YKR002W
YHL033C	YLL045C
YHL033C	YLR441C
YHL033C	YML073C
YHL033C	YMR142C
YHL033C	YNL069C
YHL033C	YNL178W
YHL033C	YOL127W
YHL033C	YPL220W
YHL034C	YLL045C
YHL034C	YOL139C
YHL034C	YPL131W
YHR010W	YHR052W
YHR010W	YKL180W
YHR010W	YLL045C
YHR010W	YLR367W
YHR010W	YNL069C
YHR010W	YNR053C
YHR010W	YOL127W
YHR010W	YPL093W
YHR010W	YPR189W
YHR020W	YJR077C
YHR020W	YKL104C
YHR020W	YLR180W
YHR024C	YLR163C
YHR041C	YOL135C
YHR041C	YPR070W
YHR041C	YPR168W
YHR052W	YHR197W
YHR052W	YKL009W
YHR052W	YLL045C
YHR052W	YLR276C
YHR052W	YMR229C
YHR052W	YNL061W
YHR052W	YNL110C
YHR052W	YNL182C
YHR052W	YOL041C
YHR052W	YOL127W
YHR052W	YOR206W
YHR052W	YPL012W
YHR052W	YPL093W
YHR052W	YPL131W
YHR052W	YPL211W
YHR052W	YPR016C
YHR062C	YNL221C
YHR064C	YNL209W
YHR085W	YHR197W
YHR085W	YKL009W
YHR085W	YNL182C
YHR085W	YNR053C
YHR085W	YPL093W
YHR086W	YLR147C
YHR086W	YLR275W
YHR086W	YML046W
YHR089C	YLR175W
YHR143W-A	YOR224C
YHR143W-A	YOR340C
YHR143W-A	YPR187W
YHR148W	YHR196W
YHR148W	YJL109C
YHR148W	YLR186W
YHR148W	YLR197W
YHR148W	YLR222C
YHR148W	YMR128W
YHR148W	YNL075W
YHR148W	YPL126W
YHR165C	YJL124C
YHR165C	YKR022C
YHR165C	YLL036C
YHR165C	YLR147C
YHR165C	YLR275W
YHR165C	YML046W
YHR165C	YML049C
YHR165C	YMR213W
YHR165C	YMR288W
YHR165C	YNL147W
YHR165C	YOR308C
YHR165C	YPL151C
YHR165C	YPL213W
YHR165C	YPR082C
YHR165C	YPR101W
YHR165C	YPR182W
YHR166C	YLR102C
YHR166C	YLR127C
YHR167W	YML062C
YHR196W	YJL109C
YHR196W	YLR186W
YHR196W	YLR197W
YHR196W	YPL126W
YHR197W	YKL009W
YHR197W	YNL061W
YHR197W	YNL110C
YHR197W	YNL182C
YHR197W	YNR053C
YHR197W	YOL127W
YHR197W	YOR206W
YHR197W	YPL093W
YHR197W	YPL211W
YHR197W	YPR016C
YHR200W	YIL075C
YHR200W	YKL145W
YHR200W	YLR421C
YHR200W	YOR261C
YHR216W	YMR142C
YHR216W	YOR250C
YIL022W	YJR045C
YIL034C	YIR003W
YIL035C	YIL084C
YIL035C	YML069W
YIL035C	YOL145C
YIL035C	YOR039W
YIL035C	YOR123C
YIL062C	YJR065C
YIL068C	YLR166C
YIL075C	YKL145W
YIL075C	YLR180W
YIL075C	YLR421C
YIL075C	YOR261C
YIL084C	YMR075W
YIL084C	YNL097C
YIL084C	YNL330C
YIL084C	YOL004W
YIL084C	YPL139C
YIL084C	YPL181W
YIL133C	YJL177W
YIL133C	YKL180W
YIL133C	YLL045C
YIL133C	YLR197W
YIL133C	YLR340W
YIL133C	YLR441C
YIL133C	YML026C
YIL133C	YML073C
YIL133C	YMR142C
YIL133C	YNL069C
YIL133C	YNL096C
YIL133C	YNL178W
YIL133C	YOL041C
YIL133C	YOL127W
YIL133C	YOR206W
YIL133C	YPL131W
YIL142W	YOR281C
YIL144W	YOL069W
YJL001W	YML092C
YJL001W	YOR157C
YJL001W	YPR103W
YJL005W	YNL138W
YJL011C	YKR025W
YJL011C	YNL151C
YJL011C	YNR003C
YJL011C	YOR116C
YJL011C	YOR207C
YJL011C	YOR224C
YJL011C	YPR110C
YJL011C	YPR187W
YJL011C	YPR190C
YJL041W	YMR047C
YJL066C	YMR203W
YJL099W	YOR299W
YJL109C	YLR186W
YJL109C	YLR197W
YJL109C	YLR222C
YJL109C	YMR128W
YJL109C	YPL012W
YJL109C	YPL126W
YJL124C	YLR147C
YJL124C	YLR275W
YJL124C	YNL147W
YJL124C	YOR308C
YJL124C	YPR082C
YJL125C	YNL062C
YJL138C	YMR186W
YJL138C	YOL139C
YJL140W	YOR151C
YJL140W	YOR224C
YJL140W	YPL129W
YJL140W	YPR187W
YJL148W	YJR063W
YJL148W	YOR340C
YJL148W	YOR341W
YJL148W	YPR110C
YJL148W	YPR187W
YJL173C	YLR347C
YJL173C	YML032C
YJL176C	YPL016W
YJL176C	YPL129W
YJL177W	YKL180W
YJL177W	YLL045C
YJL177W	YLR340W
YJL177W	YLR441C
YJL177W	YML073C
YJL177W	YMR142C
YJL177W	YNL069C
YJL177W	YNL096C
YJL177W	YNL178W
YJL177W	YNL302C
YJL177W	YOL127W
YJL177W	YPL220W
YJR005W	YOL062C
YJR063W	YOR224C
YJR063W	YOR340C
YJR063W	YOR341W
YJR063W	YPR110C
YJR063W	YPR187W
YJR077C	YKL182W
YJR093C	YKL018W
YJR093C	YKL059C
YJR093C	YKR002W
YJR093C	YNL222W
YJR093C	YPR107C
YJR101W	YJR113C
YJR101W	YMR188C
YJR101W	YNL081C
YJR101W	YNL137C
YJR101W	YOR158W
YJR101W	YPL013C
YJR112W	YPL233W
YJR113C	YMR188C
YJR113C	YNL081C
YJR113C	YNL137C
YJR113C	YOR158W
YJR113C	YPL013C
YKL003C	YPL013C
YKL009W	YLL045C
YKL009W	YNL061W
YKL009W	YNL110C
YKL009W	YNL182C
YKL009W	YNR053C
YKL009W	YOR206W
YKL009W	YPL093W
YKL009W	YPL131W
YKL009W	YPL211W
YKL009W	YPR016C
YKL014C	YNL061W
YKL014C	YOL144W
YKL018W	YKL059C
YKL018W	YKR002W
YKL018W	YNL222W
YKL018W	YPR107C
YKL023W	YPR189W
YKL057C	YLR208W
YKL059C	YKR002W
YKL059C	YNL222W
YKL059C	YPR107C
YKL081W	YPR080W
YKL104C	YLR180W
YKL104C	YOR151C
YKL139W	YML112W
YKL143W	YNL178W
YKL143W	YNL207W
YKL145W	YLR421C
YKL145W	YOR261C
YKL167C	YKR085C
YKL167C	YLR312W-A
YKL167C	YML025C
YKL167C	YMR024W
YKL180W	YLL045C
YKL180W	YLR340W
YKL180W	YLR441C
YKL180W	YML024W
YKL180W	YML073C
YKL180W	YMR142C
YKL180W	YNL069C
YKL180W	YNL096C
YKL180W	YNL178W
YKL180W	YNL302C
YKL180W	YOL127W
YKL180W	YPL220W
YKL182W	YPL231W
YKL190W	YML057W
YKL191W	YOR133W
YKL196C	YLR440C
YKL196C	YMR197C
YKL196C	YNL258C
YKL204W	YOL139C
YKR001C	YLR357W
YKR002W	YNL222W
YKR002W	YPR107C
YKR025W	YNL151C
YKR025W	YNR003C
YKR025W	YOR116C
YKR025W	YOR207C
YKR025W	YOR224C
YKR025W	YPR110C
YKR025W	YPR187W
YKR025W	YPR190C
YKR038C	YML036W
YKR079C	YMR099C
YKR085C	YLR312W-A
YKR085C	YML025C
YKR085C	YMR024W
YKR085C	YOR150W
YLL002W	YNL246W
YLL022C	YNL030W
YLL022C	YNL031C
YLL036C	YLR147C
YLL036C	YML049C
YLL036C	YMR213W
YLL036C	YMR288W
YLL036C	YPL151C
YLL036C	YPL213W
YLL036C	YPR101W
YLL045C	YLR441C
YLL045C	YML073C
YLL045C	YMR142C
YLL045C	YNL061W
YLL045C	YNL069C
YLL045C	YNL178W
YLL045C	YOL041C
YLL045C	YOL127W
YLL045C	YOR206W
YLL045C	YPL012W
YLL045C	YPL093W
YLL045C	YPL131W
YLL045C	YPL211W
YLL045C	YPL220W
YLL045C	YPR016C
YLR005W	YPR056W
YLR052W	YNL059C
YLR052W	YNL215W
YLR052W	YOR141C
YLR052W	YPL129W
YLR052W	YPL235W
YLR147C	YLR275W
YLR147C	YML046W
YLR147C	YML049C
YLR147C	YMR213W
YLR147C	YMR288W
YLR147C	YNL147W
YLR147C	YOR308C
YLR147C	YPL151C
YLR147C	YPL213W
YLR147C	YPR082C
YLR147C	YPR182W
YLR148W	YLR396C
YLR148W	YMR231W
YLR170C	YPL259C
YLR170C	YPR029C
YLR175W	YLR197W
YLR175W	YMR229C
YLR175W	YMR310C
YLR175W	YPL012W
YLR180W	YOR151C
YLR186W	YLR197W
YLR186W	YLR222C
YLR186W	YMR128W
YLR186W	YPL012W
YLR186W	YPL126W
YLR192C	YMR146C
YLR192C	YMR309C
YLR192C	YNL244C
YLR197W	YLR222C
YLR197W	YMR128W
YLR197W	YMR229C
YLR197W	YNL075W
YLR197W	YOR078W
YLR197W	YPL012W
YLR197W	YPL126W
YLR200W	YNL153C
YLR208W	YPR181C
YLR212C	YNL126W
YLR221C	YOL144W
YLR222C	YMR128W
YLR222C	YNL075W
YLR222C	YPL126W
YLR270W	YOR173W
YLR275W	YML046W
YLR275W	YML049C
YLR275W	YMR288W
YLR275W	YNL147W
YLR275W	YOR308C
YLR275W	YPL213W
YLR275W	YPR057W
YLR275W	YPR082C
YLR275W	YPR182W
YLR276C	YNL061W
YLR276C	YOL127W
YLR276C	YOR206W
YLR276C	YPL012W
YLR276C	YPL093W
YLR276C	YPL211W
YLR287C	YLR340W
YLR291C	YPL237W
YLR312W-A	YML025C
YLR312W-A	YMR024W
YLR321C	YLR357W
YLR321C	YML127W
YLR340W	YLR441C
YLR340W	YML073C
YLR340W	YNL069C
YLR340W	YNL178W
YLR340W	YOL039W
YLR340W	YOL127W
YLR340W	YPL220W
YLR347C	YOR098C
YLR347C	YPL020C
YLR357W	YML127W
YLR367W	YML026C
YLR367W	YMR116C
YLR367W	YNL207W
YLR367W	YOL139C
YLR367W	YOR056C
YLR381W	YPL018W
YLR385C	YLR399C
YLR385C	YNL107W
YLR396C	YMR231W
YLR399C	YNL107W
YLR399C	YPL235W
YLR417W	YPL002C
YLR421C	YOR261C
YLR440C	YNL258C
YLR440C	YOR075W
YLR441C	YML073C
YLR441C	YNL069C
YLR441C	YNL096C
YLR441C	YNL178W
YLR441C	YOL127W
YLR441C	YPL220W
YML025C	YMR024W
YML025C	YNL177C
YML041C	YPL235W
YML046W	YML049C
YML046W	YMR288W
YML046W	YPL213W
YML046W	YPR082C
YML046W	YPR182W
YML049C	YMR213W
YML049C	YMR288W
YML049C	YOR308C
YML049C	YOR319W
YML049C	YPL151C
YML049C	YPL213W
YML049C	YPR082C
YML049C	YPR101W
YML069W	YNL030W
YML069W	YOL145C
YML069W	YOR039W
YML069W	YOR123C
YML071C	YNL051W
YML073C	YMR142C
YML073C	YNL061W
YML073C	YNL069C
YML073C	YNL096C
YML073C	YNL178W
YML073C	YOL041C
YML073C	YOL127W
YML073C	YPL093W
YML073C	YPL220W
YML077W	YMR218C
YML092C	YOR157C
YML092C	YPR103W
YML098W	YMR005W
YML105C	YPR088C
YML109W	YMR273C
YML114C	YPL129W
YMR005W	YMR227C
YMR024W	YNL284C
YMR024W	YOR150W
YMR075W	YNL097C
YMR075W	YNL330C
YMR075W	YOL004W
YMR075W	YPL139C
YMR116C	YPR189W
YMR128W	YMR229C
YMR128W	YNL075W
YMR128W	YOL010W
YMR128W	YPL012W
YMR128W	YPL126W
YMR142C	YNL069C
YMR142C	YNL178W
YMR142C	YOL127W
YMR146C	YMR309C
YMR146C	YNL244C
YMR188C	YNL137C
YMR188C	YOR158W
YMR213W	YMR288W
YMR213W	YPL151C
YMR213W	YPR101W
YMR223W	YOL148C
YMR223W	YPL254W
YMR227C	YPL254W
YMR229C	YNL061W
YMR229C	YOL041C
YMR229C	YOR206W
YMR229C	YPL012W
YMR229C	YPL126W
YMR288W	YOR319W
YMR288W	YPL151C
YMR288W	YPL213W
YMR288W	YPR082C
YMR288W	YPR101W
YMR309C	YNL244C
YNL023C	YNL135C
YNL032W	YNL099C
YNL049C	YPR181C
YNL059C	YNL215W
YNL059C	YOR141C
YNL059C	YPL129W
YNL059C	YPL235W
YNL061W	YNL110C
YNL061W	YOL041C
YNL061W	YOL127W
YNL061W	YOR206W
YNL061W	YPL093W
YNL061W	YPL131W
YNL061W	YPL211W
YNL061W	YPL220W
YNL061W	YPR016C
YNL069C	YNL096C
YNL069C	YNL178W
YNL069C	YOL039W
YNL069C	YOL127W
YNL069C	YPL220W
YNL075W	YPL126W
YNL096C	YNL178W
YNL096C	YOL127W
YNL096C	YPL146C
YNL096C	YPR067W
YNL097C	YNL330C
YNL097C	YOL004W
YNL097C	YPL139C
YNL097C	YPL181W
YNL107W	YNL136W
YNL107W	YOR244W
YNL107W	YPL235W
YNL110C	YNL182C
YNL110C	YOL127W
YNL110C	YOR206W
YNL110C	YPL093W
YNL110C	YPL211W
YNL110C	YPR016C
YNL136W	YOR244W
YNL137C	YOR158W
YNL137C	YPL013C
YNL147W	YOR308C
YNL147W	YPR082C
YNL151C	YNR003C
YNL151C	YOR116C
YNL151C	YOR207C
YNL151C	YOR224C
YNL151C	YPR110C
YNL151C	YPR187W
YNL151C	YPR190C
YNL178W	YOL127W
YNL178W	YPL131W
YNL182C	YNR053C
YNL182C	YPL093W
YNL182C	YPR016C
YNL207W	YOR056C
YNL215W	YOR141C
YNL215W	YPL235W
YNL222W	YPR107C
YNL232W	YOR001W
YNL258C	YOR075W
YNL290W	YOR144C
YNL330C	YOL004W
YNL330C	YPL139C
YNL330C	YPL181W
YNR003C	YOR116C
YNR003C	YOR207C
YNR003C	YOR224C
YNR003C	YPR110C
YNR003C	YPR187W
YNR003C	YPR190C
YNR053C	YOL127W
YNR053C	YPL093W
YNR053C	YPL131W
YNR053C	YPR016C
YOL004W	YPL139C
YOL004W	YPL181W
YOL039W	YOL127W
YOL041C	YOL127W
YOL041C	YOR206W
YOL041C	YPL012W
YOL041C	YPL131W
YOL127W	YOR206W
YOL127W	YPL093W
YOL127W	YPL131W
YOL127W	YPL211W
YOL127W	YPL220W
YOL127W	YPR016C
YOL127W	YPR067W
YOL135C	YPR070W
YOL135C	YPR168W
YOL139C	YOR276W
YOL145C	YOR039W
YOL145C	YOR123C
YOL148C	YPL254W
YOR116C	YOR207C
YOR116C	YOR224C
YOR116C	YPR110C
YOR116C	YPR187W
YOR116C	YPR190C
YOR133W	YOR151C
YOR136W	YPL235W
YOR141C	YPL129W
YOR141C	YPL235W
YOR151C	YOR224C
YOR151C	YPL129W
YOR151C	YPR187W
YOR157C	YPR103W
YOR158W	YPL013C
YOR206W	YPL093W
YOR206W	YPL131W
YOR206W	YPL211W
YOR206W	YPR016C
YOR207C	YOR224C
YOR207C	YPR110C
YOR207C	YPR187W
YOR207C	YPR190C
YOR224C	YOR340C
YOR224C	YOR341W
YOR224C	YPL129W
YOR224C	YPR110C
YOR224C	YPR187W
YOR224C	YPR190C
YOR308C	YPL213W
YOR308C	YPR082C
YOR340C	YOR341W
YOR340C	YPR110C
YOR340C	YPR187W
YOR341W	YPR110C
YOR341W	YPR187W
YPL012W	YPL126W
YPL012W	YPL131W
YPL093W	YPL131W
YPL093W	YPL211W
YPL093W	YPR016C
YPL129W	YPL235W
YPL129W	YPR187W
YPL131W	YPL211W
YPL131W	YPR016C
YPL139C	YPL181W
YPL151C	YPL213W
YPL151C	YPR101W
YPL211W	YPR016C
YPL213W	YPR082C
YPL213W	YPR101W
YPL259C	YPR029C
YPR070W	YPR168W
YPR082C	YPR101W
YPR110C	YPR187W
YPR110C	YPR190C
YPR187W	YPR190C
