YAL003W	YKL081W
YLR002C	YMR049C
YLR002C	YNL002C
YLR002C	YNL061W
YLR002C	YNL110C
YLR002C	YOL041C
YLR002C	YOL077C
YLR002C	YOR063W
YLR002C	YOR272W
YLR002C	YPL093W
YLR002C	YPL131W
YLR002C	YPL198W
YLR002C	YPR016C
YLR029C	YNL002C
YLR029C	YNL069C
YLR029C	YNL301C
YLR029C	YOL041C
YLR029C	YOL077C
YLR029C	YOL120C
YLR029C	YOR063W
YLR029C	YPL093W
YLR029C	YPL131W
YLR029C	YPL198W
YLR106C	YNL002C
YLR106C	YNR053C
YLR106C	YOR151C
YLR106C	YPL093W
YLR129W	YLR409C
YLR129W	YOR145C
YLR129W	YPL012W
YLR129W	YPL217C
YLR129W	YPL266W
YLR129W	YPR137W
YLR129W	YPR144C
YLR147C	YMR240C
YLR147C	YMR288W
YLR221C	YOL144W
YLR259C	YNL085W
YLR276C	YMR049C
YLR276C	YNL002C
YLR276C	YNL061W
YLR276C	YOL077C
YLR276C	YOR063W
YLR276C	YPL012W
YLR276C	YPL093W
YLR277C	YMR061W
YLR291C	YOR260W
YLR291C	YPL237W
YLR292C	YOR254C
YLR292C	YPL094C
YLR312W-A	YLR439W
YLR312W-A	YMR024W
YLR312W-A	YNL252C
YLR330W	YMR237W
YLR357W	YMR033W
YLR406C	YOR063W
YLR409C	YPL217C
YLR409C	YPR137W
YLR409C	YPR144C
YLR439W	YMR024W
YLR439W	YNL252C
YLR439W	YNL284C
YLR449W	YML074C
YLR449W	YMR049C
YLR449W	YNL061W
YLR449W	YOL077C
YLR449W	YOR063W
YLR449W	YPL093W
YLR449W	YPL131W
YLR449W	YPL146C
YLR449W	YPL198W
YML056C	YOL139C
YML056C	YOR063W
YML056C	YPL198W
YML065W	YNL261W
YML065W	YPR162C
YML105C	YPR088C
YML109W	YMR273C
YMR024W	YNL252C
YMR024W	YNL284C
YMR033W	YNR023W
YMR033W	YPL129W
YMR049C	YNL002C
YMR049C	YNL061W
YMR049C	YNL110C
YMR049C	YOL077C
YMR049C	YOR063W
YMR049C	YOR272W
YMR049C	YPL093W
YMR049C	YPR016C
YMR061W	YOR250C
YMR146C	YOR361C
YMR146C	YPL081W
YMR158W	YNL137C
YMR158W	YOR158W
YMR158W	YPL013C
YMR158W	YPL118W
YMR240C	YMR288W
YNL002C	YNL061W
YNL002C	YNL110C
YNL002C	YNR053C
YNL002C	YOL041C
YNL002C	YOL077C
YNL002C	YOR063W
YNL002C	YOR272W
YNL002C	YPL093W
YNL002C	YPL131W
YNL002C	YPR016C
YNL021W	YPR179C
YNL061W	YNL110C
YNL061W	YOL041C
YNL061W	YOL077C
YNL061W	YOR063W
YNL061W	YOR272W
YNL061W	YPL093W
YNL061W	YPL131W
YNL061W	YPL198W
YNL061W	YPR016C
YNL069C	YNL301C
YNL069C	YOL039W
YNL069C	YOL120C
YNL069C	YOR063W
YNL069C	YPL198W
YNL069C	YPR102C
YNL075W	YPR137W
YNL075W	YPR144C
YNL110C	YOL077C
YNL110C	YOR063W
YNL110C	YOR272W
YNL110C	YPL093W
YNL110C	YPR016C
YNL112W	YOR063W
YNL137C	YOR158W
YNL137C	YPL013C
YNL137C	YPL118W
YNL232W	YOL021C
YNL232W	YOR001W
YNL252C	YNL284C
YNL261W	YPR162C
YNL290W	YOL094C
YNL290W	YOR144C
YNL290W	YOR217W
YNL301C	YOL120C
YNL301C	YOR063W
YNL301C	YPL131W
YNL330C	YOL004W
YNR023W	YPL129W
YNR053C	YOR063W
YNR053C	YPL093W
YNR053C	YPL131W
YNR053C	YPR016C
YOL021C	YOR001W
YOL041C	YOL077C
YOL041C	YOR063W
YOL041C	YOR272W
YOL041C	YPL012W
YOL041C	YPL131W
YOL041C	YPL198W
YOL077C	YOR063W
YOL077C	YOR272W
YOL077C	YPL012W
YOL077C	YPL093W
YOL077C	YPL131W
YOL077C	YPL198W
YOL094C	YOR144C
YOL094C	YOR217W
YOL120C	YOR063W
YOL120C	YPL198W
YOL139C	YOR276W
YOR063W	YOR272W
YOR063W	YPL012W
YOR063W	YPL093W
YOR063W	YPL131W
YOR063W	YPL198W
YOR063W	YPR016C
YOR116C	YOR210W
YOR116C	YOR224C
YOR116C	YOR304W
YOR116C	YPR110C
YOR116C	YPR190C
YOR133W	YOR151C
YOR145C	YPL012W
YOR145C	YPL266W
YOR151C	YOR210W
YOR151C	YOR224C
YOR151C	YPL129W
YOR151C	YPR010C
YOR158W	YPL013C
YOR158W	YPL118W
YOR210W	YOR224C
YOR210W	YOR340C
YOR210W	YOR341W
YOR210W	YPR010C
YOR210W	YPR110C
YOR210W	YPR190C
YOR224C	YOR340C
YOR224C	YOR341W
YOR224C	YPL129W
YOR224C	YPR010C
YOR224C	YPR110C
YOR224C	YPR190C
YOR254C	YPL094C
YOR260W	YPL237W
YOR272W	YPL093W
YOR272W	YPL131W
YOR272W	YPL198W
YOR310C	YPR137W
YOR340C	YOR341W
YOR340C	YPR010C
YOR340C	YPR110C
YOR341W	YPR010C
YOR341W	YPR110C
YPL012W	YPL131W
YPL012W	YPL217C
YPL012W	YPL266W
YPL012W	YPR144C
YPL013C	YPL118W
YPL093W	YPL131W
YPL093W	YPL198W
YPL093W	YPR016C
YPL093W	YPR102C
YPL129W	YPL235W
YPL131W	YPL198W
YPL131W	YPR016C
YPL131W	YPR102C
YPL217C	YPR137W
YPL217C	YPR144C
YPL259C	YPR029C
YPL266W	YPR144C
YPR010C	YPR110C
YPR110C	YPR190C
YPR137W	YPR144C
