YAL002W	YMR231W
YGL194C	YKR029C
YGL195W	YIL094C
YGL195W	YKL104C
YGL195W	YLR180W
YGL197W	YJL098W
YGL197W	YLR310C
YGL200C	YML012W
YGL200C	YOR016C
YGL206C	YGR167W
YGL244W	YLR418C
YGL244W	YOL145C
YGL244W	YOR039W
YGL244W	YOR061W
YGL244W	YOR123C
YGL246C	YLL045C
YGR005C	YGR063C
YGR005C	YGR186W
YGR005C	YIL021W
YGR005C	YOR210W
YGR005C	YOR224C
YGR005C	YPL129W
YGR005C	YPR187W
YGR017W	YLR410W
YGR020C	YLR447C
YGR020C	YOR270C
YGR027C	YJL177W
YGR027C	YOL127W
YGR054W	YMR290C
YGR054W	YNL207W
YGR056W	YGR275W
YGR056W	YIL126W
YGR056W	YKR008W
YGR056W	YLR321C
YGR056W	YLR357W
YGR056W	YML127W
YGR056W	YMR091C
YGR056W	YPR034W
YGR063C	YGR186W
YGR063C	YIL021W
YGR063C	YPR187W
YGR081C	YMR308C
YGR081C	YPL012W
YGR083C	YJR007W
YGR083C	YOR260W
YGR083C	YPL237W
YGR085C	YHL015W
YGR085C	YJL177W
YGR085C	YJL190C
YGR085C	YJR145C
YGR085C	YKR081C
YGR085C	YLL045C
YGR085C	YLR075W
YGR085C	YLR367W
YGR085C	YLR432W
YGR085C	YLR441C
YGR085C	YLR448W
YGR085C	YML063W
YGR085C	YML073C
YGR085C	YMR142C
YGR085C	YMR242C
YGR085C	YMR290C
YGR085C	YNL069C
YGR085C	YNL096C
YGR085C	YNL132W
YGR085C	YOL040C
YGR085C	YOL127W
YGR085C	YOR096W
YGR085C	YPL090C
YGR085C	YPL131W
YGR085C	YPL249C-A
YGR090W	YGR128C
YGR090W	YHR148W
YGR090W	YJL109C
YGR090W	YJR002W
YGR090W	YJR145C
YGR090W	YLR197W
YGR090W	YLR223C
YGR090W	YLR409C
YGR090W	YMR093W
YGR090W	YMR128W
YGR090W	YMR229C
YGR090W	YMR290C
YGR090W	YNL132W
YGR090W	YOR039W
YGR090W	YOR061W
YGR090W	YOR096W
YGR090W	YPL012W
YGR090W	YPL126W
YGR090W	YPL217C
YGR090W	YPR144C
YGR091W	YHR165C
YGR091W	YJL124C
YGR091W	YJL203W
YGR091W	YLR275W
YGR091W	YML046W
YGR091W	YML049C
YGR091W	YMR240C
YGR091W	YNL147W
YGR095C	YGR195W
YGR095C	YHR069C
YGR095C	YHR081W
YGR095C	YNL189W
YGR095C	YNL232W
YGR095C	YOL021C
YGR095C	YOR001W
YGR116W	YPR133C
YGR118W	YJL177W
YGR118W	YLR441C
YGR118W	YML073C
YGR118W	YOL040C
YGR118W	YOL127W
YGR120C	YML071C
YGR120C	YNL041C
YGR120C	YNL051W
YGR128C	YHR148W
YGR128C	YHR196W
YGR128C	YJL109C
YGR128C	YJR002W
YGR128C	YLL011W
YGR128C	YLR197W
YGR128C	YMR093W
YGR128C	YMR128W
YGR128C	YNL132W
YGR128C	YPL012W
YGR128C	YPL126W
YGR128C	YPL217C
YGR128C	YPR144C
YGR132C	YGR231C
YGR132C	YPL050C
YGR134W	YNL288W
YGR134W	YNR052C
YGR135W	YGR253C
YGR135W	YML092C
YGR135W	YOR157C
YGR135W	YPR103W
YGR161C	YJL098W
YGR166W	YML077W
YGR175C	YHR020W
YGR186W	YIL021W
YGR186W	YOR210W
YGR186W	YOR224C
YGR186W	YPL129W
YGR186W	YPR187W
YGR195W	YHR069C
YGR195W	YHR081W
YGR195W	YNL189W
YGR195W	YNL232W
YGR195W	YOL021C
YGR195W	YOR001W
YGR200C	YLR384C
YGR200C	YMR312W
YGR218W	YHR020W
YGR218W	YJR077C
YGR218W	YLR180W
YGR220C	YJL063C
YGR220C	YKR006C
YGR220C	YKR085C
YGR220C	YLR439W
YGR220C	YMR193W
YGR220C	YNL005C
YGR220C	YNL252C
YGR231C	YLR342W
YGR231C	YPL050C
YGR232W	YHR027C
YGR232W	YIL075C
YGR232W	YLR421C
YGR232W	YOR117W
YGR232W	YOR259C
YGR234W	YNL085W
YGR238C	YHR158C
YGR244C	YOR142W
YGR245C	YHR197W
YGR245C	YKR048C
YGR245C	YLR106C
YGR245C	YNL002C
YGR245C	YNL110C
YGR245C	YNL182C
YGR252W	YHR099W
YGR252W	YLR055C
YGR252W	YMR223W
YGR252W	YMR236W
YGR252W	YNL236W
YGR252W	YOL148C
YGR252W	YPL254W
YGR253C	YML092C
YGR253C	YOR157C
YGR253C	YPR103W
YGR261C	YPL195W
YGR262C	YKR038C
YGR275W	YIL126W
YGR275W	YJL176C
YGR275W	YKR008W
YGR275W	YLR321C
YGR275W	YLR357W
YGR275W	YML127W
YGR275W	YMR091C
YGR275W	YOR290C
YGR275W	YPR034W
YGR278W	YHR165C
YGR278W	YML049C
YGR278W	YPL151C
YGR285C	YHR064C
YGR285C	YJL080C
YHL002W	YNR006W
YHL015W	YJL190C
YHL015W	YML073C
YHL015W	YMR242C
YHL015W	YOL040C
YHL015W	YOR096W
YHL019C	YLR170C
YHL025W	YJL176C
YHL025W	YNR023W
YHL025W	YOR290C
YHL025W	YPL016W
YHL025W	YPR034W
YHR010W	YHR052W
YHR010W	YJR145C
YHR010W	YLL045C
YHR010W	YLR367W
YHR010W	YMR290C
YHR010W	YNL069C
YHR010W	YOL127W
YHR010W	YOR096W
YHR010W	YPL249C-A
YHR013C	YOR253W
YHR020W	YJR077C
YHR020W	YKL104C
YHR020W	YLR180W
YHR023W	YOR326W
YHR023W	YPR188C
YHR027C	YIL075C
YHR027C	YLR421C
YHR027C	YOR117W
YHR027C	YOR259C
YHR034C	YPL235W
YHR052W	YHR088W
YHR052W	YHR197W
YHR052W	YKL172W
YHR052W	YKR081C
YHR052W	YLL034C
YHR052W	YLL045C
YHR052W	YLR106C
YHR052W	YLR449W
YHR052W	YMR229C
YHR052W	YMR242C
YHR052W	YMR290C
YHR052W	YNL002C
YHR052W	YNL110C
YHR052W	YNL182C
YHR052W	YOL127W
YHR052W	YOR206W
YHR052W	YOR272W
YHR052W	YPL012W
YHR052W	YPL131W
YHR052W	YPL211W
YHR064C	YLR249W
YHR064C	YNL209W
YHR069C	YHR081W
YHR069C	YNL189W
YHR069C	YNL232W
YHR069C	YOL021C
YHR069C	YOR001W
YHR081W	YNL232W
YHR081W	YOL021C
YHR081W	YOR001W
YHR085W	YHR197W
YHR085W	YLR106C
YHR085W	YNL182C
YHR086W	YIL061C
YHR086W	YKL012W
YHR086W	YLR275W
YHR086W	YLR298C
YHR086W	YML046W
YHR086W	YMR125W
YHR086W	YPL178W
YHR088W	YHR197W
YHR088W	YKL172W
YHR088W	YLL034C
YHR088W	YLL045C
YHR088W	YLR449W
YHR088W	YMR290C
YHR088W	YNL002C
YHR088W	YNL110C
YHR088W	YOL127W
YHR088W	YOR206W
YHR088W	YOR272W
YHR088W	YPL131W
YHR088W	YPL211W
YHR089C	YLR175W
YHR089C	YNL308C
YHR099W	YLR055C
YHR099W	YMR236W
YHR099W	YOL148C
YHR099W	YPL082C
YHR099W	YPL254W
YHR107C	YJR076C
YHR119W	YLR015W
YHR119W	YPL138C
YHR143W-A	YOR210W
YHR143W-A	YOR224C
YHR143W-A	YOR340C
YHR143W-A	YPR187W
YHR146W	YPL154C
YHR147C	YLR439W
YHR147C	YMR193W
YHR147C	YNL005C
YHR147C	YNL252C
YHR148W	YHR196W
YHR148W	YJL069C
YHR148W	YJL109C
YHR148W	YJR002W
YHR148W	YJR145C
YHR148W	YLL011W
YHR148W	YLR197W
YHR148W	YLR409C
YHR148W	YMR093W
YHR148W	YMR128W
YHR148W	YNL075W
YHR148W	YNL132W
YHR148W	YOR096W
YHR148W	YOR145C
YHR148W	YPL126W
YHR148W	YPL217C
YHR148W	YPR137W
YHR148W	YPR144C
YHR165C	YIL061C
YHR165C	YJL124C
YHR165C	YJL203W
YHR165C	YLR275W
YHR165C	YML046W
YHR165C	YML049C
YHR165C	YMR125W
YHR165C	YMR240C
YHR165C	YNL147W
YHR165C	YOR159C
YHR165C	YPL151C
YHR165C	YPR101W
YHR172W	YLR212C
YHR172W	YNL126W
YHR196W	YJL109C
YHR196W	YJR002W
YHR196W	YLL011W
YHR196W	YLR197W
YHR196W	YMR093W
YHR196W	YPL126W
YHR196W	YPL217C
YHR196W	YPR137W
YHR196W	YPR144C
YHR197W	YKR081C
YHR197W	YLL034C
YHR197W	YLR106C
YHR197W	YMR290C
YHR197W	YNL002C
YHR197W	YNL110C
YHR197W	YNL182C
YHR197W	YOL127W
YHR197W	YOR206W
YHR197W	YOR272W
YHR197W	YPL211W
YHR216W	YLR432W
YHR216W	YML056C
YHR216W	YMR142C
YIL021W	YOR210W
YIL021W	YOR224C
YIL021W	YPL129W
YIL021W	YPR187W
YIL022W	YJR045C
YIL061C	YKL012W
YIL061C	YLR275W
YIL061C	YLR298C
YIL061C	YML046W
YIL061C	YML049C
YIL061C	YMR125W
YIL061C	YPL178W
YIL061C	YPR057W
YIL075C	YLR180W
YIL075C	YLR421C
YIL075C	YOR117W
YIL075C	YOR259C
YIL084C	YMR075W
YIL084C	YMR263W
YIL084C	YNL330C
YIL084C	YPL181W
YIL098C	YJL180C
YIL103W	YOR133W
YIL115C	YJL061W
YIL126W	YKR008W
YIL126W	YLR321C
YIL126W	YLR357W
YIL126W	YML127W
YIL126W	YMR091C
YIL126W	YOR304W
YIL126W	YPL082C
YIL126W	YPR034W
YIR010W	YPL233W
YJL031C	YPR176C
YJL033W	YMR290C
YJL063C	YKR006C
YJL063C	YKR085C
YJL063C	YLR439W
YJL063C	YMR193W
YJL063C	YNL005C
YJL063C	YNL252C
YJL065C	YOR304W
YJL066C	YMR203W
YJL069C	YJL109C
YJL069C	YLR409C
YJL069C	YMR093W
YJL098W	YLR310C
YJL098W	YOR267C
YJL109C	YJR002W
YJL109C	YLL011W
YJL109C	YLR197W
YJL109C	YLR409C
YJL109C	YMR093W
YJL109C	YMR128W
YJL109C	YNL132W
YJL109C	YPL012W
YJL109C	YPL126W
YJL109C	YPL217C
YJL109C	YPR137W
YJL109C	YPR144C
YJL124C	YLR275W
YJL124C	YNL147W
YJL138C	YMR186W
YJL148W	YJR063W
YJL148W	YNL113W
YJL148W	YNL248C
YJL148W	YOR210W
YJL148W	YOR340C
YJL148W	YOR341W
YJL148W	YPR187W
YJL176C	YNR023W
YJL176C	YOR290C
YJL176C	YPL016W
YJL176C	YPL129W
YJL176C	YPR034W
YJL177W	YJL190C
YJL177W	YLL045C
YJL177W	YLR075W
YJL177W	YLR441C
YJL177W	YLR448W
YJL177W	YML063W
YJL177W	YML073C
YJL177W	YMR142C
YJL177W	YMR242C
YJL177W	YNL069C
YJL177W	YNL096C
YJL177W	YOL040C
YJL177W	YOL127W
YJL177W	YOR096W
YJL177W	YPL090C
YJL177W	YPL249C-A
YJL190C	YJL191W
YJL190C	YJR002W
YJL190C	YJR145C
YJL190C	YLL045C
YJL190C	YLR075W
YJL190C	YLR175W
YJL190C	YLR197W
YJL190C	YLR441C
YJL190C	YLR448W
YJL190C	YML063W
YJL190C	YML073C
YJL190C	YMR125W
YJL190C	YMR242C
YJL190C	YNL069C
YJL190C	YNL096C
YJL190C	YOL127W
YJL190C	YOR096W
YJL190C	YPL131W
YJL190C	YPL146C
YJL191W	YML063W
YJL191W	YMR142C
YJL191W	YOR096W
YJL191W	YPR102C
YJL203W	YML049C
YJL203W	YMR240C
YJL203W	YPL151C
YJR002W	YJR145C
YJR002W	YLL011W
YJR002W	YLR197W
YJR002W	YLR409C
YJR002W	YMR093W
YJR002W	YMR128W
YJR002W	YNL075W
YJR002W	YNL132W
YJR002W	YOR078W
YJR002W	YOR096W
YJR002W	YOR145C
YJR002W	YPL012W
YJR002W	YPL126W
YJR002W	YPL217C
YJR002W	YPR137W
YJR002W	YPR144C
YJR006W	YJR043C
YJR007W	YMR146C
YJR007W	YMR309C
YJR007W	YOR260W
YJR007W	YPL237W
YJR041C	YOL144W
YJR045C	YLR203C
YJR050W	YPL151C
YJR050W	YPR101W
YJR063W	YNL113W
YJR063W	YNL248C
YJR063W	YOR210W
YJR063W	YOR224C
YJR063W	YOR340C
YJR063W	YOR341W
YJR063W	YPR187W
YJR067C	YNL260C
YJR068W	YNL290W
YJR068W	YOL094C
YJR077C	YKL182W
YJR077C	YLR342W
YJR093C	YKL059C
YJR093C	YLR277C
YJR093C	YPR107C
YJR101W	YJR113C
YJR101W	YMR188C
YJR101W	YNL137C
YJR101W	YNL306W
YJR101W	YNR037C
YJR101W	YOR158W
YJR101W	YPL013C
YJR109C	YOR303W
YJR113C	YMR188C
YJR113C	YNL137C
YJR113C	YNL306W
YJR113C	YNR037C
YJR113C	YOR158W
YJR113C	YPL013C
YJR145C	YLL045C
YJR145C	YLR175W
YJR145C	YLR197W
YJR145C	YLR367W
YJR145C	YLR441C
YJR145C	YML056C
YJR145C	YML063W
YJR145C	YML073C
YJR145C	YMR093W
YJR145C	YMR128W
YJR145C	YMR229C
YJR145C	YMR242C
YJR145C	YMR290C
YJR145C	YNL069C
YJR145C	YNL132W
YJR145C	YNL308C
YJR145C	YOL127W
YJR145C	YOR096W
YJR145C	YPL012W
YJR145C	YPL090C
YJR145C	YPL131W
YJR145C	YPL217C
YJR145C	YPR144C
YKL012W	YLR275W
YKL012W	YLR298C
YKL012W	YML046W
YKL012W	YML049C
YKL012W	YMR125W
YKL012W	YOR159C
YKL023W	YLR398C
YKL028W	YKR062W
YKL057C	YLR208W
YKL059C	YLR277C
YKL059C	YPR107C
YKL081W	YLR249W
YKL088W	YML016C
YKL088W	YOR039W
YKL088W	YOR061W
YKL104C	YLR180W
YKL139W	YML112W
YKL148C	YLL041C
YKL172W	YKR081C
YKL172W	YLL045C
YKL172W	YMR290C
YKL172W	YNL002C
YKL172W	YOL127W
YKL172W	YOR206W
YKL172W	YOR272W
YKL172W	YPL131W
YKL172W	YPL211W
YKL182W	YLR044C
YKL196C	YLR440C
YKL196C	YNL258C
YKL214C	YMR125W
YKL214C	YPL178W
YKR006C	YKR085C
YKR006C	YLR439W
YKR006C	YMR193W
YKR006C	YNL005C
YKR006C	YNL252C
YKR008W	YLR321C
YKR008W	YLR357W
YKR008W	YML127W
YKR008W	YMR091C
YKR008W	YPR034W
YKR048C	YNL078W
YKR048C	YOL070C
YKR081C	YLL045C
YKR081C	YMR290C
YKR081C	YNL002C
YKR081C	YNL110C
YKR081C	YOL127W
YKR081C	YOR096W
YKR081C	YOR206W
YKR081C	YPL131W
YKR085C	YLR439W
YKR085C	YMR193W
YKR085C	YNL005C
YKR085C	YNL252C
YLL004W	YNL261W
YLL004W	YPR162C
YLL011W	YLR197W
YLL011W	YLR409C
YLL011W	YMR093W
YLL011W	YNL132W
YLL011W	YPL126W
YLL011W	YPL217C
YLL011W	YPR137W
YLL011W	YPR144C
YLL026W	YLR249W
YLL034C	YLR449W
YLL034C	YMR242C
YLL034C	YMR290C
YLL034C	YNL002C
YLL034C	YOR206W
YLL034C	YOR272W
YLL034C	YPL211W
YLL045C	YLR075W
YLL045C	YLR432W
YLL045C	YLR441C
YLL045C	YLR448W
YLL045C	YML063W
YLL045C	YML073C
YLL045C	YMR142C
YLL045C	YMR242C
YLL045C	YMR290C
YLL045C	YNL002C
YLL045C	YNL069C
YLL045C	YNL132W
YLL045C	YOL127W
YLL045C	YOR096W
YLL045C	YOR206W
YLL045C	YOR272W
YLL045C	YPL012W
YLL045C	YPL090C
YLL045C	YPL131W
YLL045C	YPL211W
YLL045C	YPL249C-A
YLR015W	YPL138C
YLR044C	YLR249W
YLR044C	YOL086C
YLR055C	YMR223W
YLR055C	YMR236W
YLR055C	YOL148C
YLR055C	YPL254W
YLR075W	YLR180W
YLR075W	YLR441C
YLR075W	YLR448W
YLR075W	YML063W
YLR075W	YML073C
YLR075W	YMR142C
YLR075W	YMR242C
YLR075W	YNL069C
YLR075W	YNL096C
YLR075W	YNL132W
YLR075W	YOL127W
YLR075W	YOR096W
YLR075W	YPL090C
YLR075W	YPL249C-A
YLR106C	YLR180W
YLR106C	YNL002C
YLR106C	YNL182C
YLR132C	YPR191W
YLR146C	YPR069C
YLR175W	YLR197W
YLR175W	YMR229C
YLR175W	YMR290C
YLR175W	YNL308C
YLR175W	YPL012W
YLR192C	YMR146C
YLR192C	YMR309C
YLR192C	YPR041W
YLR197W	YLR409C
YLR197W	YLR448W
YLR197W	YMR093W
YLR197W	YMR128W
YLR197W	YMR229C
YLR197W	YMR290C
YLR197W	YNL075W
YLR197W	YNL132W
YLR197W	YOR078W
YLR197W	YOR096W
YLR197W	YPL012W
YLR197W	YPL126W
YLR197W	YPL217C
YLR197W	YPR137W
YLR197W	YPR144C
YLR200W	YNL153C
YLR208W	YPL085W
YLR208W	YPR181C
YLR212C	YNL126W
YLR221C	YOL144W
YLR249W	YMR186W
YLR249W	YOL086C
YLR249W	YOR133W
YLR249W	YPL131W
YLR259C	YNL055C
YLR259C	YNL085W
YLR264W	YNL096C
YLR275W	YLR298C
YLR275W	YML046W
YLR275W	YML049C
YLR275W	YMR125W
YLR275W	YMR240C
YLR275W	YNL147W
YLR275W	YOR159C
YLR275W	YPL178W
YLR275W	YPR057W
YLR277C	YLR448W
YLR277C	YPR107C
YLR298C	YML046W
YLR298C	YMR125W
YLR321C	YLR357W
YLR321C	YML127W
YLR321C	YMR091C
YLR321C	YPR034W
YLR325C	YOL127W
YLR325C	YPL249C-A
YLR330W	YMR237W
YLR335W	YLR347C
YLR335W	YNL189W
YLR347C	YMR308C
YLR347C	YNL189W
YLR347C	YOR098C
YLR347C	YPL020C
YLR347C	YPL178W
YLR357W	YML127W
YLR357W	YMR091C
YLR357W	YPL082C
YLR357W	YPR034W
YLR367W	YML026C
YLR367W	YNL207W
YLR367W	YOR096W
YLR367W	YPL249C-A
YLR373C	YPL128C
YLR381W	YPL018W
YLR384C	YMR312W
YLR399C	YPL235W
YLR409C	YMR093W
YLR409C	YNL132W
YLR409C	YPL126W
YLR409C	YPL217C
YLR409C	YPR137W
YLR409C	YPR144C
YLR418C	YOL145C
YLR418C	YOR039W
YLR418C	YOR061W
YLR418C	YOR123C
YLR421C	YOR117W
YLR421C	YOR259C
YLR429W	YPR171W
YLR432W	YML056C
YLR432W	YML073C
YLR432W	YMR290C
YLR432W	YPL131W
YLR439W	YMR193W
YLR439W	YNL005C
YLR439W	YNL252C
YLR439W	YNL284C
YLR440C	YNL258C
YLR441C	YLR448W
YLR441C	YML063W
YLR441C	YML073C
YLR441C	YMR242C
YLR441C	YNL069C
YLR441C	YNL096C
YLR441C	YOL040C
YLR441C	YOL127W
YLR441C	YOR096W
YLR441C	YPL090C
YLR447C	YOR270C
YLR448W	YML063W
YLR448W	YML073C
YLR448W	YMR142C
YLR448W	YMR242C
YLR448W	YMR290C
YLR448W	YNL069C
YLR448W	YNL096C
YLR448W	YNL132W
YLR448W	YOL040C
YLR448W	YOL127W
YLR448W	YOR096W
YLR448W	YPL090C
YLR448W	YPL131W
YLR448W	YPL249C-A
YLR449W	YML074C
YLR449W	YMR242C
YLR449W	YMR290C
YLR449W	YOL127W
YLR449W	YOR206W
YLR449W	YPL131W
YLR449W	YPL146C
YLR449W	YPL211W
YML007W	YMR112C
YML007W	YNL236W
YML007W	YNR010W
YML007W	YOL135C
YML007W	YOR174W
YML007W	YPL042C
YML007W	YPR168W
YML026C	YOR096W
YML032C	YNL312W
YML046W	YML049C
YML046W	YMR125W
YML046W	YMR240C
YML049C	YMR125W
YML049C	YMR240C
YML049C	YOR159C
YML049C	YPL151C
YML049C	YPR101W
YML062C	YNL004W
YML063W	YML073C
YML063W	YMR142C
YML063W	YMR242C
YML063W	YMR290C
YML063W	YNL069C
YML063W	YNL096C
YML063W	YNL132W
YML063W	YOL040C
YML063W	YOL127W
YML063W	YOR096W
YML063W	YPL012W
YML063W	YPL090C
YML063W	YPL249C-A
YML071C	YNL041C
YML071C	YNL051W
YML073C	YMR142C
YML073C	YMR242C
YML073C	YMR290C
YML073C	YNL002C
YML073C	YNL069C
YML073C	YNL096C
YML073C	YOL040C
YML073C	YOL127W
YML073C	YOR096W
YML073C	YPL090C
YML073C	YPL249C-A
YML092C	YOR157C
YML092C	YPR103W
YML098W	YMR236W
YML109W	YMR273C
YML114C	YPL129W
YML127W	YMR091C
YML127W	YPR034W
YMR025W	YOL117W
YMR072W	YOR058C
YMR072W	YPL082C
YMR075W	YMR263W
YMR075W	YNL330C
YMR078C	YNL290W
YMR078C	YOL094C
YMR091C	YPL082C
YMR091C	YPR034W
YMR093W	YMR128W
YMR093W	YNL075W
YMR093W	YNL132W
YMR093W	YOR096W
YMR093W	YOR145C
YMR093W	YPL012W
YMR093W	YPL126W
YMR093W	YPL217C
YMR093W	YPR137W
YMR093W	YPR144C
YMR112C	YNL236W
YMR112C	YNR010W
YMR112C	YOL135C
YMR112C	YOR174W
YMR112C	YPL042C
YMR112C	YPR168W
YMR125W	YMR240C
YMR125W	YNL189W
YMR125W	YNL251C
YMR125W	YPL151C
YMR125W	YPL178W
YMR125W	YPL190C
YMR128W	YMR229C
YMR128W	YNL075W
YMR128W	YNL132W
YMR128W	YOR096W
YMR128W	YPL012W
YMR128W	YPL126W
YMR128W	YPL217C
YMR128W	YPR137W
YMR128W	YPR144C
YMR142C	YMR242C
YMR142C	YNL069C
YMR142C	YOL127W
YMR142C	YOR096W
YMR142C	YPL090C
YMR142C	YPL249C-A
YMR146C	YMR309C
YMR146C	YPR041W
YMR167W	YNL082W
YMR186W	YOL086C
YMR186W	YOR027W
YMR188C	YNL137C
YMR188C	YNL306W
YMR188C	YNR037C
YMR188C	YOR158W
YMR193W	YNL005C
YMR193W	YNL252C
YMR223W	YMR236W
YMR223W	YOL148C
YMR223W	YPL254W
YMR229C	YMR290C
YMR229C	YNL132W
YMR229C	YOR206W
YMR229C	YOR272W
YMR229C	YPL012W
YMR229C	YPL126W
YMR236W	YOL148C
YMR236W	YPL011C
YMR236W	YPL254W
YMR240C	YPL151C
YMR242C	YMR290C
YMR242C	YNL002C
YMR242C	YNL069C
YMR242C	YNL096C
YMR242C	YOL040C
YMR242C	YOL127W
YMR242C	YOR096W
YMR242C	YOR206W
YMR242C	YPL090C
YMR242C	YPL131W
YMR242C	YPL249C-A
YMR263W	YNL330C
YMR263W	YPL181W
YMR268C	YNL147W
YMR290C	YNL002C
YMR290C	YNL069C
YMR290C	YNL110C
YMR290C	YNL132W
YMR290C	YNL308C
YMR290C	YOL127W
YMR290C	YOR096W
YMR290C	YOR206W
YMR290C	YOR272W
YMR290C	YPL012W
YMR290C	YPL131W
YMR290C	YPL211W
YMR303C	YOL086C
YMR308C	YNL189W
YMR308C	YPL020C
YMR309C	YPR041W
YNL002C	YNL110C
YNL002C	YNL182C
YNL002C	YOL127W
YNL002C	YOR206W
YNL002C	YOR272W
YNL002C	YPL131W
YNL002C	YPL211W
YNL002C	YPL249C-A
YNL005C	YNL252C
YNL005C	YNL284C
YNL030W	YOL054W
YNL041C	YNL051W
YNL055C	YNL085W
YNL069C	YNL096C
YNL069C	YOL040C
YNL069C	YOL127W
YNL069C	YOR096W
YNL069C	YPL090C
YNL069C	YPL249C-A
YNL069C	YPR102C
YNL075W	YPL126W
YNL075W	YPR137W
YNL075W	YPR144C
YNL078W	YOL070C
YNL096C	YOL040C
YNL096C	YOL127W
YNL096C	YOR096W
YNL096C	YPL090C
YNL096C	YPL146C
YNL110C	YNL182C
YNL110C	YOL127W
YNL110C	YOR206W
YNL110C	YOR272W
YNL110C	YPL211W
YNL113W	YNL151C
YNL113W	YNL248C
YNL113W	YOR116C
YNL113W	YOR210W
YNL113W	YOR224C
YNL113W	YOR340C
YNL113W	YOR341W
YNL113W	YPR187W
YNL118C	YOL149W
YNL132W	YOR096W
YNL132W	YPL012W
YNL132W	YPL090C
YNL132W	YPL126W
YNL132W	YPL217C
YNL132W	YPR137W
YNL132W	YPR144C
YNL137C	YNL306W
YNL137C	YOR158W
YNL137C	YPL013C
YNL151C	YOR116C
YNL151C	YOR210W
YNL151C	YOR224C
YNL151C	YPR187W
YNL189W	YNL232W
YNL189W	YOL021C
YNL189W	YOR001W
YNL189W	YOR098C
YNL189W	YPL020C
YNL189W	YPL178W
YNL207W	YOR145C
YNL215W	YOR141C
YNL215W	YPL235W
YNL221C	YNL282W
YNL232W	YOL021C
YNL232W	YOR001W
YNL236W	YNR010W
YNL236W	YOL135C
YNL236W	YOR174W
YNL236W	YPL042C
YNL236W	YPR168W
YNL248C	YOR210W
YNL248C	YOR224C
YNL248C	YOR340C
YNL248C	YOR341W
YNL248C	YPR187W
YNL251C	YPL190C
YNL252C	YNL284C
YNL261W	YPR162C
YNL288W	YNR052C
YNL290W	YOL094C
YNL290W	YOR144C
YNL306W	YNR037C
YNL306W	YOR158W
YNL306W	YPL013C
YNL308C	YPL012W
YNL330C	YPL181W
YNR010W	YOL135C
YNR010W	YOR174W
YNR010W	YPL042C
YNR010W	YPR168W
YNR023W	YOR290C
YNR023W	YPL016W
YNR023W	YPL129W
YNR023W	YPR034W
YNR037C	YOR158W
YOL021C	YOR001W
YOL040C	YOL127W
YOL040C	YOR096W
YOL040C	YPL090C
YOL086C	YOR133W
YOL094C	YOR144C
YOL127W	YOR096W
YOL127W	YOR206W
YOL127W	YPL090C
YOL127W	YPL131W
YOL127W	YPL211W
YOL127W	YPL249C-A
YOL135C	YOR174W
YOL135C	YPL042C
YOL135C	YPR168W
YOL145C	YOR039W
YOL145C	YOR061W
YOL145C	YOR123C
YOL148C	YPL254W
YOR035C	YOR326W
YOR039W	YOR061W
YOR061W	YOR123C
YOR078W	YPR137W
YOR096W	YPL012W
YOR096W	YPL090C
YOR096W	YPL126W
YOR096W	YPL131W
YOR096W	YPL217C
YOR096W	YPL249C-A
YOR096W	YPR144C
YOR116C	YOR210W
YOR116C	YOR224C
YOR116C	YOR304W
YOR116C	YPL082C
YOR116C	YPR187W
YOR117W	YOR259C
YOR124C	YOR138C
YOR141C	YPL129W
YOR141C	YPL235W
YOR145C	YPL012W
YOR145C	YPL126W
YOR157C	YPR103W
YOR158W	YPL013C
YOR174W	YPL042C
YOR174W	YPR168W
YOR206W	YOR272W
YOR206W	YPL131W
YOR206W	YPL211W
YOR210W	YOR224C
YOR210W	YOR340C
YOR210W	YOR341W
YOR210W	YPR187W
YOR224C	YOR340C
YOR224C	YOR341W
YOR224C	YPL129W
YOR224C	YPR187W
YOR260W	YPL237W
YOR272W	YPL131W
YOR272W	YPL211W
YOR290C	YPL016W
YOR290C	YPR034W
YOR304W	YPL082C
YOR340C	YOR341W
YOR340C	YPR187W
YOR341W	YPR187W
YPL011C	YPL254W
YPL012W	YPL126W
YPL012W	YPL131W
YPL012W	YPL217C
YPL012W	YPR144C
YPL016W	YPR034W
YPL031C	YPL219W
YPL042C	YPR168W
YPL085W	YPR181C
YPL126W	YPL217C
YPL126W	YPR137W
YPL126W	YPR144C
YPL129W	YPL235W
YPL129W	YPR187W
YPL131W	YPL211W
YPL131W	YPL249C-A
YPL131W	YPR102C
YPL151C	YPR101W
YPL178W	YPL190C
YPL217C	YPR137W
YPL217C	YPR144C
YPR137W	YPR144C
