Q0085	YPR103W
YDR169C	YPR080W
YDR171W	YER053C
YDR171W	YGL125W
YDR171W	YJL092W
YDR171W	YJR148W
YDR171W	YMR104C
YDR171W	YNL085W
YDR171W	YNL134C
YDR171W	YOL164W
YDR171W	YOR086C
YDR171W	YPR144C
YDR172W	YDR288W
YDR172W	YDR406W
YDR172W	YDR464W
YDR172W	YDR537C
YDR172W	YEL031W
YDR172W	YER155C
YDR172W	YFR037C
YDR172W	YGR243W
YDR172W	YGR274C
YDR172W	YHR165C
YDR172W	YHR205W
YDR172W	YJL052W
YDR172W	YJL141C
YDR172W	YJR042W
YDR172W	YJR162C
YDR172W	YKR054C
YDR172W	YLR005W
YDR172W	YLR347C
YDR172W	YLR374C
YDR172W	YLR405W
YDR172W	YML002W
YDR172W	YML005W
YDR172W	YML021C
YDR172W	YMR186W
YDR172W	YMR191W
YDR172W	YNL098C
YDR172W	YNL233W
YDR172W	YNR016C
YDR172W	YOR259C
YDR180W	YER147C
YDR188W	YLR429W
YDR192C	YGL078C
YDR194C	YGR104C
YDR201W	YDR381W
YDR201W	YGL061C
YDR201W	YGR113W
YDR201W	YKL052C
YDR201W	YKR037C
YDR201W	YKR083C
YDR202C	YJR033C
YDR207C	YDR381W
YDR207C	YGL207W
YDR207C	YKR048C
YDR207C	YPL137C
YDR211W	YER184C
YDR211W	YLR291C
YDR211W	YLR350W
YDR211W	YNL186W
YDR211W	YOL047C
YDR211W	YOR355W
YDR217C	YDR427W
YDR217C	YJL138C
YDR221W	YKL092C
YDR221W	YPL012W
YDR224C	YER105C
YDR224C	YGL207W
YDR224C	YKR048C
YDR224C	YMR273C
YDR224C	YMR284W
YDR224C	YNL290W
YDR224C	YOL012C
YDR224C	YOR191W
YDR232W	YJR032W
YDR233C	YDR510W
YDR233C	YPL154C
YDR235W	YDR353W
YDR235W	YIL061C
YDR235W	YML046W
YDR237W	YDR322W
YDR237W	YNL252C
YDR238C	YER122C
YDR238C	YFR051C
YDR238C	YGL137W
YDR238C	YGR124W
YDR238C	YNL287W
YDR238C	YOL149W
YDR239C	YJL138C
YDR243C	YLR275W
YDR243C	YLR429W
YDR252W	YJR011C
YDR254W	YER012W
YDR254W	YGR068C
YDR254W	YGR111W
YDR254W	YGR179C
YDR254W	YLR315W
YDR254W	YNR062C
YDR254W	YOL054W
YDR262W	YPL004C
YDR272W	YJR104C
YDR272W	YMR186W
YDR283C	YDR381W
YDR283C	YLL005C
YDR283C	YLR150W
YDR283C	YML010W
YDR283C	YML057W
YDR283C	YMR255W
YDR283C	YPR052C
YDR288W	YDR341C
YDR288W	YDR507C
YDR288W	YEL019C
YDR288W	YGR237C
YDR288W	YLR314C
YDR288W	YOR361C
YDR288W	YPL004C
YDR288W	YPL146C
YDR288W	YPR169W
YDR294C	YFR010W
YDR303C	YFR037C
YDR303C	YGR054W
YDR303C	YGR056W
YDR303C	YIL015W
YDR303C	YIL126W
YDR303C	YJR098C
YDR303C	YKL091C
YDR303C	YKR008W
YDR303C	YLR033W
YDR303C	YML007W
YDR303C	YNL041C
YDR303C	YOR253W
YDR303C	YPR143W
YDR304C	YFR030W
YDR304C	YFR048W
YDR304C	YGR056W
YDR304C	YHL008C
YDR304C	YHR185C
YDR304C	YIL063C
YDR304C	YMR016C
YDR308C	YER022W
YDR308C	YGL070C
YDR308C	YGR104C
YDR308C	YNL236W
YDR308C	YOL051W
YDR308C	YOL135C
YDR308C	YOR174W
YDR311W	YGR098C
YDR311W	YLR005W
YDR311W	YMR228W
YDR311W	YPR056W
YDR318W	YGL137W
YDR318W	YGR006W
YDR318W	YGR179C
YDR318W	YLR315W
YDR318W	YPL018W
YDR318W	YPR046W
YDR320C	YPR108W
YDR322C-A	YGL070C
YDR322W	YDR405W
YDR322W	YHL034C
YDR322W	YNL252C
YDR324C	YDR398W
YDR324C	YGR162W
YDR324C	YJL109C
YDR324C	YPR144C
YDR325W	YFR031C
YDR325W	YLR272C
YDR330W	YGL245W
YDR330W	YOR304W
YDR341C	YDR427W
YDR341C	YDR440W
YDR341C	YEL019C
YDR341C	YER162C
YDR341C	YER164W
YDR341C	YFR004W
YDR341C	YGL099W
YDR341C	YGL213C
YDR341C	YGR097W
YDR341C	YGR103W
YDR341C	YHR052W
YDR341C	YJL050W
YDR341C	YJL109C
YDR341C	YJL122W
YDR341C	YKL023W
YDR341C	YKR046C
YDR341C	YLR314C
YDR341C	YLR407W
YDR341C	YLR429W
YDR341C	YLR455W
YDR341C	YMR049C
YDR341C	YMR229C
YDR341C	YNL110C
YDR341C	YNL136W
YDR341C	YNL175C
YDR341C	YNR053C
YDR341C	YOL076W
YDR341C	YOR201C
YDR341C	YOR213C
YDR341C	YOR272W
YDR341C	YPR161C
YDR348C	YOR124C
YDR353W	YHR106W
YDR353W	YKL088W
YDR353W	YKR014C
YDR353W	YLR024C
YDR353W	YML047C
YDR369C	YER179W
YDR369C	YMR224C
YDR369C	YNL084C
YDR369C	YNL250W
YDR374C	YIL051C
YDR379W	YKR009C
YDR379W	YNL307C
YDR381W	YDR398W
YDR381W	YDR440W
YDR381W	YDR449C
YDR381W	YDR475C
YDR381W	YEL018W
YDR381W	YER035W
YDR381W	YER164W
YDR381W	YER174C
YDR381W	YFL017W-A
YDR381W	YFR010W
YDR381W	YFR024C-A
YDR381W	YFR030W
YDR381W	YGL020C
YDR381W	YGL049C
YDR381W	YGL099W
YDR381W	YGL213C
YDR381W	YGR162W
YDR381W	YHL034C
YDR381W	YHR052W
YDR381W	YHR185C
YDR381W	YIL026C
YDR381W	YIL043C
YDR381W	YIL161W
YDR381W	YIR001C
YDR381W	YJL050W
YDR381W	YJL069C
YDR381W	YJL109C
YDR381W	YJL125C
YDR381W	YJL176C
YDR381W	YJR032W
YDR381W	YJR041C
YDR381W	YJR082C
YDR381W	YJR084W
YDR381W	YKL004W
YDR381W	YKL023W
YDR381W	YKL104C
YDR381W	YKL114C
YDR381W	YKL212W
YDR381W	YKR037C
YDR381W	YKR048C
YDR381W	YKR092C
YDR381W	YLL027W
YDR381W	YLR330W
YDR381W	YLR386W
YDR381W	YLR398C
YDR381W	YLR418C
YDR381W	YLR429W
YDR381W	YLR435W
YDR381W	YLR442C
YDR381W	YLR455W
YDR381W	YML010W
YDR381W	YML012W
YDR381W	YML062C
YDR381W	YML096W
YDR381W	YML112W
YDR381W	YMR049C
YDR381W	YMR229C
YDR381W	YMR237W
YDR381W	YNL049C
YDR381W	YNL059C
YDR381W	YNL088W
YDR381W	YNL177C
YDR381W	YNL238W
YDR381W	YNL252C
YDR381W	YNL287W
YDR381W	YNL293W
YDR381W	YOL004W
YDR381W	YOL033W
YDR381W	YOR048C
YDR381W	YOR091W
YDR381W	YOR213C
YDR381W	YOR253W
YDR381W	YPL004C
YDR381W	YPL169C
YDR381W	YPL227C
YDR381W	YPR107C
YDR381W	YPR162C
YDR383C	YGR179C
YDR383C	YLR315W
YDR383C	YPR046W
YDR386W	YLR429W
YDR391C	YLR354C
YDR392W	YDR448W
YDR392W	YMR236W
YDR392W	YNL175C
YDR392W	YPL254W
YDR398W	YJL109C
YDR398W	YKR092C
YDR405W	YKL167C
YDR405W	YML025C
YDR405W	YML056C
YDR406W	YLR055C
YDR408C	YOR361C
YDR409W	YGR126W
YDR409W	YLR303W
YDR419W	YDR477W
YDR419W	YEL026W
YDR419W	YER027C
YDR419W	YGL115W
YDR419W	YML112W
YDR420W	YKL028W
YDR420W	YPL111W
YDR422C	YDR477W
YDR422C	YEL023C
YDR422C	YER022W
YDR422C	YER162C
YDR422C	YGL115W
YDR422C	YLR408C
YDR427W	YFR004W
YDR427W	YFR010W
YDR427W	YFR052W
YDR427W	YGR104C
YDR427W	YJR149W
YDR427W	YKL145W
YDR427W	YMR191W
YDR427W	YOR209C
YDR427W	YOR259C
YDR427W	YPL004C
YDR427W	YPR021C
YDR427W	YPR108W
YDR429C	YER071C
YDR429C	YGR097W
YDR429C	YJL138C
YDR429C	YNL244C
YDR429C	YOR361C
YDR430C	YFR024C-A
YDR430C	YLR120C
YDR430C	YLR375W
YDR430C	YMR110C
YDR430C	YMR176W
YDR440W	YKL007W
YDR440W	YLR429W
YDR440W	YNL106C
YDR440W	YPL004C
YDR440W	YPL146C
YDR444W	YJL023C
YDR444W	YMR186W
YDR448W	YMR236W
YDR448W	YPL254W
YDR449C	YGR198W
YDR449C	YJL069C
YDR451C	YKR018C
YDR452W	YHR161C
YDR452W	YKL028W
YDR452W	YKR092C
YDR454C	YEL023C
YDR457W	YDR463W
YDR457W	YEL026W
YDR457W	YER099C
YDR457W	YFR010W
YDR457W	YFR053C
YDR457W	YMR186W
YDR463W	YOL038W
YDR473C	YER172C
YDR473C	YFL017W-A
YDR473C	YHR165C
YDR473C	YKL173W
YDR473C	YNR011C
YDR473C	YOR308C
YDR475C	YER133W
YDR475C	YLR096W
YDR475C	YOR289W
YDR477W	YER027C
YDR477W	YER162C
YDR477W	YGL115W
YDR477W	YPL048W
YDR478W	YJL072C
YDR478W	YLR335W
YDR478W	YML006C
YDR478W	YPL183C
YDR478W	YPR112C
YDR481C	YFR044C
YDR482C	YLL036C
YDR482C	YLR117C
YDR482C	YOR159C
YDR484W	YPR108W
YDR486C	YLR181C
YDR490C	YKL206C
YDR490C	YOR267C
YDR490C	YPL004C
YDR490C	YPL005W
YDR496C	YHL034C
YDR496C	YKL023W
YDR496C	YKL122C
YDR496C	YLR150W
YDR496C	YLR197W
YDR496C	YLR398C
YDR496C	YLR455W
YDR496C	YMR180C
YDR496C	YMR229C
YDR496C	YPR144C
YDR496C	YPR169W
YDR505C	YMR229C
YDR507C	YGL207W
YDR507C	YHR107C
YDR507C	YKR048C
YDR507C	YLR197W
YDR507C	YLR314C
YDR507C	YLR432W
YDR507C	YOR124C
YDR507C	YPR161C
YDR510W	YER120W
YDR510W	YFR053C
YDR510W	YGL055W
YDR510W	YJL052W
YDR510W	YKL157W
YDR510W	YLR347C
YDR510W	YMR186W
YDR510W	YMR247C
YDR510W	YOR181W
YDR510W	YOR355W
YDR510W	YPR164W
YDR510W	YPR180W
YDR516C	YMR229C
YDR523C	YGL062W
YDR523C	YLL005C
YDR523C	YPL254W
YDR532C	YGL093W
YEL012W	YGL013C
YEL012W	YIL017C
YEL012W	YIL097W
YEL012W	YIL152W
YEL012W	YMR140W
YEL012W	YOR061W
YEL015W	YER035W
YEL015W	YJL124C
YEL015W	YKL104C
YEL015W	YLR150W
YEL015W	YLR419W
YEL015W	YOL149W
YEL018W	YGR002C
YEL018W	YIL115C
YEL018W	YJL081C
YEL018W	YJR082C
YEL018W	YLR150W
YEL018W	YML007W
YEL018W	YNL107W
YEL018W	YNL136W
YEL018W	YOL012C
YEL018W	YOR244W
YEL018W	YOR361C
YEL018W	YPR023C
YEL019C	YLR383W
YEL021W	YMR074C
YEL023C	YER155C
YEL023C	YFR053C
YEL023C	YHL002W
YEL023C	YJL052W
YEL023C	YMR186W
YEL023C	YOR269W
YEL023C	YOR362C
YEL023C	YOR368W
YEL026W	YFR010W
YEL026W	YGL078C
YEL026W	YGL099W
YEL026W	YHR161C
YEL026W	YHR165C
YEL026W	YIL043C
YEL026W	YIL056W
YEL026W	YJR010C-A
YEL026W	YKL160W
YEL026W	YKR092C
YEL026W	YLL002W
YEL026W	YLR197W
YEL026W	YLR398C
YEL026W	YLR429W
YEL026W	YMR110C
YEL026W	YMR229C
YEL026W	YNL049C
YEL026W	YOR035C
YEL026W	YOR172W
YEL026W	YPR029C
YEL030W	YJL138C
YEL030W	YNL250W
YEL030W	YOR123C
YEL031W	YGR120C
YEL031W	YGR124W
YEL031W	YLR258W
YEL031W	YNL041C
YEL031W	YNR056C
YEL031W	YPL048W
YEL051W	YGR198W
YEL051W	YLR429W
YEL052W	YJL084C
YEL052W	YLR347C
YEL052W	YNL293W
YEL052W	YOR070C
YEL056W	YGR104C
YEL056W	YOR386W
YEL056W	YPR014C
YEL056W	YPR162C
YEL058W	YOR124C
YEL060C	YNL106C
YEL060C	YNL186W
YEL060C	YOR168W
YER001W	YGL207W
YER012W	YGL011C
YER012W	YGR253C
YER012W	YJL001W
YER012W	YJL092W
YER012W	YJL132W
YER012W	YKL206C
YER012W	YLR290C
YER012W	YOL038W
YER012W	YOR362C
YER012W	YPR103W
YER013W	YMR016C
YER015W	YGL070C
YER018C	YER172C
YER018C	YLR231C
YER018C	YMR117C
YER020W	YMR186W
YER022W	YGR104C
YER022W	YHR058C
YER022W	YHR202W
YER022W	YJL052W
YER022W	YLR347C
YER022W	YLR380W
YER022W	YNL236W
YER022W	YNL278W
YER022W	YNR010W
YER022W	YOL051W
YER022W	YOL135C
YER022W	YOR174W
YER022W	YPL210C
YER023W	YJR090C
YER023W	YKR048C
YER023W	YLR347C
YER023W	YOL061W
YER023W	YOR324C
YER023W	YPL193W
YER027C	YER162C
YER027C	YGL115W
YER035W	YHL034C
YER035W	YHR052W
YER035W	YLR150W
YER035W	YLR432W
YER035W	YNL132W
YER035W	YNL248C
YER035W	YOL041C
YER035W	YOL077C
YER044C-A	YPR164W
YER048C	YLR429W
YER048C	YPL260W
YER053C	YNL186W
YER060W	YFL002C
YER061C	YHL007C
YER064C	YGL039W
YER064C	YGR196C
YER064C	YJL070C
YER064C	YKL157W
YER064C	YMR068W
YER070W	YGR238C
YER070W	YGR266W
YER070W	YJL052W
YER070W	YJL076W
YER070W	YJR152W
YER070W	YNL138W
YER070W	YNL208W
YER070W	YOR076C
YER071C	YIL152W
YER071C	YIR003W
YER082C	YJL109C
YER086W	YFL037W
YER086W	YFR053C
YER086W	YGL245W
YER086W	YGR126W
YER086W	YJL052W
YER086W	YLR150W
YER086W	YLR347C
YER086W	YMR186W
YER086W	YMR297W
YER105C	YIL071C
YER105C	YOL117W
YER105C	YPL004C
YER109C	YKL129C
YER111C	YIL050W
YER111C	YLR182W
YER111C	YPL160W
YER115C	YGL207W
YER116C	YLR150W
YER116C	YMR072W
YER116C	YNL088W
YER122C	YGL137W
YER122C	YGL207W
YER122C	YLR150W
YER122C	YNL287W
YER122C	YOL114C
YER122C	YPL090C
YER124C	YJL093C
YER125W	YHR131C
YER125W	YJL084C
YER125W	YMR275C
YER125W	YOR124C
YER125W	YOR138C
YER125W	YOR322C
YER125W	YPR108W
YER125W	YPR161C
YER131W	YGL167C
YER131W	YIL043C
YER131W	YJL109C
YER131W	YJR010C-A
YER131W	YKL028W
YER131W	YKL160W
YER131W	YLR435W
YER131W	YNL248C
YER131W	YPR161C
YER133W	YLL013C
YER133W	YLR028C
YER133W	YMR224C
YER133W	YMR311C
YER133W	YNL233W
YER133W	YNR034W
YER133W	YPL137C
YER143W	YNR024W
YER145C	YJR010C-A
YER145C	YOR014W
YER147C	YHL013C
YER147C	YJL074C
YER147C	YKR008W
YER147C	YKR071C
YER147C	YLR432W
YER147C	YMR229C
YER148W	YJL123C
YER148W	YKR048C
YER148W	YML098W
YER148W	YMR005W
YER148W	YMR186W
YER148W	YNL138W
YER152C	YGR061C
YER155C	YGL207W
YER155C	YJL052W
YER155C	YLR149C
YER155C	YLR380W
YER155C	YMR186W
YER155C	YNL059C
YER155C	YOR361C
YER155C	YPL012W
YER162C	YFL037W
YER162C	YGL167C
YER162C	YGR126W
YER162C	YHR165C
YER162C	YIL063C
YER162C	YJR010C-A
YER162C	YKL005C
YER162C	YKL212W
YER162C	YKR008W
YER162C	YLR197W
YER162C	YLR401C
YER162C	YLR429W
YER162C	YLR435W
YER162C	YNL151C
YER162C	YNL250W
YER162C	YOL077C
YER162C	YOR181W
YER162C	YOR210W
YER162C	YPR190C
YER164W	YGL019W
YER164W	YGL207W
YER164W	YLR197W
YER164W	YLR432W
YER164W	YMR072W
YER164W	YMR229C
YER164W	YOL041C
YER164W	YOR039W
YER164W	YOR061W
YER166W	YKL129C
YER166W	YPL160W
YER171W	YPR056W
YER172C	YFL017W-A
YER172C	YFL029C
YER172C	YFR031C
YER172C	YGR124W
YER172C	YHR165C
YER172C	YJR032W
YER172C	YKL173W
YER172C	YLR147C
YER172C	YLR150W
YER172C	YLR275W
YER172C	YMR229C
YER172C	YNR011C
YER172C	YOR159C
YER172C	YOR168W
YER172C	YOR308C
YER177W	YFR017C
YER177W	YGL181W
YER177W	YGR097W
YER177W	YIR003W
YER177W	YNR014W
YER177W	YOR220W
YER179W	YMR224C
YER179W	YOR210W
YFL002C	YMR097C
YFL002C	YOR355W
YFL007W	YFR024C-A
YFL010C	YGL171W
YFL010C	YMR145C
YFL010C	YNL045W
YFL010C	YOR124C
YFL010C	YOR138C
YFL014W	YFR034C
YFL014W	YLR150W
YFL017W-A	YGL036W
YFL017W-A	YHR165C
YFL017W-A	YIL061C
YFL017W-A	YKL173W
YFL017W-A	YLR014C
YFL017W-A	YLR147C
YFL017W-A	YLR275W
YFL017W-A	YNL075W
YFL017W-A	YNR011C
YFL017W-A	YOR159C
YFL017W-A	YOR308C
YFL018C	YFR049W
YFL026W	YGR037C
YFL027C	YJR032W
YFL027C	YOR308C
YFL034W	YKL135C
YFL034W	YNL138W
YFL034W	YPR029C
YFL037W	YLR401C
YFL037W	YMR229C
YFL049W	YJL176C
YFL049W	YOR290C
YFL052W	YKL129C
YFL053W	YMR120C
YFL054C	YML006C
YFR001W	YMR229C
YFR001W	YNL186W
YFR001W	YPR161C
YFR002W	YGR119C
YFR004W	YFR010W
YFR004W	YFR052W
YFR004W	YKL145W
YFR004W	YMR191W
YFR004W	YOR209C
YFR004W	YOR259C
YFR004W	YPL004C
YFR004W	YPR108W
YFR008W	YKR025W
YFR010W	YFR052W
YFR010W	YKL007W
YFR010W	YKL145W
YFR010W	YLR106C
YFR010W	YLR347C
YFR010W	YLR429W
YFR010W	YML056C
YFR010W	YOL081W
YFR010W	YOR124C
YFR010W	YOR172W
YFR010W	YOR259C
YFR010W	YPL242C
YFR010W	YPR108W
YFR021W	YFR040W
YFR021W	YHR024C
YFR021W	YHR070W
YFR021W	YLR001C
YFR021W	YNL242W
YFR024C-A	YGL137W
YFR024C-A	YGL207W
YFR024C-A	YGR103W
YFR024C-A	YHR016C
YFR024C-A	YJR041C
YFR024C-A	YKL104C
YFR024C-A	YLR429W
YFR024C-A	YMR180C
YFR024C-A	YNR016C
YFR029W	YMR049C
YFR030W	YJL123C
YFR030W	YOR361C
YFR031C	YGR104C
YFR031C	YJL010C
YFR031C	YJR130C
YFR031C	YLR272C
YFR031C	YLR347C
YFR031C	YPL074W
YFR032C	YKL058W
YFR034C	YFR053C
YFR034C	YGL245W
YFR034C	YNL015W
YFR037C	YGR056W
YFR037C	YGR274C
YFR037C	YIL126W
YFR037C	YKL091C
YFR037C	YKR008W
YFR037C	YLR033W
YFR037C	YLR347C
YFR037C	YNL183C
YFR037C	YOR156C
YFR037C	YOR210W
YFR037C	YOR355W
YFR040W	YGL116W
YFR040W	YKL015W
YFR040W	YOR014W
YFR044C	YGR235C
YFR044C	YHR023W
YFR044C	YHR117W
YFR044C	YIL056W
YFR044C	YKL087C
YFR044C	YOL078W
YFR044C	YPL082C
YFR048W	YMR186W
YFR051C	YGL137W
YFR052W	YGL078C
YFR052W	YGL095C
YFR052W	YHR102W
YFR052W	YKL145W
YFR052W	YOR259C
YFR052W	YPL082C
YFR052W	YPR108W
YFR053C	YGL253W
YFR053C	YLR069C
YFR053C	YLR231C
YFR053C	YMR186W
YFR053C	YPR161C
YGL005C	YGL223C
YGL005C	YNL041C
YGL009C	YGR171C
YGL009C	YGR250C
YGL009C	YPL028W
YGL011C	YGR097W
YGL011C	YGR253C
YGL011C	YIL099W
YGL011C	YJL001W
YGL011C	YKL206C
YGL011C	YKR070W
YGL011C	YLR211C
YGL011C	YOL038W
YGL011C	YOR362C
YGL011C	YPR103W
YGL013C	YMR297W
YGL013C	YNL045W
YGL016W	YOR361C
YGL017W	YLR418C
YGL017W	YPL090C
YGL019W	YGL207W
YGL019W	YKL088W
YGL019W	YKL160W
YGL019W	YLR418C
YGL019W	YML010W
YGL019W	YOR039W
YGL019W	YOR061W
YGL022W	YIL156W
YGL026C	YJL138C
YGL036W	YOL004W
YGL037C	YNL186W
YGL039W	YGL157W
YGL045W	YMR312W
YGL045W	YOR253W
YGL049C	YGR162W
YGL049C	YJL138C
YGL049C	YML017W
YGL049C	YMR125W
YGL049C	YNL041C
YGL049C	YPR107C
YGL050W	YIL050W
YGL055W	YGL207W
YGL055W	YJR010C-A
YGL058W	YLR024C
YGL058W	YMR284W
YGL060W	YOL004W
YGL061C	YGR024C
YGL061C	YGR113W
YGL061C	YKL052C
YGL061C	YKR037C
YGL061C	YKR048C
YGL061C	YKR083C
YGL061C	YMR308C
YGL070C	YHR029C
YGL070C	YJL080C
YGL070C	YJL140W
YGL070C	YKL198C
YGL070C	YLR319C
YGL070C	YML010W
YGL070C	YNL021W
YGL070C	YOL005C
YGL070C	YOR174W
YGL070C	YOR210W
YGL070C	YPL090C
YGL070C	YPL144W
YGL073W	YLR419W
YGL073W	YNL045W
YGL078C	YGL207W
YGL078C	YKR008W
YGL078C	YLR197W
YGL078C	YMR114C
YGL079W	YLR408C
YGL081W	YIL156W
YGL087C	YMR140W
YGL087C	YPR029C
YGL099W	YHL034C
YGL099W	YJL141C
YGL099W	YLR096W
YGL099W	YLR150W
YGL099W	YOR198C
YGL099W	YPR161C
YGL105W	YGL245W
YGL105W	YHR131C
YGL105W	YHR205W
YGL105W	YJL092W
YGL105W	YKL050C
YGL105W	YLR138W
YGL105W	YLR247C
YGL105W	YNL021W
YGL105W	YNL119W
YGL105W	YOR017W
YGL105W	YOR197W
YGL105W	YPL144W
YGL108C	YGL207W
YGL113W	YHL024W
YGL115W	YOR142W
YGL116W	YML056C
YGL116W	YPL004C
YGL121C	YJL197W
YGL124C	YML007W
YGL128C	YLR424W
YGL129C	YJR113C
YGL133W	YOR304W
YGL137W	YGL245W
YGL137W	YLL010C
YGL137W	YLR315W
YGL137W	YML012W
YGL137W	YMR224C
YGL137W	YNL287W
YGL137W	YPL061W
YGL137W	YPR046W
YGL150C	YJL081C
YGL150C	YLR436C
YGL150C	YPL048W
YGL150C	YPL235W
YGL155W	YKL019W
YGL156W	YPL239W
YGL157W	YGL171W
YGL157W	YJL023C
YGL157W	YMR034C
YGL158W	YPL194W
YGL161C	YJL095W
YGL167C	YLR075W
YGL167C	YNL055C
YGL167C	YNL067W
YGL167C	YOL006C
YGL171W	YGL207W
YGL172W	YGR119C
YGL172W	YJL041W
YGL175C	YIL095W
YGL179C	YGR104C
YGL181W	YJL050W
YGL190C	YIL063C
YGL190C	YML109W
YGL190C	YMR140W
YGL190C	YMR237W
YGL190C	YMR273C
YGL190C	YOR162C
YGL195W	YGR162W
YGL195W	YKR037C
YGL195W	YMR186W
YGL197W	YIL051C
YGL197W	YLR310C
YGL207W	YGR097W
YGL207W	YHR035W
YGL207W	YIL126W
YGL207W	YJL099W
YGL207W	YKR048C
YGL207W	YLR005W
YGL207W	YLR033W
YGL207W	YLR150W
YGL207W	YLR418C
YGL207W	YMR041C
YGL207W	YMR049C
YGL207W	YMR125W
YGL207W	YMR140W
YGL207W	YNL088W
YGL207W	YOL006C
YGL207W	YOL054W
YGL207W	YOL061W
YGL207W	YOL145C
YGL207W	YOR039W
YGL207W	YOR052C
YGL207W	YOR061W
YGL207W	YOR101W
YGL207W	YOR123C
YGL207W	YOR128C
YGL213C	YIL033C
YGL213C	YKL015W
YGL213C	YKL023W
YGL213C	YLR150W
YGL213C	YLR398C
YGL223C	YNL041C
YGL238W	YLR258W
YGL242C	YGR097W
YGL242C	YKL129C
YGL242C	YMR109W
YGL245W	YHR114W
YGL245W	YIL063C
YGL245W	YKR083C
YGL245W	YMR186W
YGL245W	YNL045W
YGL245W	YOL012C
YGL245W	YOR091W
YGL245W	YOR097C
YGL245W	YPL064C
YGL245W	YPL074W
YGL245W	YPL144W
YGL245W	YPL245W
YGL246C	YOR048C
YGL253W	YKL114C
YGL253W	YLR231C
YGL253W	YMR049C
YGL253W	YNL206C
YGL253W	YOL097C
YGL253W	YPR164W
YGL255W	YLR200W
YGR002C	YJL081C
YGR002C	YJR082C
YGR002C	YNL107W
YGR002C	YNL136W
YGR002C	YOR244W
YGR002C	YPL235W
YGR002C	YPR023C
YGR006W	YPR046W
YGR020C	YLR090W
YGR020C	YOL133W
YGR020C	YPR036W
YGR023W	YLR096W
YGR031W	YIL107C
YGR032W	YIL043C
YGR037C	YLL019C
YGR037C	YOL152W
YGR052W	YMR284W
YGR054W	YHL034C
YGR054W	YJL092W
YGR056W	YIL126W
YGR056W	YKL091C
YGR056W	YKR008W
YGR056W	YLR033W
YGR056W	YNL307C
YGR059W	YPR103W
YGR061C	YJL095W
YGR061C	YMR120C
YGR061C	YNL150W
YGR061C	YOR124C
YGR067C	YGR103W
YGR070W	YLR371W
YGR075C	YKL173W
YGR075C	YMR004W
YGR081C	YMR308C
YGR092W	YHR166C
YGR094W	YKL088W
YGR097W	YKR018C
YGR103W	YJL138C
YGR103W	YKR048C
YGR103W	YLR347C
YGR103W	YMR049C
YGR103W	YMR229C
YGR103W	YNL041C
YGR103W	YNL054W
YGR103W	YOL077C
YGR103W	YOL103W
YGR103W	YOR061W
YGR103W	YOR272W
YGR103W	YOR355W
YGR103W	YPL093W
YGR103W	YPL248C
YGR104C	YGR106C
YGR104C	YGR193C
YGR104C	YHR058C
YGR104C	YIL110W
YGR104C	YJL050W
YGR104C	YJL207C
YGR104C	YLL034C
YGR104C	YLR258W
YGR104C	YLR347C
YGR104C	YMR080C
YGR104C	YMR104C
YGR104C	YMR133W
YGR104C	YNL084C
YGR104C	YNL127W
YGR104C	YNL169C
YGR104C	YNL236W
YGR104C	YNR010W
YGR104C	YOL051W
YGR104C	YOL135C
YGR104C	YOR355W
YGR113W	YKL052C
YGR113W	YKR083C
YGR115C	YKR018C
YGR116W	YJL138C
YGR116W	YLR330W
YGR116W	YLR429W
YGR116W	YPR133C
YGR119C	YJL041W
YGR124W	YJL109C
YGR124W	YOL098C
YGR124W	YOR355W
YGR126W	YIL043C
YGR126W	YJR084W
YGR126W	YKL028W
YGR126W	YLR435W
YGR126W	YNL293W
YGR126W	YOR138C
YGR126W	YOR386W
YGR126W	YPL064C
YGR126W	YPR161C
YGR130C	YGR177C
YGR130C	YLR429W
YGR137W	YMR049C
YGR162W	YJL050W
YGR162W	YJL138C
YGR162W	YJR033C
YGR162W	YKL204W
YGR162W	YML017W
YGR162W	YNL088W
YGR162W	YOR276W
YGR162W	YPL178W
YGR173W	YOL061W
YGR173W	YOR162C
YGR173W	YPL235W
YGR179C	YLR315W
YGR179C	YOL054W
YGR179C	YOL062C
YGR179C	YOR342C
YGR179C	YPL018W
YGR179C	YPR046W
YGR184C	YLR096W
YGR193C	YJL109C
YGR195W	YOR076C
YGR196C	YOL126C
YGR196C	YOR061W
YGR198W	YLR197W
YGR198W	YLR380W
YGR198W	YMR308C
YGR198W	YPL218W
YGR202C	YLR347C
YGR202C	YOR098C
YGR211W	YOR009W
YGR217W	YLR015W
YGR220C	YMR193W
YGR224W	YML056C
YGR229C	YKL047W
YGR237C	YLR432W
YGR237C	YML056C
YGR240C	YJL157C
YGR240C	YOR124C
YGR247W	YOL126C
YGR250C	YIR001C
YGR250C	YJL008C
YGR250C	YJL052W
YGR250C	YML002W
YGR250C	YPL210C
YGR253C	YJL001W
YGR253C	YKL206C
YGR253C	YOL038W
YGR253C	YOR148C
YGR253C	YOR362C
YGR253C	YPL144W
YGR253C	YPR103W
YGR261C	YKL007W
YGR261C	YLR398C
YGR261C	YLR429W
YGR266W	YOR061W
YGR271W	YPR161C
YGR274C	YML098W
YGR274C	YMR005W
YGR274C	YMR236W
YGR274C	YMR312W
YGR274C	YPL167C
YGR278W	YKL173W
YGR278W	YLL036C
YGR278W	YLR117C
