YHR047C	YLR148W
YBR298C	YHL042W
YBR298C	YMR279C
YOR197W	YMR257C
YOR197W	YJL141C
YOR197W	YLL017W
YKL221W	YMR047C
YKL221W	YHR026W
YPR046W	YGR119C
YKL085W	YBR136W
YKL085W	YJR035W
YKL085W	YCR079W
YKL085W	YDR306C
YOL126C	YCL043C
YOL126C	YIL108W
YPL270W	YOR327C
YAL010C	YJL066C
YHR194W	YKR086W
YOR147W	YFR003C
YPR083W	YGR119C
YLR288C	YJR112W
YLR288C	YBR129C
YLR288C	YJL210W
YLR288C	YOR104W
YLR288C	YPR102C
YLR288C	YKR091W
YLR288C	YLR119W
YLR288C	YNL131W
YLR288C	YCR007C
YLR288C	YJL084C
YLR288C	YJR083C
YLR288C	YJR157W
YLR288C	YLL023C
YLR288C	YLR050C
YLR288C	YLR252W
YLR288C	YLR254C
YLR288C	YLR290C
YLR288C	YOL131W
YMR112C	YBL093C
YBR193C	YMR047C
YBR193C	YER012W
YBR193C	YBL093C
YBR193C	YGR104C
YBR193C	YPR086W
YPR138C	YBR067C
YGR249W	YBR162C
YGR249W	YNL092W
YGL035C	YKL074C
YGL035C	YDR477W
YGL035C	YPL025C
YMR036C	YPR191W
YOR231W	YHR030C
YGL106W	YAL029C
YLR035C	YGR165W
YLR035C	YBR088C
YLR035C	YMR206W
YGL087C	YER125W
YGL087C	YDR092W
YGL087C	YOR220W
YBR098W	YDR386W
YBR098W	YBL007C
YPL224C	YLR141W
YJL186W	YDL138W
YPL050C	YML115C
YOR177C	YOR265W
YOR177C	YOR117W
YOR177C	YMR216C
YOR177C	YHR135C
YOL088C	YHR091C
YOL088C	YLR312C
YJL066C	YPR086W
YNL005C	YBL038W
YBL038W	YDR462W
YBL038W	YJL063C
YBL038W	YJL176C
YBL038W	YGR033C
YHR147C	YBL093C
YJL063C	YJL041W
YJL063C	YHL024W
YOR370C	YLR403W
YOR370C	YOR089C
YOR370C	YBR264C
YOR370C	YFL038C
YOR370C	YNL093W
YLR219W	YLR427W
YMR228W	YLR358C
YMR097C	YPL154C
YGR023W	YKL119C
YGR023W	YLR460C
YGR023W	YNL237W
YAL034W-A	YGL172W
YKL074C	YML046W
YKL074C	YPL016W
YKL074C	YPL105C
YPL070W	YGR010W
YPL070W	YER023W
YPL070W	YDR502C
YPL070W	YML064C
YPL070W	YHL018W
YPL070W	YJL218W
YDR386W	YER006W
YDR386W	YKR081C
YDR386W	YPR181C
YDR386W	YCL032W
YDR386W	YGR090W
YDR386W	YER078C
YDR386W	YMR226C
YDR386W	YDR381W
YMR004W	YBR077C
YKL129C	YMR109W
YKL129C	YBL093C
YKL129C	YOR247W
YKL129C	YGR192C
YKL129C	YLR337C
YMR109W	YBL093C
YMR109W	YOR247W
YMR109W	YGR192C
YMR109W	YLR337C
YGR232W	YKL145W
YGR232W	YGL048C
YGR232W	YPR086W
YDR162C	YDL006W
YPR155C	YPR086W
YPR155C	YBR162C
YDL085W	YGR139W
YOL104C	YDR383C
YDL002C	YDL076C
YDR456W	YGL008C
YDR456W	YPL092W
YDR456W	YHL042W
YLR351C	YOR327C
YDR383C	YLR315W
YLR315W	YLR453C
YJR112W	YDR150W
YJR112W	YOR269W
YJR112W	YGL093W
YGR089W	YDR150W
YGR089W	YOR269W
YGR089W	YDR146C
YGR089W	YHL010C
YOR056C	YDL060W
YNR053C	YHR165C
YNR053C	YKR081C
YNR053C	YLR456W
YDL213C	YER006W
YDL213C	YOR017W
YDL213C	YKR081C
YDL213C	YDL060W
YDL213C	YFR032C
YDL213C	YGR150C
YDL213C	YGR198W
YDL213C	YDR381W
YNL183C	YGR241C
YNL251C	YMR125W
YGL111W	YKR081C
YJL041W	YMR047C
YJL041W	YGL172W
YJL041W	YGR119C
YNL091W	YPL229W
YER006W	YKR081C
YER006W	YDL060W
YER006W	YGL081W
YDR150W	YER120W
YMR047C	YDL116W
YMR047C	YGR222W
YMR047C	YOR104W
YMR047C	YOL146W
YMR047C	YGL229C
YMR047C	YOR329C
YMR047C	YPR181C
YMR047C	YJR134C
YMR047C	YKL079W
YMR047C	YNL204C
YMR047C	YJR019C
YMR047C	YGR080W
YMR047C	YDR372C
YMR047C	YBL094C
YMR047C	YBR027C
YMR047C	YBR273C
YMR047C	YDR229W
YMR047C	YER119C
YMR047C	YGR139W
YMR047C	YHR209W
YMR047C	YMR152W
YMR047C	YJL091C
YMR047C	YJR136C
YMR047C	YJR141W
YMR047C	YKL061W
YMR047C	YLR077W
YMR047C	YLR294C
YMR047C	YLR312C
YMR047C	YLR401C
YMR047C	YMR206W
YMR047C	YNL319W
YMR047C	YOL111C
YMR047C	YOR112W
YMR047C	YOR251C
YMR047C	YOR289W
YMR047C	YPR172W
YMR047C	YOL154W
YJL039C	YMR153W
YDR192C	YDL116W
YDR192C	YMR235C
YDR192C	YPR181C
YDR192C	YNL092W
YGL172W	YGR119C
YGL172W	YDL116W
YGL172W	YLR178C
YGL172W	YNL086W
YMR153W	YMR129W
YMR153W	YML064C
YMR153W	YDR307W
YMR153W	YLR324W
YMR153W	YMR298W
YGR119C	YDL116W
YGR119C	YOR035C
YGR119C	YMR236W
YGR119C	YLR178C
YGR119C	YKL061W
YDL116W	YDR113C
YDL116W	YHR033W
YDL116W	YOL131W
YGL151W	YBL093C
YGL151W	YNL025C
YLR093C	YMR197C
YLR093C	YKL196C
YKL055C	YER119C
YGL038C	YGL055W
YGL055W	YDL093W
YHL020C	YER120W
YHL020C	YOL004W
YJL212C	YFR017C
YLR350W	YHR030C
YAR044W	YER120W
YAR044W	YGR192C
YOR103C	YDL232W
YDL232W	YHR026W
YDL232W	YJR015W
YOR269W	YLR254C
YBR279W	YKL145W
YBR279W	YGL207W
YBR279W	YGR104C
YER129W	YDR477W
YER129W	YGL115W
YIR006C	YBL007C
YKR002W	YNL317W
YKR002W	YAL043C
YKR002W	YGR156W
YKR002W	YDR390C
YKR002W	YGR048W
YFL020C	YML038C
YNL015W	YPR086W
YCL052C	YHR026W
YCL052C	YEL060C
YCL052C	YLR268W
YCL052C	YJR010C-A
YCL052C	YHR140W
YIL071C	YOL117W
YER059W	YDL224C
YER059W	YJL084C
YDL179W	YMR147W
YER178W	YKL124W
YLR134W	YHL006C
YLR134W	YLR261C
YLR134W	YHR135C
YCL043C	YIR001C
YCL043C	YLR354C
YDR406W	YAR027W
YLR148W	YDL006W
YLR148W	YDR170C
YLR148W	YMR197C
YPL154C	YLR453C
YJL053W	YLR453C
YJL053W	YDR372C
YCR044C	YHR140W
YBL080C	YCR106W
YBL080C	YMR104C
YER153C	YGR222W
YJL023C	YDR004W
YNR045W	YGR222W
YNL003C	YLR292C
YNL003C	YHL042W
YBL030C	YLR268W
YBL030C	YHR133C
YDR265W	YMR026C
YOL147C	YPR086W
YNL214W	YDR244W
YNL214W	YDR142C
YDR244W	YDR142C
YDR244W	YGR077C
YDR244W	YGL205W
YDR142C	YIL160C
YDR142C	YDL097C
YDR142C	YGR184C
YNL317W	YAL043C
YNL317W	YGR156W
YBR196C	YGL229C
YBR196C	YAL027W
YCR012W	YDL097C
YMR105C	YDR306C
YAR071W	YLR453C
YCR037C	YHL042W
YGR086C	YER120W
YGR086C	YHR030C
YGR086C	YDR200C
YGR086C	YPL150W
YBL051C	YAR008W
YGL008C	YCR024C-A
YGL008C	YHR030C
YCR024C-A	YJL004C
YCR024C-A	YLL023C
YCR024C-A	YLR241W
YAL023C	YAR027W
YDL093W	YBR044C
YBL035C	YNL102W
YBL035C	YOR217W
YBL035C	YNL290W
YBL035C	YDL058W
YNL102W	YNL262W
YNL102W	YGL207W
YBR088C	YOR217W
YBR088C	YNL290W
YCR014C	YNL180C
YLR018C	YAR027W
YLR018C	YKL065C
YLR018C	YHL042W
YLR018C	YHR140W
YGR030C	YBR167C
YNL055C	YHR135C
YNL055C	YNL260C
YNL055C	YOL087C
YNL055C	YNL093W
YIL114C	YHR140W
YGL205W	YDR128W
YHR026W	YPR198W
YHR026W	YPR156C
YHR026W	YAL018C
YHR026W	YKL065C
YMR267W	YNL154C
YDL188C	YER012W
YDL188C	YFR050C
YDL188C	YOL038W
YDL188C	YBL041W
YDL188C	YGR135W
YDL188C	YDR190C
YDL188C	YJR009C
YDL188C	YAL016W
YDL188C	YPL003W
YDL188C	YHR135C
YDL188C	YMR273C
YDR452W	YPR086W
YEL060C	YDR477W
YEL060C	YMR104C
YMR297W	YLR378C
YCL057W	YBR171W
YER012W	YFR050C
YER012W	YOL038W
YER012W	YBL041W
YER012W	YGR135W
YER012W	YFR004W
YER012W	YHR027C
YER012W	YIL075C
YER012W	YER021W
YER012W	YDL097C
YER012W	YPR108W
YER012W	YDR427W
YER012W	YKL145W
YER012W	YOR117W
YER012W	YGL048C
YER012W	YHR033W
YER012W	YKL206C
YFR050C	YNL253W
YFR050C	YJL141C
YFR050C	YGR067C
YPL192C	YML064C
YGL053W	YHR140W
YAR031W	YBR069C
YAR031W	YJR015W
YER023W	YML064C
YKR086W	YBR173C
YKR086W	YPR177C
YKR086W	YJR127C
YLL036C	YAL032C
YLL036C	YHR165C
YLL036C	YPR182W
YLL036C	YGR129W
YML046W	YHR165C
YML046W	YPR182W
YML046W	YLR298C
YAL032C	YML049C
YPR178W	YHR165C
YPR178W	YPR182W
YPR178W	YGR241C
YHR165C	YML049C
YMR137C	YHR076W
YDR032C	YGL115W
YDR032C	YCL032W
YDR032C	YML064C
YDR032C	YDR369C
YDR032C	YHR135C
YAL043C	YGR156W
YAL043C	YMR182C
YDL006W	YOL113W
YDL006W	YML100W
YBL056W	YOR086C
YBL056W	YDL060W
YBL056W	YBR097W
YBL056W	YGR205W
YOR090C	YJL069C
YHR076W	YJR035W
YER075C	YHR030C
YPL212C	YGR090W
YPL147W	YLL048C
YPR191W	YJR035W
YPR191W	YHR030C
YPR191W	YML064C
YDR529C	YLR292C
YDL103C	YDR288W
YMR022W	YLR006C
YMR022W	YNR031C
YJR035W	YDR326C
YJR035W	YMR226C
YER162C	YJR052W
YER162C	YHL025W
YER095W	YLR337C
YER095W	YPR011C
YDR004W	YLR268W
YNL216W	YBR275C
YNL216W	YLR453C
YNL216W	YDR227W
YNL098C	YNL204C
YNL098C	YDL060W
YGL158W	YDR477W
YGL158W	YGL115W
YBR073W	YLR453C
YDL135C	YKR055W
YDL135C	YNL176C
YCR106W	YNL171C
YDR028C	YDR477W
YDR028C	YGL115W
YFR051C	YNL287W
YFR051C	YLR268W
YFR051C	YDR238C
YLR059C	YDR092W
YNL290W	YCL028W
YNL290W	YFR004W
YNL290W	YCL042W
YNL290W	YMR226C
YDL138W	YCR076C
YDL138W	YIR039C
YIL118W	YCR041W
YIL118W	YEL020C
YIL118W	YHR087W
YIL118W	YLR114C
YBL033C	YPR172W
YOL143C	YKR104W
YBR275C	YLR453C
YLR453C	YPL057C
YLR453C	YJL176C
YLR453C	YLR251W
YLR453C	YOL006C
YLR453C	YDL210W
YLR453C	YBL095W
YLR453C	YCL023C
YLR453C	YEL076W-C
YLR453C	YGR073C
YLR453C	YIL039W
YLR453C	YJL015C
YLR453C	YLR301W
YLR453C	YLR426W
YLR453C	YML038C
YLR453C	YMR147W
YLR453C	YNL260C
YLR453C	YNR009W
YLR453C	YOR220W
YLR453C	YPL034W
YLR453C	YNL237W
YFL033C	YJL164C
YHL024W	YMR234W
YOR191W	YDR227W
YPL089C	YHR030C
YNL002C	YKR081C
YMR235C	YLR119W
YMR235C	YDR002W
YMR234W	YGR094W
YLL046C	YDR455C
YCL028W	YER125W
YCL028W	YLR403W
YCL028W	YML058W
YCL028W	YBR223C
YCL028W	YDR128W
YJL026W	YAR003W
YJL026W	YML064C
YJL026W	YOR229W
YBR229C	YDL210W
YBL093C	YNL236W
YBL093C	YGR104C
YBL093C	YDR308C
YBL093C	YPL042C
YKR081C	YER161C
YKR081C	YER139C
YKR081C	YLR427W
YFR004W	YER021W
YFR004W	YDL097C
YFR004W	YDR427W
YFR004W	YKL145W
YFR004W	YGL048C
YFR004W	YIR011C
YHR027C	YKL145W
YHR027C	YGL048C
YHR027C	YDL123W
YIL075C	YGR184C
YER021W	YDL097C
YER021W	YPR108W
YER021W	YKL145W
YDL097C	YPR108W
YDL097C	YDR427W
YDL097C	YKL145W
YDL097C	YOR259C
YDL097C	YOR117W
YDL097C	YGL048C
YDL097C	YHR030C
YPR108W	YKL145W
YPR108W	YDL123W
YDR427W	YKL145W
YDR427W	YGR067C
YKL145W	YOR259C
YKL145W	YOR117W
YKL145W	YGL048C
YKL145W	YGR184C
YOR259C	YOR117W
YOR259C	YGL048C
YOR259C	YMR216C
YOR259C	YGR146C
YGL048C	YBR198C
YGL048C	YGR184C
YPL152W	YAL016W
YBL025W	YIL141W
YLR221C	YPR115W
YML049C	YPR182W
YML049C	YMR125W
YGL129C	YAR027W
YDR494W	YPL276W
YER125W	YGR268C
YER125W	YKR018C
YER125W	YLR392C
YGR275W	YPR086W
YGR275W	YML115C
YDR190C	YML064C
YDR190C	YOR229W
YDL076C	YOL004W
YDL076C	YPL139C
YGL229C	YJL178C
YGL229C	YJL211C
YGL229C	YMR181C
YPL218W	YLR268W
YPL218W	YML064C
YHR103W	YCR061W
YER019C-A	YDR074W
YDR180W	YER147C
YOR329C	YNL092W
YBR037C	YBR024W
YBR024W	YHL042W
YER120W	YAR042W
YDR469W	YPL138C
YDR469W	YAR003W
YLL041C	YBR044C
YKL141W	YBR044C
YIL113W	YHR030C
YGL233W	YCL032W
YDR498C	YLR268W
YNL287W	YLR268W
YNL287W	YDR170C
YNL287W	YBR162C
YLR268W	YDR238C
YLR268W	YHR030C
YLR268W	YFL038C
YLR268W	YNL237W
YPR181C	YDL195W
YPR181C	YDR170C
YDR238C	YBR162C
YER008C	YDR166C
YLR378C	YBR171W
YLR378C	YDR086C
YLR378C	YIL162W
YLR378C	YPL253C
YPL094C	YBR171W
YPL094C	YLR292C
YPL094C	YPR086W
YPL094C	YAR027W
YBR171W	YLR292C
YBR171W	YML064C
YBR171W	YHL042W
YLR292C	YKL209C
YLR292C	YDL210W
YLR292C	YKL119C
YLR292C	YDR387C
YLR292C	YKR103W
YDR170C	YDR477W
YPR198W	YBR069C
YPR198W	YKL065C
YCL010C	YKL023W
YIR001C	YER161C
YIR001C	YGR192C
YIR001C	YGR250C
YOR007C	YOL111C
YOR007C	YOR164C
YBL058W	YBR223C
YBL058W	YDL190C
YHL006C	YLR046C
YOL004W	YNL309W
YOL004W	YMR053C
YOL004W	YCR084C
YOL004W	YPL139C
YNL236W	YDR477W
YNL236W	YNL025C
YGL208W	YDR477W
YGL208W	YGL115W
YNL257C	YDR477W
YJL089W	YDR477W
YJL089W	YPL042C
YDR227W	YFL006W
YNL007C	YHR030C
YOL113W	YAL016W
YMR216C	YHR087W
YBL007C	YJL151C
YBL007C	YJL004C
YBL007C	YLR337C
YBL007C	YGR268C
YBL007C	YMR253C
YHR030C	YER111C
YHR030C	YOR220W
YPL027W	YCR095C
YHR050W	YJR015W
YHR050W	YKR089C
YML058W	YNL116W
YPR182W	YCL032W
YPR182W	YMR125W
YPR182W	YML064C
YPR182W	YOL106W
YDL123W	YDL114W
YOR327C	YMR017W
YOR327C	YHL035C
YDR477W	YGL115W
YDR477W	YPL042C
YDR477W	YNL025C
YDR477W	YMR086W
YDR477W	YMR104C
YGL115W	YJR083C
YBR289W	YHL025W
YBR289W	YPL016W
YBR289W	YJL176C
YBR289W	YFL049W
YLR025W	YGR122W
YDR240C	YLR298C
YDR425W	YJL036W
YDR425W	YGL198W
YNL333W	YML064C
YJR159W	YML064C
YJR010C-A	YBR069C
YJR010C-A	YKL065C
YJR010C-A	YHL042W
YMR117C	YER018C
YMR117C	YCL032W
YMR117C	YGR130C
YHR172W	YPR086W
YHR172W	YLR212C
YER150W	YCL063W
YMR017W	YPL232W
YOL091W	YNL086W
YPL138C	YAR003W
YOR190W	YLR294C
YNL202W	YMR102C
YGL207W	YOL006C
YOL148C	YLR055C
YOL148C	YPR086W
YER161C	YGR090W
YGR104C	YPL042C
YGR104C	YNL025C
YDR308C	YCL032W
YKR091W	YNL309W
YLR119W	YCL008C
YDR293C	YML064C
YLR006C	YNR031C
YLR006C	YDL235C
YIL143C	YPL122C
YPL042C	YNL025C
YNL025C	YLR261C
YNL025C	YHR135C
YNL025C	YLR358C
YJR086W	YGR115C
YFL026W	YGR141W
YCL032W	YDR103W
YCL032W	YPL120W
YCL032W	YKL061W
YCL032W	YNL086W
YDR103W	YDL159W
YIL126W	YNL116W
YMR125W	YLR298C
YPR086W	YPR066W
YPR086W	YDR102C
YPR086W	YFL042C
YPR086W	YGR205W
YPR086W	YGR294W
YPR086W	YLR201C
YPR086W	YLR294C
YPR086W	YLR455W
YPR086W	YMR315W
YPR086W	YOL070C
YPR086W	YOL111C
YPR086W	YOR082C
YPR086W	YPR157W
YPR086W	YFL038C
YDL084W	YDR381W
YDR346C	YLR077W
YDR146C	YCR087W
YJL004C	YKR088C
YJL004C	YLR241W
YJL004C	YML038C
YML015C	YCR042C
YML015C	YBR198C
YML015C	YMR236W
YCR042C	YBR198C
YBR198C	YMR236W
YBR198C	YDR259C
YLR354C	YJL068C
YBR069C	YKL065C
YML064C	YHR111W
YML064C	YKL010C
YML064C	YKL035W
YML064C	YDL224C
YML064C	YOR229W
YML064C	YLR070C
YML064C	YCR076C
YML064C	YCR087W
YML064C	YGR066C
YML064C	YGR268C
YML064C	YHR033W
YML064C	YHR113W
YML064C	YHR198C
YML064C	YJL218W
YML064C	YJR056C
YML064C	YMR226C
YNL253W	YPL150W
YOR297C	YDL217C
YDL217C	YAR023C
YBR067C	YNL237W
YER011W	YDR084C
YNL131W	YHR133C
YOL006C	YFR011C
YKL203C	YER093C
YBR162C	YOL028C
YBR162C	YBL095W
YAL016W	YHR135C
YAL016W	YMR273C
YJL164C	YPL203W
YJL164C	YNL093W
YPL203W	YHR135C
YPR156C	YKL065C
YPR156C	YHR140W
YOR273C	YAR027W
YDR074W	YMR261C
YDR074W	YML100W
YDR453C	YJL141C
YDR453C	YIL039W
YML100W	YDL190C
YKL210W	YDR092W
YKL210W	YHR135C
YDR390C	YGR048W
YPR066W	YPL003W
YOR124C	YGR268C
YGR184C	YJL141C
YGR184C	YGL081W
YGR048W	YPL222W
YBR006W	YKL023W
YDL210W	YKL065C
YAR027W	YHR048W
YAR027W	YKR105C
YAR027W	YKL196C
YAR027W	YML038C
YAR027W	YMR279C
YJL069C	YGR090W
YGR090W	YLR427W
YDL128W	YKL102C
YPL253C	YNR042W
YOR089C	YHR135C
YOR089C	YNL263C
YOR089C	YNL093W
YGL095C	YMR197C
YGL095C	YKL196C
YDR372C	YLR352W
YNL246W	YPR058W
YJL222W	YKL065C
YMR197C	YKL196C
YJL141C	YLR241W
YJL141C	YPL247C
YAL027W	YDR381W
YGR241C	YNL092W
YDR259C	YGR066C
YDR259C	YNL092W
YAR035W	YGR069W
YBL059W	YCR099C
YBL089W	YOR082C
YBL108W	YHR135C
YBR077C	YGR201C
YBR239C	YMR144W
YLL048C	YCR061W
YHR135C	YNL154C
YHR135C	YMR226C
YHR135C	YNL116W
YHR135C	YNL093W
YCL063W	YPL005W
YCR007C	YCR061W
YCR007C	YDR107C
YCR061W	YPR058W
YCR079W	YPL110C
YCR099C	YGR205W
YCR099C	YIL059C
YDL089W	YLR324W
YDL089W	YMR316C-B
YDL237W	YPR148C
YDR018C	YDR479C
YDR084C	YGL198W
YDR100W	YPL095C
YDR107C	YOL015W
YDR119W	YHR078W
YDR119W	YPR058W
YDR128W	YHR033W
YDR132C	YJL218W
YDR307W	YKL065C
YDR307W	YHR140W
YDR307W	YJL091C
YDR327W	YOR378W
YDR332W	YMR074C
YDR366C	YER071C
YDR387C	YOR292C
YDR445C	YER071C
YDR479C	YLR324W
YDR527W	YOL131W
YKL065C	YHL042W
YKL065C	YHR140W
YKL065C	YLL023C
YFL030W	YIL077C
YGL198W	YNL263C
YGL198W	YPL095C
YGL198W	YBR264C
YGL198W	YNL304W
YGL198W	YFL038C
YGL198W	YNL093W
YGR024C	YPL110C
YGR073C	YML119W
YGR126W	YLR063W
YGR182C	YPL066W
YGR268C	YOR138C
YGR294W	YHL018W
YHL010C	YKR017C
YHL042W	YGL259W
YHR115C	YNL116W
YHR133C	YHR140W
YHR133C	YNL321W
YHR140W	YMR279C
YHR151C	YNL193W
YNL263C	YBR264C
YNL263C	YNL304W
YNL263C	YFL038C
YNL263C	YNL093W
YJR020W	YNL092W
YKL061W	YNL086W
YKL061W	YNL122C
YKL153W	YNL092W
YLL023C	YLL056C
YLR456W	YPR172W
YML037C	YNL092W
YMR009W	YPL222W
YNL028W	YNL045W
YNL116W	YPL110C
YNL155W	YOR364W
YNL266W	YOL131W
YOR131C	YPL034W
