YAL034W-A	YIR010W
YKR060W	YPR144C
YKR068C	YML077W
YKR068C	YOR115C
YKR085C	YLR312W-A
YKR085C	YMR024W
YKR085C	YNL252C
YLL004W	YML065W
YLL008W	YLL034C
YLL008W	YLL045C
YLL008W	YLR002C
YLL008W	YLR276C
YLL008W	YMR290C
YLL008W	YNL061W
YLL008W	YOL077C
YLL008W	YOR063W
YLL008W	YOR206W
YLL008W	YOR272W
YLL008W	YPL043W
YLL008W	YPL198W
YLL008W	YPL211W
YLL008W	YPR016C
YLL034C	YLR002C
YLL034C	YMR290C
YLL034C	YNL061W
YLL034C	YOL077C
YLL034C	YOR063W
YLL034C	YOR206W
YLL034C	YOR272W
YLL034C	YPL043W
YLL034C	YPL211W
YLL036C	YPL213W
YLL036C	YPR101W
YLL045C	YLR002C
YLL045C	YLR196W
YLL045C	YLR441C
YLL045C	YML063W
YLL045C	YML073C
YLL045C	YMR194W
YLL045C	YMR290C
YLL045C	YNL061W
YLL045C	YNL112W
YLL045C	YNL132W
YLL045C	YOL041C
YLL045C	YOL077C
YLL045C	YOL120C
YLL045C	YOR063W
YLL045C	YOR096W
YLL045C	YOR206W
YLL045C	YOR272W
YLL045C	YPL012W
YLL045C	YPL043W
YLL045C	YPL090C
YLL045C	YPL198W
YLL045C	YPL211W
YLL045C	YPL249C-A
YLL045C	YPR016C
YLR002C	YMR290C
YLR002C	YNL061W
YLR002C	YOL041C
YLR002C	YOL077C
YLR002C	YOR063W
YLR002C	YOR206W
YLR002C	YOR272W
YLR002C	YPL198W
YLR002C	YPL211W
YLR002C	YPR016C
YLR033W	YLR357W
YLR033W	YMR033W
YLR074C	YLR325C
YLR074C	YNR053C
YLR180W	YMR012W
YLR186W	YLR197W
YLR186W	YLR409C
YLR186W	YNL132W
YLR186W	YOR096W
YLR186W	YOR145C
YLR186W	YOR310C
YLR186W	YPL012W
YLR186W	YPR144C
YLR196W	YOL041C
YLR196W	YOL077C
YLR197W	YLR409C
YLR197W	YMR290C
YLR197W	YNL075W
YLR197W	YNL132W
YLR197W	YOR096W
YLR197W	YOR310C
YLR197W	YPL012W
YLR197W	YPR144C
YLR226W	YPR161C
YLR259C	YNL085W
YLR264W	YNL096C
YLR276C	YMR290C
YLR276C	YNL061W
YLR276C	YOL077C
YLR276C	YOR063W
YLR276C	YOR206W
YLR276C	YPL012W
YLR276C	YPL043W
YLR276C	YPL211W
YLR291C	YPL237W
YLR292C	YOR254C
YLR312W-A	YMR024W
YLR312W-A	YNL252C
YLR325C	YNR053C
YLR325C	YOR063W
YLR325C	YPL249C-A
YLR330W	YMR237W
YLR344W	YMR194W
YLR357W	YMR033W
YLR398C	YPR189W
YLR406C	YLR441C
YLR406C	YOR063W
YLR407W	YOR061W
YLR409C	YNL132W
YLR409C	YPR144C
YLR441C	YML063W
YLR441C	YML073C
YLR441C	YMR194W
YLR441C	YNL096C
YLR441C	YOR063W
YLR441C	YOR096W
YLR441C	YPL090C
YLR441C	YPL198W
YML009C	YNL252C
YML026C	YOR096W
YML056C	YOL139C
YML056C	YOR063W
YML056C	YPL198W
YML063W	YML073C
YML063W	YMR194W
YML063W	YMR290C
YML063W	YNL096C
YML063W	YNL132W
YML063W	YOL120C
YML063W	YOR063W
YML063W	YOR096W
YML063W	YOR204W
YML063W	YPL012W
YML063W	YPL090C
YML063W	YPL198W
YML063W	YPL249C-A
YML073C	YMR194W
YML073C	YMR290C
YML073C	YNL061W
YML073C	YNL096C
YML073C	YNL112W
YML073C	YOL041C
YML073C	YOL120C
YML073C	YOR063W
YML073C	YOR096W
YML073C	YOR204W
YML073C	YPL090C
YML073C	YPL143W
YML073C	YPL198W
YML073C	YPL249C-A
YML077W	YOR115C
YML094W	YNL153C
YMR024W	YNL252C
YMR024W	YNL284C
YMR033W	YNR023W
YMR033W	YPL129W
YMR075W	YMR263W
YMR075W	YNL330C
YMR075W	YOL004W
YMR075W	YPR023C
YMR078C	YOL094C
YMR083W	YOL086C
YMR194W	YNL096C
YMR194W	YNL132W
YMR194W	YNL302C
YMR194W	YOR063W
YMR194W	YOR096W
YMR194W	YPL198W
YMR263W	YNL330C
YMR263W	YOL004W
YMR290C	YNL061W
YMR290C	YNL132W
YMR290C	YNL308C
YMR290C	YOL041C
YMR290C	YOL077C
YMR290C	YOL120C
YMR290C	YOR063W
YMR290C	YOR096W
YMR290C	YOR206W
YMR290C	YOR272W
YMR290C	YPL012W
YMR290C	YPL043W
YMR290C	YPL198W
YMR290C	YPL211W
YMR290C	YPR016C
YMR309C	YNL244C
YMR309C	YOR204W
YMR309C	YPR041W
YNL049C	YPL085W
YNL061W	YOL041C
YNL061W	YOL077C
YNL061W	YOR063W
YNL061W	YOR206W
YNL061W	YOR272W
YNL061W	YPL043W
YNL061W	YPL198W
YNL061W	YPL211W
YNL061W	YPR016C
YNL075W	YPR144C
YNL096C	YOR063W
YNL096C	YOR096W
YNL096C	YPL090C
YNL096C	YPL146C
YNL096C	YPR067W
YNL112W	YOR063W
YNL132W	YOR063W
YNL132W	YOR096W
YNL132W	YOR310C
YNL132W	YPL012W
YNL132W	YPL081W
YNL132W	YPL090C
YNL132W	YPL198W
YNL132W	YPR144C
YNL136W	YPR023C
YNL182C	YNR053C
YNL182C	YOR063W
YNL182C	YPR016C
YNL222W	YOR179C
YNL238W	YOL031C
YNL244C	YPR041W
YNL248C	YOR210W
YNL248C	YOR224C
YNL248C	YOR341W
YNL252C	YNL284C
YNL308C	YPL012W
YNL330C	YOL004W
YNL330C	YPR023C
YNR023W	YPL129W
YNR053C	YOR063W
YNR053C	YPL249C-A
YNR053C	YPR016C
YOL004W	YPR023C
YOL005C	YOR210W
YOL005C	YOR224C
YOL005C	YPL129W
YOL021C	YOR001W
YOL041C	YOL077C
YOL041C	YOR063W
YOL041C	YOR206W
YOL041C	YOR272W
YOL041C	YPL012W
YOL041C	YPL043W
YOL041C	YPL198W
YOL077C	YOR063W
YOL077C	YOR206W
YOL077C	YOR272W
YOL077C	YPL012W
YOL077C	YPL043W
YOL077C	YPL198W
YOL077C	YPL211W
YOL120C	YOR063W
YOL120C	YOR206W
YOL120C	YPL143W
YOL120C	YPL198W
YOL139C	YOR276W
YOL145C	YOR061W
YOR063W	YOR096W
YOR063W	YOR206W
YOR063W	YOR272W
YOR063W	YPL012W
YOR063W	YPL043W
YOR063W	YPL090C
YOR063W	YPL143W
YOR063W	YPL198W
YOR063W	YPL211W
YOR063W	YPL249C-A
YOR063W	YPR016C
YOR063W	YPR189W
YOR096W	YOR310C
YOR096W	YPL012W
YOR096W	YPL081W
YOR096W	YPL090C
YOR096W	YPL198W
YOR096W	YPL249C-A
YOR096W	YPR144C
YOR116C	YOR207C
YOR116C	YOR210W
YOR116C	YOR224C
YOR116C	YOR304W
YOR145C	YPL012W
YOR174W	YPL042C
YOR204W	YPL081W
YOR204W	YPL090C
YOR204W	YPL249C-A
YOR204W	YPR041W
YOR206W	YOR272W
YOR206W	YPL043W
YOR206W	YPL211W
YOR206W	YPR016C
YOR207C	YOR210W
YOR207C	YOR224C
YOR210W	YOR224C
YOR210W	YOR341W
YOR224C	YOR341W
YOR224C	YPL129W
YOR272W	YPL043W
YOR272W	YPL198W
YOR272W	YPL211W
YOR308C	YPL213W
YPL012W	YPL043W
YPL012W	YPR144C
YPL043W	YPL198W
YPL043W	YPL211W
YPL090C	YPL198W
YPL143W	YPL249C-A
YPL198W	YPL211W
YPL211W	YPR016C
YPL213W	YPR101W
YPL249C-A	YPR016C
