YAL007C	YAR002C-A
YML073C	YOR096W
YML073C	YOR234C
YML073C	YPL090C
YML073C	YPL093W
YML127W	YMR033W
YML127W	YMR091C
YMR033W	YMR091C
YMR048W	YNL273W
YMR049C	YMR290C
YMR049C	YNL002C
YMR049C	YOL127W
YMR049C	YOR063W
YMR049C	YOR206W
YMR049C	YPL093W
YMR049C	YPL211W
YMR049C	YPR016C
YMR093W	YMR128W
YMR093W	YNL075W
YMR093W	YOR096W
YMR093W	YOR145C
YMR093W	YPL126W
YMR093W	YPL217C
YMR093W	YPR144C
YMR128W	YNL075W
YMR128W	YOR096W
YMR128W	YPL126W
YMR128W	YPL217C
YMR128W	YPR144C
YMR142C	YMR194W
YMR142C	YMR242C
YMR142C	YOL127W
YMR142C	YOR063W
YMR142C	YOR096W
YMR142C	YPL090C
YMR188C	YNL137C
YMR188C	YPL118W
YMR194W	YMR242C
YMR194W	YNL302C
YMR194W	YOL127W
YMR194W	YOR063W
YMR194W	YOR096W
YMR242C	YMR290C
YMR242C	YNL002C
YMR242C	YNL302C
YMR242C	YOL041C
YMR242C	YOL127W
YMR242C	YOR063W
YMR242C	YOR096W
YMR242C	YOR206W
YMR242C	YOR234C
YMR242C	YPL090C
YMR242C	YPL093W
YMR242C	YPL131W
YMR263W	YNL330C
YMR263W	YOL004W
YMR290C	YNL002C
YMR290C	YNL308C
YMR290C	YOL041C
YMR290C	YOL127W
YMR290C	YOR063W
YMR290C	YOR096W
YMR290C	YOR206W
YMR290C	YPL093W
YMR290C	YPL131W
YMR290C	YPL211W
YMR290C	YPR016C
YMR309C	YOR361C
YMR309C	YPR041W
YNL002C	YNL182C
YNL002C	YOL041C
YNL002C	YOL127W
YNL002C	YOR063W
YNL002C	YOR206W
YNL002C	YPL093W
YNL002C	YPL131W
YNL002C	YPL211W
YNL002C	YPR016C
YNL075W	YPL126W
YNL075W	YPR144C
YNL112W	YOL127W
YNL112W	YOR063W
YNL136W	YPR023C
YNL137C	YPL013C
YNL137C	YPL118W
YNL182C	YOR063W
YNL182C	YPL093W
YNL182C	YPR016C
YNL221C	YNL282W
YNL232W	YOL021C
YNL236W	YOR174W
YNL248C	YOR340C
YNL248C	YPR110C
YNL248C	YPR187W
YNL252C	YNL284C
YNL252C	YOR150W
YNL261W	YPR162C
YNL262W	YPR175W
YNL287W	YPL010W
YNL290W	YOR217W
YNL330C	YOL004W
YNL330C	YPR023C
YOL004W	YPR023C
YOL041C	YOL127W
YOL041C	YOR063W
YOL041C	YOR206W
YOL041C	YPL131W
YOL127W	YOR063W
YOL127W	YOR096W
YOL127W	YOR206W
YOL127W	YPL090C
YOL127W	YPL093W
YOL127W	YPL131W
YOL127W	YPL211W
YOL127W	YPR016C
YOL127W	YPR067W
YOL145C	YOR061W
YOR063W	YOR096W
YOR063W	YOR206W
YOR063W	YPL090C
YOR063W	YPL093W
YOR063W	YPL131W
YOR063W	YPL211W
YOR063W	YPR016C
YOR063W	YPR189W
YOR096W	YOR310C
YOR096W	YPL090C
YOR096W	YPL126W
YOR096W	YPL131W
YOR096W	YPL217C
YOR096W	YPR144C
YOR116C	YOR207C
YOR116C	YOR304W
YOR116C	YPR110C
YOR116C	YPR187W
YOR116C	YPR190C
YOR145C	YPL126W
YOR206W	YPL093W
YOR206W	YPL131W
YOR206W	YPL211W
YOR206W	YPR016C
YOR207C	YPR110C
YOR207C	YPR187W
YOR207C	YPR190C
YOR310C	YPL126W
YOR340C	YPR110C
YOR340C	YPR187W
YOR361C	YPR041W
YPL013C	YPL118W
YPL093W	YPL131W
YPL093W	YPL211W
YPL093W	YPR016C
YPL093W	YPR102C
YPL126W	YPL217C
YPL126W	YPR144C
YPL131W	YPL211W
YPL131W	YPR016C
YPL131W	YPR102C
YPL211W	YPR016C
YPL217C	YPR144C
YPR110C	YPR187W
YPR110C	YPR190C
YPR187W	YPR190C
