YFL056C	YOL018C
YGL173C	YJR022W
YIL125W	YDR148C
YIL125W	YMR235C
YIL125W	YFR049W
YDR148C	YPL070W
YDR148C	YDR388W
YDR148C	YFR049W
YDR148C	YNL092W
YDL049C	YBR226C
YLL019C	YIL113W
YLL019C	YDL185W
YLL019C	YBR126C
YLR338W	YAL032C
YLR338W	YBL102W
YER036C	YPR036W
YER036C	YGR206W
YNL132W	YDL213C
YNL132W	YGL252C
YNL132W	YOL102C
YBR205W	YBL007C
YBR205W	YML115C
YBR205W	YHR016C
YBR205W	YPR107C
YNL239W	YLR222C
YKL103C	YGR119C
YKL103C	YDR142C
YKL103C	YDR311W
YKL103C	YFL034W
YNL071W	YBR221C
YJL134W	YGL053W
YOR171C	YHR178W
YDR499W	YBR136W
YDR499W	YDR097C
YDR499W	YCL028W
YKL183W	YGR074W
YLR011W	YLR447C
YGR136W	YBR108W
YGR136W	YIL108W
YGR244C	YPL118W
YGL099W	YPR016C
YJL124C	YJR022W
YJL124C	YEL060C
YJL124C	YPL152W
YJL124C	YLR362W
YJL124C	YER028C
YJL124C	YIL042C
YJL124C	YDR002W
YJR022W	YNL329C
YJR022W	YPR178W
YJR022W	YPR191W
YJR022W	YFR052W
YJR022W	YOR261C
YJR022W	YDL111C
YJR022W	YGL028C
YJR022W	YOR076C
YJR022W	YLR147C
YJR022W	YJL004C
YJR022W	YBR044C
YJR022W	YPR016C
YJR022W	YHR035W
YJR022W	YJL021C
YJR022W	YKR104W
YJR022W	YLR269C
YJR022W	YNL050C
YAL024C	YIR009W
YDR034C	YDL247W
YDR034C	YBR057C
YDR034C	YDL085W
YDR034C	YLR328W
YDR034C	YLR191W
YDR034C	YDL138W
YDR034C	YPL138C
YDR034C	YCR095C
YDR034C	YFR046C
YDR034C	YLR063W
YDR034C	YPL114W
YGL086W	YJL030W
YJL030W	YGL229C
YKL029C	YPR054W
YKL029C	YLR447C
YPR051W	YCL032W
YGR289C	YDR413C
YGR289C	YOL003C
YGR289C	YPR028W
YBR298C	YDR276C
YBR298C	YNL121C
YBR298C	YKL065C
YBR298C	YGL051W
YOR197W	YMR257C
YOR197W	YPR154W
YOR197W	YBL106C
YOR197W	YDR311W
YOR197W	YLL017W
YDL003W	YER147C
YDL054C	YAR031W
YDL054C	YDR307W
YDL054C	YGL051W
YBL023C	YBR126C
YNL173C	YDR514C
YOL126C	YCL043C
YOL126C	YIL108W
YHR194W	YKR086W
YBR136W	YDR097C
YBR136W	YIR009W
YBR136W	YPL153C
YBR136W	YOR027W
YDL005C	YOL135C
YDL005C	YBR193C
YDL005C	YPR168W
YDL005C	YGL025C
YDL005C	YBR169C
YDL005C	YDR443C
YDL005C	YPL042C
YOL135C	YBR193C
YOL135C	YBL050W
YOL135C	YDR443C
YBR193C	YER012W
YBR193C	YPR086W
YBR213W	YMR206W
YPL169C	YKL025C
YPL169C	YER023W
YPL169C	YDR381W
YPL169C	YKL214C
YGR249W	YOL063C
YGR249W	YBR175W
YGR249W	YNL092W
YOR211C	YDR276C
YDL200C	YGR184C
YDL200C	YHR033W
YGL035C	YDR477W
YOR231W	YBL105C
YOR231W	YLR313C
YOR231W	YLR447C
YNL076W	YBR126C
YIL149C	YNL128W
YGL087C	YOR220W
YJL186W	YDL138W
YIL106W	YDL028C
YGL124C	YKL025C
YGL124C	YLR148W
YGL124C	YMR231W
YGL124C	YDL077C
YOL063C	YKR086W
YOL088C	YHR091C
YKL059C	YNL317W
YKL059C	YAL043C
YKL059C	YDR195W
YKL059C	YMR061W
YKL059C	YKL018W
YKL059C	YPR107C
YJL066C	YPR086W
YJL019W	YOL104C
YPR112C	YPR154W
YPR079W	YDR456W
YPR079W	YKR093W
YPR079W	YDL138W
YPR079W	YBR037C
YPR079W	YGL042C
YPR079W	YPL162C
YKL142W	YGR086C
YKL142W	YMR165C
YKL142W	YMR243C
YJL133W	YGL104C
YPR047W	YMR147W
YOL090W	YDR097C
YOL090W	YOR323C
YOL090W	YML095C
YOL090W	YMR201C
YOL090W	YFR037C
YOL090W	YIL143C
YDR097C	YML032C
YDR097C	YCR028C-A
YDR097C	YHL024W
YDR097C	YFR037C
YDR097C	YLR234W
YDR097C	YDL156W
YBR195C	YHR004C
YIR009W	YNL036W
YIR009W	YNL091W
YIR009W	YHR197W
YIR009W	YPR182W
YIR009W	YBR152W
YIR009W	YIL143C
YIR009W	YLR456W
YOL116W	YIL117C
YKR080W	YLR147C
YDL044C	YDL030W
YDL044C	YDR505C
YMR097C	YPL154C
YGR023W	YLR460C
YPL070W	YGR010W
YPL070W	YER023W
YPL070W	YNL044W
YPL070W	YJL218W
YBR057C	YKR031C
YBR057C	YIL144W
YBR057C	YLR222C
YMR004W	YBR077C
YKL129C	YMR109W
YKL129C	YDR388W
YKL129C	YIL156W
YMR109W	YDR388W
YMR109W	YIL156W
YPL190C	YNL016W
YPL190C	YMR125W
YML117W	YNL016W
YNL124W	YDR030C
YHR086W	YDR432W
YHR086W	YMR257C
YHR086W	YDL043C
YHR086W	YLR275W
YHR086W	YLR147C
YHR086W	YMR125W
YGR232W	YDR088C
YGR232W	YPR086W
YGR232W	YGL004C
YDL040C	YML058W
YPR155C	YPR086W
YNL036W	YOL061W
YNL036W	YOR302W
YOL104C	YDR383C
YDR176W	YBR081C
YDR176W	YPR086W
YDR176W	YMR236W
YDR176W	YIL144W
YDR176W	YCR041W
YDR456W	YIR022W
YDR456W	YIL030C
YDR383C	YLR315W
YLR315W	YLR453C
YLR328W	YGR010W
YJR132W	YIL115C
YJR132W	YDL193W
YPR144C	YLR453C
YPL093W	YPR016C
YPL093W	YOR324C
YDL213C	YGR103W
YDL213C	YDR432W
YDL213C	YPL012W
YDL213C	YPR016C
YDL213C	YGR150C
YDL213C	YGR198W
YDL213C	YDR381W
YGR103W	YPR016C
YDR432W	YBL017C
YDR432W	YNL016W
YDR432W	YIR001C
YBR170C	YGR048W
YNL183C	YGR241C
YNL251C	YNL016W
YNL251C	YMR125W
YDR043C	YDR477W
YJL041W	YIL115C
YJL041W	YGL172W
YJL041W	YGR119C
YOL043C	YCL032W
YOL069W	YDR150W
YOL069W	YGR119C
YOL069W	YER099C
YOL069W	YIL144W
YOL069W	YNL086W
YDR150W	YER120W
YDR150W	YDR247W
YKR082W	YGL172W
YKR082W	YGR119C
YKR082W	YLR208W
YGL172W	YGR119C
YGL172W	YNL086W
YMR153W	YGL170C
YMR153W	YOL018C
YMR153W	YOL129W
YMR153W	YGL104C
YMR153W	YDR307W
YMR153W	YMR298W
YGR119C	YMR139W
YGR119C	YOR035C
YGR119C	YGL170C
YGR119C	YMR236W
YGR119C	YKL061W
YAL051W	YOR363C
YKL055C	YER119C
YNL099C	YNL180C
YNL099C	YMR236W
YNL099C	YCR095C
YNL099C	YNL056W
YHL020C	YER120W
YHL020C	YOL004W
YJL212C	YFR017C
YML065W	YHR118C
YML065W	YKR101W
YDL019C	YER120W
YOR103C	YOR085W
YOR103C	YEL002C
YOR085W	YEL002C
YOR085W	YNR065C
YPL196W	YOL061W
YDR488C	YBL064C
YDR488C	YOR172W
YBR279W	YML010W
YER129W	YDR477W
YER129W	YGL115W
YER129W	YIL144W
YKL025C	YLR447C
YKL025C	YNL092W
YNL015W	YPR086W
YBR233W	YDR381W
YIL071C	YDL216C
YIL071C	YOL117W
YIL071C	YDR311W
YNL289W	YPL031C
YDL127W	YPL031C
YDL127W	YLR453C
YDL127W	YDR388W
YPL219W	YPL031C
YDL179W	YPL031C
YDL179W	YDR388W
YDL179W	YMR147W
YER178W	YBR221C
YER178W	YKL124W
YBR221C	YGR193C
YBR221C	YBR044C
YLR134W	YLR447C
YCL043C	YIR001C
YCL043C	YLR354C
YGR193C	YNL121C
YER149C	YOR315W
YOR036W	YAL032C
YOR036W	YBL050W
YOR036W	YBL102W
YOR036W	YMR017W
YOR036W	YCL032W
YOR036W	YLR447C
YOR036W	YMR197C
YOR036W	YDR100W
YOR036W	YJR015W
YBL017C	YMR197C
YLR148W	YMR231W
YLR148W	YLR396C
YLR148W	YMR197C
YPL154C	YLR453C
YMR231W	YDL077C
YMR231W	YLR396C
YDR323C	YKR014C
YMR257C	YNL121C
YMR257C	YMR233W
YJL023C	YDR004W
YNR045W	YGR222W
YLR191W	YOL044W
YLR191W	YNL214W
YLR191W	YHR160C
YLR191W	YDR142C
YOL044W	YNL214W
YOL044W	YAL055W
YOL044W	YGR258C
YOL044W	YIL153W
YOL044W	YOR076C
YNL214W	YDR142C
YHR160C	YDR142C
YAL055W	YGR133W
YPL112C	YPR154W
YJL210W	YDL130W
YDR142C	YIL068C
YDR142C	YGR184C
YNL317W	YAL043C
YNL317W	YDR195W
YNL317W	YMR061W
YNL317W	YKL018W
YNL317W	YPR107C
YKL127W	YDL059C
YAR071W	YLR453C
YDL106C	YFR034C
YFR034C	YOL001W
YFR034C	YPR086W
YBR093C	YKR106W
YOL001W	YPL031C
YML123C	YDR388W
YML123C	YKL065C
YML123C	YNL116W
YPL031C	YFL033C
YPL031C	YJR104C
YPL031C	YJR159W
YPL031C	YNL025C
YPL031C	YFL030W
YPL031C	YGR234W
YLR273C	YBL050W
YLR273C	YLR447C
YGR086C	YDR490C
YGR086C	YOL100W
YGR086C	YDL059C
YGR086C	YER120W
YGR086C	YLR447C
YGR086C	YPL150W
YPR154W	YBL105C
YPR154W	YIL148W
YPR154W	YGR048W
YPR154W	YIL108W
YBL105C	YEL002C
YDR490C	YHR207C
YDR490C	YIR044C
YDR490C	YLR466W
YOL100W	YGR033C
YDR183W	YOR212W
YPL036W	YPL136W
YDR276C	YJR010C-A
YDR276C	YEL002C
YDR276C	YDR307W
YDR276C	YBR183W
YDL093W	YBR044C
YML069W	YOR292C
YLR018C	YNL279W
YLR018C	YLL028W
YLR018C	YAR027W
YLR018C	YKL065C
YLR018C	YPR028W
YLR018C	YBR183W
YNR052C	YGL014W
YNR052C	YBR050C
YNR052C	YDR443C
YNR052C	YDL185W
YGR030C	YBR167C
YHR075C	YDL134C
YHR075C	YDL188C
YDL134C	YDL188C
YDL134C	YPL152W
YDL134C	YGR161C
YDL134C	YMR028W
YDL134C	YLR373C
YDL188C	YOR362C
YDL188C	YER012W
YDL188C	YBL041W
YDL188C	YGR253C
YDL188C	YGR161C
YDL188C	YMR028W
YDL188C	YJR009C
YDL188C	YPL003W
YDL188C	YMR273C
YDR075W	YHR033W
YDR435C	YFL040W
YDR452W	YPR086W
YDR436W	YOR054C
YEL060C	YDL059C
YEL060C	YDR328C
YEL060C	YDR477W
YEL060C	YBR280C
YOR362C	YER012W
YOR362C	YGR253C
YOR362C	YMR154C
YOR362C	YDR388W
YOR362C	YGL165C
YOR362C	YLR076C
YER012W	YJL001W
YER012W	YBL041W
YER012W	YGR253C
YER012W	YFR052W
YER012W	YIL075C
YER012W	YPR108W
YER012W	YOR261C
YER012W	YDL007W
YER012W	YHR033W
YER012W	YKL206C
YJL001W	YPR054W
YBL041W	YDL020C
YIL095W	YBL007C
YNL279W	YDL210W
YPL192C	YBL050W
YGL053W	YOR059C
YAR031W	YBR069C
YAR031W	YLL028W
YAR031W	YJR015W
YDL043C	YMR302C
YDL043C	YDL030W
YDL043C	YLR059C
YDL043C	YDR409W
YDL043C	YBR152W
YDL043C	YBR069C
YDL043C	YDL185W
YDL043C	YPR121W
YDL043C	YMR304W
YDL043C	YLR222C
YDL043C	YBR113W
YDL043C	YGR250C
YKR086W	YPR177C
YGR006W	YDR088C
YAL032C	YML049C
YPR178W	YLR147C
YPR178W	YPR182W
YPR178W	YBR152W
YPR178W	YOR027W
YPR178W	YGR241C
YDL030W	YOR191W
YDL030W	YML049C
YDL030W	YGR074W
YDL030W	YPR182W
YDL030W	YBR152W
YDL030W	YDR485C
YDL214C	YGL115W
YER099C	YOL061W
YER099C	YMR139W
YOL061W	YMR139W
YDR032C	YGL115W
YDR032C	YCL032W
YDR032C	YDR369C
YDR032C	YCR004C
YAL043C	YDR195W
YAL043C	YMR182C
YAL043C	YMR061W
YAL043C	YKL018W
YAL043C	YDR311W
YAL043C	YPR107C
YBL056W	YDL059C
YBL056W	YDR071C
YOR090C	YPR016C
YNL016W	YIR001C
YNL016W	YLR147C
YNL016W	YOR290C
YNL016W	YMR125W
YLL013C	YML124C
YLL013C	YGR234W
YLL013C	YHR035W
YKL188C	YGR074W
YPR191W	YJR035W
YPR191W	YPR054W
YIL120W	YGL051W
YDL105W	YOR027W
YDL105W	YDR288W
YMR022W	YLR006C
YMR022W	YIL148W
YML095C	YMR201C
YML095C	YJL026W
YML095C	YHR008C
YML095C	YDL185W
YML095C	YAL027W
YMR201C	YER162C
YMR201C	YDR311W
YJR035W	YFL045C
YJR035W	YDL185W
YJR035W	YDR326C
YJR035W	YMR226C
YGR258C	YIL143C
YGR258C	YDR311W
YER162C	YHL025W
YER162C	YIL148W
YML032C	YDL059C
YPL153C	YDR082W
YPL153C	YDR071C
YPL153C	YGR270W
YDL059C	YDL130W
YDL059C	YGR049W
YDL059C	YFL045C
YDL059C	YKL210W
YDL059C	YEL051W
YJR033C	YDR328C
YJR033C	YGR074W
YJR033C	YDL185W
YJR033C	YEL051W
YGL158W	YOR018W
YGL158W	YOR261C
YGL158W	YDR477W
YGL158W	YGL115W
YBR073W	YLR453C
YDL135C	YKR055W
YLR329W	YHR157W
YDR195W	YMR061W
YDR195W	YKL018W
YDR195W	YPR107C
YIL139C	YLR147C
YOR279C	YDR310C
YDL138W	YLR313C
YDL138W	YCR076C
YBL033C	YPR172W
YOL143C	YKR104W
YBR275C	YLR453C
YLR453C	YBL102W
YLR453C	YLR251W
YLR453C	YDL210W
YLR453C	YBL095W
YLR453C	YEL076W-C
YLR453C	YLR016C
YLR453C	YMR147W
YLR453C	YNL013C
YLR453C	YNL260C
YLR453C	YOR220W
YMR139W	YBR126C
YMR139W	YML100W
YMR139W	YDR207C
YMR154C	YLR373C
YMR154C	YLR447C
YMR154C	YER066W
YFL033C	YBR126C
YOR191W	YPR016C
YHR197W	YPR016C
YNL002C	YPR016C
YMR061W	YBR103W
YMR061W	YLR082C
YMR061W	YBR105C
YMR235C	YLR119W
YMR235C	YDR002W
YLL046C	YDR455C
YCL028W	YLR403W
YCL028W	YML058W
YCL028W	YOR212W
YCL028W	YBR223C
YCL028W	YEL021W
YJL026W	YGR180C
YJL026W	YPR054W
YJL026W	YAR003W
YJL026W	YDR398W
YJL026W	YOR229W
YOR018W	YGL115W
YBR229C	YDL210W
YFR052W	YPR108W
YFR052W	YOR261C
YFR052W	YDL007W
YFR052W	YJR133W
YFR052W	YDL156W
YIL075C	YGR184C
YPR108W	YGL004C
YOR261C	YGL004C
YDL081C	YPR086W
YDL081C	YGR209C
YDL081C	YOR229W
YDL130W	YJR012C
YDL007W	YGL004C
YPL152W	YLR447C
YDL216C	YOL117W
YBL025W	YIL141W
YDL111C	YDR280W
YDR280W	YLR398C
YDR280W	YOR076C
YOR049C	YPR086W
YOR049C	YFR049W
YFR037C	YML127W
YFR037C	YOL004W
YFR037C	YOR290C
YFR037C	YIL126W
YML049C	YPR182W
YML049C	YBR152W
YML049C	YMR125W
YGR275W	YPR086W
YGR275W	YML115C
YDR388W	YBL007C
YDR388W	YNL243W
YDR388W	YDR515W
YDR388W	YIL148W
YDR388W	YIL156W
YDR388W	YBR108W
YDR388W	YDR229W
YDR388W	YGL060W
YDR388W	YJR115W
YDR388W	YNL086W
YDR388W	YHR016C
YDL076C	YOL004W
YDL076C	YPL139C
YDL076C	YDR207C
YER047C	YER161C
YER047C	YCL032W
YGL229C	YJL178C
YGL229C	YJL211C
YKL117W	YOR027W
YOR329C	YNL092W
YBR037C	YBR024W
YER120W	YAR042W
YIR022W	YJR010C-A
YIR022W	YLR343W
YLR208W	YPL085W
YLR208W	YPR107C
YPL085W	YPR181C
YBL050W	YGR009C
YBL050W	YLR026C
YBL050W	YOL018C
YBL050W	YMR197C
YBL050W	YAL028W
YBL050W	YDL133W
YBL050W	YOL036W
YBL050W	YLR130C
YPR181C	YLR026C
YFL045C	YGL208W
YFL045C	YOR212W
YFL045C	YDR398W
YFL045C	YLR343W
YPL094C	YPR086W
YPL094C	YAR027W
YGR009C	YAL030W
YGR009C	YBL106C
YGR009C	YPR032W
YGR009C	YMR183C
YLR026C	YMR197C
YLR403W	YBR175W
YBL102W	YGR068C
YGL066W	YBR081C
YGL066W	YDR229W
YIR001C	YER161C
YIR001C	YGR250C
YOR007C	YBR137W
YOR007C	YOL111C
YOR007C	YDR349C
YKL130C	YBR130C
YKL130C	YBR169C
YKL130C	YBR027C
YKL130C	YCL033C
YKL130C	YCR087W
YKL130C	YJL048C
YKL130C	YOL073C
YBL058W	YBR223C
YLR079W	YDR328C
YLR079W	YIL148W
YBR103W	YDL185W
YBR103W	YJR141W
YBR103W	YMR155W
YBR103W	YMR273C
YOL004W	YMR053C
YOL004W	YDR169C
YOL004W	YMR019W
YOL004W	YHR178W
YOL004W	YPL139C
YOL004W	YDR207C
YGL208W	YDR477W
YGL208W	YGL115W
YNL257C	YDR477W
YMR140W	YLR373C
YLR398C	YOR076C
YDR328C	YDL185W
YDR328C	YEL051W
YDR328C	YBR280C
YDR328C	YGL149W
YBL007C	YJL151C
YBL007C	YJL004C
YBL007C	YGL104C
YBL007C	YMR253C
YBL007C	YPL246C
YBL007C	YHR016C
YNL243W	YHR016C
YDL052C	YML115C
YDR088C	YGR074W
YGR074W	YLR147C
YGR074W	YMR125W
YLR275W	YLR147C
YLR275W	YPR182W
YLR275W	YMR125W
YLR147C	YPR182W
YLR147C	YHR178W
YLR147C	YMR125W
YLR147C	YJR103W
YLR147C	YGR290W
YHR050W	YJR015W
YHR050W	YKR089C
YPR054W	YOR027W
YPR054W	YLL030C
YML058W	YNL116W
YPR182W	YCL032W
YPR182W	YMR125W
YPR182W	YDR357C
YPR182W	YLR424W
YJL151C	YHR016C
YDR477W	YGL115W
YDR477W	YPL042C
YDR477W	YNL025C
YDR477W	YIL148W
YGL115W	YCL046W
YGL115W	YGL179C
YDR425W	YJL036W
YDR425W	YKR014C
YJR159W	YLR447C
YJR010C-A	YBR069C
YJR010C-A	YLR447C
YJR010C-A	YKL065C
YJR010C-A	YBR054W
YNL126W	YDR350C
YNL126W	YLR212C
YLR313C	YLR362W
YLR313C	YDL159W
YHR152W	YDR310C
YHR152W	YLR016C
YHR152W	YLR132C
YNL012W	YBR250W
YNL012W	YHR145C
YOL091W	YDR136C
YOL091W	YNL086W
YPL138C	YAR003W
YPL138C	YKL018W
YPL138C	YBR175W
YNL202W	YMR102C
YBR081C	YLR055C
YBR081C	YMR236W
YLR119W	YCL008C
YBL106C	YHR161C
YPR032W	YPR086W
YKR092C	YKL023W
YLR005W	YDR311W
YIL143C	YOR027W
YDR443C	YPL042C
YPL042C	YNL025C
YNL025C	YLR322W
YNL025C	YLR358C
YMR183C	YHR161C
YHR178W	YJR007W
YLR362W	YCL032W
YLR362W	YDR103W
YLR362W	YOR089C
YFL026W	YGR141W
YFL026W	YHR016C
YOR212W	YDR103W
YOR212W	YHR033W
YCL032W	YDR103W
YCL032W	YEL051W
YCL032W	YKR020W
YCL032W	YDL016C
YCL032W	YKL061W
YCL032W	YLL049W
YCL032W	YNL086W
YDR103W	YDL159W
YIL126W	YNL116W
YOR027W	YKL210W
YOR027W	YER066C-A
YDR082W	YLR010C
YMR125W	YKL214C
YCL008C	YIL148W
YCL008C	YPL065W
YJR130C	YEL059W
YPR086W	YBR175W
YPR086W	YGR099W
YPR086W	YOR110W
YPR086W	YKL058W
YPR086W	YOR045W
YPR086W	YPR066W
YPR086W	YDL086W
YPR086W	YDR102C
YPR086W	YDR133C
YPR086W	YDR271C
YPR086W	YER076C
YPR086W	YFL042C
YPR086W	YGR294W
YPR086W	YHL044W
YPR086W	YLR201C
YPR086W	YLR294C
YPR086W	YOL070C
YPR086W	YOL111C
YPR086W	YOR082C
YPR086W	YOR271C
YPR086W	YPR157W
YAR003W	YKL018W
YAR003W	YBR175W
YAR003W	YIL148W
YKL018W	YBR175W
YJL187C	YMR304W
YDR126W	YEL002C
YOR333C	YER063W
YJL004C	YNL121C
YJL004C	YDL199C
YJL004C	YNL044W
YJL004C	YHR016C
YML015C	YMR236W
YML015C	YMR077C
YLR354C	YJL068C
YBR069C	YDL015C
YBR069C	YNL064C
YBR069C	YDL199C
YBR069C	YKL065C
YBR069C	YGL051W
YBR069C	YLR343W
YKL028W	YDR311W
YDR311W	YIL144W
YDR311W	YOR089C
YDR311W	YGR033C
YGR047C	YOR110W
YDL185W	YLR222C
YDL185W	YEL051W
YPL234C	YLL028W
YPL234C	YEL002C
YIL144W	YLR456W
YDL217C	YAR023C
YBR117C	YLR447C
YOL018C	YMR197C
YJL093C	YNL121C
YJL093C	YAR027W
YGR082W	YMR203W
YMR203W	YJR038C
YOR045W	YBR077C
YJR066W	YPL180W
YLL028W	YEL002C
YLL028W	YAL018C
YLL028W	YKL065C
YLL028W	YGL051W
YOR273C	YAR027W
YBR126C	YDR074W
YBR126C	YMR261C
YBR126C	YBR265W
YBR126C	YML100W
YBR126C	YDR247W
YBR126C	YOR089C
YBR126C	YMR251W
YDR074W	YMR261C
YDR074W	YML100W
YDR074W	YLR447C
YBR265W	YLR255C
YDL015C	YBR094W
YDL015C	YDR307W
YDL015C	YKL065C
YDL015C	YLR343W
YDL015C	YPR028W
YLR425W	YOR053W
YKL210W	YER100W
YKL210W	YIL148W
YPR066W	YPL003W
YIL148W	YNR006W
YIL148W	YPL065W
YIL148W	YOL087C
YGR184C	YGL081W
YGR048W	YPL222W
YDL210W	YKL065C
YAR027W	YAR030C
YAR027W	YEL041W
YAR027W	YHR048W
YPL003W	YLR447C
YJR103W	YDR133C
YNL054W	YGL104C
YML115C	YEL002C
YDL128W	YKL102C
YDR247W	YDR071C
YLR373C	YPL107W
YPR036W	YEL051W
YKL080W	YEL051W
YLR447C	YDR484W
YLR447C	YAR035W
YLR447C	YDL193W
YLR447C	YHR009C
YLR447C	YIR035C
YLR447C	YJR141W
YLR447C	YKR005C
YLR447C	YKR100C
YLR447C	YNL028W
YLR447C	YOL036W
YLR447C	YOR053W
YLR447C	YOR315W
YOR132W	YJL154C
YMR077C	YJR102C
YOR089C	YGR223C
YOR089C	YKR014C
YOR089C	YNL093W
YKR020W	YDR484W
YKR020W	YJL029C
YKR020W	YHR090C
YDR484W	YJL029C
YGR141W	YMR265C
YLR322W	YBL086C
YGL104C	YKL065C
YGL104C	YPR028W
YEL002C	YKL065C
YEL002C	YOL003C
YEL002C	YPR011C
YAL027W	YDR381W
YHR161C	YPL077C
YGR241C	YNL092W
YAR035W	YGR069W
YBL089W	YOR082C
YBR284W	YDL238C
YCR095C	YHL029C
YDL025C	YGR016W
YDL025C	YHR009C
YDL110C	YLR125W
YDL146W	YKL070W
YDL199C	YMR243C
YDR132C	YJL218W
YDR307W	YKL065C
YDR387C	YOR292C
YDR455C	YLR173W
YEL041W	YOR315W
YER067W	YPL180W
YER152C	YJL107C
YKL065C	YBR183W
YFL034W	YPL110C
YFR003C	YPR050C
YGL042C	YJR030C
YGL042C	YOL003C
YGL051W	YKL146W
YGL057C	YJL135W
YGL179C	YKR096W
YGR004W	YPR028W
YGR024C	YPL110C
YGR035C	YOR118W
YGR126W	YLR063W
YGR237C	YLR128W
YGR243W	YHR016C
YHR083W	YNL092W
YHR151C	YNL193W
YJR020W	YNL092W
YKL061W	YNL086W
YKL153W	YNL092W
YKR065C	YLR036C
YLR124W	YNL092W
YLR385C	YLR424W
YLR456W	YPR050C
YLR456W	YPR172W
YML037C	YNL092W
YMR009W	YPL222W
YMR147W	YFR049W
YMR322C	YNL260C
YNL116W	YPL110C
YNR004W	YPL157W
YOL035C	YOR315W
YGR281W	YPR021C
YPL246C	YHR016C
YKR014C	YNL093W
YDR381W	YKL214C
