YAL016W	YML109W
YGR074W	YPR178W
YGR075C	YKL173W
YGR075C	YOR308C
YGR075C	YPR178W
YGR078C	YJL179W
YGR078C	YML094W
YGR078C	YNL153C
YGR081C	YMR308C
YGR081C	YPL012W
YGR084C	YGR165W
YGR084C	YHL004W
YGR084C	YIL093C
YGR084C	YJR113C
YGR084C	YKL003C
YGR084C	YMR158W
YGR084C	YMR188C
YGR084C	YNL137C
YGR084C	YNL306W
YGR084C	YNR037C
YGR084C	YPL118W
YGR090W	YHR148W
YGR090W	YJR002W
YGR090W	YJR145C
YGR090W	YLR129W
YGR090W	YLR186W
YGR090W	YLR222C
YGR090W	YLR223C
YGR090W	YLR409C
YGR090W	YMR093W
YGR090W	YMR128W
YGR090W	YMR290C
YGR090W	YNL132W
YGR090W	YOR039W
YGR090W	YOR061W
YGR090W	YPL012W
YGR090W	YPL126W
YGR095C	YGR158C
YGR095C	YHR069C
YGR095C	YHR081W
YGR095C	YNL232W
YGR095C	YOL021C
YGR095C	YOL142W
YGR095C	YOR001W
YGR103W	YKL009W
YGR103W	YLL045C
YGR103W	YLR029C
YGR103W	YMR290C
YGR103W	YNL002C
YGR103W	YOL077C
YGR103W	YPL093W
YGR118W	YJL177W
YGR118W	YML073C
YGR132C	YGR231C
YGR132C	YJL183W
YGR132C	YPL050C
YGR134W	YJR011C
YGR134W	YNL288W
YGR134W	YNR052C
YGR145W	YHR148W
YGR145W	YJL033W
YGR145W	YKR060W
YGR145W	YLR129W
YGR145W	YLR186W
YGR145W	YLR409C
YGR145W	YMR093W
YGR145W	YNL132W
YGR145W	YNR054C
YGR145W	YPL126W
YGR156W	YJR093C
YGR156W	YKL018W
YGR156W	YKR002W
YGR156W	YLR115W
YGR156W	YLR277C
YGR156W	YLR448W
YGR156W	YOR179C
YGR158C	YHR069C
YGR158C	YHR081W
YGR158C	YNL232W
YGR158C	YOL021C
YGR158C	YOL142W
YGR158C	YOR001W
YGR165W	YHL004W
YGR165W	YIL070C
YGR165W	YIL093C
YGR165W	YJR113C
YGR165W	YMR158W
YGR165W	YMR188C
YGR165W	YNL137C
YGR165W	YNL306W
YGR165W	YPL118W
YGR192C	YKL060C
YGR214W	YLR048W
YGR218W	YLR180W
YGR220C	YJL063C
YGR220C	YKL167C
YGR220C	YKR085C
YGR220C	YLR439W
YGR220C	YMR193W
YGR231C	YJL183W
YGR231C	YLR342W
YGR231C	YPL050C
YGR238C	YHR158C
YGR244C	YOR142W
YGR252W	YHR041C
YGR252W	YHR099W
YGR252W	YMR236W
YGR252W	YPL254W
YGR261C	YJL024C
YGR261C	YPL195W
YGR262C	YKR038C
YGR275W	YLR357W
YGR275W	YML127W
YGR275W	YMR033W
YGR285C	YJL080C
YHL001W	YIL133C
YHL001W	YJL177W
YHL001W	YJL190C
YHL001W	YJR123W
YHL001W	YKL180W
YHL001W	YLL045C
YHL001W	YLR340W
YHL001W	YLR448W
YHL001W	YML073C
YHL001W	YNL069C
YHL001W	YPL090C
YHL001W	YPL198W
YHL004W	YIL093C
YHL004W	YJR113C
YHL004W	YMR158W
YHL004W	YMR188C
YHL004W	YNL137C
YHL004W	YNL306W
YHL004W	YNR037C
YHL004W	YOR204W
YHL004W	YPL118W
YHL015W	YJL190C
YHL015W	YJR123W
YHL015W	YKL180W
YHL015W	YLR340W
YHL015W	YML073C
YHL025W	YMR033W
YHL025W	YNR023W
YHL025W	YPL016W
YHL029C	YNL099C
YHL030W	YHR027C
YHL030W	YHR200W
YHL030W	YIL075C
YHL030W	YMR314W
YHR012W	YJL053W
YHR012W	YOR132W
YHR023W	YOR326W
YHR023W	YPR188C
YHR027C	YHR200W
YHR027C	YIL075C
YHR041C	YHR058C
YHR041C	YLR071C
YHR041C	YML007W
YHR041C	YMR112C
YHR041C	YOL135C
YHR041C	YOR174W
YHR041C	YPL042C
YHR058C	YLR071C
YHR058C	YML007W
YHR058C	YMR112C
YHR058C	YOL135C
YHR058C	YOR174W
YHR058C	YPL042C
YHR062C	YNL221C
YHR069C	YHR081W
YHR069C	YNL232W
YHR069C	YNR024W
YHR069C	YOL021C
YHR069C	YOL142W
YHR069C	YOR001W
YHR081W	YNL232W
YHR081W	YOL021C
YHR081W	YOL142W
YHR081W	YOR001W
YHR085W	YKL009W
YHR085W	YPL093W
YHR089C	YLR029C
YHR089C	YNL308C
YHR099W	YMR236W
YHR099W	YNL107W
YHR099W	YOR244W
YHR099W	YPL254W
YHR099W	YPR023C
YHR119W	YKL018W
YHR119W	YLR015W
YHR119W	YPL138C
YHR143W-A	YOR210W
YHR143W-A	YPR187W
YHR148W	YHR196W
YHR148W	YJL069C
YHR148W	YJR002W
YHR148W	YJR145C
YHR148W	YKR060W
YHR148W	YLR129W
YHR148W	YLR186W
YHR148W	YLR222C
YHR148W	YLR409C
YHR148W	YMR093W
YHR148W	YMR128W
YHR148W	YNL075W
YHR148W	YNL132W
YHR148W	YPL126W
YHR148W	YPR137W
YHR164C	YNL312W
YHR166C	YNL172W
YHR166C	YOR249C
YHR167W	YNL004W
YHR172W	YLR212C
YHR172W	YNL126W
YHR196W	YJR002W
YHR196W	YLR129W
YHR196W	YLR186W
YHR196W	YMR093W
YHR196W	YPL126W
YHR196W	YPR137W
YHR200W	YIL075C
YHR200W	YMR314W
YIL021W	YML010W
YIL021W	YOL005C
YIL021W	YOR151C
YIL021W	YOR210W
YIL021W	YPR187W
YIL050W	YPL031C
YIL061C	YLR275W
YIL061C	YML046W
YIL061C	YPR057W
YIL070C	YNL137C
YIL071C	YOL117W
YIL075C	YLR180W
YIL075C	YMR314W
YIL076W	YNL287W
YIL076W	YPL010W
YIL084C	YMR075W
YIL084C	YNL097C
YIL084C	YOL004W
YIL084C	YPL139C
YIL084C	YPR023C
YIL093C	YJR113C
YIL093C	YMR158W
YIL093C	YMR188C
YIL093C	YNL081C
YIL093C	YNL137C
YIL093C	YNL306W
YIL093C	YNR037C
YIL093C	YPL118W
YIL098C	YJL180C
YIL103W	YOR133W
YIL133C	YJL177W
YIL133C	YJL190C
YIL133C	YJR123W
YIL133C	YJR145C
YIL133C	YKL180W
YIL133C	YLL045C
YIL133C	YLR029C
YIL133C	YLR340W
YIL133C	YLR448W
YIL133C	YML073C
YIL133C	YMR290C
YIL133C	YNL069C
YIL133C	YNL132W
YIL133C	YNL301C
YIL133C	YOL041C
YIL133C	YOL077C
YIL133C	YOL120C
YIL133C	YOR204W
YIL133C	YPL143W
YIL133C	YPL198W
YIL142W	YOR281C
YIR008C	YKL045W
YIR010W	YJR112W
YIR010W	YPL233W
YJL011C	YKR025W
YJL011C	YNL113W
YJL011C	YOR116C
YJL011C	YPR110C
YJL011C	YPR187W
YJL024C	YPL195W
YJL033W	YMR290C
YJL063C	YKL167C
YJL063C	YKR085C
YJL063C	YLR439W
YJL063C	YMR024W
YJL063C	YMR193W
YJL063C	YOR150W
YJL066C	YMR203W
YJL069C	YLR129W
YJL069C	YLR222C
YJL069C	YLR409C
YJL069C	YMR093W
YJL080C	YJR123W
YJL098W	YLR310C
YJL115W	YNL031C
YJL115W	YPL153C
YJL124C	YKL173W
YJL124C	YLR275W
YJL124C	YLR438C-A
YJL124C	YOR308C
YJL124C	YPR178W
YJL146W	YPL154C
YJL148W	YJR063W
YJL148W	YNL113W
YJL148W	YNL248C
YJL148W	YOR210W
YJL148W	YPR110C
YJL148W	YPR187W
YJL177W	YJL190C
YJL177W	YJR123W
YJL177W	YKL180W
YJL177W	YLL045C
YJL177W	YLR029C
YJL177W	YLR150W
YJL177W	YLR340W
YJL177W	YLR448W
YJL177W	YML073C
YJL177W	YNL069C
YJL177W	YNL301C
YJL177W	YOR204W
YJL177W	YOR234C
YJL177W	YPL090C
YJL177W	YPL198W
YJL179W	YML094W
YJL179W	YNL153C
YJL183W	YJR075W
YJL183W	YPL050C
YJL190C	YJR002W
YJL190C	YJR123W
YJL190C	YJR145C
YJL190C	YKL180W
YJL190C	YLL045C
YJL190C	YLR029C
YJL190C	YLR150W
YJL190C	YLR340W
YJL190C	YLR448W
YJL190C	YML073C
YJL190C	YNL069C
YJL190C	YOR204W
YJL190C	YPL081W
YJL190C	YPL146C
YJL190C	YPL198W
YJL203W	YKL173W
YJL203W	YLR117C
YJL203W	YMR240C
YJL203W	YMR288W
YJL203W	YOR308C
YJL203W	YOR319W
YJL203W	YPR178W
YJR002W	YJR123W
YJR002W	YJR145C
YJR002W	YKR060W
YJR002W	YLR129W
YJR002W	YLR186W
YJR002W	YLR222C
YJR002W	YLR409C
YJR002W	YMR093W
YJR002W	YMR128W
YJR002W	YNL075W
YJR002W	YNL132W
YJR002W	YOL010W
YJR002W	YPL012W
YJR002W	YPL126W
YJR002W	YPR137W
YJR005W	YOL062C
YJR007W	YLR291C
YJR041C	YKL014C
YJR041C	YOL144W
YJR063W	YNL113W
YJR063W	YNL248C
YJR063W	YOR210W
YJR063W	YPR110C
YJR063W	YPR187W
YJR075W	YPL050C
YJR076C	YJR092W
YJR076C	YLR314C
YJR093C	YKL018W
YJR093C	YKR002W
YJR093C	YLR115W
YJR093C	YLR277C
YJR109C	YOR303W
YJR112W	YPL233W
YJR113C	YMR158W
YJR113C	YMR188C
YJR113C	YNL081C
YJR113C	YNL137C
YJR113C	YNL306W
YJR113C	YNR037C
YJR113C	YPL118W
YJR123W	YJR145C
YJR123W	YKL180W
YJR123W	YLL045C
YJR123W	YLR029C
YJR123W	YLR340W
YJR123W	YLR448W
YJR123W	YML073C
YJR123W	YMR093W
YJR123W	YNL069C
YJR123W	YNL132W
YJR123W	YNL301C
YJR123W	YOR204W
YJR123W	YPL090C
YJR145C	YLL045C
YJR145C	YLR029C
YJR145C	YLR150W
YJR145C	YLR186W
YJR145C	YLR367W
YJR145C	YML073C
YJR145C	YMR093W
YJR145C	YMR128W
YJR145C	YMR290C
YJR145C	YNL069C
YJR145C	YNL132W
YJR145C	YNL308C
YJR145C	YOL120C
YJR145C	YOR204W
YJR145C	YPL012W
YJR145C	YPL081W
YJR145C	YPL090C
YJR145C	YPL198W
YKL003C	YPL118W
YKL009W	YLL045C
YKL009W	YMR290C
YKL009W	YNL002C
YKL009W	YOL077C
YKL009W	YPL093W
YKL009W	YPL198W
YKL014C	YMR290C
YKL014C	YOL144W
YKL018W	YKR002W
YKL018W	YLR015W
YKL018W	YLR115W
YKL018W	YLR277C
YKL018W	YLR448W
YKL018W	YOR179C
YKL018W	YPL138C
YKL058W	YOR194C
YKL060C	YOL086C
YKL060C	YOR133W
YKL078W	YNL186W
YKL080W	YOR332W
YKL081W	YLR249W
YKL088W	YOR039W
YKL088W	YOR061W
YKL104C	YLR180W
YKL104C	YOR151C
YKL135C	YLR170C
YKL135C	YPL259C
YKL167C	YKR085C
YKL167C	YLR439W
YKL167C	YMR024W
YKL167C	YMR193W
YKL173W	YLL036C
YKL173W	YLR117C
YKL173W	YLR275W
YKL173W	YML046W
YKL173W	YMR213W
YKL173W	YMR240C
YKL173W	YMR288W
YKL173W	YOR308C
YKL173W	YPR101W
YKL173W	YPR178W
YKL180W	YLL045C
YKL180W	YLR029C
YKL180W	YLR340W
YKL180W	YLR448W
YKL180W	YML073C
YKL180W	YNL069C
YKL180W	YNL132W
YKL180W	YNL301C
YKL180W	YPL143W
YKL180W	YPL198W
YKR002W	YLR115W
YKR002W	YLR277C
YKR025W	YNL113W
YKR025W	YOR116C
YKR025W	YOR210W
YKR025W	YPR110C
YKR025W	YPR187W
YKR027W	YLR330W
YKR027W	YMR237W
YKR060W	YLR129W
YKR060W	YLR186W
YKR060W	YLR409C
YKR060W	YMR093W
YKR060W	YMR128W
YKR060W	YNL132W
YKR060W	YPL126W
YKR068C	YOR115C
YKR085C	YLR439W
YKR085C	YMR024W
YKR085C	YMR193W
YKR085C	YOR150W
YLL004W	YPR162C
YLL034C	YLR449W
YLL034C	YMR290C
YLL034C	YNL002C
YLL034C	YOL077C
YLL034C	YPL093W
YLL036C	YLR117C
YLL036C	YMR213W
YLL036C	YMR240C
YLL036C	YMR288W
YLL036C	YPR101W
YLL045C	YLR029C
YLL045C	YLR196W
YLL045C	YLR448W
YLL045C	YML073C
YLL045C	YMR290C
YLL045C	YNL002C
YLL045C	YNL069C
YLL045C	YNL112W
YLL045C	YNL132W
YLL045C	YNL301C
YLL045C	YOL041C
YLL045C	YOL077C
YLL045C	YOL120C
YLL045C	YPL012W
YLL045C	YPL090C
YLL045C	YPL093W
YLL045C	YPL198W
YLR015W	YPL138C
YLR029C	YLR196W
YLR029C	YLR340W
YLR029C	YLR448W
YLR029C	YML073C
YLR029C	YMR290C
YLR029C	YNL002C
YLR029C	YNL069C
YLR029C	YNL132W
YLR029C	YNL301C
YLR029C	YOL041C
YLR029C	YOL077C
YLR029C	YOL120C
YLR029C	YOR204W
YLR029C	YPL090C
YLR029C	YPL093W
YLR029C	YPL198W
YLR071C	YML007W
YLR071C	YMR112C
YLR071C	YOL135C
YLR071C	YOR174W
YLR071C	YPL042C
YLR115W	YLR277C
YLR117C	YMR213W
YLR117C	YMR240C
YLR117C	YMR288W
YLR117C	YPR101W
YLR129W	YLR186W
YLR129W	YLR222C
YLR129W	YLR409C
YLR129W	YMR093W
YLR129W	YMR128W
YLR129W	YNL132W
YLR129W	YPL012W
YLR129W	YPL126W
YLR129W	YPR112C
YLR129W	YPR137W
YLR150W	YLR448W
YLR150W	YML073C
YLR150W	YNL069C
YLR150W	YNL112W
YLR150W	YPL198W
YLR170C	YPL259C
YLR180W	YMR012W
YLR180W	YOR151C
YLR186W	YLR222C
YLR186W	YLR409C
YLR186W	YMR093W
YLR186W	YMR128W
YLR186W	YNL132W
YLR186W	YPL012W
YLR186W	YPL126W
YLR186W	YPR137W
YLR196W	YOL041C
YLR196W	YOL077C
YLR212C	YNL126W
YLR222C	YLR409C
YLR222C	YMR093W
YLR222C	YMR128W
YLR222C	YNL075W
YLR222C	YNL132W
YLR222C	YPL126W
YLR222C	YPR137W
YLR226W	YPR161C
YLR240W	YLR360W
YLR249W	YOL086C
YLR249W	YOR133W
YLR275W	YML046W
YLR275W	YMR240C
YLR275W	YMR288W
YLR275W	YOR308C
YLR275W	YPR057W
YLR275W	YPR178W
YLR277C	YLR448W
YLR330W	YMR237W
YLR340W	YLR448W
YLR340W	YML073C
YLR340W	YNL069C
YLR340W	YNL132W
YLR340W	YNL301C
YLR340W	YPL090C
YLR347C	YMR308C
YLR347C	YPL020C
YLR357W	YML127W
YLR357W	YMR033W
YLR367W	YNL207W
YLR367W	YOR056C
YLR384C	YPL086C
YLR384C	YPL101W
YLR385C	YNL107W
YLR409C	YMR093W
YLR409C	YNL132W
YLR409C	YPL126W
YLR409C	YPR137W
YLR418C	YOL145C
YLR418C	YOR039W
YLR418C	YOR061W
YLR418C	YOR123C
YLR430W	YPL190C
YLR439W	YMR024W
YLR439W	YMR193W
YLR439W	YOR150W
YLR447C	YOR270C
YLR448W	YML073C
YLR448W	YMR290C
YLR448W	YNL069C
YLR448W	YNL132W
YLR448W	YNL301C
YLR448W	YOL041C
YLR448W	YPL090C
YLR448W	YPL198W
YLR449W	YMR290C
YLR449W	YOL077C
YLR449W	YPL093W
YLR449W	YPL146C
YLR449W	YPL198W
YML007W	YMR112C
YML007W	YOL135C
YML007W	YOR174W
YML007W	YOR244W
YML007W	YPL042C
YML009C	YMR193W
YML010W	YOL005C
YML010W	YOR151C
YML010W	YPR187W
YML015C	YML098W
YML015C	YMR236W
YML015C	YPL011C
YML032C	YNL312W
YML046W	YMR240C
YML046W	YMR288W
YML046W	YPR178W
YML069W	YNL030W
YML069W	YOL054W
YML069W	YOL145C
YML069W	YOR039W
YML069W	YOR061W
YML069W	YOR123C
YML073C	YMR290C
YML073C	YNL002C
YML073C	YNL069C
YML073C	YNL112W
YML073C	YNL301C
YML073C	YOL041C
YML073C	YOL120C
YML073C	YOR204W
YML073C	YOR234C
YML073C	YPL090C
YML073C	YPL093W
YML073C	YPL143W
YML073C	YPL198W
YML094W	YNL153C
YML098W	YMR236W
YML117W	YPL190C
YML124C	YMR012W
YML127W	YMR033W
YMR012W	YOR151C
YMR024W	YMR193W
YMR024W	YOR150W
YMR033W	YNR023W
YMR033W	YPL016W
YMR075W	YNL097C
YMR075W	YOL004W
YMR075W	YPL139C
YMR075W	YPR023C
YMR083W	YOL086C
YMR093W	YMR128W
YMR093W	YNL075W
YMR093W	YNL132W
YMR093W	YPL012W
YMR093W	YPL126W
YMR093W	YPR137W
YMR112C	YOL135C
YMR112C	YOR174W
YMR112C	YPL042C
YMR128W	YNL075W
YMR128W	YNL132W
YMR128W	YOL010W
YMR128W	YPL012W
YMR128W	YPL126W
YMR128W	YPR137W
YMR158W	YMR188C
YMR158W	YNL137C
YMR158W	YNL306W
YMR158W	YPL118W
YMR172W	YOR039W
YMR172W	YOR061W
YMR188C	YNL137C
YMR188C	YNL306W
YMR188C	YNR037C
YMR188C	YPL118W
YMR213W	YMR288W
YMR213W	YPR101W
YMR236W	YPL011C
YMR236W	YPL254W
YMR240C	YMR288W
YMR240C	YOR308C
YMR240C	YOR319W
YMR240C	YPR178W
YMR268C	YPR178W
YMR288W	YOR319W
YMR288W	YPR101W
YMR288W	YPR178W
YMR290C	YNL002C
YMR290C	YNL069C
YMR290C	YNL132W
YMR290C	YNL308C
YMR290C	YOL041C
YMR290C	YOL077C
YMR290C	YOL120C
YMR290C	YPL012W
YMR290C	YPL093W
YMR290C	YPL198W
YMR303C	YOL086C
YMR308C	YPL020C
YMR314W	YOR362C
YMR314W	YPR103W
YNL002C	YOL041C
YNL002C	YOL077C
YNL002C	YPL093W
YNL023C	YNL135C
YNL030W	YOL054W
YNL031C	YOL054W
YNL059C	YOR141C
YNL059C	YPL235W
YNL069C	YNL301C
YNL069C	YOL120C
YNL069C	YOR204W
YNL069C	YPL090C
YNL069C	YPL143W
YNL069C	YPL198W
YNL075W	YPL126W
YNL075W	YPR137W
YNL097C	YOL004W
YNL097C	YPL139C
YNL097C	YPR023C
YNL107W	YNL136W
YNL107W	YOR244W
YNL107W	YPL235W
YNL107W	YPR023C
YNL113W	YNL248C
YNL113W	YOR116C
YNL113W	YOR210W
YNL113W	YPR110C
YNL113W	YPR187W
YNL132W	YPL012W
YNL132W	YPL081W
YNL132W	YPL090C
YNL132W	YPL126W
YNL132W	YPL198W
YNL132W	YPR137W
YNL136W	YOR244W
YNL136W	YPR023C
YNL137C	YNL306W
YNL137C	YPL118W
YNL172W	YOR249C
YNL207W	YOR056C
YNL207W	YPL204W
YNL232W	YNR024W
YNL232W	YOL021C
YNL232W	YOL142W
YNL232W	YOR001W
YNL244C	YOR361C
YNL248C	YOR210W
YNL248C	YPR110C
YNL248C	YPR187W
YNL287W	YPL010W
YNL288W	YNR052C
YNL301C	YOL120C
YNL301C	YOR204W
YNL301C	YPL090C
YNL306W	YNR037C
YNL306W	YOR204W
YNL306W	YPL118W
YNL308C	YPL012W
YNR023W	YPL016W
YNR024W	YOL021C
YNR024W	YOL142W
YNR024W	YOR001W
YNR037C	YPL118W
YOL004W	YPL139C
YOL004W	YPR023C
YOL005C	YOR151C
YOL005C	YOR210W
YOL005C	YPR187W
YOL021C	YOL142W
YOL021C	YOR001W
YOL041C	YOL077C
YOL041C	YPL012W
YOL041C	YPL198W
YOL077C	YPL012W
YOL077C	YPL093W
YOL077C	YPL198W
YOL086C	YOR133W
YOL115W	YPL190C
YOL120C	YPL143W
YOL120C	YPL198W
YOL135C	YOR174W
YOL135C	YPL042C
YOL142W	YOR001W
YOL145C	YOR039W
YOL145C	YOR061W
YOL145C	YOR123C
YOR035C	YOR326W
YOR039W	YOR061W
YOR061W	YOR123C
YOR110W	YPL007C
YOR116C	YOR210W
YOR116C	YPR110C
YOR116C	YPR187W
YOR124C	YOR138C
YOR133W	YOR151C
YOR141C	YPL235W
YOR151C	YOR210W
YOR151C	YPR093C
YOR151C	YPR187W
YOR174W	YPL042C
YOR204W	YOR361C
YOR204W	YPL081W
YOR204W	YPL090C
YOR204W	YPL118W
YOR210W	YPR110C
YOR210W	YPR187W
YOR244W	YPR023C
YOR254C	YPL094C
YOR308C	YPR178W
YOR332W	YPR036W
YOR362C	YPR103W
YPL003W	YPR066W
YPL011C	YPL254W
YPL012W	YPL126W
YPL031C	YPL219W
YPL086C	YPL101W
YPL090C	YPL198W
YPL093W	YPL198W
YPL126W	YPR137W
YPL139C	YPR023C
YPR110C	YPR187W
