YAL007C	YGL200C
YGL094C	YKL025C
YGL097W	YLR293C
YGL105W	YGL245W
YGL105W	YGR264C
YGL111W	YGR103W
YGL111W	YHR052W
YGL111W	YKL009W
YGL111W	YKL172W
YGL111W	YLL008W
YGL111W	YLR002C
YGL111W	YLR276C
YGL111W	YMR049C
YGL111W	YNL110C
YGL111W	YOL127W
YGL111W	YOR063W
YGL111W	YOR206W
YGL111W	YOR272W
YGL111W	YPL093W
YGL111W	YPL131W
YGL111W	YPL211W
YGL112C	YHR041C
YGL112C	YML007W
YGL112C	YML098W
YGL112C	YMR005W
YGL112C	YMR227C
YGL112C	YMR236W
YGL112C	YNL236W
YGL112C	YPL011C
YGL112C	YPL254W
YGL115W	YGL208W
YGL120C	YGL128C
YGL120C	YHR165C
YGL120C	YLL036C
YGL120C	YLR197W
YGL120C	YLR424W
YGL120C	YNL132W
YGL120C	YOR063W
YGL120C	YOR096W
YGL120C	YOR310C
YGL120C	YPL131W
YGL120C	YPR101W
YGL123W	YJL177W
YGL123W	YJR123W
YGL123W	YKL180W
YGL123W	YLR441C
YGL123W	YNL178W
YGL123W	YOL040C
YGL123W	YOR063W
YGL128C	YHR165C
YGL128C	YKR022C
YGL128C	YLL036C
YGL128C	YLR275W
YGL128C	YLR424W
YGL128C	YML049C
YGL128C	YMR213W
YGL128C	YPR101W
YGL133W	YIL126W
YGL133W	YKR001C
YGL133W	YOR304W
YGL133W	YPL082C
YGL151W	YHR041C
YGL151W	YML007W
YGL151W	YNL025C
YGL151W	YNL236W
YGL151W	YOR174W
YGL151W	YPR168W
YGL194C	YIL112W
YGL194C	YKR029C
YGL195W	YIL094C
YGL195W	YKL104C
YGL195W	YOR136W
YGL200C	YOR016C
YGL213C	YLR398C
YGL244W	YIL035C
YGL244W	YLR418C
YGL244W	YML069W
YGL244W	YOL145C
YGL244W	YOR061W
YGL245W	YGR264C
YGR005C	YGR186W
YGR005C	YIL021W
YGR005C	YJL140W
YGR005C	YML010W
YGR005C	YOR210W
YGR005C	YOR224C
YGR005C	YPL129W
YGR005C	YPR187W
YGR047C	YOR110W
YGR054W	YNL207W
YGR054W	YOR063W
YGR075C	YHR165C
YGR081C	YMR308C
YGR081C	YPL012W
YGR084C	YIL093C
YGR084C	YJR101W
YGR084C	YKL003C
YGR084C	YMR188C
YGR084C	YNL306W
YGR084C	YNR037C
YGR084C	YPL013C
YGR086C	YKL142W
YGR086C	YPL004C
YGR090W	YGR128C
YGR090W	YHR148W
YGR090W	YIL035C
YGR090W	YJR002W
YGR090W	YLR129W
YGR090W	YLR197W
YGR090W	YLR223C
YGR090W	YMR229C
YGR090W	YNL132W
YGR090W	YOR061W
YGR090W	YOR063W
YGR090W	YOR096W
YGR090W	YPL012W
YGR090W	YPL126W
YGR090W	YPL217C
YGR090W	YPR144C
YGR103W	YHR052W
YGR103W	YKL009W
YGR103W	YLL008W
YGR103W	YLL045C
YGR103W	YLR002C
YGR103W	YLR029C
YGR103W	YLR106C
YGR103W	YMR049C
YGR103W	YNL110C
YGR103W	YNR053C
YGR103W	YOL127W
YGR103W	YOR063W
YGR103W	YOR206W
YGR103W	YOR272W
YGR103W	YPL093W
YGR103W	YPL131W
YGR103W	YPL211W
YGR118W	YJL177W
YGR118W	YLR441C
YGR118W	YMR194W
YGR118W	YOL040C
YGR118W	YOL127W
YGR120C	YML071C
YGR128C	YHR148W
YGR128C	YHR196W
YGR128C	YJR002W
YGR128C	YLR129W
YGR128C	YLR197W
YGR128C	YNL132W
YGR128C	YPL012W
YGR128C	YPL126W
YGR128C	YPL217C
YGR128C	YPR144C
YGR135W	YMR314W
YGR135W	YPR103W
YGR156W	YKL018W
YGR156W	YKR002W
YGR156W	YLR115W
YGR156W	YLR277C
YGR156W	YLR448W
YGR156W	YMR061W
YGR156W	YPR107C
YGR162W	YMR125W
YGR162W	YOL139C
YGR178C	YHR121W
YGR180C	YOR230W
YGR186W	YIL021W
YGR186W	YJL140W
YGR186W	YML010W
YGR186W	YOR210W
YGR186W	YOR224C
YGR186W	YPL129W
YGR186W	YPR187W
YGR195W	YNL189W
YGR195W	YOL142W
YGR195W	YOR001W
YGR195W	YOR076C
YGR218W	YJR077C
YGR218W	YKL145W
YGR220C	YJL063C
YGR220C	YKR006C
YGR220C	YML025C
YGR220C	YNL005C
YGR220C	YNL252C
YGR231C	YJL183W
YGR231C	YLR342W
YGR232W	YHL030W
YGR232W	YHR027C
YGR232W	YIL075C
YGR232W	YKL145W
YGR232W	YLR421C
YGR233C	YOL001W
YGR234W	YNL085W
YGR250C	YIR001C
YGR261C	YJL024C
YGR261C	YPL195W
YGR278W	YHR165C
YGR278W	YLL036C
YGR278W	YML049C
YGR278W	YMR213W
YHL002W	YNR006W
YHL015W	YJR123W
YHL015W	YKL180W
YHL015W	YLR340W
YHL015W	YMR230W
YHL015W	YNL178W
YHL015W	YOL040C
YHL015W	YOR096W
YHL030W	YHR027C
YHL030W	YIL075C
YHL030W	YKL145W
YHL030W	YLR421C
YHL030W	YMR314W
YHR012W	YJL154C
YHR012W	YOR132W
YHR027C	YIL075C
YHR027C	YKL145W
YHR027C	YLR421C
YHR041C	YML007W
YHR041C	YNL236W
YHR041C	YOR174W
YHR041C	YPR168W
YHR052W	YKL009W
YHR052W	YKL172W
YHR052W	YLL008W
YHR052W	YLL045C
YHR052W	YLR002C
YHR052W	YLR106C
YHR052W	YLR276C
YHR052W	YLR449W
YHR052W	YMR049C
YHR052W	YMR229C
YHR052W	YNL110C
YHR052W	YOL041C
YHR052W	YOL127W
YHR052W	YOR063W
YHR052W	YOR206W
YHR052W	YOR272W
YHR052W	YPL012W
YHR052W	YPL093W
YHR052W	YPL131W
YHR052W	YPL211W
YHR064C	YLR249W
YHR064C	YNL209W
YHR085W	YKL009W
YHR085W	YLR106C
YHR085W	YNR053C
YHR085W	YPL093W
YHR090C	YNL107W
YHR090C	YNL136W
YHR090C	YPR023C
YHR122W	YNL240C
YHR143W-A	YOR210W
YHR143W-A	YOR224C
YHR143W-A	YOR340C
YHR143W-A	YPR187W
YHR148W	YHR196W
YHR148W	YJR002W
YHR148W	YLR129W
YHR148W	YLR197W
YHR148W	YNL132W
YHR148W	YOR096W
YHR148W	YPL126W
YHR148W	YPL217C
YHR148W	YPR144C
YHR165C	YIL061C
YHR165C	YKR022C
YHR165C	YLL036C
YHR165C	YLR275W
YHR165C	YLR424W
YHR165C	YML046W
YHR165C	YML049C
YHR165C	YMR125W
YHR165C	YMR213W
YHR165C	YMR240C
YHR165C	YNL147W
YHR165C	YOR159C
YHR165C	YPL213W
YHR165C	YPR101W
YHR172W	YNL126W
YHR187W	YLR384C
YHR187W	YPL101W
YHR196W	YJR002W
YHR196W	YLR129W
YHR196W	YLR197W
YHR196W	YPL126W
YHR196W	YPL217C
YHR196W	YPR144C
YHR216W	YLR432W
YHR216W	YML056C
YHR216W	YOR250C
YIL021W	YJL140W
YIL021W	YML010W
YIL021W	YOR210W
YIL021W	YOR224C
YIL021W	YPL129W
YIL021W	YPR187W
YIL022W	YJR045C
YIL033C	YPL203W
YIL035C	YIL084C
YIL035C	YLR418C
YIL035C	YML069W
YIL035C	YOL145C
YIL035C	YOR061W
YIL061C	YKL012W
YIL061C	YLR275W
YIL061C	YML046W
YIL061C	YML049C
YIL061C	YMR125W
YIL061C	YPL178W
YIL075C	YKL145W
YIL075C	YLR421C
YIL075C	YMR314W
YIL084C	YMR075W
YIL084C	YNL097C
YIL084C	YNL330C
YIL084C	YOL004W
YIL084C	YPL139C
YIL084C	YPL181W
YIL084C	YPR023C
YIL093C	YJR101W
YIL093C	YMR188C
YIL093C	YNL306W
YIL093C	YNR037C
YIL093C	YPL013C
YIL094C	YOR136W
YIL103W	YOR133W
YIL109C	YPR181C
YIL112W	YKR029C
YIL126W	YKR001C
YIL126W	YLR321C
YIL126W	YLR357W
YIL126W	YMR033W
YIL126W	YMR091C
YIL126W	YOR304W
YIL126W	YPL082C
YIL126W	YPR034W
YIL144W	YMR117C
YIL144W	YOL069W
YIL161W	YNL023C
YIR008C	YKL045W
YIR008C	YNL102W
YIR010W	YPL233W
YJL024C	YPL195W
YJL047C	YOL063C
YJL063C	YKR006C
YJL063C	YML025C
YJL063C	YMR024W
YJL063C	YNL005C
YJL063C	YNL252C
YJL098W	YLR310C
YJL140W	YML010W
YJL140W	YOR210W
YJL140W	YOR224C
YJL140W	YPL129W
YJL140W	YPR187W
YJL154C	YOR132W
YJL155C	YLR345W
YJL177W	YJR123W
YJL177W	YKL180W
YJL177W	YLL045C
YJL177W	YLR029C
YJL177W	YLR075W
YJL177W	YLR150W
YJL177W	YLR340W
YJL177W	YLR441C
YJL177W	YLR448W
YJL177W	YMR194W
YJL177W	YNL069C
YJL177W	YNL178W
YJL177W	YNL301C
YJL177W	YOL040C
YJL177W	YOL127W
YJL177W	YOR063W
YJL177W	YOR096W
YJL177W	YPL090C
YJL177W	YPL198W
YJL183W	YJR075W
YJR002W	YJR123W
YJR002W	YLR129W
YJR002W	YLR197W
YJR002W	YNL132W
YJR002W	YOR096W
YJR002W	YOR310C
YJR002W	YPL012W
YJR002W	YPL126W
YJR002W	YPL217C
YJR002W	YPR144C
YJR007W	YKR026C
YJR007W	YMR146C
YJR007W	YOR260W
YJR007W	YPL237W
YJR022W	YLR275W
YJR022W	YNL147W
YJR041C	YKL014C
YJR041C	YOL144W
YJR050W	YLL036C
YJR050W	YMR213W
YJR050W	YPR101W
YJR063W	YNL248C
YJR063W	YOR210W
YJR063W	YOR224C
YJR063W	YOR340C
YJR063W	YOR341W
YJR063W	YPR110C
YJR063W	YPR187W
YJR077C	YLR342W
YJR101W	YMR188C
YJR101W	YNL306W
YJR101W	YNR037C
YJR101W	YPL013C
YJR109C	YOR303W
YJR123W	YKL180W
YJR123W	YLL045C
YJR123W	YLR029C
YJR123W	YLR075W
YJR123W	YLR197W
YJR123W	YLR340W
YJR123W	YLR441C
YJR123W	YLR448W
YJR123W	YMR194W
YJR123W	YMR230W
YJR123W	YNL069C
YJR123W	YNL132W
YJR123W	YNL178W
YJR123W	YNL301C
YJR123W	YOL040C
YJR123W	YOL127W
YJR123W	YOR063W
YJR123W	YOR096W
YJR123W	YPL090C
YJR123W	YPL131W
YJR135C	YLR315W
YJR135C	YLR381W
YJR135C	YPL018W
YJR140C	YOR038C
YKL003C	YPL013C
YKL009W	YLL008W
YKL009W	YLL045C
YKL009W	YLR002C
YKL009W	YMR049C
YKL009W	YNL110C
YKL009W	YNR053C
YKL009W	YOR063W
YKL009W	YOR206W
YKL009W	YOR272W
YKL009W	YPL093W
YKL009W	YPL131W
YKL009W	YPL198W
YKL009W	YPL211W
YKL012W	YLR275W
YKL012W	YML046W
YKL012W	YML049C
YKL012W	YMR125W
YKL012W	YOR159C
YKL013C	YLR370C
YKL013C	YNR035C
YKL014C	YOL144W
YKL018W	YKR002W
YKL018W	YLR015W
YKL018W	YLR115W
YKL018W	YLR277C
YKL018W	YLR448W
YKL018W	YMR061W
YKL018W	YPR107C
YKL023W	YLR398C
YKL045W	YNL102W
YKL057C	YLR208W
YKL080W	YOR332W
YKL122C	YPR088C
YKL142W	YPL004C
YKL144C	YKR025W
YKL144C	YNR003C
YKL144C	YOR116C
YKL144C	YOR207C
YKL144C	YOR224C
YKL144C	YPR110C
YKL144C	YPR187W
YKL144C	YPR190C
YKL145W	YLR421C
YKL145W	YMR314W
YKL172W	YLL008W
YKL172W	YLL045C
YKL172W	YLR002C
YKL172W	YLR029C
YKL172W	YLR276C
YKL172W	YMR049C
YKL172W	YOL127W
YKL172W	YOR063W
YKL172W	YOR206W
YKL172W	YOR272W
YKL172W	YPL093W
YKL172W	YPL131W
YKL172W	YPL211W
YKL180W	YLL045C
YKL180W	YLR029C
YKL180W	YLR075W
YKL180W	YLR340W
YKL180W	YLR441C
YKL180W	YLR448W
YKL180W	YMR194W
YKL180W	YNL069C
YKL180W	YNL132W
YKL180W	YNL178W
YKL180W	YNL301C
YKL180W	YOL040C
YKL180W	YOL127W
YKL180W	YOR063W
YKL180W	YOR096W
YKL180W	YPL198W
YKL204W	YOL139C
YKL214C	YMR125W
YKL214C	YPL178W
YKR001C	YLR357W
YKR001C	YMR033W
YKR001C	YMR091C
YKR001C	YOR304W
YKR001C	YPL082C
YKR002W	YLR115W
YKR002W	YLR277C
YKR002W	YMR061W
YKR002W	YPR107C
YKR006C	YML025C
YKR006C	YMR024W
YKR006C	YNL005C
YKR006C	YNL252C
YKR022C	YLR424W
YKR025W	YNR003C
YKR025W	YOR116C
YKR025W	YOR207C
YKR025W	YOR210W
YKR025W	YOR224C
YKR025W	YPR110C
YKR025W	YPR187W
YKR025W	YPR190C
YKR026C	YOR260W
YKR026C	YPL237W
YLL004W	YNL261W
YLL004W	YPR162C
YLL008W	YLL045C
YLL008W	YLR002C
YLL008W	YLR106C
YLL008W	YLR276C
YLL008W	YMR049C
YLL008W	YMR229C
YLL008W	YNL110C
YLL008W	YOL127W
YLL008W	YOR063W
YLL008W	YOR206W
YLL008W	YOR272W
YLL008W	YPL093W
YLL008W	YPL131W
YLL008W	YPL198W
YLL008W	YPL211W
YLL036C	YLR424W
YLL036C	YML049C
YLL036C	YMR213W
YLL036C	YMR240C
YLL036C	YPL213W
YLL036C	YPR101W
YLL045C	YLR002C
YLL045C	YLR029C
YLL045C	YLR075W
YLL045C	YLR432W
YLL045C	YLR441C
YLL045C	YLR448W
YLL045C	YMR194W
YLL045C	YNL069C
YLL045C	YNL132W
YLL045C	YNL178W
YLL045C	YNL301C
YLL045C	YOL041C
YLL045C	YOL120C
YLL045C	YOL127W
YLL045C	YOR063W
YLL045C	YOR096W
YLL045C	YOR206W
YLL045C	YOR272W
YLL045C	YPL012W
YLL045C	YPL090C
YLL045C	YPL093W
YLL045C	YPL131W
YLL045C	YPL198W
YLL045C	YPL211W
YLR002C	YLR029C
YLR002C	YLR449W
YLR002C	YMR049C
YLR002C	YNL110C
YLR002C	YOL041C
YLR002C	YOL127W
YLR002C	YOR063W
YLR002C	YOR206W
YLR002C	YOR272W
YLR002C	YPL093W
YLR002C	YPL131W
YLR002C	YPL198W
YLR002C	YPL211W
YLR029C	YLR075W
YLR029C	YLR340W
YLR029C	YLR432W
YLR029C	YLR448W
YLR029C	YMR194W
YLR029C	YMR229C
YLR029C	YNL069C
YLR029C	YNL132W
YLR029C	YNL178W
YLR029C	YNL301C
YLR029C	YOL040C
YLR029C	YOL041C
YLR029C	YOL120C
YLR029C	YOL127W
YLR029C	YOR063W
YLR029C	YOR096W
YLR029C	YOR206W
YLR029C	YPL090C
YLR029C	YPL093W
YLR029C	YPL131W
YLR029C	YPL198W
YLR052W	YNL215W
YLR052W	YPL129W
YLR052W	YPL235W
YLR074C	YLR325C
YLR074C	YNR053C
YLR074C	YOL127W
YLR074C	YPL093W
YLR075W	YLR150W
YLR075W	YLR340W
YLR075W	YLR441C
YLR075W	YLR448W
YLR075W	YMR194W
YLR075W	YNL069C
YLR075W	YNL132W
YLR075W	YNL178W
YLR075W	YNL301C
YLR075W	YOL127W
YLR075W	YOR063W
YLR075W	YOR096W
YLR075W	YPL090C
YLR075W	YPL198W
YLR085C	YNL107W
YLR085C	YPL235W
YLR106C	YMR012W
YLR106C	YNR053C
YLR106C	YPL093W
YLR115W	YLR277C
YLR115W	YMR061W
YLR115W	YPR107C
YLR127C	YNL172W
YLR129W	YLR197W
YLR129W	YNL132W
YLR129W	YPL012W
YLR129W	YPL126W
YLR129W	YPL217C
YLR129W	YPR112C
YLR129W	YPR144C
YLR150W	YLR448W
YLR150W	YNL069C
YLR150W	YOL127W
YLR150W	YOR063W
YLR150W	YOR096W
YLR150W	YPL198W
YLR192C	YMR146C
YLR197W	YLR448W
YLR197W	YMR229C
YLR197W	YNL132W
YLR197W	YOR096W
YLR197W	YOR310C
YLR197W	YPL012W
YLR197W	YPL126W
YLR197W	YPL217C
YLR197W	YPR144C
YLR208W	YPL085W
YLR208W	YPR181C
YLR221C	YOL144W
YLR249W	YOR133W
YLR249W	YPL131W
YLR259C	YNL055C
YLR259C	YNL085W
YLR268W	YOR075W
YLR275W	YML046W
YLR275W	YML049C
YLR275W	YMR125W
YLR275W	YMR240C
YLR275W	YNL147W
YLR275W	YOR159C
YLR275W	YPL178W
YLR275W	YPL213W
YLR276C	YMR049C
YLR276C	YOL127W
YLR276C	YOR063W
YLR276C	YOR206W
YLR276C	YPL012W
YLR276C	YPL093W
YLR276C	YPL211W
YLR277C	YLR448W
YLR277C	YMR061W
YLR277C	YPR107C
YLR292C	YOR254C
YLR321C	YLR357W
YLR321C	YMR033W
YLR321C	YMR091C
YLR321C	YPR034W
YLR325C	YNR053C
YLR325C	YOL127W
YLR325C	YOR063W
YLR325C	YPL093W
YLR335W	YNL189W
YLR340W	YLR441C
YLR340W	YLR448W
YLR340W	YMR194W
YLR340W	YNL069C
YLR340W	YNL132W
YLR340W	YNL178W
YLR340W	YNL301C
YLR340W	YOL127W
YLR340W	YPL090C
YLR344W	YMR194W
YLR357W	YMR033W
YLR357W	YMR091C
YLR357W	YPL082C
YLR357W	YPR034W
YLR360W	YPL120W
YLR367W	YML026C
YLR367W	YMR194W
YLR367W	YNL207W
YLR367W	YOL139C
YLR367W	YOR096W
YLR370C	YNR035C
YLR381W	YPL018W
YLR384C	YPL101W
YLR385C	YLR399C
YLR385C	YNL107W
YLR399C	YNL107W
YLR399C	YPL235W
YLR418C	YOL145C
YLR418C	YOR061W
YLR424W	YML049C
YLR424W	YMR125W
YLR424W	YPL213W
YLR424W	YPR101W
YLR430W	YNL251C
YLR432W	YML056C
YLR432W	YNL178W
YLR432W	YPL131W
YLR432W	YPL198W
YLR436C	YMR304W
YLR440C	YOR075W
YLR441C	YLR448W
YLR441C	YMR194W
YLR441C	YNL069C
YLR441C	YNL178W
YLR441C	YNL301C
YLR441C	YOL040C
YLR441C	YOL127W
YLR441C	YOR063W
YLR441C	YOR096W
YLR441C	YPL090C
YLR441C	YPL198W
YLR448W	YMR061W
YLR448W	YMR194W
YLR448W	YNL069C
YLR448W	YNL132W
YLR448W	YNL178W
YLR448W	YNL301C
YLR448W	YOL040C
YLR448W	YOL041C
YLR448W	YOL127W
YLR448W	YOR063W
YLR448W	YOR096W
YLR448W	YPL090C
YLR448W	YPL131W
YLR448W	YPL198W
YLR449W	YMR049C
YLR449W	YOL127W
YLR449W	YOR063W
YLR449W	YOR206W
YLR449W	YPL093W
YLR449W	YPL131W
YLR449W	YPL198W
YLR449W	YPL211W
YLR449W	YPR169W
YML007W	YNL236W
YML007W	YOR174W
YML007W	YPR168W
YML010W	YOR224C
YML010W	YPR187W
YML025C	YMR024W
YML025C	YNL005C
YML025C	YNL252C
YML026C	YOR096W
YML046W	YML049C
YML046W	YMR125W
YML046W	YMR240C
YML046W	YPL213W
YML049C	YMR125W
YML049C	YMR213W
YML049C	YMR240C
YML049C	YOR159C
YML049C	YOR319W
YML049C	YPL213W
YML049C	YPR101W
YML056C	YOL139C
YML056C	YOR063W
YML056C	YPL198W
YML069W	YNL030W
YML069W	YOL054W
YML069W	YOL145C
YML069W	YOR061W
YML095C	YPL022W
YML098W	YMR005W
YML098W	YMR236W
YML124C	YMR012W
YMR005W	YMR227C
YMR005W	YMR236W
YMR005W	YPL011C
YMR024W	YNL005C
YMR024W	YNL252C
YMR024W	YNL284C
YMR033W	YMR091C
YMR033W	YOR290C
YMR033W	YPL129W
YMR033W	YPR034W
YMR049C	YMR229C
YMR049C	YNL110C
YMR049C	YOL127W
YMR049C	YOR063W
YMR049C	YOR206W
YMR049C	YOR272W
YMR049C	YPL093W
YMR049C	YPL211W
YMR061W	YOR250C
YMR075W	YNL097C
YMR075W	YNL330C
YMR075W	YOL004W
YMR075W	YPL139C
YMR075W	YPR023C
YMR078C	YNL290W
YMR091C	YPL082C
YMR091C	YPR034W
YMR117C	YOL069W
YMR125W	YMR240C
YMR125W	YNL189W
YMR125W	YNL251C
YMR125W	YOL139C
YMR125W	YPL178W
YMR125W	YPL213W
YMR143W	YMR194W
YMR146C	YPL081W
YMR188C	YNL306W
YMR188C	YNR037C
YMR194W	YNL069C
YMR194W	YNL132W
YMR194W	YNL178W
YMR194W	YNL301C
YMR194W	YOL040C
YMR194W	YOL127W
YMR194W	YOR063W
YMR194W	YOR096W
YMR194W	YPL198W
YMR213W	YPR101W
YMR227C	YMR236W
YMR227C	YPL011C
YMR227C	YPL254W
YMR229C	YNL132W
YMR229C	YOL041C
YMR229C	YOR206W
YMR229C	YOR272W
YMR229C	YPL012W
YMR229C	YPL126W
YMR230W	YNL178W
YMR236W	YPL011C
YMR236W	YPL254W
YMR240C	YOR319W
YMR240C	YPL213W
YMR308C	YNL189W
YMR314W	YPR103W
YNL005C	YNL252C
YNL005C	YNL284C
YNL023C	YNL135C
YNL025C	YNL236W
YNL030W	YOL054W
YNL030W	YPL001W
YNL055C	YNL085W
YNL069C	YNL178W
YNL069C	YNL301C
YNL069C	YOL040C
YNL069C	YOL120C
YNL069C	YOL127W
YNL069C	YOR063W
YNL069C	YOR096W
YNL069C	YPL090C
YNL069C	YPL198W
YNL069C	YPR102C
YNL078W	YOL070C
YNL097C	YNL330C
YNL097C	YOL004W
YNL097C	YPL139C
YNL097C	YPL181W
YNL097C	YPR023C
YNL107W	YNL136W
YNL107W	YPL235W
YNL107W	YPR023C
YNL110C	YOL127W
YNL110C	YOR063W
YNL110C	YOR206W
YNL110C	YOR272W
YNL110C	YPL093W
YNL110C	YPL211W
YNL132W	YNL178W
YNL132W	YOR063W
YNL132W	YOR096W
YNL132W	YOR310C
YNL132W	YPL012W
YNL132W	YPL081W
YNL132W	YPL090C
YNL132W	YPL126W
YNL132W	YPL198W
YNL132W	YPL217C
YNL132W	YPR144C
YNL136W	YPR023C
YNL178W	YNL301C
YNL178W	YOL040C
YNL178W	YOL127W
YNL178W	YOR063W
YNL178W	YOR096W
YNL178W	YPL090C
YNL178W	YPL131W
YNL178W	YPL198W
YNL189W	YOL142W
YNL189W	YOR001W
YNL189W	YOR076C
YNL189W	YOR098C
YNL189W	YPL178W
YNL215W	YPL235W
YNL221C	YNL282W
YNL236W	YOR174W
YNL236W	YPR168W
YNL248C	YOR210W
YNL248C	YOR224C
YNL248C	YOR340C
YNL248C	YOR341W
YNL248C	YPR110C
YNL248C	YPR187W
YNL252C	YNL284C
YNL261W	YPR162C
YNL290W	YOR217W
YNL301C	YOL120C
YNL301C	YOL127W
YNL301C	YOR063W
YNL301C	YOR096W
YNL301C	YOR206W
YNL301C	YPL090C
YNL301C	YPL131W
YNL306W	YNR037C
YNL306W	YPL013C
YNL330C	YOL004W
YNL330C	YPL139C
YNL330C	YPL181W
YNL330C	YPR023C
YNR003C	YOR116C
YNR003C	YOR207C
YNR003C	YOR210W
YNR003C	YOR224C
YNR003C	YPR110C
YNR003C	YPR187W
YNR003C	YPR190C
YNR053C	YOL127W
YNR053C	YOR063W
YNR053C	YPL093W
YNR053C	YPL131W
YOL004W	YPL139C
YOL004W	YPL181W
YOL004W	YPR023C
YOL040C	YOL127W
YOL040C	YOR063W
YOL040C	YOR096W
YOL040C	YPL090C
YOL041C	YOL127W
YOL041C	YOR063W
YOL041C	YOR206W
YOL041C	YOR272W
YOL041C	YPL012W
YOL041C	YPL131W
YOL041C	YPL198W
YOL054W	YPL001W
YOL120C	YOL127W
YOL120C	YOR063W
YOL120C	YOR206W
YOL120C	YPL198W
YOL127W	YOR063W
YOL127W	YOR096W
YOL127W	YOR206W
YOL127W	YPL090C
YOL127W	YPL093W
YOL127W	YPL131W
YOL127W	YPL198W
YOL127W	YPL211W
YOL127W	YPR067W
YOL139C	YOR276W
YOL142W	YOR001W
YOL142W	YOR076C
YOL145C	YOR061W
YOR001W	YOR076C
YOR063W	YOR096W
YOR063W	YOR206W
YOR063W	YOR272W
YOR063W	YPL012W
YOR063W	YPL090C
YOR063W	YPL093W
YOR063W	YPL131W
YOR063W	YPL198W
YOR063W	YPL211W
YOR096W	YOR310C
YOR096W	YPL012W
YOR096W	YPL081W
YOR096W	YPL090C
YOR096W	YPL126W
YOR096W	YPL131W
YOR096W	YPL198W
YOR096W	YPL217C
YOR096W	YPR144C
YOR116C	YOR207C
YOR116C	YOR210W
YOR116C	YOR224C
YOR116C	YOR304W
YOR116C	YPL082C
YOR116C	YPR110C
YOR116C	YPR187W
YOR116C	YPR190C
YOR136W	YPL235W
YOR159C	YPL213W
YOR174W	YPR168W
YOR206W	YOR272W
YOR206W	YPL093W
YOR206W	YPL131W
YOR206W	YPL211W
YOR207C	YOR210W
YOR207C	YOR224C
YOR207C	YPR110C
YOR207C	YPR187W
YOR207C	YPR190C
YOR210W	YOR224C
YOR210W	YOR340C
YOR210W	YOR341W
YOR210W	YPR110C
YOR210W	YPR187W
YOR210W	YPR190C
YOR224C	YOR340C
YOR224C	YOR341W
YOR224C	YPL129W
YOR224C	YPR110C
YOR224C	YPR187W
YOR224C	YPR190C
YOR260W	YPL237W
YOR270C	YPR149W
YOR272W	YPL093W
YOR272W	YPL131W
YOR272W	YPL198W
YOR272W	YPL211W
YOR290C	YPR034W
YOR304W	YPL082C
YOR310C	YPL126W
YOR340C	YOR341W
YOR340C	YPR110C
YOR340C	YPR187W
YOR341W	YPR110C
YOR341W	YPR187W
YPL011C	YPL254W
YPL012W	YPL126W
YPL012W	YPL131W
YPL012W	YPL217C
YPL012W	YPR144C
YPL085W	YPR181C
YPL090C	YPL198W
YPL093W	YPL131W
YPL093W	YPL198W
YPL093W	YPL211W
YPL093W	YPR102C
YPL126W	YPL217C
YPL126W	YPR144C
YPL129W	YPL235W
YPL129W	YPR187W
YPL131W	YPL198W
YPL131W	YPL211W
YPL131W	YPR102C
YPL139C	YPL181W
YPL139C	YPR023C
YPL198W	YPL211W
YPL213W	YPR101W
YPL217C	YPR112C
YPL217C	YPR144C
YPR110C	YPR187W
YPR110C	YPR190C
YPR187W	YPR190C
