YAL011W	YBR231C
YFR051C	YGL137W
YFR051C	YIL076W
YFR051C	YNL287W
YGL014W	YGL103W
YGL014W	YJL177W
YGL014W	YMR194W
YGL019W	YML069W
YGL019W	YMR172W
YGL019W	YOL145C
YGL019W	YOR039W
YGL019W	YOR061W
YGL019W	YOR123C
YGL025C	YGL151W
YGL025C	YGR104C
YGL025C	YHR058C
YGL025C	YLR071C
YGL025C	YNL236W
YGL025C	YOL135C
YGL025C	YPL042C
YGL030W	YGL031C
YGL030W	YGL076C
YGL030W	YGL103W
YGL030W	YGL147C
YGL030W	YGR085C
YGL030W	YGR103W
YGL030W	YHL033C
YGL030W	YJL177W
YGL030W	YJR123W
YGL030W	YKL180W
YGL030W	YLR325C
YGL030W	YLR367W
YGL030W	YMR194W
YGL030W	YNL002C
YGL030W	YNL069C
YGL030W	YNL132W
YGL030W	YOL077C
YGL030W	YOR204W
YGL030W	YPL093W
YGL030W	YPR016C
YGL031C	YGL076C
YGL031C	YGL103W
YGL031C	YGR085C
YGL031C	YGR118W
YGL031C	YGR214W
YGL031C	YHL033C
YGL031C	YJL177W
YGL031C	YJR123W
YGL031C	YKL180W
YGL031C	YLR342W
YGL031C	YMR194W
YGL031C	YNL069C
YGL048C	YGR232W
YGL048C	YIL075C
YGL048C	YKL145W
YGL048C	YLR421C
YGL048C	YOR117W
YGL048C	YOR259C
YGL048C	YPR108W
YGL049C	YGL173C
YGL049C	YGR162W
YGL049C	YHL034C
YGL049C	YNL251C
YGL049C	YPL190C
YGL061C	YGR113W
YGL066W	YGR274C
YGL066W	YLR055C
YGL066W	YML015C
YGL066W	YMR236W
YGL066W	YOL148C
YGL066W	YPL011C
YGL066W	YPL254W
YGL076C	YGL103W
YGL076C	YGL147C
YGL076C	YGR085C
YGL076C	YGR103W
YGL076C	YHL033C
YGL076C	YHR088W
YGL076C	YJL177W
YGL076C	YJR123W
YGL076C	YKL180W
YGL076C	YLR002C
YGL076C	YLR432W
YGL076C	YML056C
YGL076C	YMR194W
YGL076C	YMR290C
YGL076C	YNL069C
YGL076C	YNL132W
YGL076C	YOL041C
YGL076C	YPL093W
YGL076C	YPL198W
YGL092W	YJR042W
YGL094C	YKL025C
YGL097W	YLR293C
YGL099W	YMR194W
YGL103W	YGL123W
YGL103W	YGL147C
YGL103W	YGR085C
YGL103W	YGR118W
YGL103W	YHL033C
YGL103W	YJL177W
YGL103W	YJR123W
YGL103W	YKL172W
YGL103W	YKL180W
YGL103W	YLR325C
YGL103W	YLR340W
YGL103W	YLR342W
YGL103W	YLR406C
YGL103W	YML072C
YGL103W	YMR194W
YGL103W	YNL069C
YGL103W	YPL012W
YGL103W	YPL090C
YGL103W	YPL093W
YGL103W	YPL198W
YGL106W	YKL130C
YGL106W	YPR171W
YGL123W	YGR085C
YGL123W	YJL177W
YGL123W	YJR123W
YGL123W	YKL180W
YGL137W	YGL245W
YGL137W	YIL076W
YGL137W	YNL287W
YGL145W	YKL196C
YGL145W	YLR268W
YGL145W	YNL258C
YGL145W	YOR075W
YGL147C	YGR085C
YGL147C	YHL033C
YGL147C	YJL177W
YGL147C	YJR123W
YGL147C	YKL009W
YGL147C	YKL180W
YGL147C	YLR340W
YGL147C	YLR406C
YGL147C	YMR194W
YGL147C	YMR290C
YGL147C	YNL069C
YGL147C	YPL093W
YGL147C	YPL198W
YGL147C	YPR016C
YGL150C	YLR052W
YGL150C	YNL059C
YGL150C	YOR141C
YGL151W	YGR104C
YGL151W	YHR058C
YGL151W	YLR071C
YGL151W	YNL236W
YGL151W	YOL135C
YGL151W	YPL042C
YGL155W	YKL019W
YGL171W	YGR145W
YGL171W	YLR129W
YGL173C	YGR054W
YGL173C	YGR162W
YGL173C	YHL034C
YGL173C	YML056C
YGL173C	YMR290C
YGL173C	YNL118C
YGL173C	YNL147W
YGL173C	YPR178W
YGL195W	YKL029C
YGL195W	YLR180W
YGL195W	YOR136W
YGL240W	YHR166C
YGL241W	YOL012C
YGL245W	YGR264C
YGL245W	YPR010C
YGR002C	YJR082C
YGR002C	YLR385C
YGR002C	YLR399C
YGR002C	YOR244W
YGR002C	YPR023C
YGR010W	YLR328W
YGR013W	YGR074W
YGR013W	YHR165C
YGR013W	YLR147C
YGR013W	YLR298C
YGR013W	YML046W
YGR013W	YML049C
YGR013W	YPR057W
YGR013W	YPR178W
YGR013W	YPR182W
YGR054W	YMR290C
YGR056W	YGR275W
YGR056W	YIL126W
YGR056W	YKR008W
YGR056W	YLR033W
YGR056W	YML127W
YGR074W	YHR165C
YGR074W	YJL203W
YGR074W	YLR147C
YGR074W	YLR298C
YGR074W	YML046W
YGR074W	YML049C
YGR074W	YOR308C
YGR074W	YPR057W
YGR074W	YPR082C
YGR074W	YPR178W
YGR074W	YPR182W
YGR075C	YHR165C
YGR075C	YOR308C
YGR075C	YPR178W
YGR081C	YMR308C
YGR081C	YPL012W
YGR085C	YHL033C
YGR085C	YJL177W
YGR085C	YJR123W
YGR085C	YKL180W
YGR085C	YLR340W
YGR085C	YLR367W
YGR085C	YLR432W
YGR085C	YMR194W
YGR085C	YMR290C
YGR085C	YNL069C
YGR085C	YNL112W
YGR085C	YNL132W
YGR085C	YOR204W
YGR085C	YPL090C
YGR085C	YPL093W
YGR085C	YPL198W
YGR095C	YGR158C
YGR095C	YGR195W
YGR095C	YHR069C
YGR095C	YHR081W
YGR095C	YNL189W
YGR095C	YOL021C
YGR095C	YOR001W
YGR103W	YGR245C
YGR103W	YHR088W
YGR103W	YHR197W
YGR103W	YKL009W
YGR103W	YLL008W
YGR103W	YLR002C
YGR103W	YLR106C
YGR103W	YMR290C
YGR103W	YNL002C
YGR103W	YNL182C
YGR103W	YNR053C
YGR103W	YOL077C
YGR103W	YPL093W
YGR103W	YPL211W
YGR103W	YPR016C
YGR104C	YHR058C
YGR104C	YLR071C
YGR104C	YNL236W
YGR104C	YOL135C
YGR104C	YPL042C
YGR116W	YPR133C
YGR118W	YJL177W
YGR118W	YMR194W
YGR124W	YPR145W
YGR135W	YGR253C
YGR135W	YJL001W
YGR135W	YML092C
YGR135W	YMR314W
YGR145W	YKR060W
YGR145W	YLR129W
YGR145W	YLR409C
YGR145W	YMR194W
YGR145W	YNL132W
YGR145W	YNR054C
YGR145W	YPL126W
YGR145W	YPL217C
YGR156W	YHL033C
YGR156W	YJR093C
YGR156W	YKL059C
YGR156W	YLR277C
YGR156W	YNL222W
YGR156W	YNL317W
YGR156W	YOR179C
YGR156W	YPR107C
YGR158C	YGR195W
YGR158C	YHR069C
YGR158C	YHR081W
YGR158C	YNL189W
YGR158C	YOL021C
YGR158C	YOR001W
YGR158C	YPR189W
YGR162W	YHL034C
YGR162W	YOR204W
YGR165W	YHL004W
YGR165W	YIL093C
YGR165W	YJR101W
YGR165W	YMR158W
YGR165W	YNL306W
YGR165W	YOR158W
YGR165W	YPL013C
YGR179C	YJR135C
YGR179C	YLR381W
YGR179C	YPL018W
YGR186W	YOR151C
YGR186W	YOR210W
YGR186W	YOR224C
YGR195W	YHR069C
YGR195W	YHR081W
YGR195W	YNL189W
YGR195W	YOL021C
YGR195W	YOR001W
YGR214W	YLR048W
YGR220C	YKL167C
YGR220C	YKR006C
YGR220C	YKR085C
YGR220C	YLR312W-A
YGR220C	YLR439W
YGR220C	YML025C
YGR220C	YMR193W
YGR220C	YNL005C
YGR232W	YIL075C
YGR232W	YKL145W
YGR232W	YLR421C
YGR232W	YOR117W
YGR232W	YOR259C
YGR232W	YPR108W
YGR238C	YHR158C
YGR245C	YHR197W
YGR245C	YKL009W
YGR245C	YLR106C
YGR245C	YNL002C
YGR245C	YNL182C
YGR245C	YNR053C
YGR245C	YPL093W
YGR245C	YPR016C
YGR253C	YJL001W
YGR253C	YML092C
YGR253C	YMR314W
YGR261C	YJL024C
YGR261C	YPL195W
YGR274C	YML015C
YGR274C	YMR227C
YGR274C	YMR236W
YGR274C	YPL011C
YGR275W	YIL126W
YGR275W	YJL176C
YGR275W	YKR008W
YGR275W	YLR033W
YGR275W	YML127W
YGR278W	YHR165C
YGR278W	YLL036C
YGR278W	YML049C
YGR278W	YMR213W
YGR278W	YMR288W
YGR285C	YHR064C
YGR285C	YPR189W
YHL004W	YIL093C
YHL004W	YJR101W
YHL004W	YMR158W
YHL004W	YNL306W
YHL004W	YOR158W
YHL004W	YOR204W
YHL004W	YPL013C
YHL019C	YLR170C
YHL019C	YPR029C
YHL025W	YJL176C
YHL033C	YJL177W
YHL033C	YJR123W
YHL033C	YKL180W
YHL033C	YMR194W
YHL033C	YNL069C
YHL033C	YOR294W
YHL033C	YPL090C
YHL033C	YPL198W
YHL034C	YJR123W
YHR013C	YOR253W
YHR058C	YLR071C
YHR058C	YNL236W
YHR058C	YOL135C
YHR058C	YPL042C
YHR064C	YNL209W
YHR069C	YHR081W
YHR069C	YNL189W
YHR069C	YNR024W
YHR069C	YOL021C
YHR069C	YOR001W
YHR081W	YOL021C
YHR081W	YOR001W
YHR085W	YHR197W
YHR085W	YKL009W
YHR085W	YLR106C
YHR085W	YNL182C
YHR085W	YNR053C
YHR085W	YPL093W
YHR088W	YHR197W
YHR088W	YKL009W
YHR088W	YKL172W
YHR088W	YLL008W
YHR088W	YLR002C
YHR088W	YLR449W
YHR088W	YMR290C
YHR088W	YNL002C
YHR088W	YOL077C
YHR088W	YPL093W
YHR088W	YPL198W
YHR088W	YPL211W
YHR088W	YPR016C
YHR143W-A	YOR210W
YHR143W-A	YOR224C
YHR143W-A	YPR010C
YHR147C	YLR439W
YHR147C	YMR193W
YHR147C	YNL005C
YHR164C	YNL312W
YHR165C	YJL203W
YHR165C	YLL036C
YHR165C	YLR147C
YHR165C	YLR424W
YHR165C	YML046W
YHR165C	YML049C
YHR165C	YMR213W
YHR165C	YMR288W
YHR165C	YNL147W
YHR165C	YOR308C
YHR165C	YPR082C
YHR165C	YPR101W
YHR165C	YPR178W
YHR165C	YPR182W
YHR166C	YLR102C
YHR167W	YML062C
YHR167W	YNL004W
YHR172W	YLR212C
YHR179W	YPL171C
YHR187W	YLR384C
YHR187W	YPL086C
YHR193C	YNL112W
YHR197W	YKL009W
YHR197W	YLL008W
YHR197W	YLR002C
YHR197W	YLR106C
YHR197W	YMR290C
YHR197W	YNL002C
YHR197W	YNL182C
YHR197W	YNR053C
YHR197W	YOL077C
YHR197W	YPL093W
YHR197W	YPL211W
YHR197W	YPR016C
YIL034C	YKL007W
YIL075C	YKL145W
YIL075C	YLR180W
YIL075C	YLR421C
YIL075C	YMR314W
YIL075C	YOR117W
YIL075C	YOR259C
YIL075C	YPR108W
YIL076W	YNL287W
YIL093C	YJR101W
YIL093C	YMR158W
YIL093C	YNL306W
YIL093C	YOR158W
YIL093C	YPL013C
YIL103W	YOR133W
YIL126W	YKR001C
YIL126W	YKR008W
YIL126W	YLR033W
YIL126W	YML127W
YIL126W	YOR304W
YIL126W	YPL082C
YIL142W	YNL212W
YIL142W	YOR281C
YIR010W	YPL233W
YJL001W	YML092C
YJL001W	YMR314W
YJL011C	YKR025W
YJL011C	YNL113W
YJL011C	YNR003C
YJL011C	YOR116C
YJL011C	YOR207C
YJL011C	YOR224C
YJL011C	YPR110C
YJL011C	YPR190C
YJL024C	YPL195W
YJL047C	YOL063C
YJL050W	YPL190C
YJL053W	YJL154C
YJL069C	YLR129W
YJL069C	YLR409C
YJL115W	YNL031C
YJL125C	YNL062C
YJL154C	YOR132W
YJL177W	YJR123W
YJL177W	YKL180W
YJL177W	YLR340W
YJL177W	YMR194W
YJL177W	YNL069C
YJL177W	YOR204W
YJL177W	YPL090C
YJL177W	YPL198W
YJL184W	YKR038C
YJL184W	YML036W
YJL191W	YJR123W
YJL191W	YKL180W
YJL191W	YPR102C
YJL203W	YLR147C
YJL203W	YML049C
YJL203W	YMR288W
YJL203W	YOR308C
YJL203W	YPR082C
YJL203W	YPR178W
YJR002W	YJR123W
YJR002W	YKR060W
YJR002W	YLR129W
YJR002W	YLR197W
YJR002W	YLR409C
YJR002W	YNL075W
YJR002W	YNL132W
YJR002W	YOR078W
YJR002W	YOR310C
YJR002W	YPL012W
YJR002W	YPL126W
YJR002W	YPL217C
YJR002W	YPL266W
YJR005W	YOL062C
YJR006W	YJR043C
YJR007W	YLR291C
YJR007W	YMR309C
YJR007W	YOR260W
YJR007W	YPL237W
YJR041C	YKL014C
YJR050W	YLL036C
YJR050W	YMR213W
YJR050W	YPR101W
YJR052W	YPL046C
YJR063W	YNL113W
YJR063W	YNL248C
YJR063W	YOR210W
YJR063W	YOR224C
YJR063W	YOR341W
YJR063W	YPR010C
YJR063W	YPR110C
YJR067C	YNL260C
YJR076C	YJR092W
YJR076C	YLR314C
YJR082C	YOR244W
YJR082C	YPR023C
YJR093C	YKL059C
YJR093C	YLR277C
YJR093C	YNL222W
YJR093C	YNL317W
YJR093C	YPR107C
YJR101W	YMR158W
YJR101W	YNL306W
YJR101W	YOR158W
YJR101W	YOR204W
YJR101W	YPL013C
YJR109C	YOR303W
YJR123W	YKL180W
YJR123W	YLR197W
YJR123W	YLR340W
YJR123W	YMR116C
YJR123W	YMR194W
YJR123W	YNL069C
YJR123W	YNL132W
YJR123W	YOR204W
YJR123W	YPL090C
YJR123W	YPL266W
YJR123W	YPR189W
YJR135C	YLR381W
YJR135C	YPL018W
YKL003C	YPL013C
YKL009W	YLL008W
YKL009W	YLR002C
YKL009W	YLR406C
YKL009W	YMR290C
YKL009W	YNL002C
YKL009W	YNL182C
YKL009W	YNR053C
YKL009W	YOL077C
YKL009W	YPL093W
YKL009W	YPL198W
YKL009W	YPL211W
YKL009W	YPR016C
YKL013C	YLR370C
YKL013C	YNR035C
YKL014C	YMR290C
YKL029C	YLR106C
YKL058W	YOR194C
YKL059C	YLR277C
YKL059C	YNL222W
YKL059C	YNL317W
YKL059C	YPR107C
YKL074C	YLR116W
YKL078W	YNL186W
YKL080W	YOR332W
YKL081W	YPR080W
YKL088W	YOR039W
YKL088W	YOR061W
YKL122C	YML105C
YKL122C	YPL210C
YKL122C	YPL243W
YKL122C	YPR088C
YKL143W	YPL266W
YKL145W	YLR421C
YKL145W	YMR314W
YKL145W	YOR117W
YKL145W	YOR259C
YKL145W	YPR108W
YKL148C	YLL041C
YKL167C	YKR006C
YKL167C	YKR085C
YKL167C	YLR312W-A
YKL167C	YLR439W
YKL167C	YML025C
YKL167C	YMR193W
YKL167C	YNL005C
YKL172W	YLL008W
YKL172W	YLR002C
YKL172W	YLR196W
YKL172W	YLR276C
YKL172W	YMR290C
YKL172W	YNL002C
YKL172W	YOL077C
YKL172W	YPL093W
YKL172W	YPL211W
YKL180W	YLR340W
YKL180W	YLR406C
YKL180W	YMR194W
YKL180W	YNL069C
YKL180W	YNL132W
YKL180W	YPL198W
YKL196C	YNL258C
YKL196C	YOR036W
YKR001C	YLR033W
YKR001C	YMR072W
YKR001C	YOR304W
YKR001C	YPL082C
YKR006C	YKR085C
YKR006C	YLR312W-A
YKR006C	YLR439W
YKR006C	YML025C
YKR006C	YMR193W
YKR006C	YNL005C
YKR008W	YLR033W
YKR008W	YML127W
YKR025W	YNL113W
YKR025W	YNR003C
YKR025W	YOR116C
YKR025W	YOR207C
YKR025W	YOR210W
YKR025W	YOR224C
YKR025W	YPR110C
YKR025W	YPR190C
YKR038C	YML036W
YKR060W	YLR129W
YKR060W	YLR197W
YKR060W	YLR409C
YKR060W	YNL132W
YKR060W	YPL126W
YKR068C	YOR115C
YKR079C	YMR099C
YKR085C	YLR312W-A
YKR085C	YLR439W
YKR085C	YML025C
YKR085C	YMR193W
YKR085C	YNL005C
YLL008W	YLR002C
YLL008W	YLR106C
YLL008W	YLR276C
YLL008W	YMR290C
YLL008W	YNL002C
YLL008W	YOL077C
YLL008W	YPL093W
YLL008W	YPL198W
YLL008W	YPL211W
YLL008W	YPR016C
YLL036C	YLR147C
YLL036C	YLR424W
YLL036C	YML049C
YLL036C	YMR213W
YLL036C	YMR288W
YLL036C	YPR101W
YLR002C	YLR449W
YLR002C	YMR290C
YLR002C	YNL002C
YLR002C	YOL041C
YLR002C	YOL077C
YLR002C	YOR294W
YLR002C	YPL093W
YLR002C	YPL198W
YLR002C	YPL211W
YLR002C	YPR016C
YLR033W	YML127W
YLR033W	YPL082C
YLR052W	YNL059C
YLR052W	YNL215W
YLR052W	YOR141C
YLR055C	YMR227C
YLR055C	YMR236W
YLR055C	YOL148C
YLR055C	YPL254W
YLR071C	YNL236W
YLR071C	YOL135C
YLR071C	YPL042C
YLR074C	YLR325C
YLR074C	YNR053C
YLR074C	YPL093W
YLR106C	YLR180W
YLR106C	YNL002C
YLR106C	YNL182C
YLR106C	YNR053C
YLR106C	YOR151C
YLR106C	YPL093W
YLR129W	YLR197W
YLR129W	YLR409C
YLR129W	YNL132W
YLR129W	YPL012W
YLR129W	YPL126W
YLR129W	YPL217C
YLR129W	YPL266W
YLR147C	YLR298C
YLR147C	YML046W
YLR147C	YML049C
YLR147C	YMR213W
YLR147C	YMR288W
YLR147C	YNL147W
YLR147C	YOR308C
YLR147C	YPR082C
YLR147C	YPR178W
YLR147C	YPR182W
YLR148W	YPL045W
YLR166C	YPR055W
YLR170C	YPL259C
YLR170C	YPR029C
YLR180W	YOR151C
YLR192C	YMR309C
YLR192C	YOR361C
YLR192C	YPR041W
YLR196W	YOL041C
YLR196W	YOL077C
YLR197W	YLR409C
YLR197W	YMR290C
YLR197W	YNL075W
YLR197W	YNL132W
YLR197W	YOR078W
YLR197W	YOR310C
YLR197W	YPL012W
YLR197W	YPL126W
YLR197W	YPL217C
YLR200W	YML094W
YLR200W	YNL153C
YLR268W	YNL258C
YLR268W	YOR075W
YLR276C	YMR290C
YLR276C	YNL002C
YLR276C	YOL077C
YLR276C	YPL012W
YLR276C	YPL093W
YLR276C	YPL211W
YLR277C	YNL222W
YLR277C	YNL317W
YLR277C	YPR107C
YLR291C	YOR260W
YLR291C	YPL237W
YLR298C	YML046W
YLR312W-A	YLR439W
YLR312W-A	YML025C
YLR312W-A	YMR193W
YLR312W-A	YNL005C
YLR325C	YNR053C
YLR325C	YPL093W
YLR340W	YMR194W
YLR340W	YNL069C
YLR340W	YNL132W
YLR340W	YOL039W
YLR340W	YPL090C
YLR344W	YMR194W
YLR347C	YMR308C
YLR347C	YNL189W
YLR347C	YOR098C
YLR347C	YPL020C
YLR367W	YMR116C
YLR367W	YMR194W
YLR370C	YNR035C
YLR381W	YPL018W
YLR384C	YPL086C
YLR385C	YLR399C
YLR398C	YPR189W
YLR409C	YNL132W
YLR409C	YPL126W
YLR409C	YPL217C
YLR421C	YOR117W
YLR421C	YOR259C
YLR421C	YPR108W
YLR423C	YPL166W
YLR424W	YML049C
YLR424W	YPR082C
YLR424W	YPR101W
YLR430W	YNL251C
YLR430W	YPL190C
YLR432W	YML056C
YLR432W	YMR290C
YLR432W	YPL198W
YLR439W	YML025C
YLR439W	YMR193W
YLR439W	YNL005C
YLR449W	YMR290C
YLR449W	YOL077C
YLR449W	YPL093W
YLR449W	YPL146C
YLR449W	YPL198W
YLR449W	YPL211W
YLR449W	YPR169W
YML009C	YMR193W
YML015C	YMR227C
YML015C	YMR236W
YML015C	YPL011C
YML025C	YMR193W
YML025C	YNL005C
YML025C	YNL177C
YML046W	YML049C
YML046W	YMR288W
YML046W	YPR082C
YML046W	YPR178W
YML046W	YPR182W
YML049C	YMR213W
YML049C	YMR288W
YML049C	YOR308C
YML049C	YPR082C
YML049C	YPR101W
YML049C	YPR178W
YML056C	YPL198W
YML062C	YNL004W
YML069W	YNL030W
YML069W	YOL145C
YML069W	YOR039W
YML069W	YOR061W
YML069W	YOR123C
YML092C	YMR314W
YML094W	YNL153C
YML105C	YPL210C
YML105C	YPL243W
YML105C	YPR088C
YMR072W	YPL082C
YMR072W	YPR052C
YMR075W	YNL097C
YMR075W	YOL004W
YMR075W	YPL139C
YMR075W	YPR023C
YMR078C	YNL290W
YMR116C	YPR189W
YMR158W	YNL306W
YMR158W	YOR158W
YMR158W	YPL013C
YMR172W	YOR039W
YMR172W	YOR061W
YMR186W	YPL240C
YMR193W	YNL005C
YMR194W	YNL069C
YMR194W	YNL132W
YMR194W	YPL198W
YMR213W	YMR288W
YMR213W	YPR101W
YMR227C	YMR236W
YMR227C	YPL011C
YMR227C	YPL254W
YMR236W	YOL148C
YMR236W	YPL011C
YMR236W	YPL254W
YMR288W	YNL286W
YMR288W	YPR082C
YMR288W	YPR101W
YMR288W	YPR178W
YMR290C	YNL002C
YMR290C	YNL069C
YMR290C	YNL132W
YMR290C	YNL308C
YMR290C	YOL041C
YMR290C	YOL077C
YMR290C	YOR294W
YMR290C	YPL012W
YMR290C	YPL093W
YMR290C	YPL198W
YMR290C	YPL211W
YMR290C	YPR016C
YMR308C	YNL189W
YMR308C	YPL020C
YMR309C	YOR204W
YMR309C	YOR361C
YMR309C	YPR041W
YMR314W	YOR117W
YMR314W	YOR259C
YMR314W	YPR108W
YNL002C	YNL182C
YNL002C	YNR053C
YNL002C	YOL041C
YNL002C	YOL077C
YNL002C	YPL093W
YNL002C	YPL211W
YNL002C	YPR016C
YNL005C	YOR204W
YNL030W	YPL001W
YNL031C	YPL001W
YNL037C	YOR136W
YNL056W	YNL099C
YNL059C	YNL215W
YNL059C	YOR141C
YNL069C	YOL039W
YNL069C	YOR204W
YNL069C	YPL090C
YNL069C	YPL198W
YNL069C	YPR102C
YNL075W	YPL126W
YNL097C	YOL004W
YNL097C	YPL139C
YNL097C	YPR023C
YNL104C	YOR108W
YNL106C	YPR171W
YNL113W	YNL248C
YNL113W	YNR003C
YNL113W	YOR116C
YNL113W	YOR207C
YNL113W	YOR210W
YNL113W	YOR224C
YNL113W	YOR341W
YNL113W	YPR010C
YNL113W	YPR110C
YNL113W	YPR190C
YNL132W	YOR310C
YNL132W	YPL012W
YNL132W	YPL090C
YNL132W	YPL126W
YNL132W	YPL198W
YNL132W	YPL217C
YNL147W	YOR308C
YNL147W	YPR082C
YNL147W	YPR178W
YNL182C	YNR053C
YNL182C	YPL093W
YNL182C	YPR016C
YNL189W	YOL021C
YNL189W	YOR001W
YNL189W	YOR098C
YNL189W	YPL020C
YNL215W	YOR141C
YNL222W	YNL317W
YNL222W	YOR179C
YNL222W	YPR107C
YNL236W	YOL135C
YNL236W	YPL042C
YNL238W	YOL031C
YNL248C	YOR210W
YNL248C	YOR224C
YNL248C	YOR341W
YNL248C	YPR010C
YNL248C	YPR110C
YNL251C	YPL190C
YNL258C	YOR075W
YNL261W	YPR162C
YNL262W	YPR175W
YNL288W	YNR052C
YNL290W	YOR217W
YNL306W	YOR158W
YNL306W	YOR204W
YNL306W	YPL013C
YNL308C	YPL012W
YNL317W	YPR107C
YNR003C	YOR116C
YNR003C	YOR207C
YNR003C	YOR210W
YNR003C	YOR224C
YNR003C	YPR110C
YNR003C	YPR190C
YNR024W	YOL021C
YNR024W	YOR001W
YNR053C	YPL093W
YNR053C	YPR016C
YOL004W	YPL139C
YOL004W	YPR023C
YOL021C	YOR001W
YOL041C	YOL077C
YOL041C	YPL012W
YOL041C	YPL198W
YOL077C	YPL012W
YOL077C	YPL093W
YOL077C	YPL198W
YOL077C	YPL211W
YOL135C	YPL042C
YOL145C	YOR039W
YOL145C	YOR061W
YOL145C	YOR123C
YOL148C	YPL254W
YOR039W	YOR061W
YOR061W	YOR123C
YOR116C	YOR207C
YOR116C	YOR210W
YOR116C	YOR224C
YOR116C	YOR304W
YOR116C	YPL082C
YOR116C	YPR110C
YOR116C	YPR190C
YOR117W	YOR259C
YOR117W	YPR108W
YOR133W	YOR151C
YOR151C	YOR210W
YOR151C	YOR224C
YOR151C	YPR010C
YOR158W	YPL013C
YOR204W	YOR361C
YOR204W	YPL090C
YOR204W	YPR041W
YOR207C	YOR210W
YOR207C	YOR224C
YOR207C	YPR110C
YOR207C	YPR190C
YOR210W	YOR224C
YOR210W	YOR341W
YOR210W	YPR010C
YOR210W	YPR110C
YOR210W	YPR190C
YOR224C	YOR341W
YOR224C	YPR010C
YOR224C	YPR110C
YOR224C	YPR190C
YOR244W	YPR023C
YOR254C	YPL094C
YOR259C	YPR108W
YOR260W	YPL237W
YOR304W	YPL082C
YOR308C	YPR082C
YOR308C	YPR178W
YOR310C	YPL126W
YOR332W	YPR036W
YOR341W	YPR010C
YOR341W	YPR110C
YOR361C	YPR041W
YPL011C	YPL254W
YPL012W	YPL126W
YPL012W	YPL217C
YPL012W	YPL266W
YPL090C	YPL198W
YPL093W	YPL198W
YPL093W	YPL211W
YPL093W	YPR016C
YPL093W	YPR102C
YPL126W	YPL217C
YPL126W	YPL266W
YPL139C	YPR023C
YPL198W	YPL211W
YPL204W	YPL266W
YPL210C	YPL243W
YPL210C	YPR088C
YPL211W	YPR016C
YPL243W	YPR088C
YPL259C	YPR029C
YPR010C	YPR110C
YPR082C	YPR101W
YPR082C	YPR178W
YPR110C	YPR190C
YPR178W	YPR182W
