YHR047C	YLR148W
YFL024C	YNL107W
YIL005W	YPR086W
YIL005W	YBR159W
YIL005W	YIL166C
YHR123W	YIR038C
YHR123W	YEL017W
YHR123W	YBR295W
YHR123W	YBR159W
YHR123W	YKL065C
YML126C	YJR091C
YML126C	YKL125W
YML126C	YMR059W
YJL167W	YJR035W
YJL167W	YDR369C
YER044C	YDR034C
YML008C	YLR292C
YML008C	YMR059W
YML008C	YJR010C-A
YML008C	YCL023C
YML008C	YDL089W
YML008C	YOR097C
YHR190W	YIR038C
YHR190W	YOR075W
YHR190W	YNL083W
YAR002C-A	YJR091C
YAR002C-A	YGR132C
YHR110W	YML048W
YHR110W	YHL003C
YHR110W	YAR031W
YHR110W	YBR069C
YHR110W	YGR260W
YHR110W	YBR159W
YHR110W	YKL065C
YPR037C	YPR156C
YOR244W	YDR359C
YOR244W	YNL107W
YOR244W	YDR271C
YOR244W	YKR021W
YNL125C	YAR027W
YGR098C	YDR113C
YGR098C	YDR388W
YJR017C	YNL014W
YJR017C	YLL026W
YJR017C	YLR106C
YJR017C	YHR027C
YJR017C	YDL140C
YJR017C	YML010W
YJR017C	YPR086W
YJR017C	YGR186W
YJR017C	YDR457W
YJR017C	YHR033W
YLR233C	YGL201C
YLR233C	YPL012W
YLR233C	YDR087C
YLR233C	YKL020C
YLR233C	YML038C
YBR102C	YGL233W
YBR102C	YER008C
YBR102C	YDR166C
YBR102C	YPR055W
YOR317W	YJR091C
YOR317W	YBR017C
YOR317W	YDL047W
YOR317W	YBR239C
YOR317W	YCR079W
YFR019W	YDL047W
YMR029C	YDR200C
YMR029C	YLR238W
YLR377C	YNL189W
YLR377C	YML064C
YJL155C	YER112W
YOR388C	YER022W
YBR101C	YJL117W
YBR101C	YPR154W
YBR101C	YOL011W
YBR101C	YKL171W
YMR319C	YJL128C
YMR319C	YER075C
YMR319C	YLR248W
YMR319C	YLR222C
YMR319C	YDR200C
YMR319C	YGR173W
YMR319C	YLR238W
YHR038W	YPR086W
YHR038W	YML064C
YDR130C	YER133W
YDR130C	YBR049C
YIL065C	YJR091C
YIL065C	YLR292C
YIL065C	YLR321C
YGR267C	YJR090C
YGR267C	YGL237C
YGR267C	YNL189W
YGR267C	YML064C
YGR267C	YKL210W
YGR267C	YPL003W
YGR267C	YHR135C
YGR267C	YOL087C
YNL135C	YER136W
YNL135C	YDR129C
YNL135C	YMR059W
YNL135C	YDR311W
YNL135C	YKL216W
YNL135C	YMR315W
YML074C	YER133W
YML074C	YPL204W
YLL043W	YPL192C
YLL043W	YBR159W
YNR060W	YLR241W
YOL152W	YPR086W
YOL152W	YFL049W
YDR373W	YOR136W
YHR049W	YJR091C
YBR207W	YER021W
YBR207W	YOR068C
YBL042C	YER021W
YBL042C	YNL121C
YAL035W	YER142C
YAL035W	YIR001C
YAL035W	YGR102C
YAL035W	YLR241W
YAL034C	YBR198C
YAL031C	YCL027W
YAL019W	YJL124C
YCL027W	YPR008W
YCL027W	YPL242C
YCL027W	YGR289C
YCL027W	YNL291C
YCL027W	YAL017W
YCL027W	YGR070W
YCL027W	YML058W
YCL027W	YBL071C
YCL027W	YIR014W
YCL027W	YKL105C
YIL097W	YCL039W
YIL097W	YOR117W
YPR136C	YDR034C
YIL054W	YLR386W
YGR196C	YLR200W
YGL254W	YGL154C
YGL254W	YNL189W
YBR179C	YDR142C
YMR250W	YJL124C
YDR009W	YML051W
YDR009W	YOL133W
YPL248C	YML051W
YPL248C	YDR296W
YPL248C	YER022W
YPL248C	YPL042C
YPL248C	YPR086W
YPL248C	YGL112C
YBR018C	YGL137W
YBR018C	YPR054W
YMR215W	YML048W
YMR215W	YJL117W
YMR215W	YIL114C
YMR215W	YKL006C-A
YMR215W	YLR034C
YMR215W	YJR117W
YMR215W	YPR156C
YMR215W	YBR159W
YMR215W	YKL065C
YMR215W	YHR140W
YMR215W	YJL091C
YMR215W	YLL023C
YMR215W	YLR343W
YMR215W	YPR028W
YCL011C	YDR138W
YCL011C	YNL189W
YER025W	YDL059C
YER025W	YML064C
YGL195W	YOL133W
YGL195W	YBR017C
YGL195W	YBR142W
YGL195W	YPL082C
YGL195W	YJL050W
YGL195W	YDL052C
YGL195W	YER100W
YGL195W	YDL193W
YDR283C	YMR186W
YDR283C	YPR178W
YEL009C	YPL038W
YEL009C	YDR176W
YEL009C	YER022W
YEL009C	YDR308C
YEL009C	YPL042C
YEL009C	YBR198C
YEL009C	YGL112C
YEL009C	YMR236W
YDL226C	YJL151C
YDL226C	YOR327C
YDL226C	YGL161C
YEL042W	YEL017W
YEL042W	YLR250W
YEL042W	YBR161W
YEL042W	YJL152W
YPR184W	YER054C
YPR184W	YJL141C
YPR184W	YFR017C
YAL062W	YNL189W
YER136W	YJR035W
YER136W	YFL005W
YER136W	YOR089C
YER136W	YFL038C
YER136W	YKR014C
YJR040W	YAR027W
YKL104C	YER095W
YKL104C	YHR200W
YKL104C	YLR058C
YKL104C	YDR311W
YKL104C	YGL081W
YKL104C	YKL161C
YMR255W	YDL207W
YMR255W	YDR192C
YMR255W	YGL112C
YMR255W	YHR016C
YCL036W	YDR388W
YCL039W	YMR135C
YCL039W	YDR342C
YCL039W	YBR105C
YCL039W	YGL227W
YNL153C	YGR089W
YNL153C	YGR078C
YDR507C	YKR048C
YDR507C	YBR125C
YDR507C	YMR139W
YER054C	YER133W
YER054C	YPR160W
YER054C	YLR258W
YER133W	YMR311C
YER133W	YPR160W
YER133W	YFR015C
YER133W	YLR258W
YER133W	YPL204W
YER133W	YHR158C
YER133W	YJL042W
YER133W	YKL059C
YER133W	YGL111W
YER133W	YKR002W
YER133W	YDR028C
YER133W	YBR050C
YER133W	YAL014C
YER133W	YFR003C
YER133W	YHR100C
YER133W	YOR227W
YER133W	YPR107C
YMR311C	YPL031C
YDL207W	YDR192C
YER107C	YDR192C
YER107C	YNL189W
YER107C	YHL008C
YPR035W	YBR126C
YER040W	YGL181W
YER040W	YNL189W
YER040W	YCL032W
YDL171C	YBL023C
YDL171C	YDL047W
YDL171C	YPR086W
YGR256W	YMR059W
YDR508C	YOR123C
YDR508C	YIL114C
YDR508C	YBR159W
YOR320C	YJL124C
YMR292W	YLL023C
YAL056W	YGL121C
YPR160W	YPL204W
YPR160W	YAL017W
YPR160W	YML058W
YPR160W	YKL166C
YHR188C	YBR296C
YHR188C	YNL092W
YGR216C	YDR456W
YGR216C	YDR459C
YKR067W	YGL137W
YKL026C	YFL051C
YJR090C	YOL133W
YJR090C	YBL002W
YJR090C	YGR087C
YJR090C	YNL055C
YJR090C	YBR284W
YCL035C	YMR059W
YPL059W	YIL105C
YPL059W	YJL162C
YPL059W	YNL047C
YML048W	YIR038C
YML048W	YHR094C
YML048W	YMR011W
YML048W	YHR096C
YML048W	YJL214W
YML048W	YBR298C
YML048W	YML123C
YML048W	YDL047W
YML048W	YJR010C-A
YML048W	YBR069C
YML048W	YGR260W
YML048W	YPR156C
YML048W	YJL222W
YML048W	YEL002C
YML048W	YBR159W
YML048W	YDR307W
YML048W	YHR140W
YML048W	YLL023C
YML048W	YPL264C
YFR015C	YLR258W
YFR015C	YHR008C
YFR015C	YOR047C
YFR015C	YDR259C
YFR015C	YGL081W
YLR258W	YLR273C
YGL181W	YBR138C
YGL181W	YBR272C
YGL181W	YAR018C
YGL181W	YLL019C
YGL181W	YDR034C
YGL181W	YIL122W
YGL181W	YPL156C
YGL181W	YDR388W
YGL181W	YER047C
YGL181W	YOR333C
YGL181W	YER063W
YGL181W	YJL141C
YGL181W	YAL004W
YGL181W	YDR259C
YGL181W	YDL233W
YGL181W	YOR331C
YGL181W	YHR016C
YIR038C	YEL017W
YIR038C	YOL065C
YIR038C	YLR026C
YIR038C	YER022W
YIR038C	YDL089W
YIR038C	YGR149W
YIR038C	YIL023C
YIR038C	YNL234W
YEL017W	YKL063C
YPL189W	YDR086C
YPL189W	YFL026W
YPL189W	YBR159W
YPL249C	YDR388W
YJL044C	YDR407C
YJL044C	YMR218C
YFL027C	YER078C
YFL027C	YHR115C
YPR008W	YDR335W
YGL237C	YBR011C
YGL237C	YKR048C
YGL237C	YER002W
YGL237C	YPR069C
YGL237C	YNR031C
YGL237C	YOR047C
YGL237C	YGR146C
YGL237C	YNL063W
YGL237C	YPR085C
YPL001W	YLL022C
YPL001W	YBR272C
YPL001W	YBL023C
YLR192C	YML064C
YNL014W	YJL173C
YNL014W	YMR059W
YNL014W	YCR079W
YOR176W	YBR017C
YOR176W	YDR499W
YOR176W	YJR042W
YOR176W	YDL134C
YOR176W	YGR123C
YPL254W	YDR176W
YPL254W	YDR146C
YGR187C	YJR091C
YGR187C	YBR282W
YPL127C	YER142C
YLL022C	YBR272C
YBL008W	YOR038C
YOR038C	YDR225W
YDR528W	YNL189W
YER057C	YNL189W
YML075C	YOL013C
YML075C	YLR207W
YML075C	YHR079C
YML075C	YGR260W
YML075C	YEL002C
YML075C	YBR159W
YML075C	YNR009W
YML075C	YOR102W
YML075C	YPL264C
YOL095C	YPL270W
YBR034C	YJR022W
YBR034C	YNL078W
YLR205C	YJR091C
YJR075W	YDR034C
YJR075W	YLR026C
YJR139C	YDR388W
YER062C	YDL059C
YER062C	YJL173C
YER062C	YML058W
YER062C	YPL201C
YIL112W	YOL068C
YIL112W	YNL147W
YIL112W	YBR103W
YIL112W	YCR033W
YEL066W	YPL070W
YEL066W	YNL189W
YEL066W	YML064C
YDR138W	YEL060C
YDR138W	YDL140C
YDR138W	YNL189W
YDR138W	YNR031C
YDR138W	YBR175W
YJL092W	YPR181C
YJL092W	YDR510W
YOL013C	YLR207W
YOR267C	YDL047W
YOL123W	YBR017C
YOL123W	YFL018C
YOL123W	YMR061W
YOL123W	YCL032W
YOL123W	YDR350C
YPL204W	YLL026W
YPL204W	YDR342C
YPL204W	YBR011C
YPL204W	YPL004C
YPL204W	YGL197W
YPL204W	YGL111W
YPL204W	YDL065C
YPL204W	YHR185C
YPL204W	YGR086C
YPL204W	YBL051C
YPL204W	YBL056W
YPL204W	YBR125C
YPL204W	YER095W
YPL204W	YNL207W
YPL204W	YPR181C
YPL204W	YDL047W
YPL204W	YKL140W
YPL204W	YOR332W
YPL204W	YBR225W
YPL204W	YKL056C
YPL204W	YOR215C
YOL133W	YLR106C
YOL133W	YNL085W
YOL133W	YPR164W
YOL133W	YPL036W
YOL133W	YOR341W
YOL133W	YHR027C
YOL133W	YJL047C
YOL133W	YGL137W
YOL133W	YBR126C
YOL133W	YLL040C
YOL133W	YJL141C
YOL133W	YGL060W
YOL133W	YNL160W
YOL133W	YJL200C
YMR186W	YHL004W
YMR186W	YOL090W
YMR186W	YNR032W
YMR186W	YGR123C
YMR186W	YER095W
YHL002W	YNL239W
YHL002W	YMR109W
YHL002W	YNL015W
YHL002W	YOR076C
YHL002W	YNR006W
YHL002W	YDR259C
YHL002W	YPR115W
YGL073W	YHR206W
YBR133C	YDL154W
YBR133C	YER087W
YBR272C	YOL054W
YBR272C	YER021W
YBR272C	YDR394W
YBR272C	YOR117W
YLL026W	YDR172W
YLL026W	YGR205W
YOR020C	YBL056W
YOR020C	YNL189W
YOR020C	YML064C
YJL159W	YBL044W
YJL159W	YDL023C
YOL068C	YBR103W
YOL068C	YCR033W
YOR025W	YLR403W
YDR225W	YDR224C
YDR225W	YKR048C
YDR225W	YOL054W
YDR225W	YMR061W
YDR225W	YLR442C
YDR225W	YGL127C
YDR225W	YER022W
YDR225W	YLR222C
YDR224C	YKL103C
YDR224C	YOL054W
YDR224C	YLR442C
YBL002W	YOR304W
YBL002W	YER142C
YBL002W	YPL082C
YBL002W	YKR048C
YBL002W	YOL054W
YBL002W	YBR114W
YBL002W	YNL157W
YBL002W	YOL087C
YOL012C	YKR048C
YOL012C	YBR114W
YNL318C	YCR061W
YHR094C	YKL065C
YHR096C	YDR483W
YHR096C	YDL047W
YHR096C	YLL020C
YDR342C	YOR181W
YDR342C	YDR034C
YDR342C	YLR019W
YDR342C	YJL173C
YDR342C	YOR045W
YJL214W	YLR093C
YJL214W	YBR159W
YJL214W	YHR140W
YKL189W	YDL065C
YER065C	YNL189W
YOR136W	YBL022C
YOR136W	YGL158W
YOR136W	YDR394W
YOR136W	YHR014W
YOR136W	YER022W
YOR136W	YNL189W
YOR136W	YJL015C
YJL057C	YMR129W
YJL057C	YLR452C
YLR355C	YDR499W
YLR355C	YDR388W
YLR355C	YLR442C
YLR355C	YHR135C
YML056C	YER142C
YML056C	YBR088C
YML056C	YLR383W
YJR094C	YMR139W
YJR094C	YER022W
YGL192W	YCL055W
YGL192W	YBR057C
YCR046C	YDL049C
YMR150C	YGR260W
YMR150C	YHR078W
YMR035W	YDL138W
YDL181W	YDR318W
YDL181W	YGR089W
YDR123C	YHL020C
YNL106C	YNL055C
YNL106C	YDL230W
YNL106C	YCL028W
YNL106C	YER104W
YNL106C	YPR173C
YNL106C	YGR234W
YOL065C	YJL117W
YOL065C	YJR010C-A
YBR011C	YMR267W
YBR011C	YDL203C
YBR011C	YPL066W
YDR072C	YDR107C
YPL242C	YML064C
YPL242C	YLR428C
YBR140C	YMR139W
YOL081W	YGL087C
YOL081W	YMR139W
YHR079C	YDR532C
YHR079C	YPR086W
YLL027W	YGL189C
YER019W	YPR065W
YER019W	YER104W
YER019W	YER022W
YPL040C	YJL100W
YOR155C	YPL070W
YOR155C	YNL189W
YNL265C	YGR194C
YIR005W	YMR057C
YOR304W	YLR176C
YJR050W	YJR091C
YJR050W	YLL036C
YJR050W	YLR297W
YML068W	YDR073W
YPR133C	YPR094W
YPR133C	YGR116W
YKL217W	YIL166C
YMR294W	YDR311W
YMR294W	YLL049W
YMR294W	YPR126C
YJR091C	YJL034W
YJR091C	YDR439W
YJR091C	YPL004C
YJR091C	YOR197W
YJR091C	YPL270W
YJR091C	YIR025W
YJR091C	YBR122C
YJR091C	YPR047W
YJR091C	YMR287C
YJR091C	YDR268W
YJR091C	YPL219W
YJR091C	YER178W
YJR091C	YNL214W
YJR091C	YML123C
YJR091C	YAR031W
YJR091C	YPR178W
YJR091C	YDL230W
YJR091C	YOR265W
YJR091C	YLR248W
YJR091C	YLR009W
YJR091C	YJL140W
YJR091C	YDR500C
YJR091C	YNR037C
YJR091C	YER125W
YJR091C	YJL047C
YJR091C	YDR389W
YJR091C	YHR079C-A
YJR091C	YGL229C
YJR091C	YER019C-A
YJR091C	YGR049W
YJR091C	YLR292C
YJR091C	YML013W
YJR091C	YDL052C
YJR091C	YOR008C
YJR091C	YDR510W
YJR091C	YJR010C-A
YJR091C	YKR037C
YJR091C	YLR066W
YJR091C	YHR172W
YJR091C	YBR152W
YJR091C	YPL092W
YJR091C	YML015C
YJR091C	YGR144W
YJR091C	YER063W
YJR091C	YBR067C
YJR091C	YLR386W
YJR091C	YEL013W
YJR091C	YLR322W
YJR091C	YMR197C
YJR091C	YJR133W
YJR091C	YAR030C
YJR091C	YBL059W
YJR091C	YBR074W
YJR091C	YBR161W
YJR091C	YDL046W
YJR091C	YDR031W
YJR091C	YDR269C
YJR091C	YDR271C
YJR091C	YDR438W
YJR091C	YDR474C
YJR091C	YDR527W
YJR091C	YEL008W
YJR091C	YEL068C
YJR091C	YGL069C
YJR091C	YGL204C
YJR091C	YGR042W
YJR091C	YGR263C
YJR091C	YGR269W
YJR091C	YHL026C
YJR091C	YIR003W
YJR091C	YJL107C
YJR091C	YJL199C
YJR091C	YJR087W
YJR091C	YKL111C
YJR091C	YKL160W
YJR091C	YKR040C
YJR091C	YKR087C
YJR091C	YKR105C
YJR091C	YLL030C
YJR091C	YLL065W
YJR091C	YLR156W
YJR091C	YLR283W
YJR091C	YLR379W
YJR091C	YLR392C
YJR091C	YLR413W
YJR091C	YMR160W
YJR091C	YMR253C
YJR091C	YMR278W
YJR091C	YNL024C
YJR091C	YNL092W
YJR091C	YNL105W
YJR091C	YNL109W
YJR091C	YNL144C
YJR091C	YNL176C
YJR091C	YNL266W
YJR091C	YNL285W
YJR091C	YOR097C
YJR091C	YOR114W
YJR091C	YPL052W
YJR091C	YPL158C
YJR091C	YPL159C
YJR091C	YPR003C
YJR091C	YPR050C
YJR091C	YPR096C
YJR091C	YPR126C
YJR091C	YPR130C
YJR091C	YPR148C
YJR091C	YNL241C
YBR017C	YBR205W
YBR017C	YDR192C
YBR017C	YBL030C
YBR017C	YAL032C
YBR017C	YNL035C
YJL034W	YMR297W
YCL055W	YBR057C
YHR158C	YGR238C
YHR158C	YAL047C
YHR158C	YLR452C
YHR158C	YOR047C
YIL125W	YFL018C
YIL125W	YMR235C
YIL125W	YML064C
YIL125W	YCR079W
YDR122W	YNL035C
YAR018C	YBL106C
YAR018C	YML064C
YCR091W	YNR047W
YDL049C	YBR226C
YLL019C	YOL054W
YLL019C	YBR126C
YPL102C	YDR034C
YDR532C	YKL194C
YDR532C	YER022W
YER038C	YDR034C
YHR082C	YKL045W
YBR205W	YFL038C
YBR205W	YHR016C
YBR205W	YPR107C
YHL003C	YJR010C-A
YHL003C	YEL002C
YHL003C	YMR298W
YNL239W	YML064C
YNL239W	YLR222C
YKL103C	YDR142C
YKL103C	YNL189W
YKL103C	YML064C
YKL103C	YDR311W
YKL103C	YOR332W
YOR181W	YGR136W
YOR181W	YFR024C-A
YOR181W	YCL034W
YOR181W	YJL100W
YOR181W	YMR109W
YOR181W	YBL017C
YOR181W	YML123C
YOR181W	YPR154W
YOR181W	YHR027C
YOR181W	YER125W
YOR181W	YDR388W
YOR181W	YDR129C
YOR181W	YNL243W
YOR181W	YJL151C
YOR181W	YLR447C
YOR181W	YOR069W
YOR181W	YLR337C
YOR181W	YHR016C
YDR499W	YBR136W
YDR499W	YCL028W
YOR123C	YDR456W
YOR123C	YKL145W
YOR123C	YML010W
YOR123C	YBR058C
YOR123C	YOL131W
YDL051W	YPR088C
YLR239C	YPL073C
YLR011W	YLR447C
YFL018C	YJR051W
YFL018C	YBR221C
YFL018C	YDR388W
YNR008W	YMR059W
YGR136W	YER125W
YGR136W	YNL189W
YGR136W	YIL108W
YFR024C-A	YMR302C
YFR024C-A	YJL045W
YFR024C-A	YLR422W
YJL124C	YER112W
YJL124C	YNL147W
YJL124C	YJR022W
YJL124C	YOR147W
YJL124C	YGR158C
YJL124C	YIL048W
YJL124C	YCR024C-A
YJL124C	YEL060C
YJL124C	YPL152W
YJL124C	YBR214W
YJL124C	YPL016W
YJL124C	YER028C
YJL124C	YNL276C
YER112W	YNL147W
YER112W	YJR022W
YER112W	YNL091W
YER112W	YDR452W
YER112W	YDR289C
YER112W	YFL017W-A
YER112W	YOR219C
YER112W	YBR126C
YER112W	YLR386W
YER112W	YIL029C
YNL147W	YJR022W
YNL147W	YMR268C
YNL147W	YPR178W
YNL147W	YDL098C
YJR022W	YNR050C
YJR022W	YGR158C
YJR022W	YDR228C
YJR022W	YNL329C
YJR022W	YMR268C
YJR022W	YPR178W
YJR022W	YPR191W
YJR022W	YDL111C
YJR022W	YGL028C
YJR022W	YOR076C
YJR022W	YJL004C
YJR022W	YBR044C
YJR022W	YGL096W
YJR022W	YHR034C
YJR022W	YJL021C
YJR022W	YKR021W
YJR022W	YKR104W
YPL004C	YDR490C
YPL004C	YMR059W
YPL004C	YDR200C
YPL004C	YPL150W
YPL004C	YPL157W
YDR034C	YHL004W
YDR034C	YBR057C
YDR034C	YKR048C
YDR034C	YDL085W
YDR034C	YDL065C
YDR034C	YDL138W
YDR034C	YLR105C
YDR034C	YPL138C
YDR034C	YDR259C
YDR034C	YBR144C
YDR034C	YCR095C
YDR034C	YDR131C
YDR034C	YER064C
YDR034C	YGR111W
YDR034C	YJL185C
YDR034C	YLR063W
YDR034C	YPL114W
YBR115C	YGL154C
YJL013C	YGR014W
YJL013C	YGL229C
YJL013C	YNL236W
YER142C	YOL090W
YBR142W	YGL111W
YBR142W	YNL002C
YBR142W	YMR163C
YGR289C	YDR413C
YGR289C	YOL003C
YGR289C	YPR028W
YBR298C	YNL121C
YBR298C	YBR159W
YBR298C	YKL065C
YBL091C	YNL290W
YLR163C	YHR069C
YOR197W	YPR154W
YOR197W	YER022W
YOR197W	YBL106C
YOR197W	YDR311W
YOR197W	YJL141C
YOR197W	YLL017W
YDL054C	YAR031W
YDL054C	YMR013C
YDL054C	YBR159W
YDL054C	YDR307W
YDL054C	YGR173W
YKL221W	YOR221C
YKL221W	YDR205W
YPR046W	YMR268C
YPR046W	YFR008W
YMR043W	YER022W
YMR043W	YLR082C
YMR043W	YOR088W
YDR318W	YKL089W
YDR318W	YDL061C
YDR318W	YDL098C
YDR318W	YHR152W
YDR318W	YNL189W
YDR318W	YDL046W
YDR318W	YDL053C
YDR318W	YDL162C
YDR318W	YDR455C
YDR318W	YDR542W
YDR318W	YEL068C
YDR318W	YER084W
YDR318W	YFL015C
YDR318W	YFR054C
YDR318W	YGR146C
YDR318W	YHR189W
YDR318W	YLL033W
YBL023C	YBR126C
YGL201C	YMR216C
YKL150W	YPR154W
YKL150W	YGL070C
YPL270W	YOR327C
YAL010C	YJL066C
YAL010C	YPL235W
YAL010C	YMR203W
YML104C	YPR099C
YOR147W	YFR003C
YLR106C	YNL110C
YLR106C	YDR394W
YGL197W	YDL047W
YGL197W	YBR225W
YMR112C	YDL005C
YMR112C	YER022W
YDL005C	YOR174W
YDL005C	YBR193C
YDL005C	YPR168W
YDL005C	YGL025C
YDL005C	YLR071C
YDL005C	YNL236W
YDL005C	YER022W
YDL005C	YNL189W
YDL005C	YDR443C
YDL005C	YPL042C
YOR174W	YDL076C
YOR174W	YGL127C
YOR174W	YDR308C
YOR174W	YMR102C
YOR174W	YNL086W
YBR193C	YER012W
YBR193C	YEL037C
YBR193C	YGL127C
YBR193C	YER022W
YBR193C	YPR086W
YPL121C	YDR146C
YPR138C	YBR067C
YBR213W	YMR206W
YHR015W	YDR172W
YOR231W	YLR313C
YOR231W	YLR447C
YNL076W	YBR126C
YNL085W	YER095W
YNL085W	YDR394W
YGL106W	YHR023W
YPL164C	YPR191W
YPL164C	YNL128W
YGL087C	YER125W
YGL087C	YDR092W
YGL087C	YOR220W
YBR098W	YHR016C
YPL224C	YLR141W
YKL201C	YOR003W
YJL186W	YDL138W
YPL050C	YPR154W
YPL050C	YLR447C
YKL064W	YLR138W
YIL106W	YDL028C
YPL082C	YBR049C
YPL082C	YLR176C
YOR177C	YOR265W
YOR177C	YOR117W
YOR177C	YMR216C
YOR177C	YHR135C
YOR288C	YPR085C
YKL059C	YKR002W
YKL059C	YDR228C
YKL059C	YGR156W
YKL059C	YMR061W
YKL059C	YPR107C
YJL066C	YPR086W
YGL075C	YJR112W
YGL075C	YJR117W
YPR079W	YDR456W
YPR079W	YDL138W
YPR079W	YBR037C
YPR079W	YNL194C
YGR084C	YHL004W
YGR084C	YGR251W
YHL004W	YDR337W
YHL004W	YMR158W
YHL004W	YBR146W
YHL004W	YDL116W
YHL004W	YOR158W
YHL004W	YNR037C
YHL004W	YGL129C
YHL004W	YJR113C
YHL004W	YBR103W
YKL142W	YGR086C
YKL142W	YMR165C
YBL038W	YDR322W
YBL038W	YMR024W
YBL038W	YPR100W
YBL038W	YDR164C
YBL038W	YGR033C
YBL038W	YML025C
YBR122C	YLR447C
YMR024W	YDL047W
YDR337W	YDL195W
YDR337W	YDR311W
YGR014W	YIL144W
YGR014W	YAR027W
YOL090W	YML095C
YOL090W	YMR201C
YOL090W	YBR025C
YDL154W	YGL025C
YDL154W	YER173W
YDL154W	YIL144W
YBR195C	YHR004C
YNL073W	YER022W
YDR335W	YDR192C
YDR335W	YDL116W
YDR335W	YGR009C
YDR335W	YDR146C
YNR049C	YDR164C
YMR287C	YDR388W
YPL097W	YPR086W
YMR228W	YFL036W
YDL044C	YDL116W
YDL044C	YLR386W
YMR097C	YPL154C
YGR023W	YNL237W
YGL236C	YPL179W
YOR160W	YDR192C
YOR160W	YAL005C
YKL186C	YPL138C
YGR158C	YDL111C
YGR158C	YLR345W
YBR119W	YML046W
YBR119W	YKL012W
YBR119W	YDR235W
YBR119W	YFL017W-A
YBR119W	YLR298C
YKL074C	YML046W
YKL074C	YPL016W
YPL070W	YGR010W
YPL070W	YDR394W
YPL070W	YLR321C
YPL070W	YPL124W
YPL070W	YML064C
YPL070W	YHL018W
YPL070W	YJL199C
YBR057C	YKR031C
YBR057C	YIL144W
YBR057C	YLR222C
YMR004W	YLR452C
YMR004W	YBR077C
YHR023W	YGR059W
YMR109W	YDR388W
YMR109W	YOR247W
YMR109W	YGR192C
YMR109W	YLR337C
YML117W	YDR172W
YKR048C	YNL078W
YKR048C	YMR139W
YKR048C	YJR045C
YKR048C	YDR259C
YKR048C	YPL150W
YGR232W	YHR200W
YGR232W	YKL145W
YGR232W	YDR394W
YGR232W	YPR086W
YPL024W	YDR311W
YHR042W	YPL092W
YHR042W	YBR044C
YHR042W	YHR140W
YOR372C	YDL203C
YDL085W	YGR139W
YIL048W	YLR241W
YDR176W	YGL013C
YDR176W	YCL010C
YDR176W	YER022W
YDR176W	YDR308C
YDR176W	YPR086W
YDR176W	YBR198C
YDR176W	YGL112C
YDR176W	YMR236W
YDR176W	YIL144W
YDR176W	YDR457W
YDR176W	YJR080C
YLR138W	YCR061W
YLR138W	YHL010C
YDR456W	YIR022W
YDR456W	YIL030C
YDR456W	YPL092W
YDR456W	YIL171W
YGL221C	YNL189W
YGL221C	YML064C
YNL078W	YMR139W
YDR383C	YOR159C
YDR383C	YPL002C
YDR383C	YNL189W
YGR010W	YNL189W
YJR112W	YDR150W
YJR112W	YGL093W
YJR112W	YIL144W
YJR112W	YLR200W
YGR089W	YDR150W
YGR089W	YDR146C
YGR089W	YHL010C
YNL110C	YGL111W
YNL110C	YNL002C
YNL110C	YPL012W
YBR170C	YDR259C
YDL167C	YBL081W
YLR007W	YLR383W
YNL091W	YPL229W
YBR188C	YLL036C
YBR188C	YGL070C
YDR150W	YER120W
YDR150W	YDR247W
YKL057C	YDR192C
YKL057C	YDL116W
YKL057C	YLR208W
YDR192C	YDL116W
YDR192C	YJR042W
YDR192C	YMR235C
YDR192C	YPR181C
YDR192C	YNL189W
YDR192C	YAL005C
YDR192C	YNL092W
YDL116W	YJR042W
YDL116W	YDR113C
YDL116W	YJL117W
YDL116W	YLR208W
YDL116W	YPL124W
YDL116W	YCL044C
YDL116W	YGL179C
YDL116W	YHR033W
YDL116W	YOL131W
YJR042W	YLR208W
YJR042W	YMR209C
YPR168W	YGL127C
YPR168W	YPL276W
YLR093C	YGL006W
YLR093C	YOR106W
YLR093C	YMR197C
YGL038C	YGL055W
YKL134C	YPR086W
YGL055W	YDL093W
YGL055W	YBR159W
YIL136W	YGL137W
YHL020C	YER120W
YJR073C	YJL047C
YJL212C	YFR017C
YAR044W	YER120W
YAR044W	YGR192C
YHR073W	YHR152W
YOR085W	YGL226C-A
YOR085W	YJL222W
YOR085W	YEL002C
YGL226C-A	YEL002C
YPL171C	YHR135C
YGR078C	YLR200W
YER007W	YHR027C
YER007W	YML085C
YER007W	YJL120W
YER129W	YIL144W
YDR251W	YPL057C
YKR002W	YDR228C
YKR002W	YGR156W
YKR002W	YMR061W
YKR002W	YNL189W
YKR002W	YNL222W
YKR002W	YDR390C
YKR002W	YJL029C
YKR002W	YPR107C
YEL049W	YOR159C
YFL020C	YML038C
YAR020C	YDR455C
YNL015W	YPR086W
YCL052C	YEL060C
YCL052C	YJR010C-A
YCL052C	YGR260W
YCL052C	YHR140W
YJL128C	YER178W
YJL128C	YNR031C
YJL128C	YBR047W
YDR228C	YPL031C
YDR228C	YMR061W
YDR228C	YDL140C
YDR228C	YLR424W
YIL071C	YDL216C
YIL071C	YDR311W
YGL134W	YPL031C
YNL289W	YPL031C
YER059W	YPL031C
YER059W	YBR141C
YER059W	YJL084C
YER059W	YLR190W
YER059W	YOR392W
YIL050W	YGR233C
YIL050W	YPL031C
