YAL001C	YGR047C
YGR054W	YNL207W
YGR056W	YIL126W
YGR056W	YLR321C
YGR056W	YLR357W
YGR056W	YML127W
YGR056W	YMR033W
YGR056W	YMR091C
YGR056W	YPR034W
YGR063C	YGR186W
YGR063C	YIL021W
YGR063C	YJL140W
YGR085C	YIL133C
YGR085C	YJL177W
YGR085C	YJL190C
YGR085C	YJR123W
YGR085C	YJR145C
YGR085C	YKL180W
YGR085C	YKR081C
YGR085C	YLL045C
YGR085C	YLR029C
YGR085C	YLR150W
YGR085C	YLR340W
YGR085C	YLR367W
YGR085C	YLR448W
YGR085C	YML063W
YGR085C	YML073C
YGR085C	YMR142C
YGR085C	YMR194W
YGR085C	YMR242C
YGR085C	YMR290C
YGR085C	YNL061W
YGR085C	YNL069C
YGR085C	YNL132W
YGR085C	YNL178W
YGR085C	YOL040C
YGR085C	YOR096W
YGR085C	YOR198C
YGR085C	YOR234C
YGR085C	YPL093W
YGR085C	YPL143W
YGR085C	YPL220W
YGR090W	YGR128C
YGR090W	YIL035C
YGR090W	YJL109C
YGR090W	YJR002W
YGR090W	YJR145C
YGR090W	YLR129W
YGR090W	YLR197W
YGR090W	YLR223C
YGR090W	YMR093W
YGR090W	YMR128W
YGR090W	YMR229C
YGR090W	YMR290C
YGR090W	YNL132W
YGR090W	YOR039W
YGR090W	YOR061W
YGR090W	YOR096W
YGR090W	YPR144C
YGR104C	YHR041C
YGR104C	YHR058C
YGR104C	YLR071C
YGR104C	YNL236W
YGR104C	YOL051W
YGR104C	YOL135C
YGR113W	YKL052C
YGR118W	YJL177W
YGR118W	YLR287C-A
YGR118W	YML073C
YGR118W	YMR194W
YGR118W	YOL040C
YGR120C	YML071C
YGR120C	YPR105C
YGR128C	YHR196W
YGR128C	YJL109C
YGR128C	YJR002W
YGR128C	YLL011W
YGR128C	YLR129W
YGR128C	YLR197W
YGR128C	YMR093W
YGR128C	YMR128W
YGR128C	YNL132W
YGR128C	YPR144C
YGR132C	YGR231C
YGR132C	YJL183W
YGR132C	YPL050C
YGR134W	YNL288W
YGR135W	YJL001W
YGR135W	YMR314W
YGR135W	YPR103W
YGR156W	YKL018W
YGR156W	YKL059C
YGR156W	YKR002W
YGR156W	YLR277C
YGR156W	YLR448W
YGR156W	YMR061W
YGR156W	YNL222W
YGR156W	YNL317W
YGR156W	YOR179C
YGR156W	YPR107C
YGR161C	YJL098W
YGR165W	YHL004W
YGR165W	YIL070C
YGR165W	YJR101W
YGR165W	YKL155C
YGR165W	YNL137C
YGR165W	YNL306W
YGR165W	YPL013C
YGR165W	YPL118W
YGR186W	YIL021W
YGR186W	YJL140W
YGR186W	YOR210W
YGR200C	YLR384C
YGR200C	YMR312W
YGR218W	YJR077C
YGR218W	YLR180W
YGR231C	YJL183W
YGR231C	YPL050C
YGR233C	YOL001W
YGR245C	YKL009W
YGR245C	YNL110C
YGR245C	YNL182C
YGR245C	YNR053C
YGR245C	YPL093W
YGR245C	YPR016C
YGR261C	YPL195W
YGR262C	YKR038C
YGR262C	YML036W
YGR274C	YML015C
YGR274C	YMR236W
YHL002W	YNR006W
YHL004W	YJR101W
YHL004W	YKL155C
YHL004W	YNL137C
YHL004W	YNL306W
YHL004W	YPL013C
YHL004W	YPL118W
YHL019C	YLR170C
YHL019C	YPR029C
YHL029C	YNL032W
YHR013C	YOR253W
YHR029C	YLR287C-A
YHR034C	YPL235W
YHR041C	YHR058C
YHR041C	YLR071C
YHR041C	YML007W
YHR041C	YNL236W
YHR041C	YOL051W
YHR041C	YOL135C
YHR052W	YKL009W
YHR052W	YKL172W
YHR052W	YKR081C
YHR052W	YLL045C
YHR052W	YMR229C
YHR052W	YMR242C
YHR052W	YMR290C
YHR052W	YNL061W
YHR052W	YNL110C
YHR052W	YNL182C
YHR052W	YOL041C
YHR052W	YOR206W
YHR052W	YOR272W
YHR052W	YPL093W
YHR052W	YPR016C
YHR058C	YLR071C
YHR058C	YML007W
YHR058C	YNL236W
YHR058C	YOL051W
YHR058C	YOL135C
YHR062C	YNL282W
YHR085W	YKL009W
YHR085W	YNL182C
YHR085W	YNR053C
YHR085W	YPL093W
YHR086W	YKL012W
YHR086W	YLR147C
YHR086W	YLR298C
YHR086W	YML046W
YHR086W	YMR125W
YHR086W	YPL178W
YHR089C	YLR029C
YHR089C	YNL308C
YHR090C	YNL107W
YHR090C	YNL136W
YHR107C	YJR076C
YHR107C	YLR314C
YHR122W	YNL240C
YHR147C	YNL005C
YHR147C	YNL252C
YHR164C	YNL312W
YHR165C	YJL124C
YHR165C	YKR022C
YHR165C	YLR147C
YHR165C	YML046W
YHR165C	YML049C
YHR165C	YMR125W
YHR165C	YMR288W
YHR165C	YOR308C
YHR165C	YPL213W
YHR165C	YPR178W
YHR172W	YNL126W
YHR191C	YMR078C
YHR196W	YJL109C
YHR196W	YJR002W
YHR196W	YLL011W
YHR196W	YLR129W
YHR196W	YLR197W
YHR196W	YMR093W
YHR196W	YPR137W
YHR196W	YPR144C
YHR200W	YIL075C
YHR200W	YLR421C
YHR200W	YMR314W
YHR200W	YOR117W
YHR200W	YOR259C
YHR200W	YOR261C
YHR200W	YPR108W
YHR216W	YMR142C
YIL021W	YJL140W
YIL021W	YOR210W
YIL022W	YJR045C
YIL035C	YIL084C
YIL035C	YLR418C
YIL035C	YML069W
YIL035C	YOL145C
YIL035C	YOR039W
YIL035C	YOR061W
YIL035C	YOR123C
YIL062C	YKL013C
YIL062C	YLR370C
YIL062C	YNR035C
YIL070C	YNL137C
YIL075C	YLR180W
YIL075C	YLR421C
YIL075C	YMR314W
YIL075C	YOR117W
YIL075C	YOR259C
YIL075C	YOR261C
YIL075C	YPR108W
YIL076W	YPL010W
YIL084C	YMR075W
YIL084C	YNL097C
YIL084C	YOL004W
YIL084C	YPL139C
YIL094C	YOR136W
YIL126W	YKR001C
YIL126W	YLR321C
YIL126W	YLR357W
YIL126W	YML127W
YIL126W	YMR033W
YIL126W	YMR091C
YIL126W	YPL082C
YIL126W	YPR034W
YIL133C	YJL177W
YIL133C	YJL190C
YIL133C	YJR123W
YIL133C	YJR145C
YIL133C	YKL180W
YIL133C	YLL045C
YIL133C	YLR029C
YIL133C	YLR197W
YIL133C	YLR340W
YIL133C	YLR448W
YIL133C	YML063W
YIL133C	YML073C
YIL133C	YMR142C
YIL133C	YMR194W
YIL133C	YMR242C
YIL133C	YMR290C
YIL133C	YNL069C
YIL133C	YNL132W
YIL133C	YNL178W
YIL133C	YOL041C
YIL133C	YOL120C
YIL133C	YOR096W
YIL133C	YOR206W
YIL133C	YPL143W
YJL001W	YMR314W
YJL001W	YPR103W
YJL006C	YML112W
YJL011C	YKL144C
YJL011C	YNL151C
YJL011C	YNR003C
YJL011C	YOR207C
YJL011C	YPR110C
YJL063C	YKR006C
YJL063C	YMR024W
YJL063C	YNL005C
YJL063C	YNL252C
YJL066C	YMR203W
YJL098W	YOR267C
YJL109C	YJR002W
YJL109C	YLL011W
YJL109C	YLR129W
YJL109C	YLR197W
YJL109C	YMR093W
YJL109C	YMR128W
YJL109C	YNL132W
YJL109C	YPR137W
YJL109C	YPR144C
YJL111W	YOR281C
YJL115W	YNL031C
YJL115W	YPL153C
YJL124C	YLR147C
YJL124C	YOR308C
YJL124C	YPR178W
YJL138C	YMR186W
YJL138C	YOL139C
YJL140W	YOR210W
YJL146W	YPL154C
YJL154C	YOR132W
YJL176C	YMR033W
YJL176C	YPL016W
YJL176C	YPR034W
YJL177W	YJL190C
YJL177W	YJR123W
YJL177W	YKL180W
YJL177W	YLL045C
YJL177W	YLR029C
YJL177W	YLR150W
YJL177W	YLR287C-A
YJL177W	YLR340W
YJL177W	YLR448W
YJL177W	YML063W
YJL177W	YML073C
YJL177W	YMR142C
YJL177W	YMR194W
YJL177W	YMR242C
YJL177W	YNL069C
YJL177W	YNL178W
YJL177W	YOL040C
YJL177W	YOR096W
YJL177W	YOR234C
YJL177W	YPL220W
YJL179W	YML094W
YJL179W	YNL153C
YJL183W	YPL050C
YJL190C	YJR002W
YJL190C	YJR123W
YJL190C	YJR145C
YJL190C	YKL180W
YJL190C	YLL045C
YJL190C	YLR029C
YJL190C	YLR150W
YJL190C	YLR197W
YJL190C	YLR340W
YJL190C	YLR448W
YJL190C	YML024W
YJL190C	YML063W
YJL190C	YML073C
YJL190C	YMR125W
YJL190C	YMR194W
YJL190C	YMR242C
YJL190C	YNL069C
YJL190C	YNL178W
YJL190C	YOL139C
YJL190C	YOR096W
YJL190C	YPL146C
YJR002W	YJR123W
YJR002W	YJR145C
YJR002W	YLL011W
YJR002W	YLR129W
YJR002W	YLR197W
YJR002W	YMR093W
YJR002W	YMR128W
YJR002W	YNL132W
YJR002W	YOL010W
YJR002W	YOR078W
YJR002W	YOR096W
YJR002W	YOR310C
YJR002W	YPR137W
YJR002W	YPR144C
YJR005W	YOL062C
YJR007W	YMR146C
YJR007W	YMR309C
YJR007W	YOR260W
YJR007W	YPL237W
YJR022W	YMR268C
YJR022W	YOR308C
YJR022W	YPR178W
YJR041C	YKL014C
YJR041C	YOL144W
YJR042W	YKL057C
YJR068W	YOL094C
YJR076C	YJR092W
YJR076C	YLR314C
YJR077C	YKL182W
YJR101W	YKL155C
YJR101W	YNL137C
YJR101W	YNL306W
YJR101W	YPL013C
YJR101W	YPL118W
YJR109C	YOR303W
YJR123W	YJR145C
YJR123W	YKL180W
YJR123W	YLL045C
YJR123W	YLR029C
YJR123W	YLR197W
YJR123W	YLR287C-A
YJR123W	YLR340W
YJR123W	YLR448W
YJR123W	YML063W
YJR123W	YML073C
YJR123W	YMR093W
YJR123W	YMR142C
YJR123W	YMR194W
YJR123W	YMR242C
YJR123W	YNL069C
YJR123W	YNL132W
YJR123W	YNL178W
YJR123W	YOL040C
YJR123W	YOR096W
YJR123W	YPL220W
YJR135C	YPL018W
YJR135C	YPR046W
YJR140C	YOR038C
YJR145C	YLL045C
YJR145C	YLR029C
YJR145C	YLR150W
YJR145C	YLR197W
YJR145C	YLR367W
YJR145C	YML063W
YJR145C	YML073C
YJR145C	YMR093W
YJR145C	YMR128W
YJR145C	YMR229C
YJR145C	YMR242C
YJR145C	YMR290C
YJR145C	YNL069C
YJR145C	YNL132W
YJR145C	YNL178W
YJR145C	YNL308C
YJR145C	YOL120C
YJR145C	YOR096W
YJR145C	YPL220W
YJR145C	YPR144C
YKL007W	YLR429W
YKL009W	YKR081C
YKL009W	YLL045C
YKL009W	YMR290C
YKL009W	YNL061W
YKL009W	YNL110C
YKL009W	YNL182C
YKL009W	YNR053C
YKL009W	YOR206W
YKL009W	YOR272W
YKL009W	YPL093W
YKL009W	YPR016C
YKL012W	YLR147C
YKL012W	YLR298C
YKL012W	YML046W
YKL012W	YML049C
YKL012W	YMR125W
YKL013C	YLR370C
YKL013C	YNR035C
YKL014C	YMR290C
YKL014C	YNL061W
YKL014C	YOL144W
YKL018W	YKL059C
YKL018W	YKR002W
YKL018W	YLR277C
YKL018W	YLR448W
YKL018W	YMR061W
YKL018W	YNL222W
YKL018W	YNL317W
YKL018W	YOR179C
YKL018W	YPL138C
YKL018W	YPR107C
YKL045W	YNL102W
YKL052C	YKR083C
YKL058W	YOR194C
YKL059C	YKR002W
YKL059C	YLR277C
YKL059C	YNL222W
YKL059C	YNL317W
YKL059C	YPR107C
YKL081W	YPL048W
YKL081W	YPR080W
YKL143W	YNL178W
YKL143W	YNL207W
YKL144C	YNL151C
YKL144C	YNR003C
YKL144C	YOR207C
YKL144C	YPR110C
YKL148C	YLL041C
YKL155C	YNL137C
YKL155C	YNL306W
YKL155C	YPL013C
YKL155C	YPL118W
YKL172W	YKR081C
YKL172W	YLL045C
YKL172W	YLR029C
YKL172W	YMR290C
YKL172W	YNL061W
YKL172W	YOR206W
YKL172W	YOR272W
YKL172W	YPL093W
YKL180W	YLL045C
YKL180W	YLR029C
YKL180W	YLR287C-A
YKL180W	YLR340W
YKL180W	YLR448W
YKL180W	YML024W
YKL180W	YML063W
YKL180W	YML073C
YKL180W	YMR142C
YKL180W	YMR194W
YKL180W	YMR242C
YKL180W	YNL069C
YKL180W	YNL132W
YKL180W	YNL178W
YKL180W	YOL040C
YKL180W	YOR096W
YKL180W	YPL143W
YKL180W	YPL220W
YKL182W	YLR044C
YKL196C	YMR197C
YKL196C	YNL258C
YKL196C	YOR036W
YKL204W	YOL139C
YKL214C	YMR125W
YKL214C	YPL178W
YKR001C	YLR357W
YKR001C	YMR033W
YKR001C	YMR091C
YKR001C	YPL082C
YKR002W	YLR277C
YKR002W	YMR061W
YKR002W	YNL222W
YKR002W	YNL317W
YKR002W	YPR107C
YKR006C	YMR024W
YKR006C	YNL005C
YKR006C	YNL252C
YKR038C	YML036W
YKR068C	YML077W
YKR068C	YMR218C
YKR068C	YOR115C
YKR071C	YPR048W
YKR081C	YLL045C
YKR081C	YLR029C
YKR081C	YMR290C
YKR081C	YNL061W
YKR081C	YNL110C
YKR081C	YNR053C
YKR081C	YOR096W
YKR081C	YOR206W
YKR081C	YPL093W
YKR081C	YPR016C
YLL004W	YNL261W
YLL011W	YLR129W
YLL011W	YLR197W
YLL011W	YMR093W
YLL011W	YNL132W
YLL011W	YPR137W
YLL011W	YPR144C
YLL045C	YLR029C
YLL045C	YLR448W
YLL045C	YML063W
YLL045C	YML073C
YLL045C	YMR142C
YLL045C	YMR194W
YLL045C	YMR242C
YLL045C	YMR290C
YLL045C	YNL061W
YLL045C	YNL069C
YLL045C	YNL132W
YLL045C	YNL178W
YLL045C	YOL041C
YLL045C	YOL120C
YLL045C	YOR096W
YLL045C	YOR206W
YLL045C	YOR272W
YLL045C	YPL093W
YLL045C	YPL220W
YLL045C	YPR016C
YLR029C	YLR287C-A
YLR029C	YLR340W
YLR029C	YLR448W
YLR029C	YML063W
YLR029C	YML073C
YLR029C	YMR194W
YLR029C	YMR229C
YLR029C	YMR242C
YLR029C	YMR290C
YLR029C	YNL069C
YLR029C	YNL132W
YLR029C	YNL178W
YLR029C	YOL040C
YLR029C	YOL041C
YLR029C	YOL120C
YLR029C	YOR096W
YLR029C	YOR206W
YLR029C	YPL093W
YLR029C	YPL220W
YLR052W	YNL059C
YLR052W	YNL215W
YLR052W	YPL235W
YLR071C	YML007W
YLR071C	YNL236W
YLR071C	YOL051W
YLR071C	YOL135C
YLR074C	YNR053C
YLR074C	YPL093W
YLR127C	YNL172W
YLR129W	YLR197W
YLR129W	YMR093W
YLR129W	YMR128W
YLR129W	YNL132W
YLR129W	YPR112C
YLR129W	YPR137W
YLR129W	YPR144C
YLR132C	YPR191W
YLR147C	YLR298C
YLR147C	YML046W
YLR147C	YML049C
YLR147C	YMR125W
YLR147C	YMR288W
YLR147C	YOR308C
YLR147C	YPL213W
YLR147C	YPR178W
YLR150W	YLR448W
YLR150W	YML063W
YLR150W	YML073C
YLR150W	YMR242C
YLR150W	YNL069C
YLR150W	YOR096W
YLR170C	YPR029C
YLR197W	YLR448W
YLR197W	YMR093W
YLR197W	YMR128W
YLR197W	YMR229C
YLR197W	YMR290C
YLR197W	YNL132W
YLR197W	YOR078W
YLR197W	YOR096W
YLR197W	YOR310C
YLR197W	YPR137W
YLR197W	YPR144C
YLR221C	YOL144W
YLR226W	YPR161C
YLR277C	YLR448W
YLR277C	YMR061W
YLR277C	YNL222W
YLR277C	YNL317W
YLR277C	YPR107C
YLR287C	YLR340W
YLR287C-A	YLR448W
YLR287C-A	YML063W
YLR287C-A	YML073C
YLR287C-A	YMR194W
YLR287C-A	YMR242C
YLR287C-A	YNL069C
YLR287C-A	YNL178W
YLR287C-A	YOL039W
YLR287C-A	YOL040C
YLR298C	YML046W
YLR298C	YMR125W
YLR321C	YLR357W
YLR321C	YML127W
YLR321C	YMR033W
YLR321C	YMR091C
YLR321C	YPR034W
YLR340W	YLR448W
YLR340W	YML063W
YLR340W	YML073C
YLR340W	YMR194W
YLR340W	YMR242C
YLR340W	YNL069C
YLR340W	YNL132W
YLR340W	YNL178W
YLR340W	YOL039W
YLR340W	YPL220W
YLR357W	YML127W
YLR357W	YMR033W
YLR357W	YMR091C
YLR357W	YPL082C
YLR357W	YPR034W
YLR360W	YPL120W
YLR367W	YMR194W
YLR367W	YNL207W
YLR367W	YOL139C
YLR367W	YOR096W
YLR370C	YNR035C
YLR373C	YPL128C
YLR384C	YMR312W
YLR386W	YNL325C
YLR399C	YNL107W
YLR399C	YPL235W
YLR418C	YOL145C
YLR418C	YOR039W
YLR418C	YOR061W
YLR418C	YOR123C
YLR421C	YOR117W
YLR421C	YOR259C
YLR421C	YOR261C
YLR421C	YPR108W
YLR423C	YPL166W
YLR429W	YMR109W
YLR436C	YMR304W
YLR448W	YML063W
YLR448W	YML073C
YLR448W	YMR061W
YLR448W	YMR142C
YLR448W	YMR194W
YLR448W	YMR242C
YLR448W	YMR290C
YLR448W	YNL069C
YLR448W	YNL132W
YLR448W	YNL178W
YLR448W	YOL040C
YLR448W	YOL041C
YLR448W	YOR096W
YLR448W	YPL220W
YML007W	YNL236W
YML007W	YOL051W
YML007W	YOL135C
YML015C	YMR236W
YML024W	YML063W
YML024W	YOR096W
YML046W	YML049C
YML046W	YMR125W
YML046W	YMR288W
YML046W	YPL213W
YML046W	YPR178W
YML049C	YMR125W
YML049C	YMR288W
YML049C	YOR308C
YML049C	YPL213W
YML049C	YPR178W
YML063W	YML073C
YML063W	YMR142C
YML063W	YMR194W
YML063W	YMR242C
YML063W	YMR290C
YML063W	YNL069C
YML063W	YNL132W
YML063W	YNL178W
YML063W	YOL040C
YML063W	YOL120C
YML063W	YOR096W
YML063W	YPL220W
YML069W	YNL030W
YML069W	YOL054W
YML069W	YOL145C
YML069W	YOR039W
YML069W	YOR061W
YML069W	YOR123C
YML071C	YPR105C
YML073C	YMR142C
YML073C	YMR194W
YML073C	YMR242C
YML073C	YMR290C
YML073C	YNL061W
YML073C	YNL069C
YML073C	YNL178W
YML073C	YOL040C
YML073C	YOL041C
YML073C	YOL120C
YML073C	YOR096W
YML073C	YOR234C
YML073C	YPL093W
YML073C	YPL143W
YML073C	YPL220W
YML077W	YMR218C
YML077W	YOR115C
YML094W	YNL153C
YML102W	YPR018W
YML127W	YMR033W
YML127W	YMR091C
YML127W	YPR034W
YMR024W	YNL005C
YMR024W	YNL252C
YMR033W	YMR091C
YMR033W	YPL016W
YMR033W	YPR034W
YMR048W	YNL273W
YMR061W	YNL317W
YMR075W	YNL097C
YMR075W	YOL004W
YMR075W	YPL139C
YMR078C	YOL094C
YMR091C	YPL082C
YMR091C	YPR034W
YMR093W	YMR128W
YMR093W	YNL132W
YMR093W	YOR096W
YMR093W	YPR137W
YMR093W	YPR144C
YMR125W	YOL139C
YMR125W	YPL178W
YMR125W	YPL213W
YMR128W	YMR229C
YMR128W	YNL132W
YMR128W	YOL010W
YMR128W	YOR096W
YMR128W	YPR137W
YMR128W	YPR144C
YMR142C	YMR194W
YMR142C	YMR242C
YMR142C	YNL069C
YMR142C	YNL178W
YMR142C	YOR096W
YMR142C	YPL143W
YMR143W	YMR194W
YMR146C	YMR309C
YMR146C	YNL244C
YMR146C	YPR041W
YMR186W	YPL240C
YMR194W	YMR242C
YMR194W	YNL069C
YMR194W	YNL132W
YMR194W	YNL178W
YMR194W	YOL040C
YMR194W	YOR096W
YMR194W	YPL220W
YMR218C	YOR115C
YMR223W	YMR236W
YMR223W	YPL254W
YMR229C	YMR290C
YMR229C	YNL061W
YMR229C	YNL132W
YMR229C	YOL041C
YMR229C	YOR206W
YMR229C	YOR272W
YMR236W	YPL254W
YMR242C	YMR290C
YMR242C	YNL069C
YMR242C	YNL178W
YMR242C	YOL040C
YMR242C	YOL041C
YMR242C	YOR096W
YMR242C	YOR206W
YMR242C	YOR234C
YMR242C	YPL093W
YMR242C	YPL220W
YMR268C	YPR178W
YMR288W	YPL213W
YMR288W	YPR178W
YMR290C	YNL061W
YMR290C	YNL069C
YMR290C	YNL110C
YMR290C	YNL132W
YMR290C	YNL308C
YMR290C	YOL041C
YMR290C	YOL120C
YMR290C	YOR096W
YMR290C	YOR206W
YMR290C	YOR272W
YMR290C	YPL093W
YMR290C	YPL220W
YMR290C	YPR016C
YMR309C	YNL244C
YMR309C	YPR041W
YMR314W	YOR117W
YMR314W	YOR259C
YMR314W	YOR261C
YMR314W	YPR103W
YMR314W	YPR108W
YNL005C	YNL252C
YNL030W	YOL054W
YNL030W	YPL001W
YNL031C	YOL054W
YNL031C	YPL001W
YNL049C	YPL085W
YNL049C	YPR181C
YNL059C	YNL215W
YNL059C	YPL235W
YNL061W	YNL110C
YNL061W	YOL041C
YNL061W	YOR206W
YNL061W	YOR272W
YNL061W	YPL093W
YNL061W	YPL220W
YNL061W	YPR016C
YNL069C	YNL178W
YNL069C	YOL039W
YNL069C	YOL040C
YNL069C	YOL120C
YNL069C	YOR096W
YNL069C	YPL143W
YNL069C	YPL220W
YNL097C	YOL004W
YNL097C	YPL139C
YNL107W	YNL136W
YNL107W	YPL235W
YNL110C	YNL182C
YNL110C	YOR206W
YNL110C	YOR272W
YNL110C	YPL093W
YNL110C	YPR016C
YNL132W	YNL178W
YNL132W	YOR096W
YNL132W	YOR310C
YNL132W	YPR137W
YNL132W	YPR144C
YNL137C	YNL306W
YNL137C	YPL013C
YNL137C	YPL118W
YNL151C	YNR003C
YNL151C	YOR207C
YNL151C	YOR210W
YNL151C	YPR110C
YNL178W	YOL040C
YNL178W	YOR096W
YNL182C	YNR053C
YNL182C	YPL093W
YNL182C	YPR016C
YNL215W	YPL235W
YNL222W	YNL317W
YNL222W	YOR179C
YNL222W	YPR107C
YNL236W	YOL051W
YNL236W	YOL135C
YNL244C	YPR041W
YNL248C	YOR210W
YNL248C	YOR340C
YNL248C	YOR341W
YNL248C	YPR110C
YNL258C	YOR075W
YNL262W	YPR175W
YNL306W	YPL013C
YNL306W	YPL118W
YNL317W	YPR107C
YNR003C	YOR207C
YNR003C	YOR210W
YNR003C	YPR110C
YNR053C	YPL093W
YNR053C	YPR016C
YOL004W	YPL139C
YOL040C	YOR096W
YOL041C	YOR206W
YOL041C	YOR272W
YOL051W	YOL135C
YOL054W	YPL001W
YOL120C	YOR206W
YOL120C	YPL143W
YOL139C	YOR276W
YOL142W	YOR001W
YOL142W	YOR076C
YOL145C	YOR039W
YOL145C	YOR061W
YOL145C	YOR123C
YOR001W	YOR076C
YOR039W	YOR061W
YOR061W	YOR123C
YOR078W	YPR137W
YOR096W	YOR310C
YOR096W	YPL220W
YOR096W	YPR144C
YOR117W	YOR259C
YOR117W	YOR261C
YOR117W	YPR108W
YOR136W	YPL235W
YOR206W	YOR272W
YOR206W	YPL093W
YOR206W	YPR016C
YOR207C	YOR210W
YOR207C	YPR110C
YOR210W	YOR340C
YOR210W	YOR341W
YOR210W	YPR110C
YOR259C	YOR261C
YOR259C	YPR108W
YOR260W	YPL237W
YOR261C	YPR108W
YOR272W	YPL093W
YOR308C	YPL213W
YOR308C	YPR178W
YOR310C	YPR137W
YOR340C	YOR341W
YOR340C	YPR110C
YOR341W	YPR110C
YPL013C	YPL118W
YPL016W	YPR034W
YPL048W	YPR080W
YPL085W	YPR181C
YPL093W	YPR016C
YPL213W	YPR178W
YPR137W	YPR144C
